ID	hep_mean	hemocytes_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027350661.1	47.8184606663282	170.945283348657	-1.09378341454181	0.977782758914247	-1.83789502325353	0.0222172410857525	1.83789502325353	60	65	67	25	42	55	179	36	74	358	355	221	46.2477246827124	58.8426682738701	48.2518866928224	40.7810096165656	44.2148686990397	48.5726060329589	217.380956018675	81.9579202561828	149.310406790686	226.127458621832	197.684495054692	153.210463349875	Down_hep_Up_hemocytes
XM_027350662.1	44.6592175026552	170.665064252908	-1.12349250568857	0.978237271164236	-1.93413788548495	0.0217627288357642	1.93413788548495	61	55	82	14	42	51	172	43	65	328	348	267	47.0185200940909	49.7899500778901	59.054547892708	22.8373653852767	44.2148686990397	45.0400528669255	208.880024777722	97.8941825282184	131.151032991819	207.178230245701	193.786490926853	185.100424047134	Down_hep_Up_hemocytes
XM_027350663.1	50.2936508951637	156.742708833191	-0.927105686518317	0.970795377310244	-1.63995014522266	0.029204622689756	1.63995014522266	64	51	75	25	48	69	210	32	55	240	331	239	49.3309063282265	46.1688627994981	54.013305999428	40.7810096165656	50.5312785131882	60.9365421140757	255.027937228614	72.8514846721625	110.973950993077	151.593827009049	184.31990947353	165.689143622715	Down_hep_Up_hemocytes
XM_027350664.1	19.4839583706329	211.391851102179	-1.70148937162694	0.984147253615923	-3.43956105271069	0.0158527463840773	3.43956105271069	32	25	41	2	14	25	290	31	96	398	403	254	24.6654531641133	22.6317954899501	29.527273946354	3.26248076932525	14.7382895663466	22.0784572877086	352.181437125228	70.5748757761574	193.699987187917	251.393096456673	224.413666217017	176.088043850082	Down_hep_Up_hemocytes
XM_027350671.1	4335.83645782343	1301.3375414354	1.38299210588581	0.981237030394541	1.73631512372256	0.0187629696054589	-1.73631512372256	1913	3273	1875	3911	8518	5526	2177	729	822	1046	1109	819	1474.53162196715	2962.95466554426	1350.3326499857	6379.78114441552	8967.19646615286	4880.2221988751	2643.78961593663	1659.6478851877	1658.55614029654	660.696429381107	617.555225396208	567.779952414241	Up_hep_Down_hemocytes
XM_027350678.1	182.573562984137	1984.1698574242	-2.07066210826662	0.983160122822909	-3.44198575434393	0.016839877177091	3.44198575434393	125	151	174	84	419	180	2472	916	1742	1670	1888	1726	96.3494264223174	136.696044759298	125.310869918673	137.02419231166	441.095952021372	158.964892471502	3002.04314680539	2085.37374874065	3514.84768418074	1054.84037960463	1051.34739905143	1196.56678616237	Down_hep_Up_hemocytes
XM_027350688.1	221.395165873598	959.181697288124	-1.38190849350521	0.984457907385655	-2.11518040864097	0.015542092614345	2.11518040864097	402	263	444	61	182	192	801	735	463	1032	1368	1098	309.859755374173	238.086488554275	319.758771516614	99.5056634644201	191.597764362505	169.562551969602	972.749417714854	1673.30753856373	934.198896541723	651.853456138912	761.781378126251	761.199496643269	Down_hep_Up_hemocytes
XM_027350689.1	141.03011776984	987.677514908386	-1.81012512664743	0.987229639345731	-2.80803677540319	0.0127703606542691	2.80803677540319	260	131	263	38	90	205	827	688	514	1197	1385	1141	200.40680695842	118.590608367338	189.406659704661	61.9871346171797	94.746147212228	181.04334975921	1004.32430518125	1566.30692045149	1037.1020147353	756.074212207633	771.247959579575	791.009677295054	Down_hep_Up_hemocytes
XM_027350702.1	699.289611167815	3.65277868284693	3.40621314194589	0.995242738758746	7.58075191674662	0.00475726124125386	-7.58075191674662	863	1046	1007	425	715	467	2	4	0	9	6	0	665.196440019679	946.91432329951	725.218655218987	693.277163481616	752.7055028527	412.425582134396	2.42883749741537	9.10643558402031	1.00885409993707	5.68476851283935	3.34114639529058	0.346630007578902	Up_hep_Down_hemocytes
XM_027350706.1	45004.6013516215	0.615874544847014	10.2304001488177	0.999999999999997	16.1570764868281	3.44169137633799e-15	-16.1570764868281	48971	79161	60850	29790	44554	24116	0	0	0	0	0	0	37746.6220906185	71662.2225111974	43822.7956008693	48594.6510590996	46903.5538099289	21297.7630380152	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350707.1	24567.5600574166	0.615874544847014	9.8171972042602	1	15.2837585567563	0	-15.2837585567563	26834	39864	31202	17230	26632	13611	0	0	0	0	0	0	20683.5240689317	36087.7558164548	22470.9756505887	28106.271827737	28036.4376950673	12020.3952857201	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350709.1	2494.30355534384	0.615874544847014	5.54710497364833	0.999371606000123	11.9837129302436	0.000628393999876686	-11.9837129302436	4252	2255	2393	1317	5288	236	0	0	0	0	0	0	3277.42208918155	2041.38795319349	1723.38455008842	2148.34358660068	5566.8625162029	208.420636795969	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350712.1	13216.0629443044	0.615874544847014	8.24173729541114	1	14.3892964371291	0	-14.3892964371291	7377	20983	19452	7327	19952	8662	0	0	0	0	0	0	5686.15774973949	18995.3185906249	14008.8910440117	11952.0982984231	21004.1681019819	7649.74388104527	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350715.1	20621.9548349726	0.615874544847014	8.94898132028209	0.999999999999999	15.0311850719406	5.55111512312578e-16	-15.0311850719406	34723	19831	27308	10416	32167	9618	0	0	0	0	0	0	26764.329069297	17952.445454448	19666.6048030984	16990.9998466459	33863.3257486193	8494.02408772724	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350720.1	783.982668049466	6.91290721182907	2.81981903937495	0.992976160233339	6.8253853887194	0.00702383976666099	-6.8253853887194	186	509	706	520	2031	685	2	6	4	11	18	0	143.367946516408	460.783356175383	508.445253807949	848.245000024565	2138.10472208928	604.949729683215	2.42883749741537	13.6596533760305	8.07083279949653	6.94805040458143	10.0234391858717	0.346630007578902	Up_hep_Down_hemocytes
XM_027350721.1	1013.67870397129	0.615874544847014	3.75842975712132	0.996575108135126	10.6846763267819	0.00342489186487394	-10.6846763267819	101	201	449	2241	1230	621	0	0	0	0	0	0	77.8503365492325	181.959635739198	323.359658583242	3655.60970202894	1294.86401190045	548.428879026681	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350757.1	8446.88286478646	1573.88005373727	3.21354367039683	0.995416111266473	2.42409344846927	0.00458388873352744	-2.42409344846927	10696	13358	9826	5584	8475	5930	1128	537	940	2642	3054	2286	8244.42772010486	12092.6209661901	7076.4632633384	9108.8463079561	8921.9288624848	5237.01006864447	1369.86434854227	1222.53897715473	1896.64570788168	1668.79537899128	1700.6435152029	1584.79239465074	Up_hep_Down_hemocytes
XM_027350759.1	467.127275454698	0.615874544847014	4.58589953389015	0.999116773740694	9.56696347055747	0.000883226259306369	-9.56696347055747	359	645	592	338	620	353	0	0	0	0	0	0	276.715552684896	583.900323640711	426.345028688819	551.359250015967	652.695680795348	311.747816902445	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350765.1	542.174313870661	0.615874544847014	4.62845881367292	0.998369564799467	9.78190454979074	0.00163043520053263	-9.78190454979074	425	600	604	363	893	470	0	0	0	0	0	0	327.588049835879	543.163091758801	434.987157648727	592.140259632533	940.092327339106	415.074997008921	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350776.1	393.944547426672	3184.62784334404	-2.22162279360466	0.984861320891298	-3.01506031662171	0.0151386791087023	3.01506031662171	526	607	581	180	192	560	3125	2306	2624	2628	2954	2111	405.438386385112	549.499994495987	418.423077142236	293.623269239272	202.125114052753	494.557443244672	3795.05858971151	5249.86011418771	5294.46631646972	1659.95240574909	1644.95774194806	1463.47189199812	Down_hep_Up_hemocytes
XM_027350777.1	404.939947590221	3312.44277909957	-2.2498810865678	0.985948520710551	-3.03211565494076	0.0140514792894495	3.03211565494076	514	615	614	240	162	535	3250	2350	2786	2672	3004	2302	396.188841448569	556.742169052771	442.188931781984	391.49769231903	170.54306498201	472.478985956964	3946.86093329997	5350.03090561193	5621.33504484933	1687.74460736742	1672.80062857548	1595.88455489326	Down_hep_Up_hemocytes
XM_027350778.1	530.175212266662	3801.47575208623	-2.2526081778024	0.985907304645992	-2.84201846345055	0.0140926953540081	2.84201846345055	644	732	753	288	258	836	3613	2850	2925	3176	3701	2833	496.392244927779	662.658971945738	542.293592234257	469.797230782836	271.605622008387	738.303611700975	4387.69493908086	6488.33535361447	5901.79648463184	2006.09164408642	2060.93046816174	1964.00562294206	Down_hep_Up_hemocytes
XM_027350784.1	244.100628278876	52.0349830984682	1.10662849487916	0.963954288006514	2.22992223055225	0.0360457119934861	-2.22992223055225	170	188	235	260	221	382	25	16	9	106	136	122	131.035219934352	170.191102084424	169.241692131541	424.122500012282	232.654428154471	337.358827356187	30.3604687176921	36.4257423360813	18.1593737988672	66.9539402623301	75.7326516265864	84.577721849252	Up_hep_Down_hemocytes
XM_027350785.1	230.887083090076	46.2038973719006	1.14958145167961	0.96510529408112	2.32110100872229	0.0348947059188801	-2.32110100872229	142	158	228	226	205	435	33	10	10	106	109	96	109.452948415753	143.032947496484	164.200450238261	368.660326933753	215.810668650075	384.165156806129	40.0758187073536	22.7660889600508	20.1770819987413	66.9539402623301	60.6974928477788	66.5529614551492	Up_hep_Down_hemocytes
XM_027350786.1	229.658386236795	47.513418431873	1.17176852195971	0.965287761854728	2.27308255348015	0.0347122381452724	-2.27308255348015	191	220	211	222	182	369	39	7	14	113	126	75	147.221923573301	199.15980031156	151.957434211724	362.135365395103	191.597764362505	325.878029566579	47.3623311995997	15.9362622720356	28.2479147982378	71.3754268834274	70.1640743011021	51.9945011368353	Up_hep_Down_hemocytes
XM_027350787.1	304.229629886252	56.2398936720287	1.18445167069602	0.966976420369186	2.43549489659476	0.0330235796308141	-2.43549489659476	199	231	271	350	255	485	34	11	10	117	171	118	153.388286864329	209.117790327138	195.168079011267	570.934134631919	268.447417101313	428.322071381546	41.2902374560612	25.0426978560559	20.1770819987413	73.9019906669115	95.2226722657814	81.8046817886208	Up_hep_Down_hemocytes
XM_027350788.1	214.12868283267	46.9912405884768	1.17236555009869	0.965341058449223	2.18801429855095	0.0346589415507765	-2.18801429855095	146	190	185	211	177	381	44	18	14	81	112	66	112.536130061267	172.00164572362	133.232821465256	344.191721163814	186.334089517382	336.475689064679	53.4344249431381	40.9789601280914	28.2479147982378	51.1629166155541	62.3680660454241	45.755161000415	Up_hep_Down_hemocytes
XM_027350813.1	1121.82333280972	315.1059667659	1.28391501287362	0.976720285409117	1.83193651683593	0.0232797145908832	-1.83193651683593	870	1117	1113	700	967	2364	279	87	198	486	571	475	670.592007899329	1011.18862249097	801.557461031512	1141.86826926384	1017.99471504694	2087.73892112572	338.822830889444	198.064973952442	399.506223575078	306.977499693325	317.965765285153	329.298507199957	Up_hep_Down_hemocytes
XM_027350824.1	1468.07282057654	4690.19656498924	-1.51667986429501	0.98363563396265	-1.67572485528079	0.0163643660373496	1.67572485528079	3305	2378	2719	459	785	651	3878	4049	2853	4512	4914	4141	2547.47883460607	2152.73638700405	1958.1623868326	748.739336560145	826.396950684433	574.923027771931	4709.5159074884	9217.98941992456	5756.5214942409	2849.96394777013	2736.39889774298	2870.78972276847	Down_hep_Up_hemocytes
XM_027350825.1	1453.23696688194	4426.93584797724	-1.47926105928327	0.983824438592575	-1.60703849701797	0.0161755614074246	1.60703849701797	3447	2280	2656	411	815	631	3564	3625	2783	4398	4967	4070	2656.93178302183	2064.01974868344	1912.79120979308	670.439798096339	857.978999755175	557.260261941764	4328.18842039418	8252.70724801841	5615.28192024971	2777.95687994083	2765.91235756805	2821.56826169226	Down_hep_Up_hemocytes
XM_027350834.1	149.242415962585	7871.51639501032	-3.54090460191297	0.970137835804178	-5.72091206289018	0.0298621641958223	5.72091206289018	415	141	545	8	26	17	2952	2370	1996	17886	20190	16849	319.880095722094	127.643326563318	392.49669026251	13.049923077301	27.3711091946436	15.0133509556418	3584.96414618508	5395.56308353204	4027.34556694877	11297.5299578494	11242.9576201528	11680.7379953938	Down_hep_Up_hemocytes
XM_027350835.1	147.578260816962	7906.40851170246	-3.53333712237193	0.970673898509446	-5.74347037453558	0.0293261014905536	5.74347037453558	444	112	549	8	20	14	3020	2400	2100	17739	20126	16816	342.233162652071	101.390443794976	395.377399915813	13.049923077301	21.0546993804951	12.3639360811168	3667.5446210972	5463.86135041219	4237.18721973568	11204.6787388064	11207.3187252697	11657.8604148936	Down_hep_Up_hemocytes
XM_027350838.1	821.782725562883	52611.8563341644	-4.35509195605258	0.954618357432634	-6.00048713979426	0.045381642567366	6.00048713979426	1980	719	3418	24	153	104	20022	13646	16475	119692	135423	109676	1526.17491452951	650.890438290964	2461.56639874727	39.149769231903	161.068450260788	91.8463823168677	24315.0921866252	31066.6049948853	33241.7425929263	75602.3680931964	75411.344714906	76033.9854224473	Down_hep_Up_hemocytes
XM_027350839.1	5351.87317358016	0.615874544847014	5.77907982079973	0.998945391331638	13.0851198072235	0.00105460866836227	-13.0851198072235	16958	9229	9567	1183	1091	812	0	0	0	0	0	0	13071.1485861573	8354.75362306996	6889.93731328704	1929.75737505588	1148.53385120601	717.108292704774	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350842.1	1651.92197780796	0.615874544847014	5.19448811525875	0.998642767843496	11.3892214274195	0.00135723215650441	-11.3892214274195	751	1742	1711	1173	3588	943	0	0	0	0	0	0	578.867353945283	1576.98350973972	1232.22355420028	1913.44497120926	3777.21306886082	832.799408892367	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350857.1	1113.09326180784	6.82872432705278	2.95444295502824	0.994465144820213	7.34874266623495	0.00553485517978669	-7.34874266623495	356	208	99	1948	1846	1159	5	2	0	13	23	12	274.40316645076	188.296538476384	71.297563919245	3177.65626932279	1943.3487528197	1023.55727985817	6.07209374353842	4.55321779201016	1.00885409993707	8.2113322963235	12.8077278486139	8.31912018189364	Up_hep_Down_hemocytes
XM_027350887.1	694.42467389392	11.0839688228358	2.91740584309084	0.994662576516649	5.96927174668012	0.00533742348335065	-5.96927174668012	707	783	818	587	666	753	20	8	5	4	8	10	544.952355844627	708.827834745236	589.105124100428	957.538105796961	701.121489370487	665.003133505782	24.2883749741537	18.2128711680406	10.0885409993707	2.52656378348416	4.45486186038744	6.93260015157804	Up_hep_Down_hemocytes
XM_027350888.1	657.719562972636	11.4968912916485	2.80828558005235	0.992595390150111	5.83815686122899	0.00740460984988855	-5.83815686122899	723	722	764	515	714	672	21	7	8	2	7	9	557.285082426684	653.606253749757	550.21554378084	840.088798101252	751.652767883675	593.468931893607	25.5027937228614	15.9362622720356	16.1416655989931	1.26328189174208	3.89800412783901	6.23934013642023	Up_hep_Down_hemocytes
XM_027350896.1	6069.71060147527	933.585398644104	1.98038074084069	0.989904903077834	2.70077382921554	0.0100950969221658	-2.70077382921554	2707	5215	3940	5963	11533	5554	965	1072	573	502	457	377	2086.54317860171	4720.99253920358	2837.49900850329	9727.08641374323	12141.1923977625	4904.95007103734	1171.91409250291	2440.52473651744	1156.14679852788	317.083754827261	254.483983774632	261.359025714492	Up_hep_Down_hemocytes
XM_027350910.1	27.2114077229566	235.320905743584	-1.06109284605582	0.975671810450345	-3.11234599594846	0.0243281895496548	3.11234599594846	57	99	28	3	4	0	320	259	127	115	106	66	43.9353384485767	89.6219101402022	20.1649675731198	4.89372115398787	4.21093987609902	0.441569145754171	388.613999586459	589.641704065315	256.248941384015	72.6387087751695	59.0269196501335	45.755161000415	Down_hep_Up_hemocytes
XM_027350912.1	38.7988503782906	1242.00493903861	-2.15917779143103	0.98481273416504	-5.00051319490672	0.0151872658349599	5.00051319490672	22	12	12	13	38	153	695	243	223	3007	3339	2663	16.9574990503279	10.863261835176	8.64212895990848	21.2061250006141	40.0039288229407	135.120158600776	844.02103035184	553.215961729234	449.948928571931	1899.34432423421	1859.34796897921	1846.15142036523	Down_hep_Up_hemocytes
XM_027350913.1	231.003247823166	35.7536137031084	1.32448374506119	0.976920062963282	2.69175216455519	0.0230799370367184	-2.69175216455519	222	145	194	217	250	370	31	5	10	94	51	83	171.116581326036	131.26441384171	139.714418185187	353.97916347179	263.183742256189	326.761167858087	37.6469812099382	11.3830444800254	20.1770819987413	59.3742489118777	28.3997443599699	57.5405812580977	Up_hep_Down_hemocytes
XM_027350921.1	19630.6630821763	184.851631790982	3.03302516213288	0.995480399637324	6.73059731550652	0.00451960036267607	-6.73059731550652	2238	2879	1099	28010	51750	14144	110	220	97	144	116	178	1725.04013066517	2606.27756862265	791.474977244952	45691.0431744001	54479.0346470311	12491.107995094	133.586062357845	500.853957121117	195.717695387791	90.9562962054296	64.5954969756178	123.400282698089	Up_hep_Down_hemocytes
XM_027350922.1	3982.82312616789	132.428655937731	2.26870369335794	0.993257863467942	4.91050416968888	0.00674213653205757	-4.91050416968888	810	789	255	4946	11267	2769	105	142	53	102	154	125	624.344283216617	714.259465662824	183.645240398055	8068.11494254134	11861.1648960019	2445.4099291866	127.513968614307	323.278463232721	106.938534593329	64.427376478846	85.7560908124581	86.6575018947255	Up_hep_Down_hemocytes
XM_027350923.1	215.697875599717	0.984331763271786	2.91154200052192	0.994573451066809	7.77565160271657	0.00542654893319106	-7.77565160271657	177	101	220	293	374	41	0	0	0	4	0	0	136.430787814001	91.4324537793982	158.439030931656	477.953432706149	393.722878415258	36.2086699518421	0.607209374353842	1.13830444800254	1.00885409993707	2.52656378348416	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350924.1	240.532598217695	7110.67539630531	-3.34528784683375	0.982831635630744	-4.88568226464217	0.0171683643692556	4.88568226464217	138	68	135	47	287	905	5121	1797	1840	15218	17704	13228	106.369766770238	61.5584837326641	97.2239507989704	76.6682980791434	302.134936110105	799.24015381505	6219.03841213205	4091.06618612113	3712.5830877684	9612.31191426547	9858.60929703739	9170.44348050743	Down_hep_Up_hemocytes
XM_027350925.1	254.136102218511	0.615874544847014	3.66184443174109	0.998522492275135	8.68874912151218	0.00147750772486455	-8.68874912151218	122	364	416	323	209	62	0	0	0	0	0	0	94.0370401881818	329.518942333673	299.593803943494	526.890644246028	220.021608526174	54.7545740735173	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350928.1	536.738728406003	7.69168366745229	2.48055079025959	0.99303207471392	6.12477674856127	0.00696792528608015	-6.12477674856127	268	226	415	218	739	1559	6	5	0	16	2	22	206.573170249449	204.591431229148	298.873626530168	355.610403856452	777.971142109294	1376.81259646151	7.2865124922461	11.3830444800254	1.00885409993707	10.1062551339366	1.11371546509686	15.2517203334717	Up_hep_Down_hemocytes
XM_027350933.1	2441.56686420296	0.615874544847014	5.71690097035022	0.997789233890785	11.9528831670535	0.00221076610921522	-11.9528831670535	895	3213	2376	3143	2584	1690	0	0	0	0	0	0	689.861893183793	2908.63835636838	1711.14153406188	5126.98852899463	2720.26715995997	1492.5037126491	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350934.1	1367.53419473463	0.615874544847014	5.16306483974298	0.998586517522585	11.1166527867893	0.00141348247741502	-11.1166527867893	568	1918	1223	1591	1797	751	0	0	0	0	0	0	437.81179366301	1736.31134998897	880.77697649734	2595.30345199824	1891.76473933748	663.236856922766	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350935.1	1422.27327558988	0.615874544847014	5.28241706636897	0.999682746896732	11.1732745702333	0.000317253103268245	-11.1732745702333	618	1964	1423	1577	1864	815	0	0	0	0	0	0	476.351564231937	1777.95385369048	1024.81245916248	2572.46608661296	1962.29798226214	719.7577075793	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	0.278428866274215	0.346630007578902	Up_hep_Down_hemocytes
XM_027350938.1	948.941411405305	8213.33415857467	-3.93053534369643	0.964753321057003	-3.11357707348542	0.0352466789429969	3.11357707348542	1038	567	823	224	677	3068	6562	3911	3702	13392	15482	11334	800.085637010924	513.289121712067	592.706011167057	365.397846164428	712.701574029759	2709.4682783476	7969.01582901982	8903.81739227586	7469.55575593404	8458.93554710495	8621.27141531478	7857.40901179855	Down_hep_Up_hemocytes
XM_027350939.1	5654.23371842613	657.23353645893	2.727994880969	0.991686581344046	3.10485351512657	0.00831341865595359	-3.10485351512657	4715	4515	4173	6142	6683	6957	807	212	472	816	843	784	3634.30036464981	4087.30226548498	3005.30034580818	10019.0784425978	7035.42779799244	6143.99309402354	980.0359302071	482.641085953077	952.35827034059	515.419011830768	469.431068538326	543.515851883718	Up_hep_Down_hemocytes
XM_027350940.1	27.3267960383439	135.211696625718	-1.00586365216614	0.972345018998282	-2.30683173437596	0.0276549810017184	2.30683173437596	28	41	62	18	2	33	156	111	108	98	67	75	21.5822715185991	37.1161446035181	44.6509996261938	29.3623269239272	2.10546993804951	29.1435636197753	189.449324798399	252.703587456564	217.912485586406	61.9008126953618	37.3094680807448	51.9945011368353	Down_hep_Up_hemocytes
XM_027350947.1	313.668828350093	0.940708222166931	3.68851264345976	0.998958982522266	8.38127913529673	0.00104101747773433	-8.38127913529673	483	464	532	147	112	395	0	0	0	0	4	0	372.294183695835	420.046124293473	383.134383889276	239.792336545406	117.906316530773	348.839625145795	0.607209374353842	1.13830444800254	1.00885409993707	0.315820472935519	2.22743093019372	0.346630007578902	Up_hep_Down_hemocytes
XM_027350963.1	31.2181961823743	485.140951103771	-2.04940238993369	0.983965109569192	-3.95794487910081	0.0160348904308082	3.95794487910081	68	33	64	1	15	47	296	134	300	847	974	813	52.4140879737407	29.8739700467341	46.0913544528453	1.63124038466262	15.7910245353713	41.5074997008921	359.467949617474	305.065592064681	605.31245996224	534.99988115277	542.37943150217	563.620392323294	Down_hep_Up_hemocytes
XM_027350964.1	22.2617820554188	392.243539805198	-2.20801473040126	0.983868640564784	-4.13910869627083	0.0161313594352159	4.13910869627083	34	21	45	5	11	41	239	116	262	640	775	627	26.2070439868703	19.010708211558	32.4079835996568	8.15620192331312	11.5800846592723	36.2086699518421	290.246080941136	264.086631936589	528.639548367023	404.250205357465	431.564742725033	434.674029503943	Down_hep_Up_hemocytes
