ID	log2FC_SigInv
XM_027369103.1	5.61039929516944
XM_027369104.1	5.20447184820761
XM_027369109.1	4.72364945026662
XM_027369261.1	12.3934836455122
XM_027369372.1	-3.51938290305509
XM_027369398.1	4.6278158988119
XM_027369568.1	5.0876128424998
XM_027369603.1	2.53038047876511
XM_027369775.1	5.46255298013709
XM_027370192.1	4.18117621041137
XM_027370227.1	7.71131519321939
XM_027370273.1	2.62124484253968
XM_027370345.1	4.68953317023186
XM_027370440.1	5.41324793213441
XM_027370554.1	2.78248043692238
XM_027370788.1	4.11316852329607
XM_027370793.1	10.807455464899
XM_027370803.1	6.95249741730623
XM_027370864.1	4.43117681396402
XM_027370944.1	-1.71106156098053
XM_027371099.1	5.21249316567955
XM_027371154.1	-3.91998680413649
XM_027371421.1	-3.7898997700135
XM_027371659.1	7.12370277025339
XM_027371685.1	-1.81872063304735
XM_027371799.1	6.31026481287723
XM_027371805.1	2.77134116195446
XM_027371894.1	3.1229925897847
XM_027371908.1	4.50257420100143
XM_027372154.1	11.5049538384458
XM_027372426.1	-1.59726267645729
XM_027372752.1	-4.2665611662474
XM_027372885.1	3.37234277808031
XM_027373008.1	4.68116801757274
XM_027373009.1	4.73754482478181
XM_027373010.1	4.66988444872217
XM_027373179.1	-5.24765240552312
XM_027373204.1	6.52547855786454
XM_027373414.1	-2.16868555613572
XM_027373452.1	-2.1987646240451
XM_027373787.1	5.78416815724635
XM_027373871.1	-3.74518006561294
XM_027373900.1	4.52347258838798
XM_027373901.1	4.42377768147542
XM_027374155.1	4.24602165735492
XM_027374162.1	-2.27050682007955
XM_027374164.1	2.55958048527408
XM_027374305.1	-2.66189312134132
XM_027374367.1	4.67428847038676
XM_027374369.1	4.77327635283613
XM_027374410.1	3.48840922551681
XM_027374411.1	3.14121587346161
XM_027374526.1	10.3180972760933
XM_027374785.1	5.1659666676108
XM_027374837.1	6.05586020019649
XM_027375207.1	4.49886707064884
XM_027375208.1	6.24300801616202
XM_027375215.1	9.16307451835603
XM_027375217.1	10.1207590738229
XM_027375219.1	9.37355327994933
XM_027375471.1	3.29247577844346
XM_027375571.1	3.50534035673579
XM_027375713.1	4.96356148973281
XM_027375883.1	2.55975524812236
XM_027376187.1	-0.61517239082505
XM_027376356.1	5.17395388964887
XM_027376449.1	3.2158920177398
XM_027376451.1	3.31833688459391
XM_027376504.1	7.94652284330853
XM_027376734.1	3.28011543776866
XM_027376764.1	-2.07351429198055
XM_027376991.1	7.90752920206889
XM_027376999.1	4.66784153594305
XM_027377002.1	5.73895563892041
XM_027377062.1	3.15879416380523
XM_027377063.1	3.1806060423002
XM_027377499.1	6.03777659353551
XM_027377685.1	7.16420453769997
XM_027377718.1	9.65518524680039
XM_027377795.1	1.40930047549697
XM_027378026.1	-1.69257117354879
XM_027378347.1	-2.88665905126292
XM_027378379.1	5.31498198768545
XM_027378663.1	4.55759313674513
XM_027378722.1	8.57003781418289
XM_027378888.1	-2.56725829379993
XM_027379054.1	5.16011172896743
XM_027379273.1	-2.92369743497544
XM_027379385.1	-0.706343066344988
XM_027379437.1	6.75850879957539
XM_027379459.1	3.20876749122451
XM_027379462.1	2.0858930317803
XM_027379475.1	4.2549938861026
XM_027379547.1	3.29341375079377
XM_027379583.1	-2.38766080389619
XM_027379704.1	3.22642449851989
XM_027379795.1	6.20883361834729
XM_027379877.1	4.84114434704737
XM_027379910.1	4.03820682156424
XM_027379913.1	4.01647035823757
XM_027380048.1	-1.90967939871089
XM_027380256.1	4.05368367392525
XM_027380658.1	7.28230977630544
XM_027380707.1	5.02105960533894
XM_027380760.1	3.91933220427032
XM_027380761.1	4.27792347800312
XM_027380834.1	2.48586610600778
XM_027380909.1	3.71953677187461
XM_027381124.1	2.7386004250841
XM_027381226.1	4.27478291273031
XM_027381662.1	3.49559356563059
XM_027381934.1	7.16956629856027
XM_027382473.1	-1.12666227735829
XM_027382608.1	2.90094135542215
XM_027382717.1	-1.66545196946342
XM_027382967.1	-3.15632566159443
XM_027382975.1	-2.03809869003388
XM_027383083.1	2.90126424820843
XM_027383125.1	3.71703651594255
XM_027383204.1	6.66472918491433
XM_027383208.1	4.38451829024325
XM_027383210.1	3.9858763951557
XM_027383212.1	4.56518055709141
XM_027383213.1	4.66548702561643
XM_027383215.1	4.3989914288441
XM_027383242.1	-4.98761124611734
XM_027383539.1	3.44175016752871
XM_027383548.1	4.0052151708207
XM_027383586.1	7.70811140260897
XM_027383754.1	6.72076685148303
XR_003475422.1	7.38030834596809
XR_003475525.1	6.46306145528609
XR_003475681.1	9.01888627919103
XR_003476177.1	6.2094785382613
XR_003476318.1	5.3997729579638
XR_003476398.1	3.20583356840728
XR_003476515.1	5.98071148085663
XR_003476650.1	9.68424299217277
XR_003476652.1	9.82747461559
XR_003476656.1	9.60479192803571
XR_003476663.1	9.49233495671794
XR_003476667.1	9.87674063073327
XR_003476669.1	7.66679352446504
XR_003476673.1	7.899214998044
XR_003476677.1	8.38572458280613
XR_003476679.1	7.83122366075395
XR_003476680.1	8.16007593594562
XR_003476716.1	11.7137502278717
XR_003476719.1	10.1998146781689
XR_003476921.1	9.8494409844505
XR_003476944.1	9.84034628048046
XR_003476979.1	6.35648216167129
XR_003477145.1	4.60114266948869
XR_003477154.1	-2.87346496446618
XR_003477391.1	4.64718881260234
XR_003477496.1	5.44704845656022
XR_003477497.1	5.40722969911756
XR_003477569.1	4.68937472606256
XR_003477589.1	10.1152201023783
XR_003477592.1	11.2023350879327
XR_003477872.1	5.89949013284332
XR_003477873.1	6.27842882914557
XR_003477874.1	6.096258610866
XR_003477979.1	5.0023393349311
XM_027350641.1	6.25727702631113
XM_027351148.1	3.96328948036535
XM_027351161.1	4.9368005242446
XM_027351168.1	6.63126251801066
XM_027352883.1	5.25687419030496
XM_027354498.1	7.43723500931155
XM_027355178.1	4.19356306194387
XM_027356320.1	6.56925555081375
XM_027357059.1	6.16328505408111
XM_027357523.1	-1.71818018610266
XM_027358300.1	2.7534976971979
XM_027358657.1	5.90479616239239
XM_027359664.1	6.24228099053781
XM_027359677.1	4.17539101983711
XM_027359789.1	3.22478776123396
XM_027360084.1	6.41082974141836
XM_027361041.1	5.84734367741408
XM_027361044.1	6.17571585937339
XM_027361129.1	4.69688487354191
XM_027361310.1	4.42744292050144
XM_027363341.1	2.81998270521072
XM_027364309.1	5.56966580173834
XM_027364364.1	7.46225821994022
XM_027365246.1	7.86174087932071
XM_027365880.1	9.76410442875039
XM_027365885.1	8.31105720831153
XM_027366979.1	-1.94361134724232
XM_027367071.1	2.80651645497341
XM_027367128.1	5.18993217231898
XM_027367659.1	6.18909291299089
XM_027368370.1	5.53115107652286
XM_027369113.1	8.20751690113683
XM_027370413.1	7.13708847587491
XM_027370922.1	8.568157462656
XM_027373096.1	2.58155466756944
XM_027373523.1	-1.87879267598836
XM_027373733.1	3.46788007988759
XM_027374368.1	4.7583342375233
XM_027374858.1	-2.69086170721704
XM_027375020.1	3.94372509461124
XM_027375203.1	5.88779202567507
XM_027375204.1	6.77164398067757
XM_027375390.1	7.71944327621201
XM_027376185.1	-2.88548433959935
XM_027376935.1	4.20027920874653
XM_027377001.1	5.68101553027437
XM_027377733.1	5.35388929202814
XM_027378382.1	5.47111560403963
XM_027379166.1	3.41256527826863
XM_027381445.1	4.98527014637711
XM_027383209.1	4.29304981507902
XM_027383211.1	4.33527390846198
XM_027383214.1	4.65200263649073
XM_027383359.1	10.5508478112872
XM_027383410.1	5.52085259354082
XM_027383657.1	8.9168883152172
XR_003476198.1	6.7212093157111
XR_003476216.1	3.77656939110795
XR_003476243.1	-1.19260508390532
XR_003476365.1	7.45492147130128
XR_003476366.1	7.24709081719504
XR_003476769.1	10.9608947446421
XR_003476928.1	9.90297765153158
XR_003477177.1	5.99565223279337
XR_003477366.1	10.6146343686594
XR_003477491.1	6.22287236226166
XR_003477537.1	-4.84393453798794
XR_003477939.1	1.94872104908276
XM_027352016.1	5.27098998681009
XM_027352554.1	4.49114779072879
XM_027352678.1	2.39811825258935
XM_027354452.1	-4.59234200508429
XM_027357170.1	3.42136578961697
XM_027358281.1	3.54788018433949
XM_027358886.1	11.0842305856926
XM_027359148.1	3.80211198589666
XM_027363238.1	4.68465757249198
XM_027364308.1	5.65338407333194
XM_027367288.1	11.121858274242
XM_027369126.1	4.19668679221127
XM_027370018.1	3.6942556402473
XM_027371337.1	3.76956477255336
XM_027372170.1	10.2569650137435
XM_027372172.1	10.3568666702059
XM_027374371.1	4.81120791032132
XM_027376029.1	6.85656189656035
XM_027377087.1	-2.75396616547059
XM_027377823.1	-1.50887352666498
XM_027379167.1	3.40307170374499
XM_027379911.1	3.96223797354637
XM_027380015.1	8.19649654615688
XM_027380370.1	6.228636964692
XM_027380439.1	5.55249193189237
XM_027380937.1	2.68626822075064
XM_027380944.1	11.1583885830528
XM_027382209.1	5.45033847191614
XR_003476675.1	8.06749409087947
XM_027361499.1	6.00427128229314
XM_027361516.1	3.24209812314987
XM_027362124.1	1.83472545319316
XM_027364360.1	7.86689810692242
XM_027364948.1	4.1175939632864
XM_027365185.1	11.0839181016911
XM_027367902.1	4.36327329111657
XM_027368458.1	8.12882312670842
XM_027371995.1	5.99812992173196
XM_027372404.1	3.84160717350426
XM_027373519.1	2.10279538840058
XM_027373803.1	5.09946759189912
XM_027374372.1	4.72132474702155
XM_027375021.1	3.61267797513502
XM_027375257.1	3.08934476740425
XM_027377237.1	9.14291738764294
XM_027377882.1	6.99909696817526
XM_027381669.1	10.6911232339585
XM_027383358.1	10.4546773383573
XM_027351642.1	4.91609454343277
XM_027353906.1	13.3532775730276
XM_027354133.1	8.9745499053542
XM_027354540.1	4.271104033843
XM_027355578.1	8.81602884355722
XM_027356015.1	2.80603442605811
XM_027357060.1	5.87780077340254
XM_027357169.1	3.29620316488056
XM_027358301.1	3.25237110997985
XM_027363885.1	4.34616971799449
XM_027366245.1	6.79890518848715
XM_027366271.1	5.41061898255177
XM_027368865.1	3.53736381100336
XM_027369785.1	5.07724470654439
XM_027370274.1	2.66833159863993
XM_027371122.1	3.23987113910437
XM_027373453.1	2.78458483263964
XM_027373751.1	10.0731508091976
XM_027376220.1	5.84601697324128
XM_027377000.1	4.5637660833224
XM_027379912.1	4.1531420712491
XM_027381615.1	2.78505435657393
XM_027381835.1	5.72121505685955
XM_027381945.1	2.79338593120973
XM_027382075.1	4.47979194657846
XM_027383698.1	-3.22539229828566
XR_003474986.1	6.54699768777237
XR_003475593.1	4.87008436351537
XR_003476295.1	6.45039753408541
XR_003476946.1	10.0034733273297
XR_003476970.1	10.0882829796063
XR_003477346.1	6.06771970114713
XR_003477590.1	8.37584842313364
XM_027351178.1	3.8055978870304
XM_027351746.1	4.53774390846261
XM_027352156.1	3.51272717152321
XM_027353375.1	3.90639341479825
XM_027356050.1	3.56841052874357
XM_027356955.1	3.23370098686376
XM_027356961.1	2.92518413497556
XM_027357778.1	2.89835398055252
XM_027357795.1	6.01659245764584
XM_027358257.1	2.40250333997914
XM_027358612.1	12.3172105227323
XM_027360537.1	7.42466298015435
XM_027363254.1	5.55948177217848
XM_027364171.1	6.32086206888139
XM_027364362.1	7.76681858043676
XM_027364363.1	7.9039135562318
XM_027366660.1	9.10590546099012
XM_027367395.1	5.14189053216757
XM_027371116.1	5.18846641164873
XM_027371490.1	7.27175831173162
XM_027375174.1	4.35001246512862
XM_027375658.1	10.2918423377244
XM_027375829.1	6.43369282454279
XM_027376213.1	3.72119486918487
XM_027376628.1	3.15167953045611
XM_027376794.1	10.7403260400861
XM_027377816.1	4.89273612479798
XM_027380124.1	4.16807209106876
XM_027383755.1	6.67477732823045
XR_003476718.1	8.00801034478895
XM_027351410.1	3.72544113917062
XM_027356240.1	10.8616435622905
XM_027356793.1	1.53881923707204
XM_027363007.1	3.2987972669705
XM_027363409.1	6.36581398347687
XM_027363716.1	11.0636505967426
XM_027365890.1	9.40417775716971
XM_027366636.1	12.4555990777841
XM_027367874.1	4.01632602572333
XM_027370466.1	5.55166629212074
XM_027373152.1	4.79918057117702
XM_027381021.1	3.51766389031687
XM_027381456.1	5.19594227596466
XR_003475652.1	5.02471876903014
XR_003476132.1	4.17322848229449
XR_003476378.1	9.01081836001561
XR_003476717.1	9.88412311207271
XR_003476775.1	4.73954462735019
XR_003477966.1	10.6534677020871
XM_027353470.1	4.58812735128631
XM_027356056.1	3.54102541937807
XM_027356467.1	9.14967505503513
XM_027356993.1	4.99974760618494
XM_027358021.1	4.43227434069363
XM_027358809.1	4.32160286089354
XM_027364946.1	4.27593528931383
XM_027368457.1	5.911303801958
XM_027368535.1	4.2390387497434
XM_027368977.1	4.31713200179493
XM_027369108.1	4.45779594600308
XM_027371512.1	10.9844908031366
XM_027372558.1	8.8640216116035
XM_027374604.1	5.42495112687956
XM_027378215.1	10.0114329574183
XM_027381946.1	2.28075497373439
XM_027383193.1	11.5658093298551
XM_027383229.1	2.59756494448493
XR_003475917.1	5.54644335889951
XM_027352530.1	4.12750269529378
XM_027356198.1	4.98866540644008
XM_027356991.1	4.92067294713818
XM_027357171.1	3.20709902575345
XM_027357325.1	10.241181793037
XM_027358296.1	2.50103182288232
XM_027359257.1	-4.59831799777623
XM_027359800.1	6.66434587066763
XM_027361042.1	6.16809715546276
XM_027368071.1	5.47495348663571
XM_027375186.1	3.35566985036056
XM_027378381.1	5.45320284309052
XM_027383202.1	6.57279321173099
XR_003476932.1	10.7684693398703
XR_003477368.1	8.10413305694733
XM_027356992.1	4.80105729310613
XM_027357424.1	7.34667647900004
XM_027360619.1	11.2273814781654
XM_027365507.1	5.48170164631342
XM_027365653.1	10.4041821543289
XM_027366246.1	7.0320884520771
XM_027368042.1	7.30424636892096
XM_027371451.1	3.96914944077137
XM_027373995.1	3.96263877387443
XM_027354451.1	-5.67211019996783
XM_027362824.1	3.80902914999463
XM_027366243.1	7.29752573741228
XM_027366960.1	2.74829509383449
XM_027367660.1	6.47082554800716
XM_027369971.1	11.6132279767437
XM_027375218.1	9.66252805164941
XM_027383207.1	4.30569467105911
XR_003476926.1	9.9184505973424
XM_027352306.1	1.30316010997521
XM_027353008.1	5.06819516278606
XM_027356386.1	11.8304194742455
XM_027359019.1	3.91442159937529
XM_027366485.1	5.78434329431663
XM_027371491.1	7.25003364852643
XM_027373268.1	8.32192710304333
XM_027375799.1	4.21846563014971
XM_027378881.1	3.53156445902199
XM_027380075.1	10.7902207004956
XM_027383552.1	2.41183748872002
XM_027383592.1	4.25975513630451
XR_003476853.1	6.74787020853802
XM_027350789.1	6.74044187328389
XM_027356059.1	4.37498263642075
XM_027361650.1	5.83694138915665
XM_027368371.1	5.35840679518338
XM_027368608.1	2.86910385170973
XM_027376302.1	4.98847377379968
XM_027377378.1	-6.07275916931517
XM_027378492.1	10.4828555536503
XM_027356994.1	4.93892212013543
XM_027364571.1	3.45689046029317
XM_027374477.1	11.2842572822173
XM_027374836.1	5.37928437662216
XM_027375216.1	9.45673677737981
XR_003476835.1	2.76189733979492
XR_003477591.1	7.60303979897613
XM_027356812.1	2.39733278039272
XM_027357423.1	7.27500256388204
XM_027358060.1	5.50550248870111
XM_027358254.1	4.21285693799806
XM_027373769.1	5.96944080025461
XM_027379219.1	8.20815654304658
XM_027383203.1	6.72105146471357
XR_003476659.1	9.52386328753891
XR_003476741.1	8.34714497582634
XR_003476939.1	9.90983494713952
XM_027351167.1	9.30442116692389
XM_027352735.1	3.15731960237834
XM_027366425.1	6.83628472619639
XM_027367658.1	6.5855691465794
XM_027374877.1	4.68561383541116
XM_027381364.1	4.58768467338714
XR_003476942.1	9.94668810337502
XM_027350613.1	6.40814032665534
XM_027354652.1	8.20557568985445
XM_027354715.1	3.77613809878189
XM_027355227.1	3.07824507747442
XM_027368631.1	2.82189473300165
XM_027377785.1	4.70693618242168
XM_027382463.1	10.6957652828615
XR_003476923.1	9.83987036164825
XM_027377802.1	8.72493624197249
XM_027380316.1	8.90611955401732
XM_027380540.1	11.5432377910703
XM_027382190.1	11.8776409044462
XR_003475491.1	7.12320667201199
XM_027359690.1	6.93785689335188
XM_027362516.1	-0.715854913831129
XM_027366289.1	5.02033529958668
XM_027373896.1	11.0425816339306
XM_027375657.1	9.60616900622652
XM_027379785.1	5.15753396311694
XR_003477060.1	9.06243028389792
XM_027368032.1	2.47118799941552
XM_027371147.1	-3.92589070461104
XM_027375643.1	9.22743896175095
XM_027374657.1	9.45838662929526
XM_027381158.1	3.92406772311708
XM_027366244.1	7.28610616329098
XM_027383578.1	11.0448347446979
XM_027353475.1	6.94602034300609
XM_027368033.1	2.43150274764889
XM_027368846.1	11.090780607175
XM_027373288.1	-2.30077682992206
XM_027375659.1	10.3736790875113
XR_003476963.1	9.98534715070781
XM_027358969.1	5.95266481442551
XM_027371569.1	-2.85908408217028
XM_027382250.1	5.12417699088908
XM_027350635.1	11.1427023966845
XM_027360908.1	12.2240836141637
XR_003476670.1	8.03998851547584
XM_027369338.1	6.46541546316985
XR_003477441.1	4.44872648702208
XM_027375202.1	7.11147029350831
XM_027375641.1	9.19906242439358
XR_003476655.1	9.80357676013657
XR_003476557.1	6.04438332641486
XM_027377064.1	3.34206402377179
XM_027355474.1	5.08237461975455
XM_027382723.1	10.9957166573011
XR_003476666.1	9.71500406514307
XM_027374681.1	6.49899981245744
XM_027351335.1	10.1772649802451
XM_027358728.1	6.81145509695254
XM_027371383.1	-1.8662978083186
XM_027351384.1	8.01415067281387
XM_027367795.1	5.52717161580951
XM_027352773.1	-4.32492341660551
XM_027380183.1	7.71833996417076
XM_027358241.1	11.287600234959
XM_027369269.1	-1.52800528023299
XM_027372348.1	12.1574908224007
XM_027351212.1	-2.2885362558022
XM_027376685.1	-2.87378257987642
XM_027362740.1	-2.77751548837306
XM_027359414.1	3.84404487355839
XR_003476661.1	9.7923470027331
XM_027358689.1	-4.99553579344395
XM_027358748.1	4.90733469142024
XR_003476653.1	9.5598373075031
XM_027360177.1	-0.666775724175422
XM_027360136.1	-2.16556344723799
XM_027374403.1	-4.64001545971531
XM_027375004.1	3.0444442169951
XM_027370450.1	3.70691281503833
XM_027374838.1	5.37545435450992
XM_027368614.1	-2.82564790528091
XM_027373899.1	4.12165755207768
XM_027365271.1	-2.58773193890046
XM_027365010.1	-1.58599543447493
XM_027365884.1	8.02199583525906
XM_027370830.1	-1.69888448997368
XM_027356849.1	-3.14435613440459
XM_027351776.1	-1.73589411680065
XR_003475976.1	7.73700365642604
XR_003477221.1	-3.84241807858887
XM_027363063.1	6.19420859929906
XM_027376763.1	-2.07682274438328
XM_027364191.1	-1.60879111196977
XM_027377449.1	-2.71116140058703
XR_003476660.1	10.0731875545219
XM_027354076.1	-1.38399125127501
XM_027378844.1	9.86108910455925
XM_027366290.1	-3.48353289925286
XM_027381570.1	3.77070696787049
XM_027354463.1	7.21855892447634
XM_027372608.1	4.38767536646177
XM_027377737.1	8.64287909710633
XM_027369641.1	-3.50112443282051
XM_027350902.1	-3.78831377005076
XM_027361417.1	4.20489221250037
XM_027381858.1	-2.17692406499994
XM_027366009.1	-1.91969548705154
XM_027357431.1	-2.09924182017837
XM_027361829.1	-2.39640405773641
XM_027364757.1	-1.86794491716692
XM_027371564.1	-1.92137993174385
XM_027357199.1	2.75578230071753
XM_027373521.1	-1.64011441140305
XR_003475680.1	4.31925931067914
XM_027360917.1	-3.54152027344537
XM_027363190.1	-3.89874786327027
XM_027353848.1	-2.4516404088576
XM_027352665.1	-2.11878160977578
XM_027368070.1	-2.29555473807884
XM_027364719.1	-2.03707956974301
XM_027372948.1	4.91635662006063
XM_027374780.1	-3.84727593449922
XM_027359654.1	-4.64679072084677
XM_027366147.1	3.26403922180261
XM_027359380.1	-1.89347941718193
XM_027370275.1	2.57096417268129
XM_027356791.1	3.65936083508517
XM_027352879.1	3.45610940986317
XM_027373920.1	2.96377751745379
XM_027371384.1	-1.57209023916681
XM_027353225.1	-2.66508937629341
XM_027357077.1	2.25902119921272
XM_027370216.1	-2.0349008886737
XM_027364713.1	-1.6376418640889
XM_027367060.1	-1.40465549055297
XM_027374402.1	-4.8715326113061
XM_027373595.1	5.95703839185257
XM_027351361.1	-1.05326159838152
XM_027383219.1	3.55448736136435
XM_027379144.1	-2.82358627705446
XM_027356497.1	-1.73438099603595
XR_003476212.1	2.93970233218798
XM_027352578.1	-1.90594890734044
XM_027382944.1	4.82294618673067
XM_027355997.1	3.16748529356536
XM_027374541.1	2.51071693499463
XM_027353130.1	2.0575223796713
XM_027374386.1	3.40480251622507
XM_027359106.1	3.02119594147247
XM_027367236.1	7.7091373585118
XR_003477377.1	-2.67546683170105
XM_027356344.1	3.2573433816734
XM_027357867.1	-2.21407572235594
XM_027381501.1	-1.69789299306797
XM_027367576.1	-2.19824884310976
XM_027372017.1	2.06984042564723
XM_027356058.1	3.50797592432054
XM_027370804.1	6.68098116186462
XR_003475713.1	2.65923882082761
XM_027379432.1	-3.68142736456246
XM_027362216.1	-4.79046852315812
XM_027379671.1	3.85296739891892
XM_027359260.1	-5.81868415108983
XM_027374239.1	4.30876757484135
XM_027375465.1	2.57728299793051
XM_027382716.1	-1.75079259112424
XM_027370319.1	-1.4605945113158
XM_027364620.1	3.28359255977488
XM_027370842.1	3.32499665432485
XR_003475925.1	5.50414043248271
XM_027357420.1	1.6493545939628
