ID	logFC	logCPM	PValue	FDR	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	gills_1	gills_2	gills_3	gills_4	gills_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	Expression
XM_027366982.1	-18.2776404974735	8.64003204681944	1.14240264486391e-142	1.89181877989464e-139	19454	30556	30380	30447	22597	0	0	0	0	0	674.021650537245	947.031460648584	905.064699606051	733.466516467816	729.700739764484	0	0	0	0	0	Up_ovary_Down_gills
XM_027380767.1	-20.6255837702963	10.9879425958032	1.15818152217831e-141	1.75811955066668e-138	150576	100583	108284	142916	164322	0	0	0	0	0	5216.99825492424	3117.39970566882	3225.93897077491	3442.83839680476	5306.27450367658	0	0	0	0	0	Up_ovary_Down_gills
XM_027356202.1	-15.8708897925832	7.97501948470839	1.29802342175528e-141	1.81883035774571e-138	13256	16942	14855	21208	17902	2	0	0	0	0	459.279891000397	525.088591645121	442.55220910625	510.899526431157	578.090128922591	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027373306.1	-15.2042390676651	7.73260120822784	2.60221762559462e-139	3.38585687627369e-136	13666	13280	14489	15243	13713	3	0	0	0	0	473.485138081731	411.591104771999	431.648533001714	367.203012136464	442.819234605938	0.0293514536878623	0	0	0	0	Up_ovary_Down_gills
XR_003477587.1	-17.1798137497575	10.8389083255661	5.01719937494622e-139	6.09288692093468e-136	103750	130918	125019	119587	125682	8	0	0	0	0	3594.6204504595	4057.58164567323	3724.49913364216	2880.84409974174	4058.51433265831	0.0782705431676327	0	0	0	0	Up_ovary_Down_gills
XM_027383523.1	-17.9800452030854	10.4974401512	2.11627592359089e-137	2.40938013900823e-134	116465	87486	102018	81866	83541	3	0	0	0	0	4035.15634470136	2711.48037590987	3039.26565254806	1972.14733264868	2697.70011508894	0.0293514536878623	0	0	0	0	Up_ovary_Down_gills
XM_027356379.1	-17.3143537150679	8.80115634324984	8.45981449484647e-137	9.06494004930137e-134	20028	32090	27416	33661	35443	1	0	0	0	0	693.908996451113	994.575192178723	816.762798038166	810.891595586533	1144.52287115425	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027373952.1	-16.7693663382283	10.8196251859531	4.01173923624692e-135	4.05988010708188e-132	89649	104545	116250	147103	146153	6	0	0	0	4	3106.06389169392	3240.19518436661	3463.25777910479	3543.70299116383	4719.56242947288	0.0587029073757245	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027366993.1	-18.1907954289729	10.3625267450225	2.52871328625029e-133	2.42437059064922e-130	100935	58068	86998	90841	95634	0	0	0	0	2	3497.08930281571	1799.71929758286	2591.79785175534	2188.35457754304	3088.2064232702	0	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027373951.1	-16.9695331725049	10.7688746882904	4.73846380442695e-133	4.31579283307207e-130	88594	107194	112656	141538	132866	9	0	0	0	0	3069.51136566756	3322.29645217844	3356.18725473401	3409.64245435747	4290.49955700084	0.0880543610635868	0	0	0	0	Up_ovary_Down_gills
XM_027367725.1	-17.5835229887123	7.94593959785583	1.22332329964953e-132	1.06114558221028e-129	13845	18518	15509	15679	17725	0	0	0	0	0	479.686941075777	573.934042030713	462.035827063537	377.706227598742	572.374457331747	0	0	0	0	0	Up_ovary_Down_gills
XM_027378200.1	-17.5438613752999	11.0337911999409	1.71268661643319e-131	1.41810451840668e-128	116534	157863	170589	117444	127698	7	0	0	0	0	4037.54698384432	4892.69627805889	5082.09618305124	2829.21935034802	4123.61486332014	0.0684867252716786	0	0	0	0	Up_ovary_Down_gills
XM_027373948.1	-16.5316936381101	10.8410306613067	2.62164978356797e-130	2.07634662858583e-127	97389	115090	114191	148760	136757	11	0	0	0	2	3374.23123903422	3567.01959700372	3401.91715315058	3583.62002790923	4416.14745620974	0.107621996855495	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027353111.1	-15.8000904232304	9.11571499672081	3.51947532016385e-129	2.67128176800436e-126	38287	38982	36569	33545	34534	6	0	0	0	0	1326.52754878788	1208.18105769744	1089.44407504587	808.097162114918	1115.16950688263	0.0587029073757245	0	0	0	0	Up_ovary_Down_gills
XM_027378554.1	-18.4248389089977	8.78722571730469	1.34980007438758e-127	9.83518326201765e-125	27634	32796	22887	26785	34586	0	0	0	0	0	957.433653281908	1016.45646627278	681.83725411072	645.249142562172	1116.848687237	0	0	0	0	0	Up_ovary_Down_gills
XM_027373955.1	-16.8214491992526	10.7455746165073	3.96812284966485e-126	2.78012791651904e-123	85285	114944	124924	128407	118799	10	0	0	0	0	2954.86462763796	3562.49457431571	3721.66894448935	3093.31740335938	3836.24897921321	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027360709.1	-18.5405113022406	12.4649289518254	2.49047908212036e-125	1.6802432207372e-122	337194	260270	282969	511943	496181	5	0	0	0	4	11682.74166913	8066.6277740217	8430.0609935097	12332.6780582679	16022.6420656318	0.0489190894797705	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027364776.1	-17.7178693559331	8.08028052949711	5.0883706419836e-125	3.31034855765619e-122	11974	13819	18644	25413	21540	0	0	0	0	0	414.862508663153	428.29649675032	555.432069106492	612.197739777207	695.568169868876	0	0	0	0	0	Up_ovary_Down_gills
XM_027375757.1	-17.1200227303412	7.48246393290659	2.58569264825325e-124	1.62417163036487e-121	10146	14339	13622	11170	9828	0	0	0	0	0	351.527894846864	444.413015913079	405.819333049165	269.084671361563	317.365086976384	0	0	0	0	0	Up_ovary_Down_gills
XM_027354978.1	-15.9153992882339	8.01534978530871	2.67780718992874e-124	1.62596452572473e-121	17730	19302	18057	14349	15209	2	0	0	0	0	614.290318907441	598.232793999181	537.94447928856	345.666602450051	491.127961724036	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027369058.1	-18.3691939678779	8.73158200166372	1.59771371267592e-123	9.3883719322918e-121	28622	32010	33544	22532	22445	0	0	0	0	0	991.664834053512	992.095727692145	999.324894127234	542.794611917524	724.792366420934	0	0	0	0	0	Up_ovary_Down_gills
XM_027382375.1	-15.9746109586737	9.7765990493163	4.0185091863274e-122	2.28753635431687e-119	47187	54328	49656	59598	78566	0	4	4	0	0	1634.88535128513	1683.80433283533	1479.32497444497	1435.71246587345	2537.04776387735	0	0.0656107317526878	0.0594083738941292	0	0	Up_ovary_Down_gills
XM_027367006.1	-19.0099556427278	11.8337673267834	4.25005956271972e-122	2.34603287862128e-119	328333	223476	253741	170828	202079	4	0	0	0	0	11375.7350974527	6926.26007003217	7559.31606131465	4115.23690594029	6525.5209006004	0.0391352715838164	0	0	0	0	Up_ovary_Down_gills
XM_027373305.1	-16.6972904921092	10.68858351522	6.10382851360496e-122	3.27021588834788e-119	96041	111804	99352	123779	116721	3	0	0	0	6	3327.52715838633	3465.17559321751	2959.84160748059	2981.82914381942	3769.1463488981	0.0293514536878623	0	0	0	0.147244016440804	Up_ovary_Down_gills
XM_027377294.1	-13.9670639753612	6.87295463332666	1.46186601246955e-121	7.60838608089867e-119	8442	6614	6959	8505	8121	2	0	0	0	2	292.489502099076	204.989726427861	207.318803310023	204.884971345577	262.242762651121	0.0195676357919082	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027370165.1	-16.9760552559917	7.33850600818664	2.66630852763289e-121	1.34915211498224e-118	8268	8452	14118	11516	11518	0	0	0	0	0	286.460933825534	261.955423006998	420.595899573345	277.419791888967	371.938448493487	0	0	0	0	0	Up_ovary_Down_gills
XM_027364568.1	-15.5960795208559	5.95869234056695	2.2767298616339e-120	1.12088949079792e-117	3666	4886	4136	4640	3356	0	0	0	0	0	127.015697073586	151.43329351777	123.217498274214	111.777338864606	108.371716716804	0	0	0	0	0	Up_ovary_Down_gills
XM_027373950.1	-16.7823302388324	10.7016473072391	2.41997930240429e-120	1.16006165717359e-117	83526	97523	105133	140586	130635	10	0	0	0	0	2893.92065296463	3022.5601890572	3132.06606529569	3386.70882793525	4218.45626141228	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027383510.1	-15.4580004685887	9.72052315918048	6.68737170565004e-120	3.1235169997467e-117	38409	59129	60542	70472	54863	3	2	0	0	6	1330.75447596818	1832.60319533611	1803.63485989301	1697.66651389365	1771.63214965256	0.0293514536878623	0.0328053658763439	0	0	0.147244016440804	Up_ovary_Down_gills
XM_027372262.1	-15.7489012986738	6.11149030165473	3.6429143219687e-119	1.65898318222455e-116	4810	4233	4503	4534	4648	0	0	0	0	0	166.651801124918	131.194664646075	134.150965843517	109.223804830199	150.092890136979	0	0	0	0	0	Up_ovary_Down_gills
XM_027363509.1	-14.0424216812617	7.82240647114773	4.93346826857234e-118	2.19190385317839e-115	11150	15742	14405	20421	14491	2	0	0	6	0	386.313426724082	487.896624346446	429.146049961329	491.940740722872	467.94235606174	0.0195676357919082	0	0	0.100966015063275	0	Up_ovary_Down_gills
XM_027357635.1	-14.2920865118453	8.38806780224827	5.70726471627674e-118	2.47532223980231e-115	17612	24958	18014	29504	22256	0	4	6	0	0	610.201979503545	773.530933200267	536.663446303601	710.749699539083	718.689191671388	0	0.0656107317526878	0.0891125608411938	0	0	Up_ovary_Down_gills
XR_003476577.1	-18.8868153065869	10.3683404359593	6.54237604190804e-118	2.7715330692883e-115	86468	54263	64733	104608	126726	1	0	0	0	0	2995.85196250923	1681.78976793998	1928.49088872938	2520.00083274757	4092.22710746533	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XR_003477394.1	-18.0217493005747	10.8476194336535	1.00519327488943e-117	4.16150015804225e-115	78400	99357	86612	177323	178970	4	0	0	0	0	2716.32041750386	3079.40191241201	2580.29834635547	4271.70109040702	5779.28669273132	0.0391352715838164	0	0	0	0	Up_ovary_Down_gills
XR_003477486.1	-17.9056661811825	11.6852054884603	1.21874627296002e-117	4.93348491294215e-115	240478	242646	236873	186819	170964	9	0	0	0	0	8331.82782347567	7520.4017476285	7056.79363363345	4500.45919597993	5520.75750201776	0.0880543610635868	0	0	0	0	Up_ovary_Down_gills
XM_027352222.1	-13.5788422646532	5.68453229298183	1.27039160225489e-116	4.92371349503724e-114	3045	3029	2908	4366	3808	2	0	0	0	0	105.49994478698	93.8787241230711	86.633579540961	105.176694285102	122.967669027887	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027360708.1	-18.2185807030997	10.3094125158972	1.25244649730809e-116	4.92371349503724e-114	104190	102267	86730	66074	53708	2	0	0	0	0	3609.86510586386	3169.5924331113	2583.81373919792	1591.71894140948	1734.33497062756	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027378201.1	-16.9400391715607	10.8545305870704	1.52485469084702e-116	5.78682355176443e-114	110013	126197	142397	109339	121281	10	0	0	0	0	3811.6142613629	3911.26224765903	4242.21520835427	2633.97035649077	3916.3975492046	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027378195.1	-16.9811744659326	11.5146714717528	1.56450231942858e-115	5.81611719402266e-113	160048	215876	228198	178249	183655	11	0	0	0	4	5545.17410944716	6690.71094380723	6798.35267678412	4294.0083782925	5930.5743842743	0.107621996855495	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027352360.1	-14.7418370883107	7.65357167004225	2.58758810427247e-115	9.28631905092414e-113	13296	14159	16159	13299	9664	0	0	4	0	0	460.66576876443	438.834220818278	481.400279161757	320.372161543189	312.069210474133	0	0	0.0594083738941292	0	0	Up_ovary_Down_gills
XM_027364476.1	-17.0885420453177	8.5725438552787	2.59992463546954e-115	9.28631905092414e-113	23911	30930	32125	20359	17726	1	0	0	0	0	828.443080394575	958.622957123338	957.050805623581	490.447164212181	572.406749261639	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027352223.1	-12.8282818445203	5.95677656493007	1.65542618837057e-113	5.79908527833814e-111	2872	4203	3875	4877	4900	4	0	0	1	0	99.5060234575392	130.264865463608	115.44192597016	117.486655526441	158.230456469707	0.0391352715838164	0	0	0.0168276691772125	0	Up_ovary_Down_gills
XM_027357912.1	-15.1757303442898	5.5384306777063	1.07393866633841e-112	3.69110693321142e-110	2713	3499	3451	3532	2301	0	0	0	0	0	93.9971593455097	108.445577981719	102.810344909167	85.0856812219374	74.3037306809788	0	0	0	0	0	Up_ovary_Down_gills
XM_027378197.1	-17.2832462754183	11.3058746753585	1.29343701058905e-111	4.36319418238706e-109	174145	170297	181944	155391	149917	11	0	0	0	0	6033.59208043634	5278.06704588532	5420.37826547476	3743.36044472199	4841.10925358553	0.107621996855495	0	0	0	0	Up_ovary_Down_gills
XM_027373307.1	-15.6259179114336	8.60663372824295	1.72075057288389e-111	5.69912589739145e-109	24583	28648	30643	22565	21733	0	0	0	0	4	851.725826830323	887.896232643692	912.899854839639	543.589580060311	701.800512337989	0	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027375755.1	-18.5925591793899	12.4891279859159	2.00565671066343e-111	6.52411475740089e-109	404987	341981	327743	337711	463306	10	0	0	0	0	14031.5619505566	10599.1218073067	9763.94403696465	8135.43898390195	14961.0448704396	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027360711.1	-18.7979548056828	12.4325393953371	1.06202186662741e-108	3.39399830219033e-106	338171	179703	321078	603141	430400	3	0	0	0	4	11716.5917335165	5569.59008289477	9565.38392429597	14529.6327457193	13898.4466254208	0.0293514536878623	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027374557.1	-14.500033929544	4.86295062264874	2.20171272660845e-108	6.91489638412061e-106	1857	1796	1969	2204	1831	0	0	0	0	0	64.3393751952125	55.663977723683	58.6593941252243	53.094235960688	59.1265236318436	0	0	0	0	0	Up_ovary_Down_gills
XM_027367828.1	-15.4326542406856	9.53186009486142	3.64308339646796e-108	1.12478656186543e-105	26158	52155	59434	63746	48717	9	0	0	0	2	906.294763789106	1616.45587871864	1770.62591693173	1535.63755242741	1573.1659485377	0.0880543610635868	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027360279.1	-12.698482957241	6.90202055289742	5.79418961114182e-108	1.75911596594266e-105	7127	8000	6330	10103	8325	3	7	0	0	1	246.928770606505	247.946448657831	188.579971971899	243.380701411448	268.830316349043	0.0293514536878623	0.114818780567204	0	0	0.0245406694068007	Up_ovary_Down_gills
XM_027369057.1	-13.795179431325	5.92844826393531	4.16071654256031e-107	1.24248545146358e-104	4192	4320	4233	3292	3851	1	0	0	0	1	145.239989670614	133.891082275229	126.107270356564	79.3040947289405	124.356222013233	0.00978381789595409	0	0	0	0.0245406694068007	Up_ovary_Down_gills
XM_027356520.1	-14.0891623593532	9.62711261537034	1.18416303934215e-106	3.47914740720268e-104	34378	47887	51169	69424	63019	8	2	1	10	7	1191.0926442978	1484.17644835969	1524.39946063667	1672.42025287423	2035.00512984989	0.0782705431676327	0.0328053658763439	0.0148520934735323	0.168276691772125	0.171784685847605	Up_ovary_Down_gills
XM_027369156.1	-12.8822017188564	6.80107814119477	3.09301176947781e-106	8.94322260203299e-104	4433	7147	6244	12647	7713	4	0	1	2	2	153.589903198911	221.509158569689	186.017906001981	304.665518237215	249.067655255276	0.0391352715838164	0	0.0148520934735323	0.0336553383544251	0.0490813388136015	Up_ovary_Down_gills
XM_027361316.1	-13.005186823709	5.16765810499418	1.06719607795271e-105	3.0375068368729e-103	2072	2750	2625	2546	1942	0	0	0	0	2	71.7884681768876	85.2315917261293	78.2025950120436	61.3329967132085	62.7109278498309	0	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027353849.1	-12.3033272514263	6.48760890660395	8.50243875288239e-105	2.38277575880778e-102	6032	5891	7033	6380	4406	6	1	0	0	4	208.990366816113	182.58156613041	209.523371702744	153.693840938834	142.278243103169	0.0587029073757245	0.016402682938172	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027380251.1	-9.90039156169	5.93483466711969	4.91320179453232e-103	1.35604369529092e-100	3373	3309	3115	6085	4712	11	7	11	6	6	116.864142452047	102.556849826095	92.800412747625	146.587307541192	152.159573650053	0.107621996855495	0.114818780567204	0.163373028208855	0.100966015063275	0.147244016440804	Up_ovary_Down_gills
XM_027360280.1	-12.215200936472	6.47586986098604	1.87406174941081e-102	5.09521027272646e-100	6292	7278	5622	5698	4382	6	4	2	0	0	217.998572282325	225.569281666461	167.487614917222	137.264499321234	141.503236785767	0.0587029073757245	0.0656107317526878	0.0297041869470646	0	0	Up_ovary_Down_gills
XM_027375756.1	-16.2958514494946	10.0822757018179	2.61462474513849e-102	7.00411828785924e-100	62473	75644	73275	49128	91828	4	0	0	0	4	2164.49853881018	2344.45764528412	2182.96958076476	1183.49075511646	2965.3033381021	0.0391352715838164	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027366734.1	-13.9326753687639	7.75276567958377	1.62671728705599e-101	4.2945336378278e-99	15680	15208	14887	10960	13454	0	4	0	4	0	543.264083500771	471.346198898536	443.505535978778	264.025783180191	434.455624763967	0	0.0656107317526878	0	0.0673106767088501	0	Up_ovary_Down_gills
XM_027355088.1	-14.9831163947953	5.34586679454966	2.15665344423204e-101	5.61222844859013e-99	3131	2786	2691	2677	2078	0	0	0	0	0	108.47958197965	86.3473507450895	80.1688316866321	64.488779340636	67.1026303151125	0	0	0	0	0	Up_ovary_Down_gills
XM_027374607.1	-13.7387010063689	7.6387561226529	2.32944722760973e-101	5.97650854903363e-99	7677	12947	10110	18879	17634	5	2	0	0	2	265.984589861953	401.270333846617	301.191708789242	454.794047505367	569.435891711595	0.0489190894797705	0.0328053658763439	0	0	0.0490813388136015	Up_ovary_Down_gills
XR_003475469.1	15.3267826368433	9.10350001795245	4.40896271859676e-101	1.11546756780498e-98	2	2	0	0	0	128607	65244	87954	76476	23565	0.069293888201629	0.0619866121644577	0	0	0	1258.26746814497	1070.17664561809	1306.30102937106	1286.91282799651	578.300874571259	Down_ovary_Up_gills
XM_027373949.1	-16.4066385451176	11.022432551759	6.39189918659231e-101	1.59499774771186e-98	110247	131714	143854	156831	149727	15	0	0	0	2	3819.7216462825	4082.25231731469	4285.62137251905	3778.04996367997	4834.97378690609	0.146757268439311	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027366290.1	17.2289703584511	7.59181738932465	9.76513635513895e-101	2.40380707898934e-98	0	0	0	0	0	42660	24704	25150	12632	21181	0	0	0	0	0	417.377671441402	405.2118793046	373.530150859337	212.567117046549	519.795918705446	Down_ovary_Up_gills
XM_027357369.1	-15.9711859140314	6.33373172692747	1.06082141230999e-100	2.57652304621851e-98	5625	6808	3847	4717	5337	0	0	0	0	0	194.889060567082	211.002427807814	114.607764956698	113.632264531109	172.342029832414	0	0	0	0	0	Up_ovary_Down_gills
XM_027364188.1	-16.674560714983	7.0370314535688	2.74504579100031e-100	6.57944133274496e-98	9103	8268	12603	7598	5668	0	0	0	0	0	315.391132149714	256.252654687868	375.461830452109	183.035392390793	183.030658626592	0	0	0	0	0	Up_ovary_Down_gills
XM_027360532.1	-14.3914044919554	7.57336917891427	3.47215740519375e-100	8.21413237571549e-98	13644	13335	14375	9139	11459	1	4	0	0	0	472.722905311513	413.295736606521	428.252306018334	220.157995664577	370.033224629872	0.00978381789595409	0.0656107317526878	0	0	0	Up_ovary_Down_gills
XM_027370506.1	-12.6221867093873	4.76495897022741	8.39186803709122e-100	1.95982395081607e-97	1451	2107	1997	1919	1562	0	2	0	0	0	50.2727158902818	65.3028959152561	59.4935551386861	46.2286020002542	50.4399944909556	0	0.0328053658763439	0	0	0	Up_ovary_Down_gills
XM_027373072.1	-12.6206984831867	9.55531156112379	9.05948040463896e-100	2.08895563355574e-97	40495	48079	51263	71928	42406	21	15	13	28	2	1403.02800136248	1490.12716312748	1527.19985832472	1732.74147195116	1369.37157899069	0.205460175815036	0.246040244072579	0.19307721515592	0.471174736961951	0.0490813388136015	Up_ovary_Down_gills
XM_027378563.1	-15.9008034072721	6.26336127439728	1.52204862829788e-99	3.46570472663427e-97	4991	5486	6965	4319	3517	0	0	0	0	0	172.922898007165	170.029277167107	207.497552098622	104.044466930223	113.57071742938	0	0	0	0	0	Up_ovary_Down_gills
XM_027383717.1	-15.5483636855809	8.05862468766744	8.23385804921133e-99	1.85170318795597e-96	24598	12731	20166	14719	14365	3	0	0	0	0	852.245530991835	394.575779732855	600.774678481094	354.579881626754	463.873572895376	0.0293514536878623	0	0	0	0	Up_ovary_Down_gills
XM_027368722.1	-14.0618687288725	4.42497185468707	7.38730741389427e-98	1.64106331526217e-95	1059	1418	1635	1869	1248	0	0	0	0	0	36.6911138027626	43.9485080246005	48.7090448932157	45.0241048142132	40.3003285049377	0	0	0	0	0	Up_ovary_Down_gills
XM_027367726.1	-14.2968293352986	8.08625364897528	1.19027709178792e-97	2.61229969927816e-95	14999	21714	18787	14866	18799	9	0	0	0	0	519.669514568117	672.988648269517	559.6922485681	358.121103353715	607.055990035515	0.0880543610635868	0	0	0	0	Up_ovary_Down_gills
XM_027363184.1	15.3067919686173	5.6710304761157	1.3917030181486e-97	3.01800740221367e-95	0	0	0	0	0	11989	5854	8534	4059	4093	0	0	0	0	0	117.298192754594	96.0213059200586	126.747765703125	68.3035091903057	100.444959882035	Down_ovary_Up_gills
XM_027383763.1	-14.7135593834609	7.26868679051798	1.76183060995836e-97	3.77570663423547e-95	5568	11609	7024	15091	12893	1	0	2	0	0	192.914184753335	359.801290308595	209.255248519845	363.5413406909	416.33985209468	0.00978381789595409	0	0.0297041869470646	0	0	Up_ovary_Down_gills
XM_027378196.1	-16.7673973982192	11.3036770374298	6.47481512692168e-97	1.3714561901396e-94	149432	194888	190920	147472	149261	14	0	0	0	2	5177.36215087291	6040.22343575341	5687.7864532188	3552.59218039681	4819.92574757652	0.136973450543357	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027364405.1	-14.8580628560616	6.36884035948182	7.75324529997956e-97	1.623369153844e-94	2676	5157	5499	7634	6999	0	0	0	1	0	92.7152224137796	159.832479466054	163.823264750944	183.902630364742	226.011217312547	0	0	0	0.0168276691772125	0	Up_ovary_Down_gills
XM_027377649.1	-10.4892161434991	6.00932172515434	2.67680070922698e-96	5.54097746809984e-94	4355	4063	5153	4599	3174	7	8	8	6	0	150.887441559047	125.925802612096	153.515417941737	110.789651172053	102.4945854765	0.0684867252716786	0.131221463505376	0.118816747788258	0.100966015063275	0	Up_ovary_Down_gills
XM_027356425.1	-13.8918092434407	4.25501693587174	3.63617627530274e-96	7.44231314954097e-94	982	1298	1371	1450	1263	0	0	0	0	0	34.0232991069998	40.229311294733	40.8440981948616	34.9304183951895	40.7847074533143	0	0	0	0	0	Up_ovary_Down_gills
XM_027358900.1	-16.3947089051235	6.75720083678591	1.29250968431637e-95	2.61603960105633e-93	8381	9664	5903	5787	5465	0	0	0	0	0	290.376038508926	299.519309978659	175.859016516607	139.408504312387	176.475396858561	0	0	0	0	0	Up_ovary_Down_gills
XM_027379847.1	-11.5335319051142	4.41497431763116	6.17027799047213e-95	1.23514048213671e-92	1446	1334	1294	1482	1470	2	0	2	0	0	50.0994811697778	41.3450703136933	38.5501554078417	35.7012965942557	47.4691369409121	0.0195676357919082	0	0.0297041869470646	0	0	Up_ovary_Down_gills
XM_027372345.1	-14.0957917092611	6.6593632988002	3.34121645215602e-94	6.61560857526892e-92	3396	6633	5351	11841	7516	1	2	0	0	0	117.661022166366	205.578599243424	159.414127965503	285.249023598233	242.706145066596	0.00978381789595409	0.0328053658763439	0	0	0	Up_ovary_Down_gills
XM_027352986.1	-12.0066642415986	4.89228604100717	3.59134327245049e-94	7.03439882268366e-92	1511	2033	1863	1900	2483	2	2	0	0	0	52.3515325363307	63.0093912651712	55.5014988599761	45.7708930695586	80.1808619212822	0.0195676357919082	0.0328053658763439	0	0	0	Up_ovary_Down_gills
XM_027375819.1	-13.849069029299	4.21230412530153	5.14188975583451e-94	9.96432593534909e-92	1046	1053	1421	1407	1243	0	0	0	0	0	36.240703529452	32.635951304587	42.3336714331863	33.8945508151942	40.1388688554788	0	0	0	0	0	Up_ovary_Down_gills
XM_027364187.1	-15.9820791894431	7.46376785003534	1.28335304748322e-93	2.46079569610046e-91	12739	10932	17733	9390	7138	1	0	0	0	0	441.367420900276	338.818822090926	528.292044704217	226.204571538503	230.499795567504	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027363594.1	-13.4350480757543	5.57952333844947	1.53882986482814e-93	2.9199296685114e-91	2789	3829	1991	3509	3682	0	2	0	0	0	96.6303270971716	118.673368988854	59.3148063500871	84.5316125163585	118.898885861523	0	0.0328053658763439	0	0	0	Up_ovary_Down_gills
