ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027352559.1	-18.0748267817086	2.89302083057443	-30.2166092793982	1.269079449204e-13	7.8112328286887e-11	17.7669134031184	99528	101847	126465	152999	313637	105595	0	0	0	0	0	0	2131.94937035514	2643.03741463938	2537.18771177353	7604.50983510191	10717.8279440829	2700.28457542402	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027358237.1	-15.5221477541181	1.62603158178502	-30.1986171489807	1.27901164266259e-13	7.8112328286887e-11	18.1191990785055	20307	31619	23509	22526	31305	16167	0	0	0	0	0	0	434.988102481731	820.546506165939	471.646273009006	1119.60985722459	1069.77685601353	413.423937978883	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027360302.1	-11.6657699692844	-0.284310788137126	-30.5557022263362	1.09658938758051e-13	7.8112328286887e-11	18.5003729442426	2190	1828	2207	942	1801	1440	0	0	0	0	0	0	46.9111116578023	47.4385342126992	44.2776521558074	46.8202293130412	61.5450604593632	36.8238059435635	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027365027.1	-13.7908870814579	0.780929450140872	-32.0088898498099	5.96622993763365e-14	7.8112328286887e-11	18.6590240002579	9310	9108	13356	3702	7504	4842	0	0	0	0	0	0	199.425776042986	236.362237204193	267.953023195724	184.000519020041	256.432056461444	123.820047485232	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027367729.1	-16.2350089965466	1.98027665739105	-31.4185432569976	7.61461027281184e-14	7.8112328286887e-11	18.2767373767142	36748	42733	38682	41812	51171	25212	0	0	0	0	0	0	787.164169498137	1108.96656592521	776.052623783842	2078.18198305401	1748.65202041425	644.723469061891	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027371447.1	-12.7922220918567	0.275087672325621	-30.3569520831283	1.19439181264233e-13	7.8112328286887e-11	18.404006017349	4956	4275	4598	2340	3936	2526	0	0	0	0	0	0	106.160488299575	110.940773391296	92.2467805221578	116.305028229848	134.50380786677	64.595092926001	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027371448.1	-12.8203972552043	0.288585670532601	-30.7605249043695	1.00473777666245e-13	7.8112328286887e-11	18.4887398483094	4996	4239	4757	2538	3810	2603	0	0	0	0	0	0	107.017312256795	110.00653529958	95.436697464964	126.146222926219	130.198045724694	66.5641436604832	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027371450.1	-12.9193968840417	0.338558591883445	-31.9218293958681	6.18306771351949e-14	7.8112328286887e-11	18.7180509339749	5316	4535	5198	2649	3996	2897	0	0	0	0	0	0	113.871903914556	117.688048498135	104.284202947842	131.66325631661	136.554170791569	74.0823373739608	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027371655.1	-17.5771553661524	2.6437266023319	-30.9650302589444	9.21224237086493e-14	7.8112328286887e-11	17.994664689896	57052	95177	88883	127102	136922	97237	0	0	0	0	0	0	1222.08801018308	2469.94385709085	1783.20369577011	6317.35115302141	4678.99653982061	2486.55306842659	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027371933.1	-14.7673994103748	1.25334313479321	-31.1211153562513	8.62509692379645e-14	7.8112328286887e-11	18.3906076952525	16474	13186	14946	11527	19918	10400	0	0	0	0	0	0	352.882946781112	342.190652149153	299.852192623787	572.926521540792	680.652145602219	265.949709592403	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027376677.1	9.64378164233769	6.9744376095883	30.4185860630316	1.16309641356195e-13	7.8112328286887e-11	20.0840167967173	136	151	217	93	185	244	101855	108294	79655	152863	172423	127307	2.91320145454845	3.9186097735873	4.35353444395569	4.62237932708369	6.32195235146151	6.23958934043715	3333.78359270132	6845.133440903	4381.27827259868	2639.74576740822	2614.62035634697	2452.68020243995	Down_hep_Up_hemocytes
XM_027378174.1	-14.7540063452325	1.25134138154017	-30.5361405787909	1.10582237954478e-13	7.8112328286887e-11	18.2711747007662	18359	17689	17420	10298	17311	7560	0	0	0	0	0	0	393.260775765111	459.048266787985	349.486497759023	511.841530218364	591.563876519731	193.324981203709	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027379504.1	-14.7029714940694	1.22373774256094	-31.7347940620153	6.67808453904646e-14	7.8112328286887e-11	18.5177184114501	12857	11657	20708	10789	17566	10303	0	0	0	0	0	0	275.404640449481	302.511484309319	415.451572651771	536.245704945225	600.277918950124	263.469217108705	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027380431.1	-12.91705732776	0.33537134425595	-30.4734254156752	1.13599110355888e-13	7.8112328286887e-11	18.4207444759774	4999	4708	5155	3032	3686	2760	0	0	0	0	0	0	107.081574053586	122.177581549993	103.421521007334	150.699506663632	125.960629013444	70.5789613918301	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027380802.1	-17.0684441963129	2.40564587787842	-30.6138717305454	1.06961965390356e-13	7.8112328286887e-11	18.0000052820428	93062	93708	81291	50293	115886	27284	0	0	0	0	0	0	1993.4437776705	2431.82175273721	1630.89017734379	2499.71315588194	3960.13929838632	697.708834280686	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027380855.1	-13.1474537981929	0.453034383849465	-31.8850359278088	6.27723974811275e-14	7.8112328286887e-11	18.6927766031504	5958	5593	6804	3151	4370	3190	0	0	0	0	0	0	127.623928427939	145.144267971349	136.504370307256	156.614164082158	149.334766356145	81.5749589999775	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027382197.1	-14.4867405013981	1.12751805279528	-30.8448129443559	9.69371347478886e-14	7.8112328286887e-11	18.360217475146	14721	16752	18712	5565	14908	7110	0	0	0	0	0	0	315.33263685594	434.732125345261	375.407080715663	276.597214572266	509.446841381558	181.817541846345	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027383830.1	-13.7820521724615	0.763349808175687	-30.6010064044392	1.07552256043093e-13	7.8112328286887e-11	18.3782943407071	7236	10787	6509	5202	7566	6582	0	0	0	0	0	0	154.999453861122	279.934063759511	130.585970947961	258.555024295584	258.550764817069	168.315479667038	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027366577.1	-13.1084562897111	0.436749383386817	-29.9468642018101	1.42710310138739e-13	8.42514100955736e-11	18.2903856711128	7030	5132	6947	2658	4661	2801	0	0	0	0	0	0	150.586810481439	133.180830185762	139.37328931871	132.110583348263	159.279026541417	71.6274169777232	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027359754.1	-15.0137985164429	1.38071967486639	-29.7268355640046	1.57166544635753e-13	8.46640083553282e-11	18.0710817720957	17910	19982	25953	12517	22445	8571	0	0	0	0	0	0	383.642926845315	518.554043018685	520.678707022958	622.132495022651	767.006597451641	219.178361626585	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027360388.1	-13.5219234909235	0.630307411434952	-29.6746780002527	1.60819165721063e-13	8.46640083553282e-11	18.1987690942052	6104	5785	6905	5392	6675	4959	0	0	0	0	0	0	130.751335871792	150.126871127169	138.530669748912	267.99859496382	228.102875383814	126.811981718147	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027363949.1	-13.1798878548816	0.469082288376349	-29.4986358677575	1.73836458524049e-13	8.46640083553282e-11	18.184176373381	6590	5316	7038	3124	5154	2867	0	0	0	0	0	0	141.161746952017	137.955824876756	141.198965053272	155.272182987198	176.126175240176	73.3151747501365	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027367228.1	-7.50638427411727	3.32418082548897	-29.459628532811	1.76871340361761e-13	8.46640083553282e-11	19.3877700465169	7181	5994	6110	2612	4050	4040	30	12	17	28	44	38	153.821320919944	155.550642270744	122.581085034881	129.82424518648	138.399497423887	103.311233341664	0.981920453399828	0.758505561627015	0.93505405353308	0.483523687795152	0.667215485632815	0.73210308696865	Up_hep_Down_hemocytes
XM_027375919.1	-13.74417593708	0.755909348876931	-29.7185733306493	1.57739161708292e-13	8.46640083553282e-11	18.1875306948658	9178	10264	10252	3373	8565	4434	0	0	0	0	0	0	196.59825698416	266.361660371523	205.679424513519	167.648230862939	292.689307514961	113.386635801223	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027383256.1	-13.2745435628157	2.04461637070637	-29.5170218645229	1.72425417549952e-13	8.46640083553282e-11	18.0453530460021	16324	18029	18225	10325	15995	10797	0	0	0	4	2	6	349.669856941537	467.871626543082	365.636706180149	513.183511313323	546.592583035821	276.101828314344	0	0	0	0.0690748125421645	0.0303279766196734	0.115595224258208	Up_hep_Down_hemocytes
XR_003475559.1	-19.3012445113929	3.50026139639256	-29.6170143154252	1.64963813044362e-13	8.46640083553282e-11	17.43898403059	243898	334294	233255	663836	469327	171197	0	0	0	0	0	0	5224.4412379519	8675.28301756022	4679.64827983817	32994.6430427304	16038.1780067804	4377.86465702795	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027363951.1	-13.9146297490595	0.827936941675968	-29.3466898815762	1.85983788068018e-13	8.66831281703334e-11	18.0907174641938	8677	8190	11021	7822	7121	5163	0	0	0	0	0	0	185.866536919978	212.53916586543	221.107387589104	388.7768935102	243.343906458148	132.028687560152	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027358581.1	-16.5666194057535	2.13963833788291	-29.1700683242039	2.01260776773379e-13	9.01240195480633e-11	17.7713537832356	35316	51107	41240	60997	70767	38389	0	0	0	0	0	0	756.489871829656	1326.28072648163	827.372168058675	3031.73410552821	2418.30055165339	981.686865532959	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027360141.1	-14.0810973015543	0.910949414861871	-29.144918068038	2.03543604648102e-13	9.01240195480633e-11	18.0296080273858	9472	11954	9156	7091	10640	5744	0	0	0	0	0	0	202.895913069728	310.218948565977	183.691066215937	352.443997939252	363.59769199757	146.886070374881	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027358583.1	-16.424358222419	2.07043414305199	-29.06922659648	2.10583384109164e-13	9.09668857550584e-11	17.7666736380783	27696	45937	38210	46857	71717	42459	0	0	0	0	0	0	593.264907979221	1192.11375608795	766.583184808971	2328.93363579742	2450.76463129603	1085.76526149845	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027364911.1	-16.2077439303434	1.97165239897235	-29.0022930302383	2.17026768527733e-13	9.15181213665400e-11	17.7762538189383	47048	47046	50847	39327	45396	15179	0	0	0	0	0	0	1007.79633848232	1220.89347952442	1020.11136346458	1954.6700193142	1551.30458890242	388.158715567605	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027366326.1	-10.4699827931298	-0.495506981090769	-28.9253559343579	2.24695840635206e-13	9.25485589183752e-11	18.1325817699737	1240	1181	1306	456	777	1098	0	0	0	0	2	0	26.5615426738241	30.6481996199113	26.201456146572	22.6645696037652	26.5521998761384	28.0781520319672	0	0	0	0	0.0303279766196734	0	Up_hep_Down_hemocytes
XM_027351847.1	-14.0210705969917	0.888064368305368	-28.7196123859495	2.46671171725387e-13	9.49737635310508e-11	17.9334224948846	12154	10190	10967	5318	11207	4588	0	0	0	0	0	0	260.345959401338	264.441282071885	220.024019570793	264.32057270356	382.973621636915	117.324737270187	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027358232.1	-11.8386906044924	-0.198163808470151	-28.7245884814719	2.46113242241921e-13	9.49737635310508e-11	18.0739406024278	2362	2530	2620	1187	1767	1346	0	0	0	0	0	0	50.5954546738489	65.6561770011647	52.5634112588198	58.9974651747133	60.3831881353108	34.4200297222476	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027365162.1	-12.8645310739902	0.305976679020015	-28.7704689581008	2.41032443724439e-13	9.49737635310508e-11	18.0358095852513	3968	5658	3672	2988	3497	3402	0	0	0	0	0	0	84.9969365562373	146.831086748059	73.6690252451856	148.512574508882	119.501985800329	86.9962415416688	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027350715.1	-15.2395675011622	1.50054887473794	-28.5270168266125	2.6934457640773e-13	9.79018143892583e-11	17.7721241794587	34723	19831	27308	10416	32167	9618	0	0	0	0	0	0	743.787456663868	514.635433245098	547.863219334294	517.706484633373	1099.2337366998	245.952337198051	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027372150.1	-11.0241470779869	-0.602922649986188	-28.5383045988886	2.67955754250032e-13	9.79018143892583e-11	18.0388688777369	1202	1041	1385	824	985	1083	0	0	0	0	0	0	25.747559914465	27.0150514854595	27.7863834326204	40.9552748980318	33.6601246821059	27.6945707200551	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027375190.1	-15.9967651683064	1.88263065288304	-28.5147769142977	2.70859291122673e-13	9.79018143892583e-11	17.6853581594397	43208	49550	52582	13641	60226	15726	0	0	0	0	0	0	925.541238589188	1285.87492901491	1054.91957664552	677.998670975791	2058.08595848174	402.146647408667	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027376806.1	-13.6147445433711	0.686157013367216	-28.3836908071698	2.87667681647066e-13	1.01897646193024e-10	17.8854862914741	8736	8615	8407	3818	7983	3591	0	0	0	0	0	0	187.130352256877	223.568365559302	168.664350554541	189.766067428016	272.800787144418	91.8293660717616	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027377991.1	-11.6143922233615	-0.308524339297388	-28.2395529905513	3.07451991670238e-13	1.06770239695521e-10	17.9588047322815	2135	2020	2724	1093	1132	1214	0	0	0	0	0	0	45.7329787166246	52.4211373685189	54.649897812605	54.3253828441126	38.6835138478618	31.0445141774209	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027352868.1	-10.8468277110787	-0.690630589716582	-28.0791691729638	3.31198108050694e-13	1.12804801763189e-10	17.9219777767766	1175	1002	1313	745	758	841	0	0	0	0	0	0	25.1692037433414	26.0029602194336	26.3418927415383	37.0287376201865	25.9029182832856	21.5061255545395	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027376436.1	-18.1740667648337	2.93456833477818	-28.017642653664	3.40824119890477e-13	1.13893131837363e-10	17.2817574523735	83126	140126	122840	242487	264285	100081	0	0	0	0	0	0	1780.60870669702	3636.41796777281	2464.46161795169	12052.3322138338	9031.33609300544	2559.28008516513	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027357490.1	-17.1639880679891	3.35258301919548	-27.9420382208937	3.53066141283599e-13	1.15799156079145e-10	17.2765421675797	103882	99368	113913	170754	237928	138146	0	0	0	4	0	2	2225.21465809855	2578.70474160148	2285.36483462822	8486.98666254675	8130.64583285695	3532.68159436078	0	0	0	0.0690748125421645	0	0.0385317414194026	Up_hep_Down_hemocytes
XM_027367616.1	-18.2476357173302	2.97067305479685	-27.8535173992334	3.68002894544846e-13	1.18503623005159e-10	17.2322249252575	86904	147589	128747	263307	277882	102560	0	0	0	0	0	0	1861.53572945646	3830.09071439719	2582.97004173255	13087.1487470583	9495.98250448015	2622.67328998047	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027363970.1	-10.6453365617798	-0.792568411792745	-27.72632503095	3.90665491567624e-13	1.19736557761764e-10	17.8278033000595	818	1034	1052	487	814	891	0	0	0	0	0	0	17.5220499251517	26.8333940787369	21.1056139863658	24.2053627127931	27.8165903464307	22.7847299275799	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027368484.1	-15.2708357020003	1.4981435023252	-27.7315121834481	3.89712512849733e-13	1.19736557761764e-10	17.5782157177405	14893	21285	16770	17399	34714	18499	0	0	0	0	0	0	319.016979871986	552.36827172719	336.445956797866	864.782558192786	1186.27164285749	473.058045937487	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027377792.1	-14.8468348905094	1.29726530699495	-27.6822004098695	3.98873971427027e-13	1.19736557761764e-10	17.6044741725187	14666	34103	17488	12126	12080	8719	0	0	0	0	0	0	314.154503914762	885.008934494356	350.850738967267	602.698620647493	412.80640219273	222.963030570785	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027379449.1	-14.3880859807607	1.05768654406315	-27.6927923591452	3.96886798998479e-13	1.19736557761764e-10	17.6502602169887	9220	10446	12571	13083	10924	8800	0	0	0	0	0	0	197.497922139241	271.084752946311	252.204062188788	650.264395013289	373.302743174949	225.03436965511	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027366568.1	-14.6865344627031	1.59585591987406	-27.6352174428435	4.07818265414957e-13	1.20381154979405e-10	17.5726509358348	15908	21245	17547	16105	24274	11550	0	0	0	2	0	0	340.758887786447	551.330229403061	352.034418839126	800.466871641751	829.508493942577	295.357610172332	0	0	0	0.0345374062710823	0	0	Up_hep_Down_hemocytes
XM_027360593.1	-13.9817155226947	0.875524980316531	-27.53034374876	4.28570129260839e-13	1.22425896118367e-10	17.6391269067846	14724	11681	12927	4536	8389	3955	0	0	0	0	0	0	315.396898652731	303.134309703796	259.34626616136	225.452823953243	286.67490960222	101.137605907496	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027377569.1	-13.3253952262649	0.531583773127232	-27.5452943300732	4.25543710452754e-13	1.22425896118367e-10	17.6961217931126	5462	4628	5159	4220	7334	4743	0	0	0	0	0	0	116.999311358409	120.101496901735	103.501770490172	209.746674841862	250.622694841182	121.288410826612	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027376807.1	-13.586714151157	0.67226854493442	-27.4605706835559	4.43003118901862e-13	1.23143921877066e-10	17.6530554018415	8663	8493	8439	3727	7987	3338	0	0	0	0	0	0	185.56664853495	220.402336470708	169.306346417244	185.243094107967	272.937478006071	85.3596279441771	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027382895.1	-11.0822912136556	-0.574831004086751	-27.4511589761141	4.44989610983694e-13	1.23143921877066e-10	17.7587978924756	1266	1331	1564	695	1198	877	0	0	0	0	0	0	27.1184782460172	34.5408583353953	31.3775477896161	34.5435874443351	40.93891306514	22.4267207031286	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027367438.1	-7.95898720547195	3.27136494301791	-27.3607279353404	4.64571620200185e-13	1.24667090384325e-10	18.578807963934	7377	5806	7276	3248	5106	4898	7	12	15	36	44	39	158.019758310323	150.671843347337	145.973809282127	161.43535542331	174.485884900338	125.252084383038	0.22911477245996	0.758505561627015	0.825047694293894	0.621673312879481	0.667215485632815	0.751368957678352	Up_hep_Down_hemocytes
XM_027383261.1	-20.1072605470025	4.32428545210845	-27.3890118600039	4.58349349823985e-13	1.24667090384325e-10	16.8938704234628	651738	901288	635570	1452358	871899	406691	0	2	0	0	0	0	13960.6183057684	23389.3772557414	12751.0409518199	72186.5547819851	29795.1563961456	10399.9378215235	0	0.126417593604503	0	0	0	0	Up_hep_Down_hemocytes
XM_027365313.1	-13.2984256029844	0.53578597399566	-27.1294205342881	5.18996896945582e-13	1.33216725243525e-10	17.5850450849198	9312	6968	7493	2393	5815	2930	0	0	0	0	0	0	199.468617240847	180.826972863287	150.327343726083	118.93928741625	198.714340128371	74.9262162601675	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027368483.1	-15.3238412210369	1.52247388170245	-27.1326879690232	5.18182061636623e-13	1.33216725243525e-10	17.4197759909077	15055	21288	16847	19991	35039	19228	0	0	0	0	0	0	322.487116898728	552.4461249015	337.990759342495	993.612743308925	1197.37777536681	491.700097696416	0	0	0	0	0	0	Up_hep_Down_hemocytes
XR_003476748.1	-11.4918282008463	-0.370084054831104	-27.1684529968021	5.09352246686694e-13	1.33216725243525e-10	17.6795950038906	1781	1698	2708	769	1543	1088	0	0	0	0	0	0	38.1500866952265	44.0648966592797	54.3288998812534	38.2216097045952	52.7284998827304	27.8224311573591	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027381942.1	-12.1692628434689	-0.0373351393153699	-27.062750009727	5.35927364494494e-13	1.35597279322314e-10	17.6324368555055	2643	2916	2593	1593	2937	1802	0	0	0	0	0	0	56.6146429733203	75.6732854290104	52.021727249664	79.1768846026271	100.365265168878	46.080901604376	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027355864.1	-11.1835846500455	-0.52473321250865	-26.9825335693877	5.57087872682433e-13	1.37604084976056e-10	17.6313042895568	1712	1338	1369	697	1390	961	0	0	0	0	0	0	36.6720653690217	34.7225157421179	27.4653855012688	34.6429934513692	47.5000744244946	24.5747760498365	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027359213.1	-15.3157683141761	1.54249120353989	-26.9302661682779	5.71357385830082e-13	1.37604084976056e-10	17.3624737389666	39781	31942	34320	11578	22407	7592	0	0	0	0	0	0	852.132846054354	828.928697933282	688.54056274912	575.461374720161	765.708034265936	194.143288002454	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027369766.1	-13.7443623573721	0.739577681798469	-26.9173757848183	5.7493660935171e-13	1.37604084976056e-10	17.4976147627913	7820	7878	7002	6341	8921	4426	0	0	0	0	0	0	167.509083636536	204.442435737224	140.476719707731	315.16674530148	304.854794202098	113.182059101536	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027371690.1	-14.7396434310272	1.24356456048562	-26.9626782391667	5.62462967268538e-13	1.37604084976056e-10	17.4267586694857	17985	17756	19157	10388	18996	5920	0	0	0	0	0	0	385.249471765103	460.786987680901	384.334835681378	516.314800534896	649.144901991151	151.386757767983	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027364871.1	-13.6664378493254	0.964495207283734	-26.8883934765275	5.83072266189608e-13	1.37690572086455e-10	17.4753808749425	5337	10020	7258	6856	8226	10680	0	0	0	1	0	0	114.321736492096	260.029602194336	145.612686609357	340.76379211275	281.104756989851	273.10989408143	0	0	0	0.0172687031355411	0	0	Up_hep_Down_hemocytes
XM_027358234.1	-10.6354261274286	-0.795757616524178	-26.7425824549346	6.25922599316567e-13	1.40325508310072e-10	17.5606774858038	941	915	1058	573	856	685	0	0	0	0	0	0	20.1567835936036	23.7452181644528	21.2259882106227	28.4798210152576	29.2518443937895	17.5168799106535	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027365310.1	-13.5622762110156	0.664720454787895	-26.8199106710639	6.02791603889873e-13	1.40325508310072e-10	17.4821953207324	8436	7423	8251	2603	10182	4231	0	0	0	0	0	0	180.704172577726	192.634704300255	165.534620723863	129.376918154826	347.946588338276	108.195502046679	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027372128.1	-14.6753273163019	1.20188496714552	-26.7765704417458	6.15640531057615e-13	1.40325508310072e-10	17.3839372289218	9412	13764	15795	12570	20417	9622	0	0	0	0	0	0	201.610677133897	357.190363732819	316.885145356129	624.766754209053	697.704330593458	246.054625547895	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027378597.1	-11.6871092086944	-0.272955253441931	-26.7487695418472	6.24037231699892e-13	1.40325508310072e-10	17.5598718754496	2361	1512	2852	1140	1744	1172	0	0	0	0	0	0	50.5740340749184	39.2379998520795	57.2178812634176	56.661424009413	59.5972156808048	29.970486504067	0	0	0	0	0	0	Up_hep_Down_hemocytes
XM_027363969.1	-10.5525578198059	-0.840273371417468	-26.6703832368986	6.48381586526254e-13	1.43543578487081e-10	17.5387387372736	780	1093	1057	397	762	775	0	0	0	0	0	0	16.7080671657926	28.3645065068273	21.2059258399132	19.7320923962605	26.0396091449388	19.8183677821262	0	0	0	0	0	0	Up_hep_Down_hemocytes
