ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	gills_1	gills_2	gills_3	gills_4	gills_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	Expression
XM_027370165.1	-15.2974935634362	0.664665526552077	-35.8042410378339	6.0891693501263e-14	6.07762570806197e-11	17.1409568984605	8268	8452	14118	11516	11518	0	0	0	0	0	286.460933825534	261.955423006998	420.595899573345	277.419791888967	371.938448493487	0	0	0	0	0	Up_ovary_Down_gills
XM_027378198.1	-18.4522547457994	2.93341772612696	-36.0578162837177	5.58097486177819e-14	6.07762570806197e-11	17.1309002383353	134443	171149	179145	138495	140796	5	0	0	0	0	4658.0391057458	5304.47334266738	5336.99195559335	3336.33675561501	4546.57456104263	0.0489190894797705	0	0	0	0	Up_ovary_Down_gills
XM_027383523.1	-17.8833775040537	2.51830369468489	-35.6877433741471	6.3392011667313e-14	6.07762570806197e-11	17.0989833756766	116465	87486	102018	81866	83541	3	0	0	0	0	4035.15634470136	2711.48037590987	3039.26565254806	1972.14733264868	2697.70011508894	0.0293514536878623	0	0	0	0	Up_ovary_Down_gills
XM_027364568.1	-13.9323020324493	-0.0178521251369283	-35.5005568801423	6.76445970477897e-14	6.16106989911269e-11	17.1083315723493	3666	4886	4136	4640	3356	0	0	0	0	0	127.015697073586	151.43329351777	123.217498274214	111.777338864606	108.371716716804	0	0	0	0	0	Up_ovary_Down_gills
XM_027367113.1	-17.6402478475144	2.15244013581353	-34.6458819820817	9.13835011747433e-14	6.93600773916302e-11	16.9774869642012	75289	67304	71701	59681	60575	0	0	0	0	1	2608.53377440622	2085.97347255833	2136.0778152223	1437.71193120228	1956.08365319439	0	0	0	0	0.0245406694068007	Up_ovary_Down_gills
XM_027372262.1	-14.080986641632	0.0565418373570375	-34.8886551204789	8.38381808084729e-14	6.93600773916302e-11	17.0335600856586	4810	4233	4503	4534	4648	0	0	0	0	0	166.651801124918	131.194664646075	134.150965843517	109.223804830199	150.092890136979	0	0	0	0	0	Up_ovary_Down_gills
XM_027373306.1	-15.1502418421432	1.1524372739784	-34.8832168360211	8.39996374748339e-14	6.93600773916302e-11	17.026191950686	13666	13280	14489	15243	13713	3	0	0	0	0	473.485138081731	411.591104771999	431.648533001714	367.203012136464	442.819234605938	0.0293514536878623	0	0	0	0	Up_ovary_Down_gills
XR_003476577.1	-17.9627907185585	2.31404719982199	-34.7217612334852	8.8949327469443e-14	6.93600773916302e-11	16.9827540268474	86468	54263	64733	104608	126726	1	0	0	0	0	2995.85196250923	1681.78976793998	1928.49088872938	2520.00083274757	4092.22710746533	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027374557.1	-12.8423603623676	-0.562151702570995	-34.2223956199183	1.06358568904817e-13	7.74971076468059e-11	16.9170822399407	1857	1796	1969	2204	1831	0	0	0	0	0	64.3393751952125	55.663977723683	58.6593941252243	53.094235960688	59.1265236318436	0	0	0	0	0	Up_ovary_Down_gills
XM_027373947.1	-17.6299601425618	3.20503193057668	-33.8898930879352	1.19972221564786e-13	8.40543841547746e-11	16.8632287995426	100563	133475	143179	165972	155681	6	1	0	0	1	3484.20063961021	4136.83152932549	4265.51213380167	3998.25613923199	5027.23993748173	0.0587029073757245	0.016402682938172	0	0	0.0245406694068007	Up_ovary_Down_gills
XM_027357912.1	-13.5092969581326	-0.229358356263823	-33.7480309244796	1.26343017902671e-13	8.52394227450022e-11	16.877460588576	2713	3499	3451	3532	2301	0	0	0	0	0	93.9971593455097	108.445577981719	102.810344909167	85.0856812219374	74.3037306809788	0	0	0	0	0	Up_ovary_Down_gills
XM_027354978.1	-15.5066327840782	1.23337861010421	-33.4298643878813	1.41999329264753e-13	9.2380706495955e-11	16.8326807390107	17730	19302	18057	14349	15209	2	0	0	0	0	614.290318907441	598.232793999181	537.94447928856	345.666602450051	491.127961724036	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027364476.1	-16.1877706873197	1.42652917506359	-33.193098003063	1.55006213340526e-13	9.73652821452078e-11	16.7965041202292	23911	30930	32125	20359	17726	1	0	0	0	0	828.443080394575	958.622957123338	957.050805623581	490.447164212181	572.406749261639	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XR_003477587.1	-17.9953911039024	2.83071598097618	-32.9684845574074	1.68540679616546e-13	1.02337900663167e-10	16.7390469356049	103750	130918	125019	119587	125682	8	0	0	0	0	3594.6204504595	4057.58164567323	3724.49913364216	2880.84409974174	4058.51433265831	0.0782705431676327	0	0	0	0	Up_ovary_Down_gills
XM_027367006.1	-19.1118122806681	3.20439474253803	-32.7751722556064	1.81212721138904e-13	1.0648293316988e-10	16.6954914696942	328333	223476	253741	170828	202079	4	0	0	0	0	11375.7350974527	6926.26007003217	7559.31606131465	4115.23690594029	6525.5209006004	0.0391352715838164	0	0	0	0	Up_ovary_Down_gills
XM_027360708.1	-17.7572467205448	2.35814049294048	-32.5666853467432	1.96041669095127e-13	1.11596720132401e-10	16.6894926136165	104190	102267	86730	66074	53708	2	0	0	0	0	3609.86510586386	3169.5924331113	2583.81373919792	1591.71894140948	1734.33497062756	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027356425.1	-12.2335854864962	-0.867026885826099	-32.1581152385427	2.29042373318931e-13	1.15895440899379e-10	16.5942418530143	982	1298	1371	1450	1263	0	0	0	0	0	34.0232991069998	40.229311294733	40.8440981948616	34.9304183951895	40.7847074533143	0	0	0	0	0	Up_ovary_Down_gills
XM_027368722.1	-12.4037546988504	-0.783104497656073	-32.2242178082758	2.23319868701321e-13	1.15895440899379e-10	16.613929102742	1059	1418	1635	1869	1248	0	0	0	0	0	36.6911138027626	43.9485080246005	48.7090448932157	45.0241048142132	40.3003285049377	0	0	0	0	0	Up_ovary_Down_gills
XM_027373951.1	-17.8938139848855	2.81244561145833	-32.1649507869636	2.28443346497177e-13	1.15895440899379e-10	16.6223487825628	88594	107194	112656	141538	132866	9	0	0	0	0	3069.51136566756	3322.29645217844	3356.18725473401	3409.64245435747	4290.49955700084	0.0880543610635868	0	0	0	0	Up_ovary_Down_gills
XM_027378200.1	-18.2084443440529	2.90094811269129	-32.3234293374021	2.15018769024873e-13	1.15895440899379e-10	16.642313857863	116534	157863	170589	117444	127698	7	0	0	0	0	4037.54698384432	4892.69627805889	5082.09618305124	2829.21935034802	4123.61486332014	0.0684867252716786	0	0	0	0	Up_ovary_Down_gills
XM_027375755.1	-19.5595938610924	3.67323446662385	-31.9417860908252	2.4890410557949e-13	1.22541545600973e-10	16.5592204586268	404987	341981	327743	337711	463306	10	0	0	0	0	14031.5619505566	10599.1218073067	9763.94403696465	8135.43898390195	14961.0448704396	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027352222.1	-13.1935498991948	0.0772287678162095	-31.5951469869206	2.84711560015299e-13	1.29833646118444e-10	16.5650280524547	3045	3029	2908	4366	3808	2	0	0	0	0	105.49994478698	93.8787241230711	86.633579540961	105.176694285102	122.967669027887	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027375819.1	-12.1880577283462	-0.889565661214138	-31.5916673600148	2.85098037150733e-13	1.29833646118444e-10	16.5048690076564	1046	1053	1421	1407	1243	0	0	0	0	0	36.240703529452	32.635951304587	42.3336714331863	33.8945508151942	40.1388688554788	0	0	0	0	0	Up_ovary_Down_gills
XR_003477394.1	-18.1267198891339	2.71362194276182	-31.6998105382593	2.73347032651613e-13	1.29833646118444e-10	16.5508592793012	78400	99357	86612	177323	178970	4	0	0	0	0	2716.32041750386	3079.40191241201	2580.29834635547	4271.70109040702	5779.28669273132	0.0391352715838164	0	0	0	0	Up_ovary_Down_gills
XM_027373955.1	-17.8436743891494	2.81618481029501	-31.474534682721	2.98443911445803e-13	1.31781471275428e-10	16.516106494535	85285	114944	124924	128407	118799	10	0	0	0	0	2954.86462763796	3562.49457431571	3721.66894448935	3093.31740335938	3836.24897921321	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027375820.1	-12.0002130596069	-0.983134835225865	-31.4146997613656	3.05520280982286e-13	1.31781471275428e-10	16.4653405108084	985	1003	1238	1196	978	0	0	0	0	0	34.1272399393023	31.0862860004755	36.8818333809181	28.8115726901011	31.5815074341579	0	0	0	0	0	Up_ovary_Down_gills
XR_003477486.1	-18.7866753732873	3.25800563057937	-31.3687424432686	3.11078352264131e-13	1.31781471275428e-10	16.4846784838383	240478	242646	236873	186819	170964	9	0	0	0	0	8331.82782347567	7520.4017476285	7056.79363363345	4500.45919597993	5520.75750201776	0.0880543610635868	0	0	0	0	Up_ovary_Down_gills
XM_027355088.1	-13.3017350012722	-0.332122698611212	-31.0430167411822	3.5374219261876e-13	1.46449267744167e-10	16.4686941953294	3131	2786	2691	2677	2078	0	0	0	0	0	108.47958197965	86.3473507450895	80.1688316866321	64.488779340636	67.1026303151125	0	0	0	0	0	Up_ovary_Down_gills
XM_027353111.1	-16.3413730308548	1.92632039880646	-30.8960574001098	3.75022724494453e-13	1.48508998899803e-10	16.4415095038104	38287	38982	36569	33545	34534	6	0	0	0	0	1326.52754878788	1208.18105769744	1089.44407504587	808.097162114918	1115.16950688263	0.0587029073757245	0	0	0	0	Up_ovary_Down_gills
XM_027373950.1	-17.7937497884007	2.79135788160867	-30.934521340916	3.69322610317867e-13	1.48508998899803e-10	16.429795409175	83526	97523	105133	140586	130635	10	0	0	0	0	2893.92065296463	3022.5601890572	3132.06606529569	3386.70882793525	4218.45626141228	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027367305.1	-11.8689311509861	-1.05089246290755	-30.7636915275574	3.95375676856802e-13	1.50045069367157e-10	16.3511377369197	731	1050	1028	1338	847	0	0	0	0	0	25.3269161376954	32.5429713863403	30.6256257799546	32.2323446984576	27.3512646183351	0	0	0	0	0	Up_ovary_Down_gills
XM_027378197.1	-18.3686946965893	3.10433934182678	-30.8029110537713	3.89223644389238e-13	1.50045069367157e-10	16.39898257213	174145	170297	181944	155391	149917	11	0	0	0	0	6033.59208043634	5278.06704588532	5420.37826547476	3743.36044472199	4841.10925358553	0.107621996855495	0	0	0	0	Up_ovary_Down_gills
XM_027378201.1	-17.9424844879927	2.86506855093854	-30.5722369234078	4.2695236522939e-13	1.5872172010242e-10	16.3673910247509	110013	126197	142397	109339	121281	10	0	0	0	0	3811.6142613629	3911.26224765903	4242.21520835427	2633.97035649077	3916.3975492046	0.0978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027366993.1	-17.8433664568693	2.40151845557737	-30.3985383462134	4.57963612210996e-13	1.6684530320071e-10	16.344963542966	100935	58068	86998	90841	95634	0	0	0	0	2	3497.08930281571	1799.71929758286	2591.79785175534	2188.35457754304	3088.2064232702	0	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027363285.1	-12.0031527519626	-0.982642182233903	-30.0817000573107	5.20974357009055e-13	1.8607978210347e-10	16.2450085133124	808	914	1244	1301	1201	0	0	0	0	0	27.9947308334581	28.3278817591572	37.060582169517	31.3410167807872	38.7826078000241	0	0	0	0	0	Up_ovary_Down_gills
XM_027352548.1	-12.2243019612023	-0.86984509931863	-29.99001615785	5.40908951920074e-13	1.89484566695694e-10	16.2425257060295	1271	1455	1166	1244	1170	0	0	0	0	0	44.0362659521352	45.0952603496429	34.7368479177306	29.9678899887005	37.7815579733791	0	0	0	0	0	Up_ovary_Down_gills
XM_027364188.1	-14.9619110889747	0.496710637532224	-29.7892140778931	5.87504560461951e-13	2.01924208931602e-10	16.2627015128203	9103	8268	12603	7598	5668	0	0	0	0	0	315.391132149714	256.252654687868	375.461830452109	183.035392390793	183.030658626592	0	0	0	0	0	Up_ovary_Down_gills
XR_003476627.1	-16.7764315342346	4.57975858585356	-29.6984739164571	6.09965937412692e-13	2.05761842887215e-10	16.2320120565006	154173	312254	336530	341064	250830	30	2	4	1	3	5341.62331285487	9677.78379740028	10025.7216378678	8216.21256519786	8099.78477475442	0.293514536878623	0.0328053658763439	0.0594083738941292	0.0168276691772125	0.0736220082204022	Up_ovary_Down_gills
XM_027373072.1	-12.8442798211894	4.11203967921853	-29.6161897326016	6.3113672820855e-13	2.09032484382672e-10	16.7641165154542	40495	48079	51263	71928	42406	21	15	13	28	2	1403.02800136248	1490.12716312748	1527.19985832472	1732.74147195116	1369.37157899069	0.205460175815036	0.246040244072579	0.19307721515592	0.471174736961951	0.0490813388136015	Up_ovary_Down_gills
XM_027357369.1	-14.2694487823649	0.150605156153298	-29.5369129527222	6.52285494613869e-13	2.12179153033683e-10	16.2195998444798	5625	6808	3847	4717	5337	0	0	0	0	0	194.889060567082	211.002427807814	114.607764956698	113.632264531109	172.342029832414	0	0	0	0	0	Up_ovary_Down_gills
XM_027363184.1	12.6894044674312	0.292981436105955	29.4167962789952	6.85800045830512e-13	2.18345630400854e-10	16.1963709300132	0	0	0	0	0	11989	5854	8534	4059	4093	0	0	0	0	0	117.298192754594	96.0213059200586	126.747765703125	68.3035091903057	100.444959882035	Down_ovary_Up_gills
XM_027366290.1	14.5855087735008	1.24064724606159	29.3841886963792	6.95215555733944e-13	2.18345630400854e-10	16.1817167949339	0	0	0	0	0	42660	24704	25150	12632	21181	0	0	0	0	0	417.377671441402	405.2118793046	373.530150859337	212.567117046549	519.795918705446	Down_ovary_Up_gills
XM_027378563.1	-14.1981208570105	0.114962642866625	-29.2862246607347	7.24351916698334e-13	2.23640584992828e-10	16.1733625082847	4991	5486	6965	4319	3517	0	0	0	0	0	172.922898007165	170.029277167107	207.497552098622	104.044466930223	113.57071742938	0	0	0	0	0	Up_ovary_Down_gills
XM_027378528.1	-12.8505216298954	-0.559958448137164	-29.2212364480189	7.44406193549953e-13	2.26001720361766e-10	16.1344940059508	1143	2419	2065	2520	1870	0	0	0	0	0	39.601457107231	74.9728074129115	61.5193747428076	60.7066581764672	60.3859088976229	0	0	0	0	0	Up_ovary_Down_gills
XM_027378199.1	-18.0030023524007	2.96784041995723	-29.1408364838991	7.70049364130102e-13	2.29954413393343e-10	16.1114729296044	120120	141912	152197	120832	132608	13	0	0	0	0	4161.79092538984	4398.32205274126	4534.1715630659	2910.83607967416	4282.16823908876	0.127189632647403	0	0	0	0	Up_ovary_Down_gills
XM_027360329.1	-11.9565108299863	-1.0063000386085	-29.003143721628	8.16207199964324e-13	2.36102631151755e-10	16.0475712877151	870	1336	1030	1325	768	0	0	0	0	0	30.1428413677086	41.4070569258577	30.6852087094876	31.9191754300869	24.8002021568847	0	0	0	0	0	Up_ovary_Down_gills
XM_027373953.1	-17.626470467621	2.78021481882189	-29.0021225313076	8.16560483232355e-13	2.36102631151755e-10	16.0905705797543	77580	90983	102273	129016	121581	13	0	0	0	0	2687.90992334119	2819.86396727943	3046.86247606352	3107.98817908535	3926.08512817214	0.127189632647403	0	0	0	0	Up_ovary_Down_gills
XM_027358900.1	-14.6754735309798	0.353339309755439	-28.4806417723331	1.0204957409728e-12	2.89843188906783e-10	16.0180293606604	8381	9664	5903	5787	5465	0	0	0	0	0	290.376038508926	299.519309978659	175.859016516607	139.408504312387	176.475396858561	0	0	0	0	0	Up_ovary_Down_gills
XM_027360709.1	-19.0760651478277	3.87983547108896	-28.4496291948177	1.0342450197047e-12	2.89843188906783e-10	15.9561581761507	337194	260270	282969	511943	496181	5	0	0	0	4	11682.74166913	8066.6277740217	8430.0609935097	12332.6780582679	16022.6420656318	0.0489190894797705	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027372261.1	-13.3300212765018	-0.318151040142307	-28.323842158463	1.09209695467279e-12	3.0141875948969e-10	15.9780702688713	2095	2832	2385	2579	3942	0	0	0	0	0	72.5853478912064	87.7730428248721	71.0526434680853	62.1279648559956	127.294787633385	0	0	0	0	0	Up_ovary_Down_gills
XM_027364708.1	11.7508266627181	-0.175788422785358	28.2183136370822	1.14332790775342e-12	3.10848674143825e-10	15.960441006048	0	0	0	0	0	6146	3630	2976	2295	2533	0	0	0	0	0	60.1313447885338	59.5417390655642	44.1998301772321	38.6195007617028	62.1615156074263	Down_ovary_Up_gills
XM_027360531.1	-11.7507444055649	-1.10561454806158	-28.0941543243007	1.20694703840435e-12	3.23319812523141e-10	15.8583237303011	936	943	1003	815	848	0	0	0	0	0	32.4295396783624	29.2266876355418	29.8808391607923	19.6333041324686	27.3835565482269	0	0	0	0	0	Up_ovary_Down_gills
XM_027373948.1	-17.4487920296232	3.10940698510991	-27.9345164637503	1.29441779699421e-12	3.41726298406473e-10	15.8776329917849	97389	115090	114191	148760	136757	11	0	0	0	2	3374.23123903422	3567.01959700372	3401.91715315058	3583.62002790923	4416.14745620974	0.107621996855495	0	0	0	0.0490813388136015	Up_ovary_Down_gills
XM_027354033.1	-8.0582085628306	6.66537628431981	-27.8534776483349	1.34141876306026e-12	3.49075488398652e-10	18.5832527801207	48642	42640	54446	75557	58274	393	610	469	504	167	1685.29665495182	1321.55457134624	1622.02609067647	1820.16387771402	1881.77992251341	3.84504043310996	10.0056365922849	6.96563183908665	8.48114526531512	4.09829179093572	Up_ovary_Down_gills
XR_003476907.1	-7.20363814712517	6.81092261862227	-27.7446011120834	1.40748648183214e-12	3.61109489479637e-10	18.6365926224589	47422	53751	50112	49013	31711	1457	501	687	459	283	1643.02738314883	1665.92119522588	1492.90988237849	1180.72041158857	1024.00938879814	14.2550226744051	8.21774415202415	10.2033882163167	7.72390015234055	6.94500944212461	Up_ovary_Down_gills
XM_027364187.1	-15.0486674681487	0.85706042588161	-27.711532477998	1.42824177545294e-12	3.61345169189593e-10	15.8586828713881	12739	10932	17733	9390	7138	1	0	0	0	0	441.367420900276	338.818822090926	528.292044704217	226.204571538503	230.499795567504	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027375380.1	-11.5372517248138	-1.21337570519095	-27.6276796298649	1.48236665376088e-12	3.69901246094632e-10	15.7472385867573	844	852	859	813	577	0	0	0	0	0	29.2420208210874	26.406296782059	25.5908682344173	19.5851242450269	18.6324435475553	0	0	0	0	0	Up_ovary_Down_gills
XM_027366238.1	-12.1201397023861	-0.924438691425201	-27.5040060504955	1.5662744304376e-12	3.85557500335829e-10	15.7597095650703	763	966	1466	1388	1433	0	0	0	0	0	26.4356183489215	29.9395336754331	43.6742873476784	33.4368418844986	46.2743355349164	0	0	0	0	0	Up_ovary_Down_gills
XM_027360711.1	-19.1422321877836	3.78296620145966	-27.2739277659106	1.73632943830297e-12	3.90481198125024e-10	15.7165947616378	338171	179703	321078	603141	430400	3	0	0	0	4	11716.5917335165	5569.59008289477	9565.38392429597	14529.6327457193	13898.4466254208	0.0293514536878623	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027373305.1	-17.3654268034129	2.99998798232427	-27.3892429051607	1.64873447532936e-12	3.90481198125024e-10	15.7658746130826	96041	111804	99352	123779	116721	3	0	0	0	6	3327.52715838633	3465.17559321751	2959.84160748059	2981.82914381942	3769.1463488981	0.0293514536878623	0	0	0	0.147244016440804	Up_ovary_Down_gills
XM_027373952.1	-17.4131906145828	3.09663221807411	-27.3047698553739	1.71241985938011e-12	3.90481198125024e-10	15.7462810808374	89649	104545	116250	147103	146153	6	0	0	0	4	3106.06389169392	3240.19518436661	3463.25777910479	3543.70299116383	4719.56242947288	0.0587029073757245	0	0	0	0.0981626776272029	Up_ovary_Down_gills
XM_027374262.1	-9.29065158563582	7.7758008370307	-27.3566260000166	1.67301666948235e-12	3.90481198125024e-10	18.4589415107179	222596	175096	223975	156967	141912	488	857	685	770	242	7712.2711690649	5426.80392177394	6672.54332107522	3781.326196026	4582.61235480185	4.7745031332256	14.0570992780134	10.1736840293696	12.9573052664537	5.93884199644578	Up_ovary_Down_gills
XM_027379186.1	-13.0337926106862	-0.469419867884209	-27.4434382626048	1.60922465072439e-12	3.90481198125024e-10	15.7878582175187	1365	1649	2619	3867	2211	0	0	0	0	0	47.2930786976118	51.1079617295953	78.0238462234446	93.1558123684122	71.3974569907189	0	0	0	0	0	Up_ovary_Down_gills
XM_027380690.1	-15.1973623418091	0.931285244125795	-27.2755466790835	1.73506549828826e-12	3.90481198125024e-10	15.76553698371	18212	9613	16541	9960	9600	1	0	0	0	0	630.990145964034	297.938651368466	492.780618702557	239.93583945937	310.002526961059	0.00978381789595409	0	0	0	0	Up_ovary_Down_gills
XM_027383717.1	-15.4067849329964	1.28048909702327	-27.2828361747697	1.72938662974745e-12	3.90481198125024e-10	15.7652391078792	24598	12731	20166	14719	14365	3	0	0	0	0	852.245530991835	394.575779732855	600.774678481094	354.579881626754	463.873572895376	0.0293514536878623	0	0	0	0	Up_ovary_Down_gills
XM_027362271.1	-13.0886518930601	-0.439074637898814	-27.1401343389693	1.84430079151098e-12	4.09704673392244e-10	15.7246929926362	2930	1961	2789	2692	1442	0	0	0	0	0	101.515546215386	60.7778732272507	83.0883952337484	64.8501284964483	46.5649629039424	0	0	0	0	0	Up_ovary_Down_gills
XM_027372694.1	-13.670536704729	-0.148415158169287	-27.0903370261824	1.88631887340832e-12	4.1399017587959e-10	15.7267877472319	3160	4853	2108	3897	3704	0	0	0	0	0	109.484343358574	150.410514417057	62.8004077277668	93.8785106800368	119.609308319142	0	0	0	0	0	Up_ovary_Down_gills
XM_027363378.1	-5.99289379110836	8.11031133652707	-26.8851757171628	2.07064883061069e-12	4.49034989266719e-10	18.4749788476817	70837	78474	76394	81971	61163	4361	2552	2714	1611	1022	2454.2855792694	2432.16870149683	2275.88915937145	1974.67677673936	1975.07130797075	42.6672298442558	41.8596468582148	40.3085816871667	27.1093750444894	25.0805641337504	Up_ovary_Down_gills
XM_027352224.1	-12.4501510908856	-0.293095956835211	-26.8520842131144	2.10215880316686e-12	4.50504997158677e-10	15.6554712812946	2187	2522	2075	1980	1510	2	0	0	0	0	75.7728667484813	78.1651179393811	61.8172893904725	47.6980885672242	48.7608141365832	0.0195676357919082	0	0	0	0	Up_ovary_Down_gills
XM_027356520.1	-14.3281930222539	3.43995102080757	-26.8220464006787	2.13120928139375e-12	4.51419863603124e-10	15.6934710005138	34378	47887	51169	69424	63019	8	2	1	10	7	1191.0926442978	1484.17644835969	1524.39946063667	1672.42025287423	2035.00512984989	0.0782705431676327	0.0328053658763439	0.0148520934735323	0.168276691772125	0.171784685847605	Up_ovary_Down_gills
