ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	hep_1	hep_2	hep_3	hep_4	hep_5	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	Expression
XM_027368558.1	-13.4247815460849	6.31638712926057	-19.3870676926477	2.58494546114986e-10	2.98383728996639e-07	13.1909671342506	1072435	43508	75314	107181	338390	267	8	155	112	39	13998.2728730672	4464.02529594398	6254.96335326087	9213.50224408764	14308.484973361	2.37938402261013	0.10536423421489	1.47128793660307	1.13437504316893	0.441108891489219	Up_muscle_Down_hep
XM_027374011.1	-12.5238251089595	8.2945376050877	-19.5345743911522	2.36964856254041e-10	2.98383728996639e-07	13.7375578799252	906951	347178	426073	458292	320062	298	171	300	299	1990	11838.2443509407	35621.296639589	35386.1300795857	39395.735908859	13533.5037014801	2.65564209265101	2.25216050634327	2.84765407084465	3.02837623131707	22.5078639503473	Up_muscle_Down_hep
XM_027381851.1	-7.39878886035169	8.36281889690821	-19.2811198313669	2.75261742616826e-10	2.98383728996639e-07	13.6664286421303	287676	56800	64607	71180	46503	3632	1217	2093	2684	3335	3754.97549691354	5827.8164201898	5365.72771814172	6118.78121807184	1966.33315616952	32.366751948015	16.0285341299401	19.8671332342595	27.1844876416555	37.7204654645268	Up_muscle_Down_hep
XM_027381853.1	-6.70387528993641	7.98122153091819	-19.410554799923	2.54929242392626e-10	2.98383728996639e-07	13.7368698985295	236235	29557	34455	38554	30369	4062	1218	2249	2729	2402	3083.52673324633	3032.61918893574	2861.5498092865	3314.18222929955	1284.12299463932	36.1987187260013	16.041704659217	21.3479133510988	27.640263328643	27.167783521977	Up_muscle_Down_hep
XR_003476719.1	-13.5894659814168	7.49621560993264	-19.3204977008119	2.68896270548468e-10	2.98383728996639e-07	13.4799670105849	1234813	175082	259671	255822	653575	472	23	434	379	41	16117.7594177835	17963.833705628	21566.1442614202	21990.9925368021	27635.7695749413	4.20625190513851	0.302922173367809	4.1196062224886	3.83864411929488	0.463729860283538	Up_muscle_Down_hep
XM_027381854.1	-6.55765857309301	8.15644762419465	-19.1502893067383	2.97609273629469e-10	3.02445424325948e-07	13.6074915427132	241670	31320	36682	43882	32912	4529	1543	2427	3209	3172	3154.46866731703	3213.5072232455	3046.50617049042	3772.18821876129	1391.65122327272	40.3604128779074	20.3221266741969	23.0375214331333	32.5018706565099	35.8768565077898	Up_muscle_Down_hep
XM_027361474.1	7.84709458093935	-0.859568966026939	18.7811553082579	3.71950561887577e-10	3.37873681759743e-07	11.9770393777488	2	0	0	0	0	805	722	1124	779	628	0.0261055875145201	0	0	0	0	7.17379827041631	9.50912213789382	10.6692105854313	7.88998355918393	7.10298420141614	Down_muscle_Up_hep
XM_027381865.1	-6.34164200760413	7.23748165609671	-18.6835607211854	3.94809345229712e-10	3.37873681759743e-07	13.3855590123181	100923	14688	16059	21908	21856	2189	632	2009	2350	1591	1317.32710436395	1507.02407710824	1333.72887497698	1883.25736057204	924.159246956994	19.5073843651445	8.32377450297631	19.069790094423	23.8016192093482	17.9949806758807	Up_muscle_Down_hep
XR_003476287.1	-11.1259034863652	-1.44565433382341	-18.7020593402894	3.90362442090587e-10	3.37873681759743e-07	11.8895154769651	919	166	275	161	578	0	0	0	0	3	11.995517462922	17.0319986928082	22.8392453215437	13.8398957025789	24.440155780616	0	0	0	0	0.0339314531914784	Up_muscle_Down_hep
XM_027375602.1	-7.81745826801323	3.00530181347024	-18.5144356026055	4.38103482042008e-10	3.56178130900152e-07	12.6701017074685	7454	866	1638	1331	4251	48	45	43	32	115	97.2955246666163	88.8536799275417	136.038850315231	114.415535280326	179.749311805188	0.427754431031035	0.592673817458756	0.4081637501544	0.324107155191124	1.30070570567334	Up_muscle_Down_hep
XM_027355469.1	-13.7973719697976	-0.676831706891119	-18.3985375215959	4.70726085966536e-10	3.64476483705518e-07	11.8331120762286	1994	531	2375	1229	1837	0	0	0	0	0	26.0272707519765	54.4818753366335	197.248027776968	105.647402599189	77.6757200155563	0	0	0	0	0	Up_muscle_Down_hep
XM_027359148.1	-6.57945185381118	6.08442553169485	-18.1397596638896	5.53455830939736e-10	3.78663057697556e-07	13.1015547818705	28615	10431	9658	9898	11024	858	301	853	839	687	373.505693363996	1070.24565279929	802.114295692614	850.852718410721	466.138888106419	7.64611045467975	3.96432931233523	8.09682974143497	8.49768447516728	7.77030278084855	Up_muscle_Down_hep
XM_027361441.1	-9.53730331980149	2.94978430225919	-18.1241892417128	5.58912262284216e-10	3.78663057697556e-07	12.1252888708389	11225	2111	3002	2005	7042	28	16	24	12	101	146.517609925244	216.593670123603	249.321507110088	172.353980643918	297.763974060723	0.249523418101437	0.21072846842978	0.227812325667572	0.121540183196672	1.14235892411311	Up_muscle_Down_hep
XR_003476289.1	-10.5887806822194	-1.02436979047031	-18.1973751524995	5.33761013610416e-10	3.78663057697556e-07	11.708869368635	858	226	278	194	647	1	0	0	2	2	11.1992970437291	23.1881427986425	23.0884007250514	16.676644511182	27.3577522319352	0.00891155064647989	0	0	0.0202566971994453	0.0226209687943189	Up_muscle_Down_hep
XM_027375601.1	-7.85816806946738	2.97389047921528	-17.6419676335334	7.60363513348053e-10	4.94540429081573e-07	12.2426545266921	7532	869	1668	1255	4209	56	41	30	33	125	98.3136425796826	89.1614871328334	138.530404350309	107.882416812028	177.973383530472	0.499046836202874	0.539991700351311	0.284765407084465	0.334235503790847	1.41381054964493	Up_muscle_Down_hep
XM_027367206.1	-12.4229063345483	0.371451810663696	-17.2997246067249	9.50558501932222e-10	5.80313649758947e-07	11.3888177439294	8757	1020	522	980	4390	2	0	4	4	0	114.303314932326	104.654449799183	43.3530402103484	84.2428434070021	185.626788714367	0.0178231012929598	0	0.0379687209445954	0.0405133943988905	0	Up_muscle_Down_hep
XM_027373336.1	-10.5199698855177	8.29765138654731	-17.2790045134307	9.63620451629247e-10	5.80313649758947e-07	12.6010979823882	375375	166759	225683	178090	244456	427	418	679	717	3437	4899.69245663149	17109.873915747	18743.3796432798	15308.9877370949	10336.579102952	3.80523212604691	5.505281237728	6.44519038034507	7.26202594600112	38.8741348730371	Up_muscle_Down_hep
XM_027381855.1	-5.89920450134485	7.98928244891994	-17.2027112285045	1.01341526868015e-09	5.88504723883546e-07	12.5765712732419	196448	20445	24538	29462	24817	5423	1583	3282	4152	2578	2564.19522802622	2097.70610406304	2037.92509709105	2532.61495148683	1049.36219032447	48.3273391558605	20.8489478452713	31.1533355350405	42.0529033860483	29.1584287758771	Up_muscle_Down_hep
XM_027354682.1	-10.1939317720149	-1.56838297874346	-17.1297658580631	1.06363628084127e-09	5.96369859533761e-07	11.2160141750969	816	60	162	134	436	0	0	2	2	0	10.6510797059242	6.1561441058343	13.4543917894185	11.5189194046309	18.4358268518141	0	0	0.0189843604722977	0.0202566971994453	0	Up_muscle_Down_hep
XR_003476288.1	-10.7567572964116	-1.2361193192209	-17.0384857056127	1.13030565907767e-09	6.12625667220095e-07	11.2257256500904	828	183	263	185	587	0	0	0	1	4	10.8077132310113	18.7762395227946	21.8426237075127	15.9029857451994	24.8207118394837	0	0	0	0.0101283485997226	0.0452419375886378	Up_muscle_Down_hep
XM_027361345.1	8.4081194861801	0.054516858434732	16.8263133219666	1.30339815220119e-09	6.43854803628884e-07	11.1826341591417	4	0	0	0	2	2251	2329	1541	1241	2003	0.0522111750290402	0	0	0	0.0845680130817161	20.0599005052262	30.6741626858098	14.6274497439054	12.5692806122558	22.6549002475104	Down_muscle_Up_hep
XM_027378597.1	9.57420153433535	-0.460506573809975	16.9017504035815	1.23877677641592e-09	6.43854803628884e-07	11.2160657029814	0	0	0	0	0	1849	1744	2852	2361	1172	0	0	0	0	0	16.4774571453413	22.969403058846	27.0716980334965	23.9130310439451	13.2558877134709	Down_muscle_Up_hep
XM_027381669.1	-8.28168188040846	4.91644792515567	-16.8225495446055	1.30671639112873e-09	6.43854803628884e-07	12.252968537146	59521	2781	7009	10412	8563	78	107	185	200	376	776.915337225875	285.33727930542	582.110074395271	895.037230156842	362.077948009368	0.695100950425432	1.40924663262415	1.75605334368754	2.02566971994453	4.25274213333196	Up_muscle_Down_hep
XM_027368554.1	-14.5203438461456	5.19189729364379	-16.6667197530883	1.4524508154406e-09	6.94613242913652e-07	11.372465311576	552317	31054	57450	63513	243664	92	2	93	71	3	7209.27988962859	3186.2149843763	4771.3259771734	5459.70991153972	10303.0901697716	0.81986265947615	0.0263410585537225	0.882772761961843	0.719112750580306	0.0339314531914784	Up_muscle_Down_hep
XR_003476718.1	-13.3165081220249	8.15406362202296	-16.5929345976908	1.52750696568549e-09	7.09636093201314e-07	12.1508646496403	894780	469848	667661	552882	333211	244	35	889	995	171	11679.3787981211	48207.5332639672	55450.4486204624	47526.8895393369	14089.4961034859	2.17441835774109	0.460968524690143	8.43854822993633	10.077706856724	1.93409283191427	Up_muscle_Down_hep
XM_027369645.1	7.20173393933246	-1.1812995368353	16.5193023977172	1.60660608625243e-09	7.25650415624016e-07	11.0326350001203	2	0	0	0	0	420	489	690	489	495	0.0261055875145201	0	0	0	0	3.74285127152155	6.44038881638515	6.5496043629427	4.95276246526436	5.59868977659393	Down_muscle_Up_hep
XM_027359641.1	-9.91833158781022	-1.06651922923242	-16.0557144570703	2.21851701630511e-09	8.79831382563928e-07	10.7612674157273	870	98	151	172	757	1	2	0	2	1	11.3559305688162	10.0550353728627	12.5408219765567	14.78547863878	32.0089929514296	0.00891155064647989	0.0263410585537225	0	0.0202566971994453	0.0113104843971595	Up_muscle_Down_hep
XM_027367205.1	-12.3619912375519	0.377143032358774	-16.0560581519523	2.21797927958483e-09	8.79831382563928e-07	10.8234273153735	8865	1022	503	949	4257	1	0	4	8	0	115.71301665811	104.859654602711	41.7750559881326	81.5780187686173	180.003015844433	0.00891155064647989	0	0.0379687209445954	0.081026788797781	0	Up_muscle_Down_hep
XM_027371495.1	-11.7011922611196	0.675402152721015	-16.15945116449	2.06243437369665e-09	8.79831382563928e-07	10.8731073514715	3481	1369	1664	1072	1920	1	0	2	10	6	45.4367750690222	140.462688014786	138.198197145632	92.1513552370472	81.1852925584475	0.00891155064647989	0	0.0189843604722977	0.101283485997226	0.0678629063829568	Up_muscle_Down_hep
XM_027373337.1	-10.3667592612876	8.18822704804961	-16.1877046368181	2.02201116758658e-09	8.79831382563928e-07	11.9584288962568	335687	148772	200395	154664	208199	429	385	649	637	3909	4381.65317799335	15264.3645152197	16643.1656953118	13295.2399313271	8803.48787780011	3.82305522733987	5.07065377159158	6.1604249732606	6.45175805802331	44.2126835084963	Up_muscle_Down_hep
XM_027380253.1	8.62351009099246	-0.301924852802864	16.1257507929922	2.11179684811186e-09	8.79831382563928e-07	10.8584564330507	1	0	1	0	0	1838	1843	1554	1620	995	0.01305279375726	0	0.0830518011692497	0	0	16.37943008823	24.2732854572553	14.7508480869753	16.4079247315507	11.2539319751737	Down_muscle_Up_hep
XM_027381145.1	9.1657340255639	-0.664826283002266	15.9903022529595	2.3234718576348e-09	8.9951553345576e-07	10.7931357788612	0	0	0	0	0	1520	1979	1245	1399	1178	0	0	0	0	0	13.5455569826494	26.0644774389084	11.8177643940053	14.169559691012	13.3237506198538	Down_muscle_Up_hep
XM_027358886.1	-15.5340527612818	4.95359873595657	-15.8943542377228	2.48725431575293e-09	9.32670471724006e-07	10.8713730181558	321230	99878	99523	140479	83050	39	0	65	50	6	4192.94893864464	10247.7226833753	8265.56440776724	12075.8677540533	3511.68674321826	0.347550475212716	0	0.616991715349675	0.506417429986131	0.0678629063829568	Up_muscle_Down_hep
XM_027381668.1	-14.1234492534012	4.79826809746963	-15.873859567345	2.52383153480051e-09	9.32670471724006e-07	10.9503668565261	274828	40818	37028	53888	85228	50	0	38	46	62	3587.27320272026	4188.02483519907	3075.24209369498	4632.3248423638	3603.78130946425	0.445577532323995	0	0.360702848973656	0.465904035587241	0.701250032623886	Up_muscle_Down_hep
XM_027365863.1	-10.2922927780021	5.24102213155478	-15.7951126922034	2.66987724580498e-09	9.43743565582368e-07	11.5428150418736	39246	17314	23494	21987	26350	50	131	67	57	486	512.269943797427	1776.45798414025	1951.21901667035	1890.04836529567	1114.18357235161	0.445577532323995	1.72533933526882	0.635976075821973	0.57731587018419	5.4968954170195	Up_muscle_Down_hep
XM_027365875.1	-11.1590427494407	5.53725361928928	-15.821817121742	2.61935193519997e-09	9.43743565582368e-07	11.5281952291022	53741	34987	45076	42626	32192	41	92	68	68	431	701.470189308912	3589.75023051374	3743.6429895051	3664.21983986415	1361.2067385633	0.365373576505676	1.21168869347123	0.645468256058122	0.688727704781139	4.87481877517573	Up_muscle_Down_hep
XM_027363969.1	8.34041337588324	-1.07703776979929	15.748560799602	2.76049143001266e-09	9.55012567063955e-07	10.6716874912492	0	0	0	0	0	727	762	1057	780	775	0	0	0	0	0	6.47869731999088	10.0359433089683	10.0332345096093	7.90011190778365	8.76562540779858	Down_muscle_Up_hep
XM_027381866.1	-5.47341728284078	8.00835108009163	-15.7055624441372	2.84714730321785e-09	9.64471148965046e-07	11.6704950533024	113052	17739	20232	29207	30848	3333	1573	4888	5954	4447	1475.64443984576	1820.06400488991	1680.30404125626	2510.69461978399	1304.37703377239	29.7021983047175	20.7172425525027	46.3977769942956	60.3041875627485	50.2977241141681	Up_muscle_Down_hep
XM_027381890.1	6.34105456788662	-1.61281468592325	15.6501310371305	2.96322506705793e-09	9.8330693041555e-07	10.5855630698299	2	0	0	0	0	361	236	275	327	224	0.0261055875145201	0	0	0	0	3.21706978337924	3.10824490933925	2.61034956494093	3.3119699921093	2.53354850496372	Down_muscle_Up_hep
XM_027369977.1	-9.55435203201515	5.44763914587217	-15.591607571729	3.09135267704096e-09	1.00530789057372e-06	11.4981178308039	91868	11171	14492	13119	29031	86	118	102	79	1026	1199.13405689197	1146.17143010458	1203.58670254477	1127.73659454741	1227.54699388765	0.766393355597271	1.55412245466963	0.968202384087183	0.800139539378087	11.6045569914856	Up_muscle_Down_hep
XM_027367241.1	-14.1466160696537	2.54941081030559	-15.4834275705747	3.34424219051218e-09	1.06622309838682e-06	10.5299611910777	92266	8459	10889	8919	9987	34	0	16	8	0	1204.32906880735	867.913716520872	904.35106293196	766.695837088828	422.29037332355	0.302992721980316	0	0.151874883778382	0.081026788797781	0	Up_muscle_Down_hep
XM_027370936.1	-13.6743226779104	2.66885596732535	-15.4563343797464	3.41102064237233e-09	1.0665999162495e-06	10.5259542568167	26563	14896	21542	9181	6254	2	4	10	14	2	346.721360574098	1528.36537667513	1789.10190078798	789.217903387435	264.444176906526	0.0178231012929598	0.052682117107445	0.0949218023614885	0.141796880396117	0.0226209687943189	Up_muscle_Down_hep
XM_027359642.1	-10.3242156730451	-1.32720245268049	-15.3363220405683	3.72465211944447e-09	1.1185928768264e-06	10.4017627456212	856	103	129	173	699	0	0	2	4	0	11.1731914562146	10.5680473816822	10.7136823508332	14.8714407238891	29.5565205720598	0	0	0.0189843604722977	0.0405133943988905	0	Up_muscle_Down_hep
XM_027372676.1	-9.82610889724404	10.1156415545268	-15.3533949763807	3.67819369700902e-09	1.1185928768264e-06	11.4202407667317	2086699	521764	656722	419640	341897	1470	5383	2161	2559	12188	27237.2516804808	53534.2395539421	54541.944967472	36073.1293952187	14456.7749842998	13.0999794503254	70.8969590973441	20.5126014903177	25.9184440666902	137.852183832579	Up_muscle_Down_hep
XM_027378519.1	9.24944676512521	-0.622883534347562	15.2905119553114	3.85247239251404e-09	1.1185928768264e-06	10.4400881163341	0	0	0	0	0	1425	1484	2124	2266	811	0	0	0	0	0	12.6989596712338	19.5450654468621	20.1613908215802	22.9508379269715	9.17280284609632	Down_muscle_Up_hep
XM_027382405.1	6.53983490152842	-0.821997407717364	15.2927349347683	3.84616154359537e-09	1.1185928768264e-06	10.4319412500325	5	0	0	0	2	512	349	685	664	463	0.0652639687863002	0	0	0	0.0845680130817161	4.5627139309977	4.59651471762457	6.50214346176196	6.72522347021582	5.23675427588483	Down_muscle_Up_hep
XM_027368553.1	-15.9627974030746	4.09565948064423	-15.2143206405396	4.07568461206627e-09	1.14259709986547e-06	10.4017278998277	251282	42491	66259	79644	69130	72	0	35	16	0	3279.93212091182	4359.67865335009	5502.92929367332	6846.36430643599	2923.09337216952	0.641631646546552	0	0.33222630826521	0.162053577595562	0	Up_muscle_Down_hep
XM_027373341.1	-6.72877135853829	7.03131019869325	-15.2284225148691	4.03333967332124e-09	1.14259709986547e-06	11.362958961935	52067	19976	26468	17062	22864	598	1040	1468	1532	1888	679.619812559258	2049.58557763577	2198.2150733477	1466.68509613293	966.781525550179	5.32910728659497	13.6973504479357	13.9345205866665	15.5166300547751	21.3541945418371	Up_muscle_Down_hep
XM_027374288.1	8.00957573644504	-0.0383825246249069	15.1656242697862	4.2256439257736e-09	1.16455881750981e-06	10.3744848864457	6	0	0	0	2	2532	1831	993	1287	1232	0.0783167625435602	0	0	0	0.0845680130817161	22.5640462368871	24.1152391059329	9.42573497449581	13.035184647843	13.9345167773005	Down_muscle_Up_hep
XM_027365225.1	-10.5811806857515	4.26663781217384	-15.0154832132632	4.72678320800788e-09	1.25995893380669e-06	10.7942442401013	34015	9779	12709	8955	14838	21	14	39	43	449	443.9907796532	1003.34888684923	1055.50534105999	769.790472152759	627.410089053252	0.187142563576078	0.184387409876057	0.370195029209805	0.435518989788073	5.0784074943246	Up_muscle_Down_hep
XM_027371539.1	-11.954610306703	-0.947107650526959	-15.0273197801004	4.68503114129776e-09	1.25995893380669e-06	10.287954287132	1040	555	831	571	353	0	0	1	1	0	13.5749055075504	56.9443329789672	69.0160467716465	49.0843505973451	14.9262543089229	0	0	0.00949218023614885	0.0101283485997226	0	Up_muscle_Down_hep
XM_027373320.1	-7.31860337020054	7.10154538653154	-14.9810531477161	4.85053374221133e-09	1.27209159110252e-06	11.1941433087792	50571	31447	40578	24303	24024	944	713	991	922	1991	660.092833098397	3226.53772826952	3370.07598784582	2089.13655440854	1015.83097313757	8.41250381027702	9.39058737440207	9.40675061402351	9.33833740894426	22.5191744347445	Up_muscle_Down_hep
XM_027364536.1	7.70867558686555	-0.367237558195388	14.9572357509472	4.93818621816399e-09	1.27452234773566e-06	10.2628450345757	3	0	2	0	0	1149	1090	1190	1036	898	0.0391583812717801	0	0.166103602338499	0	0	10.2393716928054	14.3558769117788	11.2956944810171	10.4929691493126	10.1568149886492	Down_muscle_Up_hep
XM_027377569.1	9.69014203259844	0.989946424021053	14.8746979238672	5.25543475713531e-09	1.33520889298469e-06	10.2150889711128	2	2	2	0	0	4832	7334	5159	5462	4743	0.0261055875145201	0.20520480352781	0.166103602338499	0	0	43.0606127237908	96.5926617165004	48.9701578382919	55.321040051685	53.6456274957273	Down_muscle_Up_hep
XM_027373319.1	-7.81006561450717	6.85620958529997	-14.835804811101	5.41250182618534e-09	1.35395814913498e-06	11.0924322452035	50220	31698	40688	23718	24511	656	514	622	587	1815	655.511302489599	3252.29093111226	3379.21168597443	2038.84873461967	1036.42328432297	5.84597722409081	6.76965204830668	5.90413610688458	5.94534062803718	20.5285291808444	Up_muscle_Down_hep
XM_027383691.1	-7.70814453733548	7.27388868047567	-14.7824396830797	5.63632304022844e-09	1.38858503991082e-06	11.0561353953756	54330	31967	49726	25414	61474	1538	572	735	736	2372	709.158284831938	3279.89097718675	4129.83386494211	2184.64043096485	2599.36701809271	13.7059648942861	7.53354274636463	6.9767524735694	7.45446456939585	26.8284689900622	Up_muscle_Down_hep
XM_027351791.1	6.14391093967957	-1.70723501630014	14.6629109195865	6.17478035138506e-09	1.42601313671769e-06	10.0564290055758	2	0	0	0	0	277	267	239	224	225	0.0261055875145201	0	0	0	0	2.46849952907493	3.51653131692195	2.26863107643957	2.26875008633787	2.54485898936088	Down_muscle_Up_hep
XM_027359643.1	-10.534724238115	-1.39478155990111	-14.6415737658605	6.27661967706931e-09	1.42601313671769e-06	10.034222216649	827	86	143	186	819	0	2	0	0	2	10.7946604372541	8.82380655169583	11.8764075672027	15.9889478303086	34.6306013569628	0	0.0263410585537225	0	0	0.0226209687943189	Up_muscle_Down_hep
XM_027365867.1	-11.9978900678227	5.48361503143152	-14.6436683026711	6.266542864603e-09	1.42601313671769e-06	10.689553793584	62491	55793	66460	60490	30790	44	31	50	47	429	815.682134684937	5724.49580161355	5519.62270570834	5199.84652825465	1301.92456139302	0.392108228445115	0.408286407582699	0.474609011807442	0.476032384186963	4.85219780638141	Up_muscle_Down_hep
XM_027367239.1	-11.2569085426259	2.14369201661854	-14.6588098654599	6.1942146677088e-09	1.42601313671769e-06	10.1531294814137	13583	3538	2219	2914	4137	15	0	24	26	8	177.296097604863	363.007297440696	184.291946794565	250.493516008167	174.92893505953	0.133673259697198	0	0.227812325667572	0.263337063592788	0.0904838751772757	Up_muscle_Down_hep
XM_027373317.1	-8.11300926375827	6.82555033481426	-14.697197245146	6.01485655113763e-09	1.42601313671769e-06	10.9946571596509	56944	33388	43610	25833	26748	519	397	547	543	1939	743.278287713416	3425.68899009326	3621.88904899098	2220.6585446256	1131.01260695487	4.62509478552306	5.22870012291391	5.19222258917342	5.49969328964939	21.9310292460922	Up_muscle_Down_hep
XM_027373343.1	-7.74691954901833	7.07237988376388	-14.6337429025647	6.31444931387907e-09	1.42601313671769e-06	10.9527513083396	68375	34196	44212	25629	27047	539	719	761	762	2339	892.484773152655	3508.59173071849	3671.88623329487	2203.12227926332	1143.65552491059	4.80332579845266	9.46961055006323	7.22354915970927	7.71780163298864	26.455223004956	Up_muscle_Down_hep
XM_027352296.1	7.55922320356796	-0.222191381697625	14.5688512750919	6.63757658714794e-09	1.4784519905072e-06	10.0487962956834	7	0	2	0	0	1398	943	1012	1204	1101	0.0913695563008203	0	0.166103602338499	0	0	12.4583478037789	12.4198091080802	9.60608639898263	12.194531714066	12.4528433212726	Down_muscle_Up_hep
XM_027354135.1	-15.1225019413846	2.03155402777714	-14.4657713908393	7.18817104786779e-09	1.54455338429631e-06	9.98182317556718	17919	12275	15500	25359	7578	9	0	6	2	0	233.893011336343	1259.44448165193	1287.30291812337	2179.91251628384	320.428201566622	0.080203955818319	0	0.0569530814168931	0.0202566971994453	0	Up_muscle_Down_hep
XM_027367242.1	-13.5344677558854	2.82503959989819	-14.4810217606569	7.1036921720282e-09	1.54455338429631e-06	10.0095743288363	90478	10124	11959	9603	6720	34	0	20	16	1	1180.99067356937	1038.74671545777	993.216490183058	825.493903303511	284.148523954566	0.302992721980316	0	0.189843604722977	0.162053577595562	0.0113104843971595	Up_muscle_Down_hep
XM_027373313.1	-8.18039757901167	6.90492286206818	-14.4511183877975	7.27036403373835e-09	1.54455338429631e-06	10.8216491519554	62998	34928	45372	27585	30771	513	477	503	502	2251	822.299901119868	3583.69668880967	3768.2263226512	2371.26411773689	1301.12116526874	4.57162548164418	6.28234246506281	4.77456665878287	5.08443099706076	25.4599003780059	Up_muscle_Down_hep
XR_003477680.1	6.52214795644627	-1.35110781793808	14.4433578957197	7.31430569439213e-09	1.54455338429631e-06	9.95750440755704	4	0	0	0	0	431	408	411	348	233	0.0522111750290402	0	0	0	0	3.84087832863283	5.37357594495939	3.90128607705718	3.52466531270347	2.63534286453815	Down_muscle_Up_hep
XM_027361448.1	-5.46334630894878	8.24669552171513	-14.3667997560913	7.76350279606955e-09	1.60247290360075e-06	10.7621815335257	142940	25933	36298	30160	20148	4801	3129	5107	3294	6265	1865.76633966275	2660.78808494335	3014.61427884143	2592.61648689304	851.938163785208	42.78435465375	41.2105861072988	48.4765644660122	33.3627802874863	70.860184748204	Up_muscle_Down_hep
