ID	lminusProb
XM_027364240.1	0.0059789304793465
XM_027366233.1	0.00597912791037469
XM_027377159.1	0.00598348808167271
XM_027381001.1	0.00599240488844566
XM_027377963.1	0.00601481509731361
XM_027367624.1	0.00601744211779376
XM_027361190.1	0.00601830088625854
XM_027371888.1	0.00602540002539598
XM_027363241.1	0.00602750702572374
XM_027375394.1	0.00603626484064168
XM_027378230.1	0.0060452667373494
XM_027358358.1	0.00604898038520774
XM_027370160.1	0.00604960719052461
XM_027358431.1	0.00605670579258488
XM_027372254.1	0.00605954337091341
XM_027365837.1	0.00606580138418311
XM_027373286.1	0.00607262169358413
XM_027377236.1	0.00607462517464263
XM_027368547.1	0.00607481504659768
XM_027380485.1	0.00607794184696475
XM_027363288.1	0.00608040717663494
XM_027362757.1	0.00608084730853031
XM_027377569.1	0.00608969197134601
XM_027369415.1	0.00610467707759843
XM_027381066.1	0.00611344924562551
XM_027367228.1	0.00611517859761856
XR_003476507.1	0.00612276418035396
XM_027367636.1	0.00612440385467994
XM_027363390.1	0.00615462770909403
XM_027359199.1	0.00617197821276227
XM_027375343.1	0.00617786388694985
XM_027354506.1	0.00618036101133002
XM_027371550.1	0.00618410860337593
XM_027372493.1	0.0062012587907041
XM_027365314.1	0.0062014058071469
XM_027369958.1	0.00620282750177803
XM_027352880.1	0.00620816966711946
XM_027362906.1	0.00621219293266373
XM_027367615.1	0.00621989303347004
XM_027358769.1	0.00622126953489532
XM_027379161.1	0.00623221753304359
XM_027365765.1	0.00626591942467647
XM_027351488.1	0.00626594944028558
XM_027378433.1	0.00626891135640384
XM_027380875.1	0.00627505694284169
XM_027371841.1	0.00628121238027535
XM_027365829.1	0.00628234386408111
XM_027361230.1	0.00629073598405394
XM_027362399.1	0.0062920756562409
XM_027350712.1	0.00629897202300667
XM_027364689.1	0.00630219530825493
XM_027365841.1	0.00630614618309222
XM_027361288.1	0.00630907393678648
XM_027361741.1	0.00631465046605928
XM_027351771.1	0.00631927351698791
XM_027350653.1	0.00632362581695434
XM_027367616.1	0.00632616328947821
XM_027361690.1	0.00632671988778188
XM_027357116.1	0.00633328777664111
XM_027364020.1	0.0063336696000218
XR_003476112.1	0.00633596805385195
XM_027357078.1	0.00633671794970536
XM_027379368.1	0.00633678277768479
XM_027376439.1	0.00633729349952561
XM_027382895.1	0.00633945397193691
XM_027378597.1	0.00634611117086448
XM_027367621.1	0.00634932883752759
XM_027372206.1	0.00635020740186898
XM_027367320.1	0.00635976888022871
XM_027364406.1	0.00635989862253261
XM_027381844.1	0.00636055018075654
XM_027351067.1	0.0063683141279357
XM_027360590.1	0.00637129326074615
XM_027382365.1	0.00637191361513423
XM_027377282.1	0.00638131685670473
XM_027365519.1	0.00638134349383424
XM_027383356.1	0.00638158330539373
XM_027376575.1	0.00638742743426235
XM_027378798.1	0.00639027469220588
XM_027355836.1	0.00639170751169582
XM_027377192.1	0.00639383776968272
XM_027365372.1	0.00639505882524394
XM_027352559.1	0.00639735706441413
XM_027381025.1	0.00639848761854112
XR_003476238.1	0.00640366843836704
XM_027361261.1	0.00640711443202702
XM_027380495.1	0.00640791360236848
XM_027357843.1	0.00640964412264255
XR_003475559.1	0.00641004656335331
XM_027379449.1	0.00641022495787025
XM_027379757.1	0.00641460998961962
XM_027379214.1	0.00641513845651653
XM_027359234.1	0.0064163597152288
XM_027373287.1	0.00641856229571458
XM_027370735.1	0.00642875084342032
XM_027357576.1	0.00642889857675399
XM_027353914.1	0.00642919267839392
XM_027372207.1	0.00643020946156792
XM_027359762.1	0.00643433754392875
XM_027354926.1	0.00643647800422442
XM_027376806.1	0.0064374433019202
XM_027356559.1	0.00643816405275288
XM_027358366.1	0.00643837004199987
XM_027354916.1	0.0064401856943328
XM_027380874.1	0.00644282632041371
XM_027359032.1	0.00644595661370873
XM_027375142.1	0.00644999264144008
XM_027358893.1	0.0064504190979322
XM_027377199.1	0.00645042855982603
XM_027351068.1	0.00645051349257586
XM_027372640.1	0.00645669562142537
XM_027380812.1	0.00645807063037518
XR_003476391.1	0.00646031468236175
XM_027375187.1	0.00646033675068358
XM_027376843.1	0.0064610529597382
XM_027369090.1	0.00646153032719132
XM_027351405.1	0.00646188246764667
XM_027355618.1	0.00646206238218694
XM_027359946.1	0.00646553288826668
XM_027363519.1	0.00646885702692712
XM_027356789.1	0.006468905166088
XM_027361738.1	0.00648057950246661
XM_027361679.1	0.00648517355187339
XM_027373960.1	0.00648913343916235
XM_027377179.1	0.00649225312846791
XM_027376808.1	0.00649685735382044
XM_027356843.1	0.00649785073279863
XM_027360339.1	0.00650213571408242
XM_027360550.1	0.00650594667321525
XM_027359700.1	0.00650829298679789
XM_027377389.1	0.00651173872518052
XM_027370851.1	0.00651318072642137
XM_027352022.1	0.00651787905811752
XM_027356855.1	0.00651795280950795
XM_027367145.1	0.0065181928340069
XM_027358186.1	0.00652387137794541
XM_027376188.1	0.00652410973120476
XM_027375136.1	0.00652858176245241
XM_027381300.1	0.00653168543958449
XM_027380251.1	0.00653556565931346
XM_027372128.1	0.00653908394438074
XM_027362346.1	0.00654053818460887
XR_003477688.1	0.00654655328983123
XM_027359429.1	0.00655226781120077
XM_027380539.1	0.00655256311229957
XM_027351590.1	0.00655347007744911
XR_003477405.1	0.00655932162684736
XM_027369291.1	0.00656001904618086
XM_027367111.1	0.00656982381531512
XM_027372569.1	0.00657153818752043
XM_027355574.1	0.00657181504961946
XM_027362936.1	0.00657516008977765
XR_003477658.1	0.00657569788127754
XM_027364935.1	0.00657662739915177
XM_027362299.1	0.0065802232933283
XM_027383389.1	0.00658309874064844
XM_027358581.1	0.00658544175702669
XM_027369289.1	0.00658757536405263
XM_027372109.1	0.00659573995079255
XM_027371462.1	0.00659650765398823
XM_027381841.1	0.00661800494576403
XM_027372138.1	0.00661960299692377
XM_027374772.1	0.00662159625054293
XM_027358620.1	0.00662188398760544
XM_027380569.1	0.00662191806580514
XM_027352589.1	0.00662230530325414
XM_027377212.1	0.00662248949033672
XM_027351143.1	0.0066226586307333
XM_027355619.1	0.00662486833976161
XM_027355520.1	0.00663283465132136
XM_027360216.1	0.00663561604225227
XM_027373880.1	0.0066363094669587
XM_027369567.1	0.00664098061375318
XM_027360144.1	0.0066442988518397
XR_003476974.1	0.00665016673602492
XM_027377260.1	0.00665233891318906
XM_027375830.1	0.00665621398089733
XM_027372562.1	0.00666029990044348
XM_027354290.1	0.00666216412806364
XM_027378341.1	0.00666285365431651
XM_027379428.1	0.00667153525252073
XM_027360855.1	0.00667594517888093
XM_027358454.1	0.00669634137215391
XM_027365352.1	0.0067020049695623
XM_027359231.1	0.00670416539754159
XM_027382128.1	0.00670673456472914
XM_027371380.1	0.00670750696186939
XM_027379298.1	0.00671206516104839
XM_027375284.1	0.00672623691490859
XM_027383725.1	0.00672683906337146
XM_027359268.1	0.00673227511956009
XM_027362429.1	0.00673819745195736
XM_027382528.1	0.00673866860612926
XM_027373693.1	0.00674228368927909
XM_027351555.1	0.00674444703823429
XM_027359959.1	0.00674576111448855
XM_027378383.1	0.00675289740678797
XM_027364955.1	0.00675562397971996
XM_027365362.1	0.00675571722959634
XM_027357587.1	0.00676177756527996
XM_027378763.1	0.00677428720037121
XM_027366882.1	0.0067755562728623
XM_027374288.1	0.00678267332500648
XM_027378797.1	0.00678434424766927
XM_027357752.1	0.00678908097392195
XM_027351567.1	0.00679030919682644
XM_027378755.1	0.00679354500352225
XM_027370505.1	0.0067998348634849
XM_027382610.1	0.00680321393011696
XM_027361739.1	0.00680401169795686
XM_027381435.1	0.00682321485563353
XM_027373403.1	0.00682574203841357
XM_027366268.1	0.00683528724502291
XM_027378232.1	0.00683654120653865
XM_027353309.1	0.00684793014433283
XM_027354768.1	0.00685049450228048
XM_027365380.1	0.00685144438377761
XM_027370976.1	0.00685218183679082
XM_027368214.1	0.00685256500620035
XM_027361625.1	0.00685277700044395
XM_027353240.1	0.00686040793521381
XM_027357833.1	0.00686391434394795
XM_027362859.1	0.00688684132590045
XM_027375920.1	0.00689046495103707
XM_027370902.1	0.00689321719512415
XM_027382688.1	0.00690482558808969
XM_027355352.1	0.00692104326797305
XM_027351485.1	0.00693114981882281
XM_027377048.1	0.00693197576328786
XM_027376654.1	0.00693470475007707
XM_027379064.1	0.00694356362649029
XM_027371250.1	0.00695162968075047
XR_003476748.1	0.00695194353491879
XM_027379364.1	0.00695632303398364
XM_027367622.1	0.00695701195150478
XM_027373399.1	0.00695920139839279
XM_027380363.1	0.0069617369334849
XM_027362509.1	0.00697281710698094
XM_027367556.1	0.00698455161409695
XM_027356816.1	0.00698749721845127
XM_027365027.1	0.00699025306532119
XM_027366326.1	0.00700077222299944
XM_027365363.1	0.00700117615813278
XR_003477374.1	0.00700118459264254
XM_027373398.1	0.00700136773620852
XM_027381002.1	0.00701028954987448
XM_027368290.1	0.00701114857599139
XM_027361966.1	0.00701684113050527
XM_027364773.1	0.00701715860606844
XM_027382382.1	0.0070200307079572
XM_027380856.1	0.00702899677570645
XM_027373440.1	0.00703178636924673
XM_027382682.1	0.00703590889080985
XM_027360302.1	0.00703698057826641
XM_027358621.1	0.00704812016268908
XM_027379523.1	0.00704856533331699
XM_027369866.1	0.00704896672032551
XM_027369416.1	0.00704943151966642
XM_027375837.1	0.00705011073561179
XM_027376737.1	0.00705013622241291
XM_027369089.1	0.00706114966708438
XM_027356850.1	0.00706245952011242
XM_027375340.1	0.00707338045134909
XM_027369246.1	0.00707802901383747
XM_027369804.1	0.00707833584759465
XM_027369596.1	0.00709640965286906
XM_027359736.1	0.00710326301556385
XM_027364345.1	0.00710396599452001
XM_027382660.1	0.00710741221536837
XM_027382066.1	0.00711665351249113
XM_027363523.1	0.00712436664386495
XM_027365600.1	0.00714387266258987
XM_027355338.1	0.00714420382684766
XM_027365381.1	0.00715252570722291
XM_027365311.1	0.00715479257313789
XM_027374760.1	0.00715806992097201
XM_027352480.1	0.00715830680442431
XM_027372253.1	0.00715849937604407
XM_027361237.1	0.00715851337595808
XM_027351378.1	0.00715861291318731
XM_027355623.1	0.00715869666326518
XM_027362075.1	0.00715898712774021
XM_027379865.1	0.00715936493795144
XM_027380253.1	0.00715989550838581
XM_027376436.1	0.00716009973295584
XM_027359087.1	0.00716066295067708
XM_027371209.1	0.00716084072637757
XM_027352583.1	0.00716487305024494
XM_027379525.1	0.00716737310105819
XM_027355587.1	0.00716846655650283
XM_027366456.1	0.00716909278417444
XM_027350721.1	0.00716976343630704
XM_027363930.1	0.00717302094631789
XM_027381018.1	0.00717431035514682
XM_027362305.1	0.0071754009570868
XM_027372900.1	0.0071768516919597
XM_027366106.1	0.00717734710264906
XM_027360832.1	0.00717848280304378
XR_003477847.1	0.00717906757128939
XM_027380463.1	0.00718036795461374
XM_027371933.1	0.00718201380329897
XM_027355671.1	0.00718239444671998
XM_027372585.1	0.0071844943474878
XM_027358862.1	0.00718458411569367
XM_027358767.1	0.00718686559025428
XM_027353695.1	0.00719901343341622
XM_027356727.1	0.00720102054500948
XM_027382130.1	0.00720794639551581
XM_027376736.1	0.00720864341445904
XM_027366499.1	0.00721945783687383
XM_027358195.1	0.00721994037094509
XM_027380020.1	0.00722496505249792
XM_027362060.1	0.0072298275352255
XM_027375388.1	0.00723179478194658
XM_027363276.1	0.00723200637539578
XM_027360500.1	0.00723515890074056
XM_027353693.1	0.00723783023680857
XM_027356411.1	0.00724253639479233
XM_027374766.1	0.00724271221277262
XM_027356523.1	0.00724367202664256
XM_027353370.1	0.00724742635476339
XM_027381930.1	0.00724781841259614
XM_027356123.1	0.00724810936503828
XM_027382096.1	0.00724850068402172
XM_027360146.1	0.00725473525563103
XM_027361473.1	0.00725815522715878
XM_027382850.1	0.00725961172081702
XM_027357792.1	0.00726320782771905
XM_027371252.1	0.00726750411782606
XM_027353471.1	0.0072685932893779
XM_027356722.1	0.00727868436233947
XM_027369556.1	0.0072791589587764
XM_027373694.1	0.00727928417580359
XM_027383111.1	0.00728189186424444
XM_027377095.1	0.00728624488055951
XM_027368181.1	0.00728960455056593
XM_027356845.1	0.00728991496183884
XM_027357141.1	0.00729074208576286
XM_027356390.1	0.00729133689380668
XM_027352587.1	0.00729827915497361
XM_027370031.1	0.00730029860790538
XM_027357074.1	0.00730275255217405
XM_027359230.1	0.00730456770408816
XM_027362354.1	0.00730615584315331
XM_027369688.1	0.0073105709769441
XM_027370029.1	0.00731462570600483
XM_027377294.1	0.007316221104961
XM_027364351.1	0.0073210257660109
XM_027354397.1	0.00732227005594144
XR_003476555.1	0.00732392679832883
XM_027368075.1	0.00733037789840207
XM_027377319.1	0.00733041764637699
XM_027360613.1	0.0073323939505745
XM_027363971.1	0.00733239655200046
XM_027353713.1	0.00733858105016294
XM_027381967.1	0.00733944030624656
XM_027361700.1	0.00734009263436608
XM_027361626.1	0.00734195026647033
XM_027368376.1	0.00734380127460998
XM_027364964.1	0.00735546868615422
XM_027377245.1	0.00735563730166422
XM_027379312.1	0.00735827869543748
XM_027378386.1	0.00736323423130303
XM_027350630.1	0.00736594590878659
XM_027374909.1	0.00736731018576897
XM_027369629.1	0.00737136725643528
XM_027356661.1	0.00737316182822745
XM_027379168.1	0.00738394642831708
XM_027377312.1	0.00738671631175869
XM_027375831.1	0.00738676984131648
XM_027373774.1	0.00740528877231483
XM_027361474.1	0.00741023701917121
XM_027377185.1	0.00741207969071955
XM_027373405.1	0.00741388311410007
XM_027369024.1	0.00741509317972511
XM_027362108.1	0.00741671272199484
XM_027365597.1	0.00741690851328836
XM_027364827.1	0.00742087163209226
XM_027382371.1	0.00742272737161631
XM_027380885.1	0.00742364004427387
XM_027360037.1	0.00742745449664395
XM_027364525.1	0.00743009531531147
XM_027373758.1	0.00743266592839686
XM_027369504.1	0.00743335736311135
XM_027361234.1	0.00743993056823034
XM_027370979.1	0.00744879210657157
XM_027370164.1	0.00744981956680735
XR_003476181.1	0.00745319984734227
XM_027374600.1	0.00745745064733838
XM_027355021.1	0.00745824529030714
XM_027363321.1	0.00746421243530482
XM_027379160.1	0.00746575795651783
XM_027369992.1	0.00747191719395024
XM_027367745.1	0.00748318500813105
XM_027357575.1	0.00748455515947843
XM_027377219.1	0.00748539935023829
XM_027362138.1	0.00748670934118512
XR_003477355.1	0.00748838412969677
XM_027353363.1	0.00749124920890143
XM_027375921.1	0.00749139709428348
XM_027369863.1	0.00749952886678174
XM_027365596.1	0.00750876992430283
XR_003475513.1	0.00751463250203255
XM_027356792.1	0.00751544244287361
XM_027356582.1	0.00751751472564233
XM_027360145.1	0.00752017051261156
XM_027363950.1	0.0075212628304161
XM_027369197.1	0.00752430378519775
XM_027375137.1	0.00753095791615221
XM_027354928.1	0.00753428260255495
XM_027370652.1	0.00753752620763837
XM_027352580.1	0.00753949941511156
XM_027382403.1	0.00754490428968013
XM_027373109.1	0.00754820803296563
XM_027381073.1	0.00755668200220727
XM_027362057.1	0.00756945020327471
XM_027364772.1	0.00757648208686357
XM_027380873.1	0.00757873051489655
XM_027356770.1	0.00758362329155848
XM_027379366.1	0.00759650196404071
XM_027362493.1	0.00759717494783374
XM_027360140.1	0.00759829278375457
XM_027373724.1	0.00759870359638226
XM_027357098.1	0.00760272619772984
XM_027382186.1	0.00760535965633191
XM_027375342.1	0.0076114019646486
XM_027374594.1	0.00761267019737311
XM_027359975.1	0.00761768602102453
XM_027372788.1	0.00762635526458133
XM_027365344.1	0.0076279065763013
XM_027360894.1	0.0076282619541802
XM_027374190.1	0.00763000667577918
XM_027365607.1	0.00763475524563673
XM_027362412.1	0.00763685810706027
XM_027357479.1	0.00764237352113617
XM_027376858.1	0.00765062800438199
XM_027353905.1	0.00766000246067799
XM_027381836.1	0.00766371383275077
XM_027366408.1	0.00766506923534738
XR_003476805.1	0.00767492860177887
XM_027376738.1	0.00767700932027604
XM_027356030.1	0.00767992309883891
XM_027378603.1	0.00768344871065763
XM_027374474.1	0.00769108616696523
XM_027373615.1	0.00769434769078481
XM_027383641.1	0.00769912961362906
XM_027372089.1	0.00770096876899762
XM_027361753.1	0.00771008032862164
XM_027358710.1	0.00771280222456816
XM_027359500.1	0.00771767904062426
XM_027377986.1	0.00772029500901616
XM_027358359.1	0.00772981764985281
XM_027377268.1	0.00773210685998305
XM_027368784.1	0.00774023194085727
XM_027373766.1	0.00774048120051329
XM_027367826.1	0.00774826300833897
XM_027361614.1	0.00775140643792804
XM_027360856.1	0.00775437733725726
XM_027365834.1	0.00777179939256767
XM_027351265.1	0.00777471143442932
XM_027381577.1	0.00777938989634075
XM_027369081.1	0.00779540855670069
XM_027375354.1	0.0077954506200163
XM_027372200.1	0.00779787113944685
XM_027380781.1	0.00780438516904092
XM_027359233.1	0.00780649305295011
XM_027365593.1	0.00780892830019109
XM_027374783.1	0.00781777930339989
XM_027353699.1	0.00781997482097907
XM_027360593.1	0.007823886748764
XM_027375794.1	0.00782834248584563
XM_027380999.1	0.0078286579798984
XM_027373825.1	0.00784021186804673
XM_027383792.1	0.0078462209862975
XM_027352705.1	0.00784970231793825
XM_027374645.1	0.00786100239472587
XM_027369957.1	0.00786231178190178
XM_027365364.1	0.00787220243470288
XM_027364350.1	0.00787252974228136
XM_027375015.1	0.00787824589778441
XM_027381868.1	0.00788772251098813
XM_027375907.1	0.00789718463460554
XM_027365374.1	0.00790295543561981
XM_027361729.1	0.00790603812542501
XM_027377164.1	0.00791466674083741
XM_027351187.1	0.00792482699416375
XM_027380095.1	0.007928311830806
XM_027380237.1	0.00792955402444895
XM_027378227.1	0.00793644758948553
XM_027358232.1	0.0079397204633499
XM_027374289.1	0.00794026734407682
XM_027380021.1	0.00794265661543414
XM_027382626.1	0.00795258814902433
XM_027371472.1	0.00795415572393676
XM_027371208.1	0.00796147258877633
XM_027378520.1	0.00796545953217787
XM_027380876.1	0.00797040672755134
XM_027373828.1	0.00797262262761533
XM_027369628.1	0.00797639450635845
XM_027369645.1	0.00797843957213862
XM_027356413.1	0.00799273486943342
XM_027370937.1	0.00799411208180867
XM_027361791.1	0.00800067837663665
XM_027381969.1	0.00801374036133951
XM_027362910.1	0.00801889360854402
XM_027375500.1	0.00803591571958995
XM_027366267.1	0.00803624627540311
XM_027379087.1	0.00803742692991416
XM_027364024.1	0.0080410417557335
XM_027380409.1	0.00804281571746213
XM_027372164.1	0.00804556034532455
XM_027382275.1	0.00805043811476125
XM_027353577.1	0.00805168723559668
XM_027365343.1	0.00805649249209262
XM_027380064.1	0.0080573904175516
XM_027353277.1	0.00806816549005307
XM_027353700.1	0.00807658075696127
XR_003477373.1	0.00808266139569824
XM_027376560.1	0.00808334282696521
XM_027354925.1	0.00808868876022684
XM_027375764.1	0.00808873667531096
XM_027353472.1	0.00808916364461965
XM_027371157.1	0.00809296433242224
XM_027374593.1	0.00810211899414226
XM_027376430.1	0.00810380000366329
XM_027367963.1	0.00810775973944367
XM_027351588.1	0.00810822187785232
XM_027355701.1	0.00812596938509347
XM_027368072.1	0.00812913561549455
XM_027381655.1	0.00812956622796257
XM_027359062.1	0.00813042832374422
XM_027374535.1	0.00813309143794916
XM_027372362.1	0.00813437466269873
XM_027362510.1	0.00813556146871464
XM_027383786.1	0.00813918110617995
XM_027365598.1	0.00814040546367645
XR_003477613.1	0.00814082109568881
XM_027362546.1	0.00814177610707834
XM_027379675.1	0.00814264556208177
XM_027372150.1	0.00814457995518858
XM_027380586.1	0.00814681578628429
XM_027353372.1	0.00814898408214659
XM_027382177.1	0.00815005719950845
XM_027357751.1	0.00815126677265599
XM_027382225.1	0.00815432763386803
XM_027373748.1	0.00815603694193112
XM_027368786.1	0.00815633527661141
XM_027360831.1	0.00815842222304375
XM_027367822.1	0.00816087132684606
XM_027377392.1	0.00816150613272448
XM_027358756.1	0.00816230392956319
XM_027380630.1	0.00817092104895933
XM_027374061.1	0.00817244826448171
XM_027360743.1	0.00817439694652744
XM_027361285.1	0.00817763691387541
XM_027372584.1	0.00817872025946143
XM_027376864.1	0.00817917291856507
XM_027364464.1	0.00817926672332769
XM_027367034.1	0.00818042245876782
XM_027364076.1	0.00818240898158062
XM_027359023.1	0.00818493095483508
XM_027359102.1	0.00818629834704854
XM_027365174.1	0.0081880868146168
XM_027364544.1	0.00818841326527642
XM_027366729.1	0.0081928790753748
XM_027363410.1	0.00819512654358656
XM_027375238.1	0.00819980351497474
XM_027373795.1	0.0082003304081929
XM_027365592.1	0.00820401394423032
XM_027373601.1	0.00820467148768667
XM_027381753.1	0.00820492748427015
XM_027373946.1	0.00820735081008073
XM_027378697.1	0.00821436966587719
XM_027362282.1	0.00822697500894798
XM_027370852.1	0.00823404324917554
XM_027371817.1	0.00823775250871461
XM_027351026.1	0.00823860529536335
XM_027365249.1	0.00823864038060007
XM_027360239.1	0.00824852874570159
XM_027370269.1	0.0082487869965332
XM_027365354.1	0.00824912508711073
XM_027377305.1	0.00825579060352621
XM_027356796.1	0.00826356882704193
XM_027365353.1	0.00826547586082926
XM_027377734.1	0.00826572544655579
XM_027365376.1	0.00826800988067622
XR_003477976.1	0.0082696599352311
XM_027374921.1	0.00827184412771964
XM_027372909.1	0.00827187782508343
XM_027357580.1	0.00827279588284091
XM_027381129.1	0.008276000924757
XM_027372220.1	0.00827876774344938
XM_027376561.1	0.0082813593145995
XM_027362612.1	0.00828199818200337
XM_027377235.1	0.00828208155544885
XM_027359135.1	0.00828362854557951
XM_027370939.1	0.00828400047224886
XM_027369535.1	0.00828983384508908
XM_027364346.1	0.00829077620092056
XM_027382405.1	0.0082929570135245
XM_027369202.1	0.00829510914669673
XM_027356828.1	0.0082977881189531
XM_027355951.1	0.00830374883689966
XM_027362105.1	0.00830425726842909
XM_027368951.1	0.00830497068734204
XM_027352704.1	0.00830519880137792
XM_027367880.1	0.00830952114010408
XM_027382927.1	0.00831010126448717
XM_027358029.1	0.00831228144221252
XM_027378562.1	0.00831253587772773
XM_027383287.1	0.0083127473060931
XM_027356401.1	0.00831747057112342
XM_027370032.1	0.00831901593841722
XM_027359101.1	0.00831904079089685
XR_003477585.1	0.00832172599614089
XM_027382977.1	0.0083266986359678
XM_027371478.1	0.00832743115363066
XM_027363303.1	0.00832810253551586
XM_027358111.1	0.00833098667361243
XM_027352856.1	0.00833289799603831
XM_027376160.1	0.00833307380754467
XM_027357866.1	0.00833350397947974
XM_027372528.1	0.0083340045842405
XR_003475662.1	0.00833440256857365
XM_027379201.1	0.00833482961237142
XM_027350842.1	0.0083355784819128
XM_027354765.1	0.00833637737560988
XM_027363527.1	0.0083378729850706
XR_003477357.1	0.00834017235740336
XM_027381968.1	0.0083417091091289
XM_027381663.1	0.00834226023247409
XM_027356844.1	0.00834342228403473
XM_027375904.1	0.00834678116755372
XM_027377101.1	0.00834837656196141
XM_027377298.1	0.00834971456877864
XR_003476707.1	0.00835047735838412
XM_027361123.1	0.00835267203673618
XM_027381964.1	0.00835294786807539
XM_027373959.1	0.00835374737374428
XM_027351358.1	0.00835562855164917
XM_027380069.1	0.00835669848742326
XM_027364231.1	0.00835698357743131
XM_027358766.1	0.00835775160561891
XM_027372600.1	0.00835948695633326
XM_027356442.1	0.00836131446535504
XM_027379070.1	0.00836422274864501
XM_027370850.1	0.00836628976218501
XM_027375027.1	0.00836667413275738
XM_027361934.1	0.00836947707049951
XM_027372496.1	0.00837193173596928
XM_027372637.1	0.00837198315226384
XM_027352868.1	0.00837366214763879
XM_027363588.1	0.0083737572646716
XM_027373014.1	0.0083756794705081
XM_027362058.1	0.00837587284870955
XR_003475608.1	0.0083760383980348
XM_027359229.1	0.00837874740482569
XM_027369550.1	0.00838060498273641
XM_027355483.1	0.00838081123678791
XM_027381814.1	0.00838098391147268
XM_027365595.1	0.00838116798784916
XM_027380780.1	0.0083815789135796
XM_027365753.1	0.00838158057286853
XM_027379438.1	0.00838352687234323
XM_027362115.1	0.0083842821478014
XM_027362143.1	0.00838568893277025
XM_027351245.1	0.00838641071521906
XM_027369236.1	0.00838745046915912
XM_027375282.1	0.00838749871692568
XM_027359427.1	0.00839839958586464
XM_027380822.1	0.00840004261186755
XM_027363770.1	0.0084001490341048
XM_027366682.1	0.0084030526792982
XM_027366527.1	0.00840765805271848
XM_027359428.1	0.00841715336563387
XM_027355361.1	0.00841716822600558
XM_027367539.1	0.0084212077811463
XM_027366026.1	0.00842370141462023
XM_027367631.1	0.00842510007406538
