ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gills_1	gills_2	gills_3	gills_4	gills_5	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	Expression
XM_027350776.1	3.28712953999796	4.43567837033684	8.25589518213064	2.46623135211339e-06	2.21230175199293e-05	5.08206338880732	397	544	230	223	698	2628	2954	2111	1073	2644	4.74408488949744	10.7777331809787	3.86652482892805	4.59819974677965	19.1358515484426	74.696755171603	73.9497183847698	65.7893002957486	44.5300734238316	79.3457166050277	Down_gills_Up_hemocyte
XM_027350777.1	3.24671746944484	4.46739505010139	8.22251715848503	2.57290473075007e-06	2.28909202201127e-05	5.0370438699843	446	553	227	233	705	2672	3004	2302	1049	2513	5.32962685318857	10.9560412666935	3.81609189637681	4.80439704484152	19.327758369129	75.9473857756938	75.2014062382696	71.7418139653308	43.5340605979491	75.4144424464579	Down_gills_Up_hemocyte
XM_027350778.1	3.17541147200965	4.83075718257099	8.47839915818017	1.86551904473417e-06	1.7936139989235e-05	5.35400443600228	518	629	319	381	926	3176	3701	2833	1398	3264	6.1900150447347	12.4617539905067	5.36270182794803	7.85611705615716	25.3865308507992	90.2727908770971	92.6499349160572	88.29042526663	58.0177471076576	97.9517469738314	Down_gills_Up_hemocyte
XM_027350782.1	-4.41202454082879	-0.727161997120555	-6.47818834074665	2.82989792192021e-05	0.000160334093394913	2.84689642386303	124	319	108	96	203	6	2	5	2	5	1.48177966321835	6.3200310381107	1.81558557184447	1.97949406139393	5.56529779990522	0.170540536921468	0.0500675141399931	0.155824965172308	0.0830010688235445	0.150048632006482	Up_gills_Down_hemocyte
XM_027350791.1	-9.09569710178692	-1.44854318077523	-6.36752484516891	3.33839340477534e-05	0.000184555899988628	2.68652978169291	186	95	1263	2846	350	0	0	0	0	0	2.22266949482752	1.88214090476651	21.2322646040701	58.6837510284075	9.59534103431935	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027350793.1	-12.8108774414157	1.43942947633501	-16.4039634804739	1.13945335093164e-09	1.23798255245338e-07	11.5985714936466	11944	15517	26573	5932	9731	0	1	0	0	6	142.728841108709	307.422951781704	446.718105561326	122.3162372103	266.777896014176	0	0.0250337570699966	0	0	0.180058358407778	Up_gills_Down_hemocyte
XM_027350794.1	-15.5462265652928	1.75486175130118	-17.8455997529355	4.24439135763767e-10	7.25869521995998e-08	12.268071343716	164682	11758	48174	26038	40647	0	0	0	0	0	1967.9228911139	232.949607981522	809.852030907738	536.896524693491	1114.34807720565	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027350808.1	-16.0851391013225	2.76486146544417	-21.0404845639125	6.0596601939648e-11	2.94531378375078e-08	13.475897547495	259673	117809	128653	39448	53686	0	0	0	0	6	3103.04976199111	2334.03302999619	2162.78269050469	813.407101394456	1471.8156536242	0	0	0	0	0.180058358407778	Up_gills_Down_hemocyte
XM_027350831.1	6.73789091371447	6.65398366649054	8.0993172149618	3.01140248478232e-06	2.59666684845609e-05	4.87541172913482	2159	423	201	79	2756	49469	55832	43982	10827	32501	25.7996959103904	8.38048002859193	3.37900648093277	1.62895865468875	75.5564568302404	1406.07830349468	1397.68472473205	1370.69872364169	449.326286076258	975.346117768534	Down_gills_Up_hemocyte
XM_027350833.1	6.76002930034122	5.95926722384485	8.56835046968703	1.66896817411236e-06	1.63973134330896e-05	5.4959996416084	1617	185	108	79	1321	33041	37224	30375	5484	19963	19.322884801807	3.66522176191373	1.81558557184447	1.62895865468875	36.215558589531	939.138313403705	931.856573173552	946.636663421774	227.588930714159	599.08416814908	Down_gills_Up_hemocyte
XM_027350834.1	6.33359971574561	4.89485375933113	7.52344187270346	6.43119504477106e-06	4.70805281319546e-05	4.14567427995925	1029	115	49	73	398	17886	20190	16849	1450	5745	12.2963812375135	2.27838109524367	0.823737898336844	1.50524027585163	10.911273519026	508.381340562896	505.43155524323	525.098967637645	60.1757748970698	172.405878175448	Down_gills_Up_hemocyte
XM_027350835.1	6.4350691577612	4.82180614297592	7.43730080833955	7.22859709979309e-06	5.18225063416589e-05	4.03242095859973	1112	89	51	59	359	17739	20126	16816	1410	5672	13.2882176249903	1.76326884762336	0.857359853371001	1.21656405856502	9.84207837520185	504.203097408321	503.829394790751	524.070522867508	58.5157535205989	170.215168148153	Down_gills_Up_hemocyte
XM_027350836.1	5.91990762975708	9.87921177534627	9.33208203383229	6.70671004509769e-07	7.99016137581747e-06	6.40368524426717	31160	3359	5763	1584	12223	203271	231142	181249	241646	367265	372.356889563578	66.548539990639	96.8816634309232	32.6616520129998	335.09672417853	5777.65758009396	5786.35267667314	5648.62382250315	10028.4381384671	11021.5221667721	Down_gills_Up_hemocyte
XM_027350837.1	7.06067480426288	8.26060704119542	8.67732492588926	1.46005833755725e-06	1.47928016975767e-05	5.60443181579748	10252	512	550	418	4843	149847	170434	136411	51479	112650	122.509718607375	10.1437488762153	9.24603763439315	8.61904705898607	132.772104654882	4259.16463934521	4266.60335246779	4251.24786482395	2136.40601098362	3380.59567910604	Down_gills_Up_hemocyte
XM_027350838.1	6.92717178873287	7.67658724022686	8.82328388833841	1.2229975868421e-06	1.28126860062244e-05	5.78747103264392	8224	391	459	300	2135	119692	135423	109676	22282	54976	98.2754512121587	7.74649572382847	7.71623868033901	6.18591894185603	58.531580309348	3402.05632420073	3390.14648369014	3418.05177604762	924.71490776311	1649.81471863767	Down_gills_Up_hemocyte
XM_027350844.1	6.68572572147066	-2.1238710846742	8.63370156441809	1.54011810972242e-06	1.54011810972242e-05	5.54148806580519	0	2	0	0	8	80	106	81	53	65	0	0.039624019047716	0	0	0.219322080784442	2.27387382561957	2.65357824941963	2.5243644357914	2.19952832382393	1.95063221608427	Down_gills_Up_hemocyte
XM_027350881.1	-2.17485131075209	6.90597253126585	-7.24752715712733	9.38174573613017e-06	6.39085297474822e-05	3.66415664667863	27373	15854	14312	13075	5857	1640	2004	1421	2598	1713	327.10286065545	314.099598991245	240.598710224427	269.602967215892	160.57117839431	46.6144134252013	50.1676491682731	44.2854551019701	107.818388401784	51.4066613254207	Up_gills_Down_hemocyte
XM_027350895.1	-2.27054777472958	6.66957341553375	-6.32070526930324	3.5819377074349e-05	0.000195829031551517	2.28022611991696	27736	16523	13244	5841	6953	1385	1785	1275	2333	1059	331.440651121162	327.353833362706	222.644586236187	120.439841797937	190.618303461778	39.3664406060389	44.6852563699438	39.7353661189387	96.8207467826647	31.7803002589729	Up_gills_Down_hemocyte
XM_027350902.1	-10.970786114886	1.12142496262825	-7.11594569654143	1.12703794616539e-05	7.43177110520341e-05	3.72976683567468	3777	8139	24810	632	8050	3	0	4	0	2	45.1345305481911	161.24994551468	417.080352198717	13.03166923751	220.692843789345	0.0852702684607341	0	0.124659972137847	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027350903.1	-3.56400269648724	4.23578888394061	-3.21065564775931	0.00735727005522432	0.0187123076177352	-3.04273036794444	3263	6278	14749	351	4017	68	68	67	1081	620	38.9923148474311	124.37979579078	247.94510739939	7.23752516197156	110.127099813888	1.93279275177664	1.70229548075977	2.08805453330893	44.8620776991258	18.6060303688038	Up_gills_Down_hemocyte
XM_027350909.1	-6.72469197973078	0.0353174371184926	-8.16415194470977	2.77146746935329e-06	2.43098526306648e-05	5.05167081820265	519	236	644	967	806	4	6	6	0	3	6.2019648807284	4.67563424763049	10.8262695209985	19.9392787225826	22.0966996390326	0.113693691280979	0.150202542419979	0.18698995820677	0	0.0900291792038892	Up_gills_Down_hemocyte
XM_027350910.1	-3.04436560571426	3.03649513319647	-5.15883607262061	0.000226648878303872	0.000954012028776779	0.572593310042596	819	1308	4209	883	871	115	106	66	35	220	9.7869156788373	25.9141084572063	70.7574043693832	18.2072214188629	23.8786915454062	3.26869362432814	2.65357824941963	2.05688954027447	1.45251870441203	6.60213980828521	Up_gills_Down_hemocyte
XM_027350911.1	-7.99456739271981	-0.171522535232823	-10.4770600007115	1.89529344054253e-07	3.18816665271589e-06	7.48684134257029	704	474	737	1162	935	0	4	2	0	6	8.41268453956222	9.39089251430869	12.3896904300868	23.960126034789	25.6332681916817	0	0.100135028279986	0.0623299860689234	0	0.180058358407778	Up_gills_Down_hemocyte
XM_027350912.1	6.42106034175857	2.76019498078053	7.83157872345605	4.26459128763693e-06	3.41426099187924e-05	4.65953794698367	104	5	18	114	79	3007	3339	2663	435	2907	1.24278294334442	0.09906004761929	0.302597595307412	2.35064919790529	2.16580554774637	85.4692324204758	83.5877148567185	82.9923764507715	18.0527324691209	87.2382746485686	Down_gills_Up_hemocyte
XM_027350921.1	-3.52933361081849	3.66035698032107	-7.19843160536951	1.00436988759638e-05	6.76292811662598e-05	3.71602899036124	3104	2162	4749	808	2425	144	116	178	132	67	37.0922909244334	42.833564590581	79.8353322286056	16.6607416833989	66.4820057377841	4.09297288611524	2.9039158201196	5.54736876013418	5.47807054235394	2.01065166888686	Up_gills_Down_hemocyte
XM_027350922.1	-1.79518860695332	2.95391274830998	-5.48897203859889	0.000131625030992899	0.000595715344875971	1.08986460248512	1481	699	1159	394	558	102	154	125	151	157	17.6977071066643	13.8485946571767	19.4839229422939	8.12417354363759	15.2977151347148	2.89918912766496	3.85519858877947	3.89562412930771	6.26658069617761	4.71152704500353	Up_gills_Down_hemocyte
XM_027350924.1	5.87847277576137	5.53252744688475	9.60295638501815	4.92090930981121e-07	6.30788073741812e-06	6.7341484363047	461	69	265	743	597	15218	17704	13228	3137	17172	5.50887439309401	1.3670286571462	4.45490904202579	15.3204592459968	16.366910278539	432.547648478484	443.197635167219	412.250527859859	130.18717644973	515.327021763062	Down_gills_Up_hemocyte
XM_027350928.1	-6.86392635325234	1.60494874600333	-7.55099909812077	6.19633701474999e-06	4.57602337714644e-05	4.30767391646885	1310	3455	2959	653	1808	16	2	22	16	4	15.6542851517422	68.4504929049294	49.7436824730352	13.46468356344	49.566790257284	0.454774765123915	0.0500675141399931	0.685629846758157	0.664008550588356	0.120038905605186	Up_gills_Down_hemocyte
XM_027350931.1	-11.0073840414257	0.22292325396716	-14.5004715099352	4.77904063512873e-09	2.99216544172297e-07	10.5442464108218	3196	3587	3331	1372	3542	6	0	0	0	0	38.1916758358535	71.0656781620786	55.9973661093883	28.2902692940882	97.1048512673118	0.170540536921468	0	0	0	0	Up_gills_Down_hemocyte
XM_027350938.1	2.87809350758423	7.21163535946279	7.86022136386258	4.10714818384442e-06	3.31219783205039e-05	4.51413030918931	2476	1640	4201	3208	3968	13392	15482	11334	7772	20750	29.5877939203921	32.4916956191271	70.6229165492466	66.1480932182471	108.783752069083	380.646478408717	387.572626957687	353.224031052589	322.542153448294	622.7018228269	Down_gills_Up_hemocyte
XM_027350953.1	-6.28379093851242	-1.44824557454947	-7.94181929280904	3.69169368490134e-06	3.04808146446705e-05	4.77123234334392	124	96	450	241	127	0	2	4	1	0	1.48177966321835	1.90195291429037	7.56493988268531	4.96935488329101	3.48173803245302	0	0.0500675141399931	0.124659972137847	0.0415005344117723	0	Up_gills_Down_hemocyte
XM_027350963.1	4.27161308427233	2.49638390104625	10.2163767070636	2.50180764490878e-07	3.89944195792955e-06	7.43971638410549	102	58	44	34	196	847	974	813	477	907	1.21888327135703	1.14909655238376	0.739683010751452	0.70107081341035	5.37339097921884	24.0746391287473	24.3828793861766	25.3371393370174	19.7957549144154	27.2188218459758	Down_gills_Up_hemocyte
XM_027350964.1	4.04522958172849	2.14747611079943	9.91788590898787	3.46262135313315e-07	4.8523988158095e-06	7.11899821782425	82	44	49	29	145	640	775	627	305	631	0.979886551483099	0.871728419049752	0.823737898336844	0.597972164379416	3.97521271421802	18.1909906049566	19.4011617292473	19.5404506326075	12.6576629955905	18.936137359218	Down_gills_Up_hemocyte
XM_027350965.1	4.08405382218006	1.95253564821605	8.81501216071831	1.23526637564339e-06	1.29192355368818e-05	5.87778946129452	75	44	48	16	134	608	725	571	249	533	0.896237699527225	0.871728419049752	0.806926920819766	0.329915676898988	3.67364485313941	17.2814410747088	18.1494738757475	17.7952110226776	10.3336330685313	15.995184171891	Down_gills_Up_hemocyte
XM_027350966.1	3.94954556324082	1.82109860143042	9.47098404403521	5.71719567961964e-07	7.06804579669175e-06	6.62731352337693	79	46	27	26	106	499	591	497	238	485	0.94403704350201	0.911352438097468	0.453896392961118	0.536112974960856	2.90601757039386	14.1832879873021	14.794950428368	15.4890015381275	9.8771271900018	14.5547173046288	Down_gills_Up_hemocyte
XM_027350968.1	4.19031077171524	0.901790360347933	7.11107418915417	1.13476469270363e-05	7.46672742224298e-05	3.71678502765674	11	39	39	6	70	250	297	222	239	255	0.13144819593066	0.772668371430462	0.65562812316606	0.123718378837121	1.91906820686387	7.10585570506117	7.43502584978898	6.91862845365049	9.91862772441357	7.65248023233058	Down_gills_Up_hemocyte
XM_027350970.1	4.4793340156725	0.902722653979415	8.56395125605422	1.67804675433055e-06	1.64289522302062e-05	5.56958988462982	20	30	38	4	42	286	318	239	249	334	0.238996719873927	0.59436028571574	0.638817145648981	0.0824789192247471	1.15144092411832	8.12909892658998	7.9607347482589	7.44843333523634	10.3336330685313	10.023248618033	Down_gills_Up_hemocyte
XM_027350971.1	5.24037837997022	0.54004566850354	6.37784963496489	3.28708737867791e-05	0.000182265097220597	2.68877136512454	19	26	33	0	38	262	324	295	258	313	0.22704688388023	0.515112247620308	0.554762258063589	0	1.0417798837261	7.44693677890411	8.11093729067888	9.1936729451662	10.7071378782372	9.39304436360577	Down_gills_Up_hemocyte
XM_027350972.1	4.32324856826284	0.932722502133841	9.2515510474307	7.36324980630143e-07	8.56957932718257e-06	6.35502828765768	21	28	49	6	33	321	320	244	238	260	0.250946555867623	0.554736266668024	0.823737898336844	0.123718378837121	0.904703583235824	9.12391872529854	8.0108022623989	7.60425830040865	9.8771271900018	7.80252886433706	Down_gills_Up_hemocyte
XM_027350973.1	4.49155814441428	1.37507975713574	9.04209858428498	9.41557457145604e-07	1.03024681477958e-05	6.13361898991575	24	33	55	8	60	354	428	351	404	438	0.286796063848712	0.653796314287314	0.924603763439315	0.164957838449494	1.64491560588332	10.0618916783666	10.7144480259585	10.9389125550961	16.766215902356	13.1442601637678	Down_gills_Up_hemocyte
XM_027350974.1	4.36780680118209	0.985517633728067	9.42356875816626	6.03613395035134e-07	7.38327112999929e-06	6.54466869687834	18	30	36	8	43	255	356	253	256	330	0.215097047886534	0.59436028571574	0.605195190614825	0.164957838449494	1.17885618421638	7.2479728191624	8.91201751691877	7.88474323771881	10.6241368094137	9.90320971242781	Down_gills_Up_hemocyte
XM_027350975.1	5.4530159839749	0.643912530221026	6.44819108808922	2.95905658518715e-05	0.000166558752392591	2.79056551905071	16	22	31	0	58	304	403	323	323	317	0.191197375899141	0.435864209524876	0.521140303029432	0	1.59008508568721	8.64072053735438	10.0886040992086	10.0662927501311	13.4046726150024	9.51308326921096	Down_gills_Up_hemocyte
XM_027350976.1	4.61479631950587	0.874520668794365	10.1528482991628	2.67926311560836e-07	4.09652232990781e-06	7.29278056763934	13	33	34	8	25	249	380	274	225	347	0.155347867918052	0.653796314287314	0.571573235580668	0.164957838449494	0.685381502451382	7.07743228224093	9.51282768659869	8.5392080914425	9.33762024264876	10.4133750612498	Down_gills_Up_hemocyte
XM_027350977.1	4.41348072249702	0.839453589711277	7.90899662721811	3.85314612106215e-06	3.15459259113554e-05	4.76969483213083	15	28	40	4	53	266	340	272	224	226	0.179247539905445	0.554736266668024	0.672439100683138	0.0824789192247471	1.45300878519693	7.56063047018509	8.51147740379883	8.47687810537358	9.29611970823699	6.78219816669299	Down_gills_Up_hemocyte
XM_027350978.1	4.56980983929712	1.30696655413605	7.02503799543746	1.28093603384666e-05	8.29263531200417e-05	3.59053702797465	16	54	51	4	84	398	541	337	198	543	0.191197375899141	1.06984851428833	0.857359853371001	0.0824789192247471	2.30288184823664	11.3125222824574	13.5432625748681	10.5026026526136	8.21710581353091	16.2952814359039	Down_gills_Up_hemocyte
XM_027350979.1	4.34488371006437	0.784332998621182	8.42846224379363	1.98520339441872e-06	1.88420897712815e-05	5.40696747623502	19	25	43	4	39	263	293	229	214	252	0.22704688388023	0.49530023809645	0.722872033234374	0.0824789192247471	1.06919514382416	7.47536020172435	7.33489082150899	7.13678340489173	8.88111436411926	7.56245105312669	Down_gills_Up_hemocyte
XM_027350982.1	-5.35722737658874	1.35877767707646	-5.18377942548907	0.000217415529811845	0.000921024044868068	0.814579887720397	406	675	5015	597	641	16	8	6	13	30	4.85163341344071	13.3731064286041	84.3070522481485	12.3099786942935	17.5731817228534	0.454774765123915	0.200270056559972	0.18698995820677	0.53950694735304	0.900291792038892	Up_gills_Down_hemocyte
XM_027351003.1	3.12910639475164	3.19156993357827	6.01880816838277	5.68121492941309e-05	0.000288195659835924	1.92705516075148	77	83	264	551	150	912	943	707	793	949	0.920137371514618	1.64439679048021	4.43809806450871	11.3614711232089	4.11228901470829	25.9221616120632	23.6068329170067	22.0336500753644	32.9099237885354	28.4792303548303	Down_gills_Up_hemocyte
XM_027351009.1	3.09625325786808	2.43675900388347	6.6820018372264	2.09636490369658e-05	0.000125023764195272	3.00436346868832	64	49	123	271	104	480	539	387	479	646	0.764789503596565	0.970788466669042	2.06775023460065	5.58794677747661	2.85118705019775	13.6432429537175	13.4931950607281	12.0608523043367	19.8787559832389	19.3862832552375	Down_gills_Up_hemocyte
XM_027351038.1	-6.49636729381003	2.12246096794158	-7.66450534199651	5.3211492830871e-06	4.05285060860283e-05	4.45709484825173	1043	3673	4675	2271	1426	37	36	24	4	4	12.4636789414253	72.7695109811304	78.5913198923418	46.8274063898501	39.0941608998268	1.05166664434905	0.901215254519876	0.74795983282708	0.166002137647089	0.120038905605186	Up_gills_Down_hemocyte
XM_027351051.1	1.78262822037103	3.80927615562999	3.25787598040831	0.0067362294626861	0.0173792650057008	-3.00321159771243	364	144	654	857	406	957	1137	867	222	1867	4.34974030170547	2.85292937143555	10.9943792961693	17.6711084439021	11.1305955998104	27.2012156389742	28.4633817885861	27.0200489608783	9.21311863941344	56.0281591912204	Down_gills_Up_hemocyte
