ID	edgeR_logFC	limma_logFC	NOISeq_log2FC_SigInv	DESeq2_log2FoldChange
XM_027350720.1	-5.92816574120001	-6.67036501637893	-5.92866509406683	-6.16587489784554
XM_027350721.1	-12.1081865525204	-9.65304184591069	-9.85185841775238	-12.1855162057797
XM_027350742.1	2.19738876649909	2.39995628019957	2.25703699388937	2.12317072352607
XM_027350745.1	2.53199864832248	1.4486571252418	2.56400459801121	2.68957261376999
XM_027350748.1	6.49237843308147	6.64406784843132	6.4744023946801	6.53998844365095
XM_027350757.1	-1.89245933656851	-1.89283285787631	-1.88087365824669	-1.97437788880022
XM_027350759.1	-8.92235621021284	-8.92029270661868	-8.02141149679071	-9.15883850226606
XM_027350765.1	-9.8945752586223	-9.55911930077101	-8.56803079845395	-10.1256439390398
XM_027350793.1	3.00662551063358	8.78540076779714	3.04710868526285	3.0800353408567
XM_027350794.1	8.97594519485101	10.9940792116317	8.97713814767844	8.88195772659529
XM_027350808.1	9.70315288768296	12.0978309733205	9.71252177380702	9.70459548277378
XM_027350813.1	-1.63502071763708	-1.55078040724283	-1.63472844588882	-1.78777818184955
XM_027350816.1	3.52499250228537	1.71049773483814	3.55154532384435	3.73371165480396
XM_027350819.1	-8.63841522964659	-6.5473746423062	-8.56230437900311	-8.74498663446438
XM_027350826.1	2.20385290300388	1.71260239889922	2.28213112583664	2.26072900758591
XM_027350839.1	-8.68014472353586	-10.2962821033685	-8.65341613537195	-8.85575341486667
XM_027350842.1	-7.82679331704786	-9.72526645261988	-7.75691581997403	-8.09778612839612
XM_027350846.1	1.42029517073802	1.74334483782378	1.39473442157212	1.26800495363429
XM_027350857.1	-3.08164117237499	-3.90680244051517	-3.08460325989376	-3.33765800168641
XM_027350887.1	-5.11771811151886	-5.33824900430285	-5.19042403182538	-5.28483505666675
XM_027350888.1	-5.3043237344928	-5.56709873086469	-5.38668764708868	-5.47898764534913
XM_027350896.1	-5.16462565797462	-4.85522653994887	-5.16932410879362	-5.35147152249884
XM_027350902.1	9.94826973775864	10.112512468599	9.96469664567171	9.84293969216832
XM_027350903.1	7.37175011863149	7.2943667284996	7.41133692267822	7.23409170295298
XM_027350905.1	1.76208389787963	1.74301911461637	1.73399462643254	1.62510641063459
XM_027350909.1	2.07189542435156	2.80539095153522	2.08342768141589	1.90717235964002
XM_027350910.1	4.8474857271879	6.07934348043066	4.85721663202846	4.7123435496394
XM_027350911.1	2.46622626637453	3.08199913930481	2.49041550995322	2.43504899211632
XM_027350917.1	-2.08396497971089	-1.5459728362327	-2.07053088195663	-2.20714852091608
XM_027350921.1	-3.95293643506822	-2.41442928523333	-3.95145830470102	-4.15959571443737
XM_027350922.1	-3.30206655264103	-2.14052724841212	-3.29404995980052	-3.4364408217298
XM_027350923.1	-11.1131533022923	-8.30461612503986	-7.73793723721938	-10.4609215030369
XM_027350925.1	-9.68565670324851	-8.28812278202078	-7.83090483505155	-9.78904127529808
XM_027350928.1	1.35617200453997	1.69351123290413	1.37738305174906	1.2869106929331
XM_027350933.1	-10.7217491118415	-10.6613442338606	-10.1980895861605	-10.9628890413785
XM_027350934.1	-10.9175531856093	-10.1944907577324	-9.86000870866604	-11.1482452014742
XM_027350935.1	-10.1700673296773	-10.285229396	-9.51197509853519	-10.3994508596698
XM_027350937.1	-1.78754950566079	-1.65871587896361	-1.83742479712098	-1.98270185602034
XM_027350939.1	-2.74224918955507	-2.62061935688067	-2.73218311121852	-2.8663893503784
XM_027350942.1	1.72820552574265	1.56200087319247	1.72833591532417	1.59149351527518
XM_027350947.1	-4.50824763686039	-6.54487137184199	-4.50095267212134	-4.67010398163479
XM_027350953.1	1.63854275485777	2.82235517229948	1.6638138318176	1.51738479564072
XM_027350955.1	1.67703751292902	0.746182052690498	1.7140222021712	1.79114720813418
XM_027350956.1	2.06188894293879	0.988985105639479	2.09822107760141	2.19609773963818
XM_027350957.1	2.17540732492573	1.2389241723551	2.2142726915491	2.29241759149191
XM_027350959.1	1.56093278323731	1.40415550763826	1.65409266096762	1.47134859309425
XM_027350967.1	-9.545292944542	-12.1157196249268	-9.54438958922021	-9.79948755125335
XM_027350981.1	-2.6252079828232	-2.5301794466268	-2.68122803691986	-2.75453789943159
XM_027350985.1	-1.78237920367452	-2.15391974402263	-1.2849981244583	-1.7286698109025
XM_027350986.1	-2.09094335391504	-2.19490770775387	-2.03143126581468	-2.14026282344216
XM_027350990.1	-11.4121018536932	-8.13168534759262	-8.02810747347104	-10.7606295328417
XM_027351004.1	-1.36381281624731	-1.51770040184687	-1.19043651713464	-1.46010081227167
XM_027351012.1	-4.09409285174116	-3.61519037428682	-4.13386858767076	-4.30410414490422
XM_027351015.1	-2.12172183705804	-2.27655849710964	-2.16799384769862	-2.30262356046304
XM_027351016.1	-1.9806772716373	-2.11753066024486	-2.02353118387752	-2.16488278642689
XM_027351017.1	-1.98982457506792	-1.97772959640147	-1.98510424346889	-2.15526883142869
XM_027351018.1	1.54814806830724	0.46542214098878	1.56875878218196	1.7302040543492
XM_027351020.1	4.71506882746752	1.8241012454923	4.73534146492465	4.98224026103492
XM_027351026.1	-6.8301685374133	-6.50947305950842	-6.86803672835094	-7.02748714189721
XM_027351027.1	-6.4830619074659	-6.08280555671003	-6.40250680375438	-6.62986251624053
XM_027351037.1	-7.10755491511388	-5.97473872134668	-7.06273056390208	-7.22966936768361
XM_027351038.1	2.75887531464688	2.75737646630718	2.77256884845569	2.71413829682594
XM_027351041.1	3.02675239516542	3.74541575532331	3.04857857448933	2.91887042550654
XM_027351045.1	-4.97611796070143	-5.27848613709714	-4.95081796946692	-5.08185138215876
XM_027351048.1	-9.42383215915598	-8.72470723941451	-8.26597313223746	-9.63677320617813
XM_027351051.1	3.46681023898693	3.53336362590536	3.49381107787403	3.34179210618427
XM_027351061.1	-7.15722548837918	-7.59638304973359	-7.15772684752749	-7.39152086227669
XM_027351063.1	6.81588149644691	5.24932158236623	6.83365978554883	6.68121829317471
XM_027351067.1	-6.51973514745008	-6.37706584571877	-6.48816476956405	-6.54723011945542
XM_027351068.1	-8.29718939101076	-8.85506734317284	-8.30939465297091	-8.52046614990972
XM_027351077.1	2.0442169911531	2.02932193613062	2.0500765272414	1.8941153897457
XM_027351078.1	1.96475358500622	1.84734695011628	1.94265081134098	1.82222020410523
XM_027351079.1	3.01789313256739	2.67290970354587	3.06195050725894	3.01168467319965
XM_027351085.1	-1.94024534918154	-2.11072391442655	-1.8692368850557	-2.01869221510894
XM_027351086.1	1.72090145838249	1.54087719065092	1.73281316454319	1.60499251375199
XM_027351089.1	1.58982920539572	1.62035576485876	1.59386712784813	1.47336469122694
XM_027351090.1	1.70568015238544	1.82299546057897	1.71738874370549	1.59966898896933
XM_027351091.1	1.55207231122006	1.71149642821001	1.5655379724861	1.45306986257292
XM_027351092.1	1.6280344083295	1.62124629357388	1.62961900095405	1.50233172750022
XM_027351096.1	1.76817377350332	1.7339663234691	1.77622716035584	1.65259209559044
XM_027351097.1	-2.3810818955245	-2.33057651624961	-2.39025744857423	-2.49541137325691
XM_027351100.1	-1.91039168168222	-1.55113413281794	-1.92787816590491	-2.11852338101749
XM_027351101.1	-2.03813969960303	-1.66850149449782	-2.05339853198205	-2.2249283533783
XM_027351102.1	-2.0774416387964	-1.65681515902309	-2.08242218250919	-2.24901532822982
XM_027351103.1	-2.07926220384462	-1.63106384846621	-2.08622887375111	-2.26631633604987
XM_027351104.1	-1.81317168782761	-1.43207243768243	-1.80167037328018	-1.96643350964917
XM_027351106.1	-2.39628508992209	-2.35001632068324	-2.40573982551248	-2.50438152868834
XM_027351115.1	-3.0518080790876	-3.0301281300437	-3.05106585821738	-3.17793844371789
XM_027351119.1	3.9376570111548	4.13622816860699	3.98148036938973	3.86114093666131
XM_027351123.1	-2.34513818434785	-2.30846688962682	-2.34629319449881	-2.47037523788864
XM_027351132.1	-2.39316915861098	-2.42043291584576	-2.37225027961326	-2.52693819903087
XM_027351135.1	3.18744774119323	4.49239176353078	3.2177955111233	3.10459032097659
XM_027351140.1	-2.59033945018989	-2.30826776479975	-2.5810460082532	-2.75153089772453
XM_027351141.1	-2.77522436889531	-2.604968425694	-2.76972566463187	-2.97093777292744
XM_027351143.1	-10.2358661037853	-10.6091877906277	-10.1493436169572	-10.5136169270894
XM_027351144.1	1.23887993462968	2.00147251593692	1.24337595645974	1.12432270857824
XM_027351145.1	1.92610859484502	1.89601356152097	1.9302672701342	1.77776196510509
XM_027351147.1	-2.90606233773636	-2.99784356774907	-2.96797899539016	-3.09095267152064
XM_027351165.1	3.0426320342316	2.65241067724413	3.06505632915756	3.05281490422655
XM_027351167.1	7.98699324002809	4.23073004747296	8.05248197342944	8.29916441711213
XM_027351173.1	2.22026265234784	3.14366727904246	2.24378999033713	2.08191150474077
XM_027351175.1	1.05930820647559	4.72679048996109	1.08672755109178	0.980249438697205
XM_027351181.1	2.46912747872194	3.54182173949317	2.50285506604815	2.35399618961667
XM_027351186.1	2.43369728145175	3.17327432856798	2.45201374329422	2.27932094870412
XM_027351187.1	-8.76958353069256	-9.74741346614869	-8.73745217999008	-9.01724469966744
XM_027351193.1	2.48209343738581	4.08239193709769	2.52178378515755	2.3799362495284
XM_027351198.1	2.34459832517879	3.21420078755596	2.36966341232533	2.21096536454787
XM_027351203.1	-7.69680084964562	-7.29179558899967	-7.68372727157194	-7.90839701747848
XM_027351204.1	-2.87752587197991	-2.92828285266115	-2.87105195759753	-3.06118584392271
XM_027351212.1	3.78980745617919	4.23849174548216	3.81144326755388	3.68201814833781
XM_027351217.1	-8.16384184108816	-8.16945533409982	-7.97439092197033	-8.38634129549776
XM_027351218.1	2.02384363384337	3.74685133746996	2.05298549710249	1.97200974996219
XM_027351221.1	1.48753393039733	0.760442524670989	1.59258592157628	1.59800621472033
XM_027351225.1	-1.66968437447745	-1.54609037087716	-1.65749689857447	-1.80566214186898
XM_027351230.1	4.10288866318093	3.40328936168988	4.13359492858673	4.03120643672542
XM_027351245.1	-3.65245333006045	-3.42950573056172	-3.65590003706992	-3.83859667677911
XM_027351250.1	-6.08077613972201	-6.21340964074515	-6.15853662123941	-6.22224514077248
XM_027351263.1	-1.8723060024699	-1.8791486741365	-1.90789564811536	-2.01761334426679
XM_027351264.1	-1.86544424666525	-1.82335063534995	-1.86173277942014	-2.03291992065694
XM_027351265.1	-10.3020294349674	-9.76816778479205	-9.21409628481028	-10.551041877693
XM_027351266.1	-10.2325792934023	-7.36603115890157	-6.85188179083764	-9.58183598269455
XM_027351270.1	-9.02151493422217	-7.96435900701548	-7.15908123471041	-9.11210351179823
XM_027351273.1	1.5573071803649	1.15007739720204	1.55602011817534	1.36868860189967
XM_027351294.1	1.29421639577859	1.56256186000288	1.30571198839714	1.18656062322897
XM_027351300.1	-2.75840612720626	-2.73031802384829	-2.75692104156718	-2.93866541889411
XM_027351305.1	4.78203178881204	5.00346358012514	4.8193725948267	4.63484307894959
XM_027351319.1	-8.30693071631636	-8.23447043081315	-8.34159225461079	-8.51900733923173
XM_027351331.1	-2.39728389763179	-2.50118502654046	-2.405458472312	-2.55343085705002
XM_027351332.1	-2.07683903933301	-2.13671110251824	-2.08797656516942	-2.22172968533218
XM_027351334.1	1.60627041546007	1.21018858779104	1.63605397385397	1.63992091028579
XM_027351335.1	6.36117262588587	3.10507579539622	6.39787149588201	6.67552217428434
XM_027351337.1	3.04049028346086	2.89844209762505	3.10508476175814	2.98185149740155
XM_027351346.1	2.94104859861877	3.12833373518445	2.97769477958133	2.87406495945728
XM_027351347.1	1.93775894301915	1.44117822389705	1.94655684085669	1.82691165816854
XM_027351349.1	3.18463020013933	3.97956814187022	3.21650743157156	3.06758846521727
XM_027351350.1	-8.36072257181579	-8.4519399342545	-8.10829707945416	-8.45663222240124
XM_027351358.1	-8.54078650333222	-9.54749659750566	-8.18045219939461	-8.7066862600901
XM_027351366.1	2.84639508449921	4.00661081656513	2.84981113966113	2.74950141201089
XM_027351369.1	-8.15375890363272	-8.26152131750669	-8.05625999385618	-8.40647225314123
XM_027351371.1	7.67415520372481	7.14005969511312	7.35717958335668	7.78398849036769
XM_027351378.1	-9.33586922200892	-8.78569133616153	-9.16020129226431	-9.61262374703485
XM_027351384.1	8.5079011253172	5.11904506847974	8.52860116136824	8.75935030671879
XM_027351396.1	2.90526709793142	1.76767238576149	2.95393828748662	3.06555411769213
XM_027351398.1	2.63830772468256	1.44417092642503	2.69455177724721	2.81963500131004
XM_027351399.1	1.99810547741165	1.36916591511156	2.0516003783874	2.05804761793058
XM_027351405.1	-7.97843248829975	-8.30723211824529	-7.79985610250012	-8.21614736084923
XM_027351410.1	2.43145196037313	0.820949799843561	2.46172693256224	2.61418623485864
XM_027351415.1	-4.36393173322719	-4.2153455255461	-4.37500272249109	-4.49112558329787
XM_027351419.1	-10.9395624960602	-12.4151103016738	-10.9232492544389	-11.229020837598
XM_027351467.1	1.9246096417104	0.152541956360119	1.9608172005786	2.1136139122372
XM_027351469.1	1.96184137574085	1.30344370234402	1.97895841761224	2.04161505473573
XM_027351470.1	-3.09780234658789	-2.221392183985	-3.09942841318506	-3.18407195807733
XM_027351482.1	8.24810128157951	9.4611469499814	8.24836120646359	8.17447051324859
XM_027351483.1	7.77119282565405	8.12760167229152	7.74844935878743	7.70859906534718
XM_027351485.1	-9.85007583957308	-11.3652029918046	-9.69380042578356	-10.0998252875708
XM_027351486.1	6.60834427328546	7.22727931078357	6.60791730479564	6.45645884694801
XM_027351488.1	-9.81290492722421	-10.0377459322936	-9.06337063844089	-10.0458253237902
XM_027351492.1	4.18037905890213	3.78020061868243	4.19782160099663	4.04928978443736
XM_027351517.1	2.32556855791432	2.4955148250828	2.33042677226145	2.22156958343636
XM_027351535.1	-9.5042036264871	-11.8766241150236	-9.49847303127161	-9.67957311635608
XM_027351545.1	4.43798118965853	4.9099382254738	4.42514897964469	4.38209338103946
XM_027351555.1	-9.32589946218806	-9.67399192004822	-9.12537103241687	-9.55495012040399
XM_027351558.1	-5.25437625897255	-5.59520887686427	-5.31750745581976	-5.40697114652576
XM_027351560.1	5.93696617111507	6.1230693665114	5.94585691207093	5.82154340446308
XM_027351566.1	8.76653621730662	8.80868478273252	8.72331556652271	8.64146447686108
XM_027351567.1	-10.0257974616742	-9.36686788193234	-8.77080784841001	-10.2441175095155
XM_027351568.1	-10.3680158408397	-9.359769493098	-8.46138206214653	-10.5358472109761
XM_027351587.1	-10.4892174416122	-11.2365813844045	-10.0322675338596	-10.6929715941709
XM_027351588.1	-9.41266134836111	-9.09259191434293	-8.44356274542917	-9.65995384065739
XM_027351589.1	-0.905275065475901	-2.79031551787963	-0.873192147694395	-0.703574148774397
XM_027351590.1	-10.4951072093692	-11.9792372887236	-10.4555082804491	-10.7582532334087
XM_027351592.1	6.08252889018518	6.78509721379582	6.11597227738981	6.07085328931949
XM_027351600.1	-9.1839271616371	-8.94796026975569	-8.78748553746417	-9.43039926041198
XM_027351601.1	-9.7325059746327	-10.8093509431374	-9.6044812559709	-9.94797745776254
XM_027351602.1	-2.09457493746276	-2.35344949932003	-2.098960926307	-2.24924047326137
XM_027351603.1	-2.6858745154683	-2.89661285044958	-2.69327116911295	-2.83039286954256
XM_027351604.1	1.96734081096051	2.90798219869554	1.98072916708461	1.8682416160336
XM_027351606.1	2.09005434611792	2.36661935900361	2.11842801537901	1.9735210593137
XM_027351612.1	-6.56381671231274	-6.48552939589697	-6.35141787705376	-6.80598530802249
XM_027351613.1	-6.96704638646496	-6.66369809353326	-6.58971157999836	-7.22882423715019
XM_027351614.1	-6.86344960162836	-6.59446544887571	-6.75555718077851	-7.10882024831419
XM_027351615.1	-6.27562728550736	-6.07279230418663	-6.12835438623591	-6.51909731264876
XM_027351617.1	2.45216629637482	2.37951912833882	2.4728446759212	2.51023936928581
XM_027351618.1	9.63579370285781	8.60980841301114	9.63512904933099	9.45451510153456
XM_027351619.1	5.29269604050238	6.04442660494247	5.31917757074294	5.18883281596355
XM_027351623.1	6.40229125087077	6.3435349398809	6.24226288858116	6.42812200749219
XM_027351627.1	-10.4289208965632	-11.1467095055753	-10.2599827842721	-10.7081018226252
XM_027351638.1	-1.4400254590404	-1.23262516496217	-1.44918062359088	-1.63215540057168
XM_027351642.1	1.40670121112501	0.426521178520238	1.42957654814089	1.56765300532787
XM_027351645.1	4.0011907743192	4.04503708305702	4.03764066310715	3.89230211900531
XM_027351646.1	-2.66976219267311	-1.91549883064713	-2.68973154363853	-2.91325983083707
XM_027351661.1	2.84516452721959	3.91794440974443	2.91286272917799	2.95889396860199
XM_027351662.1	3.94293952307373	4.75308113309069	4.01811751800611	4.08560574173239
XM_027351663.1	3.3443072791665	4.6044450644945	3.38754964960556	3.47809746132164
XM_027351664.1	2.67867320600215	3.33474308787878	2.76659482945303	2.66301858441262
XM_027351668.1	-9.86913565536895	-12.6492575515638	-9.86332834293438	-10.0933782204877
XM_027351671.1	-10.4586964462731	-10.335905585558	-9.72706426924555	-10.6896388671349
XM_027351679.1	8.89521478727693	9.49200123473086	8.88069845416693	8.80099393047044
XM_027351702.1	-1.69612242405569	-1.44591128763605	-1.74728196015818	-1.88011347666541
XM_027351706.1	10.6499942723888	8.27066705011702	8.28951020494385	9.65152648071246
XM_027351707.1	1.76828602293741	1.36906059282127	1.7974047571646	1.8497999551206
XM_027351708.1	1.78017623610837	1.43066810311426	1.81052421186285	1.84500404924666
XM_027351709.1	1.54832952918911	1.32566789566163	1.57631713195651	1.59419458651415
XM_027351710.1	1.65451838396044	1.37471029144686	1.68103960926797	1.71171965219135
XM_027351711.1	1.86936745785119	1.3481925300675	1.89610293468651	1.92753421218616
XM_027351712.1	1.49204311102992	1.35484645538427	1.51609087127764	1.50970698416119
XM_027351734.1	2.83753511092981	2.08016381918034	2.86363632141541	3.004549498326
XM_027351735.1	2.82073262733029	2.09845031942726	2.84642003589344	2.98072365306239
XM_027351736.1	2.8395252943845	2.08145032663503	2.86555885078363	3.00720929296618
XM_027351739.1	1.55008520487655	1.60287820451369	1.54804080591767	1.42753506884248
XM_027351741.1	2.19872511080566	1.3484509303319	2.31566442196892	2.32342016353428
XM_027351746.1	5.95532073741429	3.26977556139533	5.97775495048033	6.17189769071903
XM_027351750.1	-2.99848116991614	-3.1058450001635	-3.06196300897078	-3.15649901125034
XM_027351754.1	1.8853238616367	1.92524148588942	1.89528955439176	1.76712126278106
XM_027351765.1	-1.69210271902538	-1.43871785976144	-1.6923226899077	-1.78585468447095
XM_027351771.1	-10.2510028645473	-10.9037642490119	-9.83985572819089	-10.4797261858245
XM_027351780.1	1.52942622194457	2.03825108741391	1.53108462920634	1.36450541097912
XM_027351786.1	1.56476706371874	1.85986049347362	1.56763115341987	1.4146901707119
XM_027351790.1	-9.71846574546876	-8.19974415979249	-7.37366371805789	-9.65969754779794
XM_027351791.1	-11.2351378983167	-8.87439919681391	-7.8550673107821	-10.5402225824876
XM_027351794.1	1.615841580975	2.14472882277519	1.61552466014282	1.44625182650122
XM_027351800.1	1.56734478054883	2.00156654917972	1.57195627070347	1.42112627006394
XM_027351808.1	-1.54259353437046	-1.60028346695736	-1.48516718803742	-1.5729650246339
XM_027351830.1	-7.33470401194576	-7.05750410865623	-7.36083561238821	-7.58136860373354
XM_027351832.1	2.04775728013905	0.622474391042884	2.07366571633955	2.22613215427306
XM_027351847.1	-9.92939278581989	-11.266982714659	-9.9173285219271	-10.156454777811
XM_027351851.1	-2.82645054268095	-3.87479000648887	-2.85244433742317	-2.99247829683133
XM_027351852.1	2.15132791712656	2.70900133416275	2.18141618267417	2.08121661960198
XM_027351854.1	4.74594677114528	4.68456127850225	4.77795327846668	4.69968824482105
XM_027351862.1	4.1104960394002	4.30891482611258	4.14071710362304	4.0415393350005
XM_027351865.1	3.25077296401884	2.73412952339494	3.27633671186702	3.37427737511732
XM_027351874.1	-1.40039074803284	-1.26431772236053	-1.39460191735936	-1.57592647112372
XM_027351878.1	1.27198371067041	1.60061683803895	1.26325739778602	1.15892161835738
XM_027351880.1	-1.46991674476703	-1.82215646908382	-1.47039189110417	-1.68839071025686
XM_027351885.1	-2.1272438026847	-2.00782733027471	-2.06880051866794	-2.19717970837278
XM_027351887.1	1.2885833330526	1.61922046704628	1.28926231746657	1.18978831257266
XM_027351896.1	1.65153432499724	1.82413450098566	1.6254719953745	1.5276432180124
XM_027351947.1	2.66540395480816	2.77475543644142	2.68150271555575	2.51616695980836
XM_027351948.1	-10.3275864725422	-8.34749471137802	-8.82243980148489	-10.5194055413819
XM_027351952.1	2.3625579433217	2.86064603344654	2.38084472501576	2.21166120557754
XM_027351966.1	3.29375983752838	3.42331707256815	3.32016937540724	3.31251360685918
XM_027351973.1	3.41866933913692	3.57896193055866	3.44754439761399	3.45340294056928
XM_027351977.1	2.45255909658522	0.991333988482867	2.45855174183931	2.30084837852624
XM_027351978.1	2.45161174942038	0.990211437863995	2.45588394524545	2.32105621898215
XM_027351979.1	2.54797819663089	0.938438344729308	2.55215260217476	2.40962348573428
XM_027351980.1	-4.62345562063355	-4.45347289895792	-4.61577428338606	-4.77179359642972
XM_027351981.1	2.66888418846497	1.43442303486497	2.67571149923316	2.54574562567739
XM_027351988.1	-1.75362522413791	-1.72419681491981	-1.80093140619195	-1.90476370133118
XM_027351990.1	2.46649382057656	0.859763331588976	2.53268844842414	2.66522938014426
XM_027351991.1	2.81466617389531	1.20373186432824	2.87572079417958	3.00034752185068
XM_027351992.1	-3.64283062178998	-3.76629943227825	-3.71084254208458	-3.82020811970388
XM_027351997.1	-6.65360018656029	-7.14892424378259	-6.31515183404253	-6.52865755435481
XM_027352001.1	3.5654841668069	3.58755466111987	3.57959425115299	3.43697594781695
XM_027352003.1	2.02500010379159	1.13751845091474	2.04449384402366	2.15899782529535
XM_027352008.1	-4.04007136065786	-4.33769387632991	-3.99566482482553	-4.06894115630721
XM_027352012.1	-7.59169520586378	-7.67997129494339	-7.68285691815161	-7.72189496523464
XM_027352016.1	5.98374469307378	3.10010835734129	6.02549974472323	6.28449362304559
XM_027352018.1	6.58785678331469	7.13645776818951	6.62758816432752	6.46820155019475
XM_027352022.1	-8.11760669139001	-8.73304356660813	-8.13986422046158	-8.30920029285164
XM_027352030.1	-2.36776032817475	-2.37536298922565	-2.31247046072817	-2.53310930683671
XM_027352031.1	-2.69126091725663	-2.85267320574942	-2.76048523051533	-2.81465927418394
XM_027352032.1	-2.56402278609651	-2.6982643805896	-2.62388958390229	-2.69361482883044
XM_027352033.1	8.79593005575842	9.83987756951381	8.80358355700844	8.70438693760518
XM_027352034.1	8.9191093143076	9.75088450265224	8.92994259087091	8.82760511163003
XM_027352044.1	-1.55304586060337	-1.42676356012151	-1.57063825242389	-1.72095856149168
XM_027352055.1	2.78607143883278	5.03593055230387	2.79559373610853	2.70813853975455
XM_027352069.1	-5.60108119856709	-4.51727680425081	-5.62401124333403	-5.84737406073687
XM_027352077.1	0.665224578409259	7.3183364414518	0.696861700171621	0.622623686849653
XM_027352085.1	2.29950486995447	1.29617108094601	2.32365790229765	2.44705480733867
XM_027352086.1	2.37210797061217	1.30380210826164	2.39614616892597	2.52650317573871
XM_027352099.1	-1.69647395751007	-1.64036366065987	-1.69160085139428	-1.8589563394398
XM_027352100.1	-1.62596532771028	-1.56768198619644	-1.62102801329723	-1.78788071857544
XM_027352108.1	1.84342202535616	2.10992588514973	1.84896781991898	1.68751178273459
XM_027352109.1	1.74193974560527	1.96428352987514	1.7482824890199	1.57796291835774
XM_027352112.1	2.78869210607782	3.27283074459919	2.81649229424856	2.67024118746534
XM_027352116.1	-9.99050006780608	-8.44256106257914	-7.64930912366945	-9.94258460045606
XM_027352127.1	3.63123251932654	1.39187204260326	3.672496909894	3.84858130242743
XM_027352128.1	2.17872754247453	1.27606915252872	2.19884229492825	2.32962945788397
XM_027352133.1	-9.41172652237671	-11.4045385871237	-9.28366516508281	-9.72456903342644
XM_027352141.1	3.90031810007294	3.58406266865112	3.9135136062115	3.73934470611426
XM_027352156.1	2.17084406656897	1.24653909791994	2.19076891112086	2.31351798175699
XM_027352166.1	-9.02389353932421	-7.23240161426043	-8.59408329390592	-9.29859817297647
XM_027352189.1	-4.61606668921089	-4.5666217220185	-4.57407575692568	-4.76916235027348
XM_027352190.1	-6.24036278095671	-6.12552735115548	-5.8155385930112	-6.48359182576463
XM_027352191.1	-6.50190410918937	-6.13917609861739	-6.03699275402816	-6.73752480625421
XM_027352192.1	-6.52055455768	-6.42128915956214	-5.84485370481016	-6.7634459007183
XM_027352193.1	-5.65295072671474	-5.6923223337152	-5.31312329880956	-5.86776270130139
XM_027352194.1	-5.62125978147458	-5.91492911231307	-5.20803166356122	-5.81097860707375
XM_027352205.1	-1.57883873565478	-1.62734559873298	-1.64246608411658	-1.68183066054685
XM_027352207.1	6.50157739434795	5.96006702314413	6.51842857581972	6.36312992146332
XM_027352216.1	2.63984649133315	2.60871706918157	2.65162622461522	2.51052537765624
XM_027352218.1	2.15141066736001	2.18182176013491	2.16128831869572	2.0208652388534
XM_027352219.1	2.19943304123091	2.2299963287675	2.20966825983536	2.07277669604337
XM_027352220.1	2.10320260990275	2.13537323006547	2.11270693879553	1.97952896847195
XM_027352234.1	8.56094946310833	8.13303027823412	8.16176595053279	8.72897450463993
XM_027352243.1	0.127445635369171	5.43024021869341	0.155309161820573	0.0528864503330817
XM_027352248.1	6.95922211378711	7.78464848121306	6.97332405869349	6.85627489538703
XM_027352251.1	9.06831794842078	9.46253977844358	9.07088059254229	8.9234326389244
XM_027352253.1	5.72036036542791	5.20035427366828	5.71243325019032	5.58558054832439
