lncRNA_ID	strand	contig	mRNA_ID	mRNA_Position	DE_status	direction	mRNA_strand	product	distance_Kb
XR_003476908.1	+	NW_020870418.1	XM_027370794.1	3_D	not DE	downstream	+	chondroadherin-like protein	121.042 kb
XR_003476908.1	+	NW_020870418.1	XM_027370785.1	4_D	not DE	downstream	-	uncharacterized LOC113818581	195.558 kb
XR_003476908.1	+	NW_020870418.1	XM_027370795.1	5_D	not DE	downstream	-	uncharacterized LOC113818594	202.947 kb
XR_003477476.1	-	NW_020871071.1	XM_027376868.1	1_U	DE	upstream	-	nascent polypeptide-associated complex subunit alpha%2C muscle-specific form-like	10.422 kb
XR_003477476.1	-	NW_020871071.1	XM_027376855.1	2_U	not DE	upstream	-	serine/arginine repetitive matrix protein 1-like	48.191 kb
XR_003477476.1	-	NW_020871071.1	XM_027376861.1	3_U	not DE	upstream	+	zinc finger protein 341-like%2C transcript variant X2	274.337 kb
XR_003477476.1	-	NW_020871071.1	XM_027376854.1	4_U	not DE	upstream	+	uncharacterized LOC113824110	441.542 kb
XR_003477476.1	-	NW_020871071.1	XM_027376856.1	1_D	not DE	downstream	+	transcription activator BRG1-like	133.485 kb
XR_003477476.1	-	NW_020871071.1	XM_027376866.1	2_D	not DE	downstream	-	N-acetyltransferase ESCO2-like	149.158 kb
XR_003477476.1	-	NW_020871071.1	XM_027376865.1	3_D	not DE	downstream	-	uncharacterized LOC113824120	152.926 kb
XR_003477476.1	-	NW_020871071.1	XM_027376867.1	4_D	DE	downstream	+	zwei Ig domain protein zig-8-like	199.133 kb
XR_003477476.1	-	NW_020871071.1	XM_027376862.1	5_D	not DE	downstream	-	zwei Ig domain protein zig-8-like	439.190 kb
XR_003477013.1	-	NW_020870513.1	XM_027371589.1	1_U	DE	upstream	+	phosphoenolpyruvate carboxykinase%2C cytosolic [GTP]-like	29.098 kb
XR_003477013.1	-	NW_020870513.1	XM_027371591.1	2_U	not DE	upstream	+	neurotrimin-like	69.140 kb
XR_003477013.1	-	NW_020870513.1	XM_027371590.1	1_D	not DE	downstream	+	serine hydroxymethyltransferase%2C cytosolic-like	76.338 kb
XR_003477013.1	-	NW_020870513.1	XM_027371596.1	2_D	not DE	downstream	-	cuticle protein 7-like	202.969 kb
XR_003477013.1	-	NW_020870513.1	XM_027371592.1	3_D	not DE	downstream	+	cuticle protein 21-like%2C transcript variant X1	225.091 kb
XR_003477013.1	-	NW_020870513.1	XM_027371595.1	4_D	not DE	downstream	+	uncharacterized LOC113819359	236.836 kb
XR_003477805.1	+	NW_020872368.1	XM_027381289.1	1_U	not DE	upstream	-	uncharacterized LOC113828349%2C transcript variant X1	12.073 kb
XR_003477805.1	+	NW_020872368.1	XM_027381279.1	2_U	not DE	upstream	-	uncharacterized LOC113828340	112.142 kb
XR_003477805.1	+	NW_020872368.1	XM_027381284.1	3_U	not DE	upstream	+	RNA-binding protein 42-like	116.137 kb
XR_003477805.1	+	NW_020872368.1	XM_027381262.1	4_U	DE	upstream	+	basic proline-rich protein-like	117.025 kb
XR_003477805.1	+	NW_020872368.1	XM_027381275.1	5_U	DE	upstream	-	COP9 signalosome complex subunit 5-like%2C transcript variant X2	130.819 kb
XR_003477805.1	+	NW_020872368.1	XM_027381264.1	1_D	not DE	downstream	+	knirps-related protein-like	107.656 kb
XR_003477805.1	+	NW_020872368.1	XM_027381283.1	2_D	DE	downstream	-	putative gamma-glutamylcyclotransferase CG2811%2C transcript variant X4	135.287 kb
XR_003477805.1	+	NW_020872368.1	XM_027381265.1	3_D	not DE	downstream	-	microfibril-associated glycoprotein 4-like	182.497 kb
XR_003477805.1	+	NW_020872368.1	XM_027381266.1	4_D	not DE	downstream	-	angiopoietin-1-like	184.160 kb
XR_003477805.1	+	NW_020872368.1	XM_027381268.1	5_D	not DE	downstream	-	oxysterol-binding protein 1-like	239.973 kb
XR_003476309.1	-	NW_020869751.1	XM_027364236.1	1_D	not DE	downstream	-	collagen alpha-1(II) chain-like	68.205 kb
XR_003476309.1	-	NW_020869751.1	XM_027364237.1	2_D	DE	downstream	-	WD repeat-containing protein 47-like	103.100 kb
XR_003476309.1	-	NW_020869751.1	XM_027364238.1	3_D	not DE	downstream	-	protein Star-like	124.466 kb
XR_003476309.1	-	NW_020869751.1	XM_027364240.1	4_D	DE	downstream	+	uncharacterized LOC113812369	136.693 kb
XR_003476309.1	-	NW_020869751.1	XM_027364239.1	5_D	not DE	downstream	-	proclotting enzyme-like	159.399 kb
XR_003476046.1	-	NW_020869391.1	XM_027360592.1	1_U	DE	upstream	+	myc box-dependent-interacting protein 1-like	3.674 kb
XR_003476046.1	-	NW_020869391.1	XM_027360591.1	2_U	not DE	upstream	-	BTB/POZ domain-containing protein KCTD8-like	136.491 kb
XR_003476046.1	-	NW_020869391.1	XM_027360590.1	3_U	DE	upstream	-	trypsin-1-like	271.163 kb
XR_003476046.1	-	NW_020869391.1	XM_027360589.1	4_U	DE	upstream	+	uncharacterized LOC113809100	280.360 kb
XR_003476046.1	-	NW_020869391.1	XM_027360583.1	5_U	not DE	upstream	+	von Willebrand factor A domain-containing protein 7-like	289.657 kb
XR_003476046.1	-	NW_020869391.1	XM_027360584.1	1_D	not DE	downstream	+	sialidase-like	28.056 kb
XR_003476046.1	-	NW_020869391.1	XM_027360588.1	2_D	not DE	downstream	-	uncharacterized LOC113809099	38.123 kb
XR_003476046.1	-	NW_020869391.1	XM_027360593.1	3_D	DE	downstream	-	uncharacterized LOC113809107	46.811 kb
XR_003476046.1	-	NW_020869391.1	XM_027360595.1	4_D	not DE	downstream	-	ATP synthase subunit g%2C mitochondrial-like	74.992 kb
XR_003476046.1	-	NW_020869391.1	XM_027360596.1	5_D	DE	downstream	+	uncharacterized LOC113809109	100.933 kb
