Contig	lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	DE_status	mRNA_Position	distance_Kb	product
NW_020868581.1	XR_003477528.1	-	XM_027377166.1	-	not DE	5_U	173.782	longitudinals lacking protein-like
NW_020868581.1	XR_003477528.1	-	XM_027377379.1	-	not DE	1_D	26.450	microtubule-associated protein futsch-like%2C transcript variant X3
NW_020868581.1	XR_003477528.1	-	XM_027377390.1	-	not DE	2_D	65.567	cyclin-D1-binding protein 1 homolog
NW_020868581.1	XR_003477528.1	-	XM_027377643.1	+	not DE	3_D	80.687	transcription initiation protein SPT3 homolog
NW_020868581.1	XR_003477528.1	-	XM_027377410.1	+	not DE	4_D	106.338	histone-lysine N-methyltransferase set1-like
NW_020868581.1	XR_003477528.1	-	XM_027377402.1	-	DE	5_D	114.048	hydroxyacid oxidase 1-like
NW_020870204.1	XR_003476733.1	-	XM_027368721.1	+	not DE	1_U	81.463	ubiquitin-like domain-containing CTD phosphatase 1
NW_020870204.1	XR_003476733.1	-	XM_027368715.1	+	not DE	2_U	165.204	keratin%2C type II cytoskeletal 1-like
NW_020870204.1	XR_003476733.1	-	XM_027368722.1	+	not DE	1_D	125.367	uncharacterized LOC113816668
NW_020870204.1	XR_003476733.1	-	XM_027368716.1	+	not DE	2_D	144.970	uncharacterized LOC113816657
NW_020870204.1	XR_003476733.1	-	XM_027368717.1	+	not DE	3_D	286.087	deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
NW_020870204.1	XR_003476733.1	-	XM_027368723.1	+	not DE	4_D	370.626	mitochondrial ribonuclease P catalytic subunit-like%2C transcript variant X1
NW_020870204.1	XR_003476733.1	-	XM_027368708.1	+	not DE	5_D	389.110	uncharacterized LOC113816647
NW_020869259.1	XR_003475978.1	-	XM_027359380.1	-	DE	1_U	8.945	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475978.1	-	XM_027359377.1	-	DE	2_U	30.333	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475978.1	-	XM_027359376.1	+	not DE	3_U	40.590	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475978.1	-	XM_027359379.1	-	not DE	4_U	57.515	vegetative cell wall protein gp1-like
NW_020869259.1	XR_003475978.1	-	XM_027359374.1	-	DE	5_U	204.593	inactive hydroxysteroid dehydrogenase-like protein 1%2C transcript variant X1
NW_020869259.1	XR_003475978.1	-	XM_027359382.1	-	DE	1_D	10.650	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475978.1	-	XM_027359383.1	-	not DE	2_D	23.836	uncharacterized LOC113808063
NW_020869259.1	XR_003475978.1	-	XM_027359378.1	-	not DE	3_D	32.073	kielin/chordin-like protein
NW_020870874.1	XR_003477294.1	+	XM_027374920.1	+	not DE	1_D	119.320	DNA-directed RNA polymerase II subunit RPB1-like
NW_020870874.1	XR_003477294.1	+	XM_027374921.1	-	DE	2_D	157.888	ubiquitin carboxyl-terminal hydrolase 22-like
NW_020869599.1	XR_003476188.1	-	XM_027362731.1	-	not DE	1_D	12.534	uncharacterized LOC113811060
NW_020869599.1	XR_003476188.1	-	XM_027362732.1	-	DE	2_D	14.047	uncharacterized LOC113811062
NW_020869599.1	XR_003476188.1	-	XM_027362738.1	-	not DE	3_D	67.038	uncharacterized LOC113811068
NW_020869599.1	XR_003476188.1	-	XM_027362740.1	-	DE	4_D	100.797	uncharacterized LOC113811069%2C transcript variant X2
NW_020869599.1	XR_003476188.1	-	XM_027362741.1	-	not DE	5_D	182.623	uncharacterized LOC113811070
NW_020872955.1	XR_003475449.1	+	XM_027353360.1	+	not DE	1_U	170.758	histone-lysine N-methyltransferase SETMAR-like
NW_020872955.1	XR_003475449.1	+	XM_027353357.1	-	not DE	2_U	467.473	uncharacterized LOC113802743%2C transcript variant X1
NW_020872955.1	XR_003475449.1	+	XM_027353361.1	+	DE	1_D	0.220	uncharacterized LOC113802748
NW_020872955.1	XR_003475449.1	+	XM_027353359.1	+	not DE	2_D	27.520	glucose dehydrogenase [FAD%2C quinone]-like
NW_020870383.1	XR_003476843.1	+	XM_027370511.1	+	not DE	1_U	3.373	neuropeptide-like protein 30%2C transcript variant X1
NW_020870383.1	XR_003476843.1	+	XM_027370510.1	+	DE	2_U	11.097	neuropeptide-like protein 30
NW_020870383.1	XR_003476843.1	+	XM_027370499.1	-	not DE	3_U	68.807	uncharacterized LOC113818309
NW_020870383.1	XR_003476843.1	+	XM_027370498.1	-	not DE	4_U	85.099	brachyurin-like
NW_020870383.1	XR_003476843.1	+	XM_027370507.1	-	not DE	5_U	96.791	solute carrier family 25 member 45-like%2C transcript variant X1
NW_020870383.1	XR_003476843.1	+	XM_027370512.1	+	DE	1_D	1.825	neuropeptide-like protein 30%2C transcript variant X1
NW_020870383.1	XR_003476843.1	+	XM_027370513.1	+	not DE	2_D	5.784	neuropeptide-like protein 30
NW_020870383.1	XR_003476843.1	+	XM_027370516.1	+	DE	3_D	9.370	neuropeptide-like protein 31%2C transcript variant X2
NW_020870383.1	XR_003476843.1	+	XM_027370517.1	+	not DE	4_D	13.381	neuropeptide-like protein 30
NW_020870383.1	XR_003476843.1	+	XM_027370500.1	-	not DE	5_D	38.676	uncharacterized aarF domain-containing protein kinase 1-like
NW_020868911.1	XR_003475614.1	-	XM_027355576.1	-	not DE	1_D	90.035	formin-like protein 5
NW_020868911.1	XR_003475614.1	-	XM_027355558.1	-	not DE	2_D	122.389	hsp90 co-chaperone Cdc37-like
NW_020868911.1	XR_003475614.1	-	XM_027355559.1	+	not DE	3_D	136.115	protein phosphatase 1 regulatory subunit 21-like
NW_020868911.1	XR_003475614.1	-	XM_027355560.1	-	not DE	4_D	174.254	beta-arrestin-1-like%2C transcript variant X1
NW_020868911.1	XR_003475614.1	-	XM_027355571.1	+	DE	5_D	202.244	B1-hordein-like%2C transcript variant X2
NW_020870383.1	XR_003476845.1	+	XM_027370517.1	+	not DE	1_U	Overlap: 1966 bases	neuropeptide-like protein 30
NW_020870383.1	XR_003476845.1	+	XM_027370515.1	+	DE	2_U	5.628	neuropeptide-like protein 31%2C transcript variant X1
NW_020870383.1	XR_003476845.1	+	XM_027370513.1	+	not DE	3_U	9.830	neuropeptide-like protein 30
NW_020870383.1	XR_003476845.1	+	XM_027370512.1	+	DE	4_U	13.698	neuropeptide-like protein 30%2C transcript variant X1
NW_020870383.1	XR_003476845.1	+	XM_027370511.1	+	not DE	5_U	21.140	neuropeptide-like protein 30%2C transcript variant X1
NW_020870383.1	XR_003476845.1	+	XM_027370500.1	-	not DE	1_D	19.648	uncharacterized aarF domain-containing protein kinase 1-like
NW_020870383.1	XR_003476845.1	+	XM_027370518.1	+	not DE	2_D	58.241	hornerin-like%2C transcript variant X1
NW_020870383.1	XR_003476845.1	+	XM_027370525.1	-	not DE	3_D	79.250	multifunctional protein ADE2-like
NW_020870383.1	XR_003476845.1	+	XM_027370501.1	-	not DE	4_D	229.384	leucine-rich repeat extensin-like protein 5
NW_020870383.1	XR_003476845.1	+	XM_027370503.1	-	not DE	5_D	957.200	prostatic spermine-binding protein-like
NW_020870865.1	XR_003477289.1	-	XM_027374872.1	-	not DE	1_D	0.977	nascent polypeptide-associated complex subunit alpha%2C muscle-specific form-like
NW_020871871.1	XR_003477707.1	+	XM_027379817.1	-	not DE	1_D	127.259	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477707.1	+	XM_027379818.1	-	not DE	2_D	142.221	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477707.1	+	XM_027379819.1	-	not DE	3_D	170.480	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477707.1	+	XM_027379815.1	-	not DE	4_D	392.999	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
NW_020871871.1	XR_003477707.1	+	XM_027379820.1	-	not DE	5_D	396.120	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
NW_020871049.1	XR_003477455.1	+	XM_027376686.1	+	not DE	1_U	11.124	uncharacterized LOC113823953
NW_020871049.1	XR_003477455.1	+	XM_027376696.1	+	not DE	2_U	21.527	E3 ubiquitin-protein ligase HUWE1-like
NW_020871049.1	XR_003477455.1	+	XM_027376687.1	-	DE	1_D	0.330	uncharacterized LOC113823954
NW_020871049.1	XR_003477455.1	+	XM_027376695.1	-	DE	2_D	10.971	venom carboxylesterase-6-like
NW_020871049.1	XR_003477455.1	+	XM_027376698.1	+	DE	3_D	90.933	transient receptor potential channel pyrexia-like%2C transcript variant X2
NW_020871049.1	XR_003477455.1	+	XM_027376701.1	-	not DE	4_D	123.306	recQ-mediated genome instability protein 1-like
NW_020871049.1	XR_003477455.1	+	XM_027376693.1	+	not DE	5_D	150.681	dual specificity protein phosphatase 3-like%2C transcript variant X4
NW_020871134.1	XR_003477531.1	-	XM_027377414.1	-	not DE	1_U	47.223	uncharacterized protein PB18E9.04c-like
NW_020871134.1	XR_003477531.1	-	XM_027377428.1	-	not DE	2_U	64.328	E3 ubiquitin-protein ligase RNF8-like
NW_020871134.1	XR_003477531.1	-	XM_027377413.1	+	not DE	3_U	207.587	zinc transporter ZIP10-like
NW_020871134.1	XR_003477531.1	-	XM_027377438.1	-	not DE	4_U	242.118	zinc transporter 2-like%2C transcript variant X2
NW_020871134.1	XR_003477531.1	-	XM_027377435.1	+	not DE	5_U	263.010	COMM domain-containing protein 8-like
NW_020871134.1	XR_003477531.1	-	XM_027377415.1	-	DE	1_D	0.176	mucin-5AC-like
NW_020871134.1	XR_003477531.1	-	XM_027377436.1	+	DE	2_D	200.281	teneurin-m-like
NW_020871134.1	XR_003477531.1	-	XM_027377416.1	+	not DE	3_D	357.175	zinc finger and BTB domain-containing protein 24-like
NW_020868307.1	XR_003476999.1	+	XM_027371990.1	-	not DE	1_U	13.884	uncharacterized LOC113819765
NW_020868307.1	XR_003476999.1	+	XM_027371891.1	+	not DE	2_U	15.590	axoneme-associated protein mst101(2)-like
NW_020868307.1	XR_003476999.1	+	XM_027371807.1	+	not DE	3_U	18.725	axoneme-associated protein mst101(2)-like
NW_020868307.1	XR_003476999.1	+	XM_027371716.1	-	not DE	4_U	85.089	pollen-specific leucine-rich repeat extensin-like protein 2
NW_020868307.1	XR_003476999.1	+	XM_027372099.1	-	not DE	1_D	538.055	uncharacterized LOC113819850
NW_020869305.1	XR_003475998.1	-	XM_027359910.1	+	not DE	1_U	21.818	translation initiation factor IF-2-like
NW_020869305.1	XR_003475998.1	-	XM_027359909.1	+	not DE	2_U	29.332	uncharacterized LOC113808492
NW_020869305.1	XR_003475998.1	-	XM_027359900.1	-	DE	3_U	81.398	cotranscriptional regulator FAM172A homolog
NW_020869305.1	XR_003475998.1	-	XM_027359912.1	-	DE	1_D	6.501	puff-specific protein Bx42-like
NW_020869305.1	XR_003475998.1	-	XM_027359903.1	-	not DE	2_D	18.692	ankyrin repeat and SAM domain-containing protein 6-like
NW_020869305.1	XR_003475998.1	-	XM_027359904.1	-	not DE	3_D	22.283	ankyrin repeat and SAM domain-containing protein 6-like
NW_020869305.1	XR_003475998.1	-	XM_027359902.1	+	not DE	4_D	206.994	sialin-like
NW_020869305.1	XR_003475998.1	-	XM_027359913.1	+	not DE	5_D	219.291	putative uncharacterized protein DDB_G0271606
NW_020870990.1	XR_003477389.1	+	XM_027376035.1	+	not DE	1_U	9.015	uncharacterized LOC113823408
NW_020870990.1	XR_003477389.1	+	XM_027376029.1	-	DE	2_U	134.366	serine-rich adhesin for platelets-like
NW_020870990.1	XR_003477389.1	+	XM_027376033.1	+	DE	1_D	35.835	uncharacterized LOC113823405
NW_020870990.1	XR_003477389.1	+	XM_027376032.1	-	DE	2_D	47.242	uncharacterized LOC113823404
NW_020870990.1	XR_003477389.1	+	XM_027376028.1	-	DE	3_D	164.941	prolow-density lipoprotein receptor-related protein 1-like
NW_020870990.1	XR_003477389.1	+	XM_027376030.1	+	DE	4_D	190.909	low-density lipoprotein receptor-related protein 1B-like
NW_020870990.1	XR_003477389.1	+	XM_027376031.1	-	not DE	5_D	240.888	WAS/WASL-interacting protein family member 3-like
NW_020870310.1	XR_003476799.1	+	XM_027369682.1	+	not DE	1_U	42.721	aminopeptidase N-like
NW_020870310.1	XR_003476799.1	+	XM_027369685.1	+	not DE	1_D	6.959	uncharacterized LOC113817631
NW_020870310.1	XR_003476799.1	+	XM_027369680.1	+	not DE	2_D	11.843	uncharacterized LOC113817624
NW_020870310.1	XR_003476799.1	+	XM_027369681.1	+	not DE	3_D	16.770	uncharacterized LOC113817625
NW_020870310.1	XR_003476799.1	+	XM_027369687.1	-	DE	4_D	34.327	aminopeptidase N-like
NW_020870310.1	XR_003476799.1	+	XM_027369684.1	-	not DE	5_D	140.232	uncharacterized LOC113817630%2C transcript variant X2
NW_020871871.1	XR_003477709.1	+	XM_027379817.1	-	not DE	1_D	137.147	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477709.1	+	XM_027379818.1	-	not DE	2_D	152.109	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477709.1	+	XM_027379819.1	-	not DE	3_D	180.368	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477709.1	+	XM_027379815.1	-	not DE	4_D	402.887	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
NW_020871871.1	XR_003477709.1	+	XM_027379820.1	-	not DE	5_D	406.008	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
NW_020871011.1	XR_003477432.1	+	XM_027376405.1	-	not DE	1_U	125.224	U1 small nuclear ribonucleoprotein C-like
NW_020871011.1	XR_003477432.1	+	XM_027376420.1	-	DE	2_U	126.055	E3 ubiquitin-protein ligase Hakai-like
NW_020871011.1	XR_003477432.1	+	XM_027376422.1	-	DE	3_U	132.072	bromodomain-containing protein 4-like
NW_020871011.1	XR_003477432.1	+	XM_027376417.1	+	not DE	4_U	393.507	rab GTPase-binding effector protein 1-like
NW_020871011.1	XR_003477432.1	+	XM_027376419.1	-	not DE	5_U	423.328	uncharacterized LOC113823728
NW_020871011.1	XR_003477432.1	+	XM_027376400.1	+	DE	1_D	75.771	angiotensin-converting enzyme-like
NW_020871011.1	XR_003477432.1	+	XM_027376423.1	-	not DE	2_D	123.103	uncharacterized LOC113823733
NW_020871011.1	XR_003477432.1	+	XM_027376394.1	-	not DE	3_D	156.709	tigger transposable element-derived protein 4-like%2C transcript variant X4
NW_020871011.1	XR_003477432.1	+	XM_027376415.1	-	not DE	4_D	196.129	epsin-2-like
NW_020871011.1	XR_003477432.1	+	XM_027376421.1	-	not DE	5_D	213.347	zinc finger protein ZIC 5-like
NW_020870274.1	XR_003476764.1	+	XM_027369302.1	-	DE	1_U	124.662	fucose-1-phosphate guanylyltransferase-like
NW_020870274.1	XR_003476764.1	+	XM_027369301.1	-	DE	2_U	139.312	uncharacterized LOC113817276%2C transcript variant X2
NW_020870274.1	XR_003476764.1	+	XM_027369306.1	-	DE	3_U	146.495	carboxypeptidase B-like
NW_020870274.1	XR_003476764.1	+	XM_027369305.1	-	not DE	4_U	164.285	uncharacterized LOC113817281
NW_020870274.1	XR_003476764.1	+	XM_027369304.1	+	not DE	5_U	166.555	C-type lectin domain family 17%2C member A-like
NW_020870274.1	XR_003476764.1	+	XM_027369307.1	+	not DE	1_D	242.198	uncharacterized LOC113817283
NW_020870274.1	XR_003476764.1	+	XM_027369308.1	-	not DE	2_D	314.099	uncharacterized LOC113817285
NW_020868290.1	XR_003475469.1	-	XM_027355613.1	-	not DE	1_U	6.742	uncharacterized LOC113804693
NW_020868290.1	XR_003475469.1	-	XM_027355513.1	-	not DE	2_U	14.778	uncharacterized LOC113804590
NW_020868290.1	XR_003475469.1	-	XM_027355421.1	+	not DE	3_U	20.984	endoglucanase E1-like
NW_020868290.1	XR_003475469.1	-	XM_027355310.1	-	not DE	4_U	24.033	uncharacterized LOC113804402
NW_020868290.1	XR_003475469.1	-	XM_027355196.1	-	not DE	5_U	31.305	uncharacterized LOC113804305
NW_020868290.1	XR_003475469.1	-	XM_027353672.1	-	DE	1_D	3.727	protein trapped in endoderm-1-like
NW_020868290.1	XR_003475469.1	-	XM_027355720.1	+	DE	2_D	27.349	protein trapped in endoderm-1-like
NW_020868290.1	XR_003475469.1	-	XM_027353853.1	-	DE	3_D	37.112	mucin-2-like
NW_020868290.1	XR_003475469.1	-	XM_027353951.1	+	DE	4_D	103.074	uncharacterized LOC113803197
NW_020868290.1	XR_003475469.1	-	XM_027375703.1	-	not DE	5_D	137.334	synaptotagmin-7-like
NW_020871817.1	XR_003477693.1	-	XM_027379694.1	-	not DE	1_U	75.612	uncharacterized LOC113826806
NW_020871817.1	XR_003477693.1	-	XM_027379693.1	-	not DE	2_U	92.539	39S ribosomal protein L21%2C mitochondrial-like
NW_020871817.1	XR_003477693.1	-	XM_027379687.1	+	DE	3_U	108.299	40S ribosomal protein S15Aa%2C transcript variant X2
NW_020871817.1	XR_003477693.1	-	XM_027379691.1	-	not DE	4_U	126.552	transport and Golgi organization 2 homolog%2C transcript variant X4
NW_020870688.1	XR_003477145.1	-	XM_027373233.1	-	DE	1_U	31.556	ATP-binding cassette sub-family D member 3-like
NW_020870688.1	XR_003477145.1	-	XM_027373248.1	+	not DE	2_U	56.345	uncharacterized LOC113820866
NW_020870688.1	XR_003477145.1	-	XM_027373220.1	+	not DE	3_U	71.759	uncharacterized LOC113820843
NW_020870688.1	XR_003477145.1	-	XM_027373270.1	+	DE	4_U	90.032	G patch domain-containing protein 2-like
NW_020870688.1	XR_003477145.1	-	XM_027373264.1	-	DE	5_U	126.449	putative nuclease HARBI1
NW_020870688.1	XR_003477145.1	-	XM_027373263.1	+	not DE	1_D	20.511	cubilin-like
NW_020870688.1	XR_003477145.1	-	XM_027373235.1	-	DE	2_D	98.367	myosin-IB-like
NW_020870688.1	XR_003477145.1	-	XM_027373265.1	-	not DE	3_D	136.573	xaa-Pro aminopeptidase 3-like
NW_020870688.1	XR_003477145.1	-	XM_027373266.1	-	not DE	4_D	154.861	conserved oligomeric Golgi complex subunit 2-like
NW_020870688.1	XR_003477145.1	-	XM_027373268.1	+	DE	5_D	172.872	uncharacterized LOC113820883
NW_020871871.1	XR_003477708.1	+	XM_027379817.1	-	not DE	1_D	132.725	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477708.1	+	XM_027379818.1	-	not DE	2_D	147.687	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477708.1	+	XM_027379819.1	-	not DE	3_D	175.946	transmembrane and TPR repeat-containing protein 1-like
NW_020871871.1	XR_003477708.1	+	XM_027379815.1	-	not DE	4_D	398.465	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
NW_020871871.1	XR_003477708.1	+	XM_027379820.1	-	not DE	5_D	401.586	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
NW_020870381.1	XR_003476840.1	+	XM_027370497.1	+	DE	1_U	9.543	proto-oncogene tyrosine-protein kinase receptor Ret-like
NW_020870381.1	XR_003476840.1	+	XM_027370469.1	-	DE	1_D	3.864	protein tincar-like
NW_020870381.1	XR_003476840.1	+	XM_027370480.1	-	not DE	2_D	136.736	uncharacterized LOC113818298
NW_020870381.1	XR_003476840.1	+	XM_027370470.1	-	DE	3_D	244.657	uncharacterized LOC113818287
NW_020870381.1	XR_003476840.1	+	XM_027370471.1	-	DE	4_D	276.738	serine/threonine-protein kinase TNNI3K-like
NW_020870381.1	XR_003476840.1	+	XM_027370472.1	-	not DE	5_D	286.536	chymotrypsin BI-like
