Contig	lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	DE_status	mRNA_Position	distance_Kb	product
NW_020868718.1	XR_003475486.1	-	XM_027353902.1	+	not DE	4_U	118.356	crustacean hyperglycemic hormones
NW_020868718.1	XR_003475486.1	-	XM_027353887.1	+	DE	5_U	138.145	uncharacterized LOC113803161%2C transcript variant X3
NW_020868718.1	XR_003475486.1	-	XM_027353905.1	+	DE	1_D	0.657	uncharacterized LOC113803178
NW_020868718.1	XR_003475486.1	-	XM_027353906.1	-	not DE	2_D	137.314	serine-rich adhesin for platelets-like
NW_020868718.1	XR_003475486.1	-	XM_027353907.1	+	not DE	3_D	174.902	extensin-like
NW_020868718.1	XR_003475486.1	-	XM_027353891.1	-	DE	4_D	669.371	fatty acid hydroxylase domain-containing protein 2-like%2C transcript variant X2
NW_020868718.1	XR_003475486.1	-	XM_027353893.1	-	not DE	5_D	873.164	octopamine receptor Oamb-like
NW_020868959.1	XR_003475662.1	+	XM_027356136.1	-	not DE	1_U	Overlap: 6089 bases	uncharacterized LOC113805179%2C transcript variant X4
NW_020868959.1	XR_003475662.1	+	XM_027356139.1	+	DE	1_D	6.695	brain protein I3-like
NW_020868602.1	XR_003477669.1	+	XM_027379514.1	+	DE	1_U	7.766	uncharacterized LOC113826621
NW_020868602.1	XR_003477669.1	+	XM_027379504.1	+	DE	2_U	10.930	uncharacterized LOC113826609
NW_020868602.1	XR_003477669.1	+	XM_027379401.1	+	DE	3_U	29.354	uncharacterized LOC113826500
NW_020868602.1	XR_003477669.1	+	XM_027379493.1	+	DE	4_U	40.545	uncharacterized LOC113826598
NW_020868602.1	XR_003477669.1	+	XM_027379376.1	+	DE	5_U	98.968	uncharacterized LOC113826482
NW_020868602.1	XR_003477669.1	+	XM_027379525.1	-	DE	1_D	2.179	uncharacterized LOC113826631
NW_020871395.1	XR_003477597.1	-	XM_027378340.1	+	not DE	1_U	25.933	uncharacterized LOC113825498
NW_020871395.1	XR_003477597.1	-	XM_027378335.1	+	DE	1_D	21.603	obscurin-like%2C transcript variant X6
NW_020871395.1	XR_003477597.1	-	XM_027378336.1	-	DE	2_D	40.487	obscurin-like
NW_020871395.1	XR_003477597.1	-	XM_027378341.1	-	DE	3_D	54.730	uncharacterized LOC113825499
NW_020871395.1	XR_003477597.1	-	XM_027378338.1	-	not DE	4_D	65.385	ragulator complex protein LAMTOR2-like
NW_020871395.1	XR_003477597.1	-	XM_027378337.1	+	not DE	5_D	76.044	putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007
NW_020868820.1	XR_003475561.1	-	XM_027354731.1	+	DE	1_U	7.013	putative methyltransferase C9orf114 homolog%2C transcript variant X2
NW_020868820.1	XR_003475561.1	-	XM_027354742.1	-	DE	2_U	18.754	multiple epidermal growth factor-like domains protein 6
NW_020868820.1	XR_003475561.1	-	XM_027354728.1	+	not DE	3_U	60.885	vacuolar protein sorting-associated protein 26B-like
NW_020868820.1	XR_003475561.1	-	XM_027354729.1	-	not DE	4_U	89.369	U1 small nuclear ribonucleoprotein A-like
NW_020868820.1	XR_003475561.1	-	XM_027354741.1	+	not DE	5_U	98.463	histone acetyltransferase Tip60-like
NW_020868820.1	XR_003475561.1	-	XM_027354735.1	-	DE	1_D	17.503	collagen alpha-1(XVIII) chain-like
NW_020868820.1	XR_003475561.1	-	XM_027354743.1	-	DE	2_D	38.759	serine-rich adhesin for platelets-like
NW_020868820.1	XR_003475561.1	-	XM_027354738.1	+	not DE	3_D	57.781	uncharacterized LOC113803925%2C transcript variant X3
NW_020868820.1	XR_003475561.1	-	XM_027354739.1	-	DE	4_D	72.682	uncharacterized LOC113803926%2C transcript variant X1
NW_020869620.1	XR_003476211.1	-	XM_027362990.1	-	not DE	1_D	4.217	piggyBac transposable element-derived protein 4-like%2C transcript variant X2
NW_020869620.1	XR_003476211.1	-	XM_027362992.1	+	not DE	2_D	36.257	uncharacterized LOC113811280%2C transcript variant X2
NW_020872814.1	XR_003475025.1	+	XM_027352022.1	+	DE	1_U	4.337	uncharacterized LOC113801216
NW_020872814.1	XR_003475025.1	+	XM_027352018.1	+	DE	1_D	103.913	kynureninase-like
NW_020872814.1	XR_003475025.1	+	XM_027352023.1	-	not DE	2_D	230.972	glutamate-rich WD repeat-containing protein 1-like
NW_020872814.1	XR_003475025.1	+	XM_027352017.1	+	not DE	3_D	240.000	protein SMG8-like
NW_020872814.1	XR_003475025.1	+	XM_027352016.1	-	DE	4_D	262.609	SNF-related serine/threonine-protein kinase-like
NW_020872814.1	XR_003475025.1	+	XM_027352019.1	-	not DE	5_D	458.078	uncharacterized LOC113801214
NW_020869906.1	XR_003476413.1	-	XM_027365799.1	-	not DE	1_U	3.095	uncharacterized LOC113813743
NW_020869906.1	XR_003476413.1	-	XM_027365806.1	+	not DE	2_U	163.879	histidine-rich glycoprotein-like
NW_020869906.1	XR_003476413.1	-	XM_027365802.1	+	not DE	1_D	19.202	sulfotransferase family cytosolic 1B member 1-like%2C transcript variant X2
NW_020869906.1	XR_003476413.1	-	XM_027365804.1	+	DE	2_D	49.412	sulfotransferase family cytosolic 1B member 1-like%2C transcript variant X2
NW_020869906.1	XR_003476413.1	-	XM_027365808.1	+	not DE	3_D	49.565	sulfotransferase family cytosolic 1B member 1-like
NW_020869906.1	XR_003476413.1	-	XM_027365809.1	+	not DE	4_D	70.363	uncharacterized LOC113813750
NW_020870189.1	XR_003476714.1	+	XM_027368545.1	-	not DE	1_U	37.195	cuticle protein 16.5-like
NW_020870189.1	XR_003476714.1	+	XM_027368546.1	-	not DE	2_U	44.297	cuticle protein 16.5-like
NW_020870189.1	XR_003476714.1	+	XM_027368547.1	+	DE	1_D	0.030	uncharacterized LOC113816508
NW_020870189.1	XR_003476714.1	+	XM_027368548.1	-	not DE	2_D	45.450	tripartite motif-containing protein 3-like
NW_020872814.1	XR_003475024.1	+	XM_027352022.1	+	DE	1_U	8.806	uncharacterized LOC113801216
NW_020872814.1	XR_003475024.1	+	XM_027352018.1	+	DE	1_D	99.638	kynureninase-like
NW_020872814.1	XR_003475024.1	+	XM_027352023.1	-	not DE	2_D	226.697	glutamate-rich WD repeat-containing protein 1-like
NW_020872814.1	XR_003475024.1	+	XM_027352017.1	+	not DE	3_D	235.725	protein SMG8-like
NW_020872814.1	XR_003475024.1	+	XM_027352016.1	-	DE	4_D	258.334	SNF-related serine/threonine-protein kinase-like
NW_020872814.1	XR_003475024.1	+	XM_027352019.1	-	not DE	5_D	453.803	uncharacterized LOC113801214
NW_020869308.1	XR_003476001.1	+	XM_027359955.1	+	DE	1_U	3.150	1-acylglycerol-3-phosphate O-acyltransferase Pnpla3-like%2C transcript variant X2
NW_020869308.1	XR_003476001.1	+	XM_027359956.1	-	not DE	2_U	28.939	STI1-like protein
NW_020869308.1	XR_003476001.1	+	XM_027359950.1	-	not DE	3_U	96.680	H2.0-like homeobox protein
NW_020869308.1	XR_003476001.1	+	XM_027359945.1	+	not DE	4_U	124.942	F-box/WD repeat-containing protein 7-like
NW_020869308.1	XR_003476001.1	+	XM_027359951.1	-	not DE	5_U	681.261	protein kinase C-binding protein 1-like
NW_020869308.1	XR_003476001.1	+	XM_027359946.1	-	DE	1_D	121.548	uncharacterized LOC113808519
NW_020869308.1	XR_003476001.1	+	XM_027359957.1	-	not DE	2_D	164.834	cytochrome P450 2L1-like
NW_020869308.1	XR_003476001.1	+	XM_027359958.1	-	not DE	3_D	338.335	probable ATP-dependent RNA helicase DHX34
NW_020869308.1	XR_003476001.1	+	XM_027359947.1	-	not DE	4_D	343.921	anaphase-promoting complex subunit 11-like
NW_020869308.1	XR_003476001.1	+	XM_027359948.1	-	not DE	5_D	367.964	cubilin-like
NW_020871102.1	XR_003477514.1	+	XM_027377180.1	+	DE	1_U	6.384	beta-galactosidase-1-like protein 2
NW_020871102.1	XR_003477514.1	+	XM_027377163.1	+	not DE	2_U	122.415	poly(A) polymerase type 3-like%2C transcript variant X3
NW_020871102.1	XR_003477514.1	+	XM_027377174.1	+	not DE	3_U	149.814	cuticle protein 19-like
NW_020871102.1	XR_003477514.1	+	XM_027377182.1	-	DE	4_U	169.577	transcription termination factor 2-like
NW_020871102.1	XR_003477514.1	+	XM_027377181.1	-	DE	5_U	191.757	uncharacterized LOC113824439
NW_020871102.1	XR_003477514.1	+	XM_027377164.1	+	DE	1_D	4.535	uncharacterized LOC113824426
NW_020871102.1	XR_003477514.1	+	XM_027377173.1	+	DE	2_D	27.842	uncharacterized LOC113824431
NW_020872476.1	XR_003477869.1	+	XM_027382167.1	+	DE	1_D	15.501	galactosylceramide sulfotransferase-like%2C transcript variant X1
NW_020872476.1	XR_003477869.1	+	XM_027382172.1	+	DE	2_D	38.391	galactosylceramide sulfotransferase-like
NW_020872476.1	XR_003477869.1	+	XM_027382173.1	+	not DE	3_D	48.674	galactosylceramide sulfotransferase-like
NW_020872476.1	XR_003477869.1	+	XM_027382165.1	+	DE	4_D	282.509	myoneurin-like%2C transcript variant X1
NW_020871785.1	XR_003477689.1	-	XM_027379600.1	+	not DE	1_U	171.915	uncharacterized LOC113826721
NW_020871785.1	XR_003477689.1	-	XM_027379594.1	+	not DE	2_U	176.579	uncharacterized LOC113826710
NW_020871785.1	XR_003477689.1	-	XM_027379601.1	+	not DE	3_U	215.719	vitellogenin-like
NW_020871785.1	XR_003477689.1	-	XM_027379593.1	-	not DE	4_U	234.568	extensin-like
NW_020871785.1	XR_003477689.1	-	XM_027379602.1	-	not DE	5_U	353.095	protein odd-skipped-related 1-like
NW_020871785.1	XR_003477689.1	-	XM_027379595.1	-	not DE	1_D	35.539	BDNF/NT-3 growth factors receptor-like
NW_020871785.1	XR_003477689.1	-	XM_027379596.1	+	not DE	2_D	63.338	filaggrin-2-like
NW_020871785.1	XR_003477689.1	-	XM_027379597.1	+	not DE	3_D	90.177	vitellogenin-like
NW_020871785.1	XR_003477689.1	-	XM_027379599.1	+	not DE	4_D	161.750	vitellogenin-like
NW_020869988.1	XR_003476507.1	+	XM_027366531.1	+	not DE	1_U	23.050	protein misato homolog 1-like
NW_020869988.1	XR_003476507.1	+	XM_027366530.1	+	not DE	2_U	44.768	putative lysozyme-like protein
NW_020869988.1	XR_003476507.1	+	XM_027366528.1	+	not DE	3_U	88.330	DNA replication complex GINS protein SLD5-like
NW_020869988.1	XR_003476507.1	+	XM_027366527.1	-	DE	4_U	141.802	peroxiredoxin 1-like
NW_020869988.1	XR_003476507.1	+	XM_027366526.1	+	DE	5_U	153.815	hydroxyacylglutathione hydrolase%2C mitochondrial-like%2C transcript variant X5
NW_020869988.1	XR_003476507.1	+	XM_027366532.1	+	DE	1_D	0.336	gamma-butyrobetaine dioxygenase-like
NW_020869988.1	XR_003476507.1	+	XM_027366533.1	+	DE	2_D	52.256	probable nuclear hormone receptor HR3%2C transcript variant X1
NW_020869988.1	XR_003476507.1	+	XM_027366537.1	-	DE	3_D	150.938	uncharacterized LOC113814501
NW_020872656.1	XR_003477976.1	-	XM_027383786.1	-	DE	1_U	11.306	uncharacterized LOC113830582
NW_020872656.1	XR_003477976.1	-	XM_027383784.1	-	DE	2_U	Overlap: 1152 bases	uncharacterized LOC113830581
NW_020872656.1	XR_003477976.1	-	XM_027383783.1	-	not DE	3_U	23.512	uncharacterized LOC113830580
NW_020870491.1	XR_003476973.1	-	XM_027371398.1	+	not DE	1_U	7.361	frizzled-10-B-like
NW_020870491.1	XR_003476973.1	-	XM_027371386.1	+	not DE	2_U	154.081	vacuolar protein sorting-associated protein 4B-like
NW_020870491.1	XR_003476973.1	-	XM_027371385.1	-	DE	3_U	176.127	cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1-like
NW_020870491.1	XR_003476973.1	-	XM_027371384.1	+	DE	4_U	197.432	transmembrane protein 59-like%2C transcript variant X2
NW_020870491.1	XR_003476973.1	-	XM_027371382.1	+	not DE	5_U	257.501	neurofilament medium polypeptide-like%2C transcript variant X2
NW_020870491.1	XR_003476973.1	-	XM_027371387.1	+	DE	1_D	131.946	RNA exonuclease 4-like%2C transcript variant X5
NW_020870491.1	XR_003476973.1	-	XM_027371389.1	+	not DE	2_D	148.070	RNA exonuclease 4-like%2C transcript variant X1
NW_020870491.1	XR_003476973.1	-	XM_027371392.1	-	not DE	3_D	196.839	uncharacterized LOC113819153
NW_020870491.1	XR_003476973.1	-	XM_027371408.1	+	DE	4_D	223.240	retinal homeobox protein Rx-like
NW_020870491.1	XR_003476973.1	-	XM_027371409.1	+	not DE	5_D	231.399	leucine-rich repeat extensin-like protein 3
NW_020872437.1	XR_003477847.1	+	XM_027381903.1	+	DE	1_U	0.023	golgin subfamily A member 6-like protein 1
NW_020872437.1	XR_003477847.1	+	XM_027381843.1	+	not DE	2_U	12.549	PAX3- and PAX7-binding protein 1-like
NW_020872437.1	XR_003477847.1	+	XM_027381842.1	+	DE	3_U	13.431	ankyrin repeat domain-containing protein 6-like
NW_020872437.1	XR_003477847.1	+	XM_027381841.1	+	DE	4_U	35.824	vicilin-like seed storage protein At2g18540
NW_020872437.1	XR_003477847.1	+	XM_027381904.1	+	DE	5_U	39.252	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
NW_020872437.1	XR_003477847.1	+	XM_027381845.1	+	DE	1_D	20.969	golgin subfamily A member 6-like protein 2
NW_020872437.1	XR_003477847.1	+	XM_027381867.1	+	not DE	2_D	38.351	oxysterol-binding protein-related protein 9-like
NW_020872437.1	XR_003477847.1	+	XM_027381846.1	-	not DE	3_D	63.267	extensin-like
NW_020872437.1	XR_003477847.1	+	XM_027381893.1	+	DE	4_D	78.475	uncharacterized LOC113828836%2C transcript variant X1
NW_020872437.1	XR_003477847.1	+	XM_027381880.1	+	DE	5_D	88.351	octapeptide-repeat protein T2-like%2C transcript variant X10
NW_020869969.1	XR_003476449.1	-	XM_027366283.1	+	not DE	1_U	67.310	putative nuclease HARBI1
NW_020869969.1	XR_003476449.1	-	XM_027366284.1	-	DE	1_D	3.133	proto-oncogene tyrosine-protein kinase ROS-like
NW_020869969.1	XR_003476449.1	-	XM_027366285.1	+	not DE	2_D	258.543	exportin-1-like
NW_020869565.1	XR_003476170.1	+	XM_027362499.1	-	not DE	1_D	5.627	aconitate hydratase%2C mitochondrial-like
NW_020869565.1	XR_003476170.1	+	XM_027362500.1	+	DE	2_D	25.478	T-complex protein 1 subunit theta-like
NW_020872596.1	XR_003477935.1	+	XM_027383173.1	+	DE	1_U	9.787	phospholipid phosphatase 2-like
NW_020872596.1	XR_003477935.1	+	XM_027383174.1	-	not DE	1_D	7.858	ESX-1 secretion-associated protein EspI-like
NW_020872596.1	XR_003477935.1	+	XM_027383175.1	+	DE	2_D	29.402	uncharacterized LOC113830005
NW_020872596.1	XR_003477935.1	+	XM_027383177.1	-	DE	3_D	41.143	uncharacterized LOC113830010
NW_020872596.1	XR_003477935.1	+	XM_027383185.1	-	not DE	4_D	88.344	protein kinase C iota type-like%2C transcript variant X1
NW_020872596.1	XR_003477935.1	+	XM_027383180.1	+	DE	5_D	184.574	F-actin-capping protein subunit beta%2C transcript variant X2
NW_020868439.1	XR_003476181.1	-	XM_027362703.1	-	not DE	1_U	98.049	potassium voltage-gated channel protein Shaw-like
NW_020868439.1	XR_003476181.1	-	XM_027362689.1	+	not DE	2_U	152.428	sideroflexin-1-like%2C transcript variant X1
NW_020868439.1	XR_003476181.1	-	XM_027362843.1	-	not DE	3_U	167.826	transmembrane protein 131-like
NW_020868439.1	XR_003476181.1	-	XM_027362830.1	-	not DE	4_U	289.219	PR domain zinc finger protein 4-like
NW_020868439.1	XR_003476181.1	-	XM_027362821.1	-	not DE	5_U	305.457	zinc finger protein PLAG1-like
NW_020868439.1	XR_003476181.1	-	XM_027362713.1	-	DE	1_D	3.245	uncharacterized LOC113811033
NW_020868439.1	XR_003476181.1	-	XM_027362728.1	-	not DE	2_D	9.324	uncharacterized LOC113811049
NW_020868439.1	XR_003476181.1	-	XM_027362735.1	-	not DE	3_D	13.312	classical arabinogalactan protein 7-like
NW_020868439.1	XR_003476181.1	-	XM_027362854.1	+	not DE	4_D	15.979	putative protein TPRXL
NW_020868439.1	XR_003476181.1	-	XM_027362744.1	+	not DE	5_D	24.074	uncharacterized LOC113811071
NW_020869633.1	XR_003476225.1	+	XM_027363099.1	-	DE	1_U	6.121	glycosyltransferase 25 family member-like
NW_020869633.1	XR_003476225.1	+	XM_027363098.1	+	not DE	2_U	21.432	CAAX prenyl protease 2-like
NW_020869633.1	XR_003476225.1	+	XM_027363097.1	-	DE	3_U	46.186	protein dimmed-like
NW_020869633.1	XR_003476225.1	+	XM_027363096.1	+	DE	4_U	49.671	WD repeat-containing protein 62-like
NW_020869633.1	XR_003476225.1	+	XM_027363081.1	-	not DE	5_U	108.902	proline-rich receptor-like protein kinase PERK10
NW_020869721.1	XR_003476285.1	-	XM_027363943.1	-	DE	1_D	0.563	ubiquitin carboxyl-terminal hydrolase 29-like
NW_020869721.1	XR_003476285.1	-	XM_027363944.1	+	DE	2_D	32.613	seipin-like%2C transcript variant X1
NW_020869721.1	XR_003476285.1	-	XM_027363946.1	-	DE	3_D	58.512	trichohyalin-like
NW_020872851.1	XR_003475373.1	-	XM_027352316.1	-	DE	1_U	39.028	ATP-binding cassette sub-family A member 5-like%2C transcript variant X2
NW_020872851.1	XR_003475373.1	-	XM_027352314.1	-	not DE	2_U	122.830	gastrula zinc finger protein XlCGF9.1-like
NW_020872851.1	XR_003475373.1	-	XM_027352311.1	-	not DE	3_U	124.305	protein krueppel-like%2C transcript variant X1
NW_020872851.1	XR_003475373.1	-	XM_027352310.1	-	not DE	4_U	125.917	protein krueppel-like
NW_020872851.1	XR_003475373.1	-	XM_027352321.1	-	not DE	5_U	128.843	zinc finger protein 572-like
NW_020872851.1	XR_003475373.1	-	XM_027352320.1	-	not DE	1_D	46.866	E3 ubiquitin-protein ligase SH3RF1-like%2C transcript variant X2
