ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	Expression
XM_027373953.1	-17.7936599303822	2.51320822759196	-59.6026881430298	3.96084248132605e-16	9.96722571490806e-13	20.4153792290716	77580	90983	102273	129016	121581	0	0	0	0	0	2369.63277528615	2484.03455072602	2745.67774673675	2658.98917671362	3471.83515574667	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027375755.1	-19.6568704554517	3.44248488333239	-54.9219846154094	1.04672454247792e-15	9.96722571490806e-13	20.0658005728608	404987	341981	327743	337711	463306	0	0	0	0	0	12370.0756479094	9336.82797546612	8798.77056259955	6960.14365549337	13230.044650631	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378195.1	-18.69860106992	2.96426325699647	-57.5561366815005	5.99951556174684e-16	9.96722571490806e-13	20.265208838664	160048	215876	228198	178249	183655	0	0	0	0	0	4888.56646582879	5893.88613996603	6126.3302186289	3673.66963601434	5244.4040230682	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378196.1	-18.4838948061539	2.856613074943	-54.8158390581418	1.07105619692853e-15	9.96722571490806e-13	20.1234617767653	149432	194888	190920	147472	149261	0	0	0	0	0	4564.30735855323	5320.86791512581	5125.54433141671	3039.36296171258	4262.25797766019	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378197.1	-18.4917449916904	2.86046530520751	-57.623337125265	5.91690288016242e-16	9.96722571490806e-13	20.2798502106394	174145	170297	181944	155391	149917	0	0	0	0	0	5319.15054978353	4649.47992355702	4884.56965134759	3202.57167451096	4280.99054164774	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378198.1	-18.3623078074913	2.79595672324966	-55.8980521662048	8.49081838559216e-16	9.96722571490806e-13	20.1924764100163	134443	171149	179145	138495	140796	0	0	0	0	0	4106.47769022681	4672.74138379925	4809.42614315759	2854.34911971347	4020.53365730261	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378199.1	-18.1722795878402	2.70083382872731	-56.1235279389424	8.09430040004145e-16	9.96722571490806e-13	20.2149098287119	120120	141912	152197	120832	132608	0	0	0	0	0	3668.99057704785	3874.50744823352	4085.9651718449	2490.31887673358	3786.71927631172	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378201.1	-18.0393214116774	2.63431896764709	-55.0067427080349	1.02772555009949e-15	9.96722571490806e-13	20.1571711298727	110013	126197	142397	109339	121281	0	0	0	0	0	3360.27855771533	3445.45363637131	3822.86893023646	2253.45087115312	3463.2684344109	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003476619.1	-17.6434050084485	2.4370597581703	-55.0728035846644	1.0131767688278e-15	9.96722571490806e-13	20.1799745123133	70423	96215	106374	91270	101538	0	0	0	0	0	2151.02666839361	2626.87957418533	2855.77546988331	1881.05306441567	2899.49250330402	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003477587.1	-18.0306347139927	2.63045185583757	-59.9753729184812	3.67800567744157e-16	9.96722571490806e-13	20.4214277270642	103750	130918	125019	119587	125682	0	0	0	0	0	3168.97912394867	3574.34724412196	3356.329492821	2464.65972186125	3588.94223640662	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027366999.1	-16.5690583268538	1.90096563192909	-53.8317964812097	1.32817808150866e-15	9.98953797258943e-13	20.1494029076226	32066	55673	42383	53198	40379	0	0	0	0	0	979.435996034102	1519.99445547596	1137.83755184598	1096.39816939613	1153.05213605658	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027376192.1	-17.4910151243384	2.36106306504533	-53.9736490260265	1.28730662092221e-15	9.98953797258943e-13	20.1202208996744	64521	78203	82298	89164	106530	0	0	0	0	0	1970.75375475944	2135.11264709261	2209.41780529506	1837.64890364368	3042.0427463312	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003476627.1	-19.1790479228669	3.20674995917285	-53.7194796449314	1.36153702737515e-15	9.98953797258943e-13	20.0196638344607	154173	312254	336530	341064	250830	0	0	0	0	0	4709.11825037627	8525.21597004277	9034.67124372337	7029.24819066359	7162.63570883557	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027360709.1	-19.6180841144408	3.42538196806743	-53.0650493852782	1.57488467456961e-15	1.07386347922417e-12	19.9543696202658	337194	260270	282969	511943	496181	0	0	0	0	0	10299.3806912843	7105.93926906631	7596.74289711217	10551.0238737389	14168.8145303422	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027373306.1	-14.928932732078	1.08018394075906	-53.0198328057127	1.59090885810988e-15	1.07386347922417e-12	20.1479926837578	13666	13280	14489	15243	13713	0	0	0	0	0	417.419457425374	362.572995324857	388.979739251502	314.154616641701	391.584832257952	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027353285.1	-20.1814259805839	3.70741848275394	-52.2726349635434	1.88296053755914e-15	1.1765126877723e-12	19.8761283913587	328298	467183	533102	668455	815234	0	0	0	0	0	10027.6579126178	12755.1159393715	14311.9523055045	13776.6990925165	23279.6083381448	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027353517.1	-16.0615002189576	1.64587421025512	-51.9388640033894	2.03176554769337e-15	1.1765126877723e-12	20.0422539897369	31397	30757	29623	30448	31842	0	0	0	0	0	959.001807755339	839.733254307729	795.275506649681	627.526062291315	909.271802578409	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027366982.1	-15.8274023031227	1.53003030662666	-51.6692108790041	2.16129738198171e-15	1.1765126877723e-12	20.0307986241599	19454	30556	30380	30447	22597	0	0	0	0	0	594.210312070337	834.245515447767	815.59834898617	627.505452528365	645.274006747827	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027376152.1	-19.0962395487596	3.16175816694689	-52.0643778345453	1.97436391804527e-15	1.1765126877723e-12	19.917720639925	262917	271918	262609	200355	269743	0	0	0	0	0	8030.63599355386	7423.95510111029	7050.14703189299	4129.26905577957	7702.71037758017	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027376193.1	-16.4070462240843	1.8187590004897	-51.7924057886293	2.10104166706193e-15	1.1765126877723e-12	20.0204018198895	32754	40297	42154	37835	43671	0	0	0	0	0	1000.45052747773	1100.19608378056	1131.68969069003	779.77038120047	1247.05762484774	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027380768.1	-17.6808692070374	2.45488927855626	-51.9350102887348	2.03355635054129e-15	1.1765126877723e-12	19.9787521145372	109605	84834	86966	91765	101858	0	0	0	0	0	3347.81645185922	2316.15342510459	2334.73752527753	1891.25489707575	2908.6303393955	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378200.1	-18.208239401746	2.71874121211686	-51.2876712984744	2.36010217355747e-15	1.24458513058695e-12	19.9092644933796	116534	157863	170589	117444	127698	0	0	0	0	0	3559.45844077334	4310.00457537409	4579.72701630026	2420.49299986013	3646.51060378298	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003476415.1	-18.7953018613435	3.01525786082902	-49.7834605845717	3.36043142464244e-15	1.71840243305579e-12	19.7710701902901	110638	211695	267097	279844	209945	0	0	0	0	0	3379.36879340176	5779.73571124215	7170.63437192755	5767.51850288527	5995.13436945933	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027353111.1	-16.2998877196003	1.76475858597877	-49.4324083329313	3.6548686383111e-15	1.81399730210294e-12	19.8507464350329	38287	38982	36569	33545	34534	0	0	0	0	0	1169.45256596263	1064.29371263205	981.751679528481	691.354498146419	986.143848698033	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027380767.1	-18.1499854391385	2.6898147335949	-49.1871009041481	3.87715876935261e-15	1.86934440665215e-12	19.7570219759368	150576	100583	108284	142916	164322	0	0	0	0	0	4599.25012595369	2746.13551120182	2907.05239044169	2945.46488171392	4692.33594445353	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027356357.1	-16.604987011012	1.91726273441335	-48.9077229465615	4.14831341408494e-15	1.94452191285232e-12	19.7989935119636	39636	47239	48666	39876	50080	0	0	0	0	0	1210.65693066824	1289.72784082462	1306.51445858331	821.83490738073	1430.07134831753	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027356379.1	-15.9794400297799	1.60589528924862	-48.2241770698162	4.90238380497417e-15	2.17704543970893e-12	19.7640775431958	20028	32090	27416	33661	35443	0	0	0	0	0	611.742784524761	876.127064757129	736.02515917725	693.74523064858	1012.10101434541	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027382375.1	-16.9462692049207	2.08843741428206	-48.2300410752608	4.89531585267771e-15	2.17704543970893e-12	19.731658247395	47187	54328	49656	59598	78566	0	0	0	0	0	1441.2975221375	1483.27301882597	1333.09254829682	1228.30065227397	2243.51009488648	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027356393.1	-14.6987481828506	0.965809440630477	-47.9348196906344	5.26526610695226e-15	2.27824014243127e-12	19.7740411478492	10605	14060	12615	15045	8790	0	0	0	0	0	323.923119127476	383.868698363516	338.669294682704	310.073883577668	251.004935138001	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027383523.1	-17.6640200653805	2.44605036146555	-47.3501339612885	6.09054549105176e-15	2.56944887903746e-12	19.6292693624123	116465	87486	102018	81866	83541	0	0	0	0	0	3557.35087875356	2388.55881543603	2738.83187514388	1687.23885363705	2385.5748903713	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027367725.1	-15.1309872385987	1.18093297518779	-46.8146819913704	6.97026403562626e-15	2.86885867319983e-12	19.6665029872442	13845	18518	15509	15679	17725	0	0	0	0	0	422.88690092597	505.581831884466	416.363225622993	323.140473287754	506.150452254956	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027366993.1	-17.5258711250776	2.37780780507506	-46.6106995452877	7.34082985572899e-15	2.94944056703397e-12	19.5707215931192	100935	58068	86998	90841	95634	0	0	0	0	0	3082.99670241696	1585.383184678	2335.59661504604	1872.21147611026	2730.8994274161	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027353078.1	11.8678619924004	-0.301180129209783	46.4930818241252	7.56416176217959e-15	2.96849371480885e-12	19.6795828628297	0	0	0	0	0	2289	2524	1919	1605	2143	0	0	0	0	0	50.3084690580925	48.5016043969878	46.568495270732	52.9555391873966	49.9795727781386	Down_ovary_Up_hemocyte
XM_027367829.1	-19.2615839259115	3.24865232877218	-46.2413615671671	8.0672624801997e-15	3.09397850803113e-12	19.4582588318532	144054	245334	360340	410639	354355	0	0	0	0	0	4400.03969851857	6698.15385805938	9673.88772461081	8463.17244788634	10118.8684631202	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027376677.1	14.0055187074268	4.63748278145786	44.8965134191487	1.14481448055257e-14	4.29305430207213e-12	19.5772678624534	8	4	10	9	5	152863	172423	127307	114529	108884	0.244355016786404	0.109208733531584	0.268465552661675	0.18548786654696	0.142778688929466	3359.67824623294	3313.30908674399	3089.36708047476	3778.78189881205	2539.41941314738	Down_ovary_Up_hemocyte
XM_027373949.1	-17.7532446302882	2.95689809140833	-44.2757389320833	1.35029110658153e-14	4.8776671081685e-12	19.3223804577458	110247	131714	143854	156831	149727	0	0	0	0	2	3367.42594195633	3596.07978209475	3861.98436125927	3232.24973315847	4275.56495146842	0	0	0	0	0.0466444916268209	Up_ovary_Down_hemocyte
XM_027377294.1	-14.0582977539489	0.644587512135644	-44.2530523611066	1.3585206167936e-14	4.8776671081685e-12	19.4493408133287	8442	6614	6959	8505	8121	0	0	0	0	0	257.855631463852	180.576640894473	186.82517809726	175.286033886877	231.901146559238	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027352222.1	-12.874230868619	0.0535181173138971	-44.0398031097313	1.43858741904567e-14	5.02550097012174e-12	19.450071618095	3045	3029	2908	4366	3808	0	0	0	0	0	93.0076282643249	82.6983134667917	78.0697827140152	89.9822250382252	108.740249488681	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027367828.1	-16.6936683768338	1.9641273362379	-43.9868385992193	1.4592565779909e-14	5.02550097012174e-12	19.35238015874	26158	52155	59434	63746	48717	0	0	0	0	0	798.979816137343	1423.94537433494	1595.5981656894	1313.78994898917	1391.14987771536	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027373948.1	-17.56995046511	2.86553294849063	-43.8524559029022	1.51315675545925e-14	5.10690404967496e-12	19.2877239696843	97389	115090	114191	148760	136757	0	0	0	0	2	2974.68634122638	3142.20828553749	3065.63499239894	3065.90833639175	3905.19703238539	0	0	0	0	0.0466444916268209	Up_ovary_Down_hemocyte
XM_027364776.1	-15.2503140289243	1.24211550596563	-43.4721076418965	1.67775345499013e-14	5.44463260633817e-12	19.3399328330138	11974	13819	18644	25413	21540	0	0	0	0	0	365.738371375049	377.288872168238	500.527176382428	523.755905839766	615.090591908138	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027367820.1	11.4812097498065	-0.495197427378797	43.5097569519806	1.66062630947198e-14	5.44463260633817e-12	19.3736192328646	0	0	0	0	0	1726	1995	1412	1125	1816	0	0	0	0	0	37.9346516357657	38.3362522868425	34.2650939667918	37.1183685892967	42.3531983971534	Down_ovary_Up_hemocyte
XM_027373950.1	-17.4239470149697	2.79280110780595	-43.2546081372328	1.78051897583464e-14	5.56412179948326e-12	19.2320322341926	83526	97523	105133	140586	130635	2	0	0	0	0	2551.24964151264	2662.59083005016	2822.45889479799	2897.44413404121	3730.37880566015	0.0439567226370402	0	0	0	0	Up_ovary_Down_hemocyte
XM_027378554.1	-15.9560670224397	1.59293208073135	-43.2906027298747	1.76305146625334e-14	5.56412179948326e-12	19.3027665926411	27634	32796	22887	26785	34586	0	0	0	0	0	844.063316734434	895.402406225454	614.437110376777	552.032500606702	987.6287470629	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027373955.1	-17.4744437547889	2.8176280364923	-43.1064251457463	1.8544297363796e-14	5.6897276002556e-12	19.2143970568097	85285	114944	124924	128407	118799	0	0	0	0	2	2604.97720082855	3138.22216676359	3353.77907007072	2646.43783107727	3392.39309322632	0	0	0	0	0.0466444916268209	Up_ovary_Down_hemocyte
XM_027367006.1	-18.9660200637171	3.09588440138022	-42.8912072129556	1.967759593215e-14	5.92963270276841e-12	19.1472778323609	328333	223476	253741	170828	202079	0	0	0	0	0	10028.7269658163	6101.38273367604	6812.07177979262	3520.7245851649	5770.5149360355	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003477394.1	-17.9758006018391	2.60511160160401	-42.8219911877468	2.00578495321492e-14	5.93817913780733e-12	19.1824976671488	78400	99357	86612	177323	178970	0	0	0	0	0	2394.67916450675	2712.66303437439	2325.2338447133	3654.58499552295	5110.62039154129	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027369772.1	12.2918081924121	5.75671759632448	42.7205348198803	2.06296826040296e-14	6.00217058522413e-12	20.2382336019158	22	14	44	41	32	166722	187771	152170	110198	199896	0.67197629616261	0.382230567360543	1.18124843171137	0.84500028093615	0.91378360914858	3664.27635574631	3608.23881110412	3692.71908564215	3635.88442826961	4662.0236491175	Down_ovary_Up_hemocyte
XM_027375757.1	-14.6618138081576	0.946479259052086	-42.6525590861043	2.10226788726625e-14	6.01284247417254e-12	19.2652290975456	10146	14339	13622	11170	9828	0	0	0	0	0	309.903250039356	391.486007527344	365.703775835734	230.211052147727	280.645790959758	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027375221.1	-13.6591013812947	0.444965273661734	-42.3806850442729	2.26775498798645e-14	6.37806090371189e-12	19.259270027119	5968	6144	6561	5916	4726	0	0	0	0	0	182.288842522657	167.744614704512	176.140249101325	121.927357610202	134.954416776131	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027353075.1	11.4780155796037	-0.495236105325304	41.8461705533025	2.63576720252989e-14	7.07664349381784e-12	19.1899057048538	0	0	0	0	0	1569	1833	1481	1286	1813	0	0	0	0	0	34.4840489087581	35.2232333041516	35.939521363186	42.4304195607427	42.2832316597132	Down_ovary_Up_hemocyte
XM_027353452.1	10.8216233424706	-0.825890773010717	41.9445421892651	2.56345469737334e-14	7.07664349381784e-12	19.16576983784	0	0	0	0	0	1128	1344	978	688	983	0	0	0	0	0	24.7915915672907	25.8265278563992	23.7331883141094	22.6999445239432	22.9257676345825	Down_ovary_Up_hemocyte
XM_027372262.1	-13.2992692596757	0.265023996343462	-41.837899844523	2.64194690435866e-14	7.07664349381784e-12	19.2048338019682	4810	4233	4503	4534	4648	0	0	0	0	0	146.918453842825	115.570142259798	120.890038363552	93.4446652137684	132.727069228831	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027354978.1	-15.1895724215994	1.2096679596019	-41.4300922346953	2.9670121575263e-14	7.75667780787113e-12	19.1143449037078	17730	19302	18057	14349	15209	0	0	0	0	0	541.551805952867	526.986743656656	484.768248441187	295.729488564703	434.304215985649	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003476972.1	10.1993050490438	6.33531121589138	41.405730556379	2.98775737784666e-14	7.75667780787113e-12	21.1870715908036	53	86	108	127	83	125470	144991	109886	63709	166528	1.61885198620992	2.34798777092905	2.8994279687461	2.6174398946071	2.37012623622913	2757.62499463472	2786.17120567498	2666.6105634808	2102.02146173822	3883.80695081562	Down_ovary_Up_hemocyte
XM_027369740.1	10.6609097090556	-0.906132720846882	41.2327403344988	3.13966560123369e-14	8.0275540940634e-12	19.0714429555003	0	0	0	0	0	1005	1161	931	611	866	0	0	0	0	0	22.0882531251127	22.309969375952	22.592636319464	20.1593984071647	20.1970648744135	Down_ovary_Up_hemocyte
XM_027352223.1	-13.1396400582591	0.186079806997901	-40.8703598194173	3.48571610290419e-14	8.40306560521545e-12	19.0921858037077	2872	4203	3875	4877	4900	0	0	0	0	0	87.7234510263189	114.751076758311	104.030401656399	100.513813905503	139.923115150876	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027356425.1	-11.4491605550387	-0.658544726839675	-40.9312055932015	3.42483737931937e-14	8.40306560521545e-12	19.0673783915767	982	1298	1371	1450	1263	0	0	0	0	0	29.994578310531	35.4382340309989	36.8066272699157	29.8841562770102	36.065896823583	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027367726.1	-15.2578149931925	1.24391928727784	-40.8790349701129	3.47696505257618e-14	8.40306560521545e-12	19.0471585695822	14999	21714	18787	14866	18799	0	0	0	0	0	458.135112097408	592.839609976201	504.36623378549	306.384736009678	536.819314637005	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027368866.1	-12.0290502834549	-0.369119766203259	-40.8740191866063	3.48202181339945e-14	8.40306560521545e-12	19.0837748509025	1485	2247	1981	2271	1586	0	0	0	0	0	45.3583999909762	61.3480060613671	53.1830259822779	46.8047716586829	45.2894001284265	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027357446.1	10.8320509423099	-0.819421778822834	40.2780920778027	4.14351868710608e-14	9.76450128245328e-12	18.967884349785	0	0	0	0	0	1157	1365	931	777	918	0	0	0	0	0	25.4289640455278	26.2300673541554	22.592636319464	25.6364199056742	21.4098216567108	Down_ovary_Up_hemocyte
XM_027361316.1	-12.3554897951696	-0.205646466066289	-40.1905584712125	4.25165051173537e-14	9.76450128245328e-12	19.0065308368605	2072	2750	2625	2546	1942	0	0	0	0	0	63.2879493476785	75.0810043029637	70.4722075736898	52.47245646984	55.4552427802045	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027369058.1	-15.8953740485314	1.56232920621434	-40.1664909279291	4.28191463645359e-14	9.76450128245328e-12	18.9441867138196	28622	32010	33544	22532	22445	0	0	0	0	0	874.241161307555	873.942890086498	900.540849848324	464.379178781789	640.933534604371	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027370449.1	-13.0043468101243	0.118481020739426	-40.1779022696324	4.26753626634853e-14	9.76450128245328e-12	19.0074950272836	3430	3076	3147	4675	4507	0	0	0	0	0	104.767213447171	83.9815160857878	84.4861094226293	96.3506417896708	128.70071020102	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027376155.1	-20.5640959432004	3.89845553899292	-40.0624529625523	4.41545014459372e-14	9.93476282533587e-12	18.7698495894186	584317	505017	432356	921398	1424807	0	0	0	0	0	17847.5987929476	13788.0667454799	11607.2692486591	18989.7943622929	40686.415087505	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027376169.1	13.6372710605884	5.29125276943841	39.912058652662	4.61652349446737e-14	1.00974585628736e-11	19.349087740722	10	5	13	23	20	202498	230781	183820	108069	233970	0.305443770983004	0.136510916914479	0.349005218460178	0.474024547842231	0.571114755717863	4450.57421027769	4434.72613484201	4460.77165224906	3565.63997784596	5456.70585296364	Down_ovary_Up_hemocyte
XR_003476577.1	-17.4969631766662	2.3640331087363	-39.9386275432287	4.58029218134176e-14	1.00974585628736e-11	18.8660300339848	86468	54263	64733	104608	126726	0	0	0	0	0	2641.11119893584	1481.49837690608	1737.85806204482	2155.94608263826	3618.75442665509	0	0	0	0	0	Up_ovary_Down_hemocyte
XR_003477486.1	-18.3906010085518	3.27388784771018	-39.8752231088392	4.66726973572826e-14	1.00974585628736e-11	18.8046422786581	240478	242646	236873	186819	170964	0	0	0	0	2	7345.25071584509	6624.76558912616	6359.22408556291	3850.29530449294	4882.00315482743	0	0	0	0	0.0466444916268209	Up_ovary_Down_hemocyte
XM_027360707.1	-17.1999152917172	2.99637092410931	-39.7155963599749	4.89426871689543e-14	1.02171055983865e-11	18.8198566428215	132080	127826	107914	122556	96269	2	0	1	0	0	4034.30132714352	3489.92889310205	2897.11916499321	2525.8501080588	2749.03232091015	0.0439567226370402	0	0.0242670637158582	0	0	Up_ovary_Down_hemocyte
XM_027369737.1	11.1578846393242	-0.658015662222227	39.6676564320619	4.96475649817891e-14	1.02171055983865e-11	18.9091057968424	0	0	0	0	0	1528	1729	1309	839	1107	0	0	0	0	0	33.5829360946987	33.2247519819302	31.7655864040584	27.6820544412621	25.8177261154454	Down_ovary_Up_hemocyte
XM_027376661.1	12.9962092257118	7.48537182456292	39.6868555823801	4.93639615420219e-14	1.02171055983865e-11	20.6056200551955	74	64	177	53	53	778965	879286	670791	552957	529657	2.26028390527423	1.74733973650534	4.75184028211166	1.0923174363321	1.51345410265234	17120.374224481	16896.5062297186	16278.1279370243	18244.3215466949	12352.7907507935	Down_ovary_Up_hemocyte
XM_027383770.1	-20.3252377441868	4.41301143977459	-39.6943585706442	4.92536072542011e-14	1.02171055983865e-11	18.724341797455	737246	968428	1048250	857210	1026817	0	0	0	0	4	22518.7198382136	26440.1988491311	28141.9015577601	17666.8948980799	29321.5170060974	0	0	0	0	0.0932889832536418	Up_ovary_Down_hemocyte
XM_027367305.1	-11.0849153169048	-0.842410303921123	-39.5754431715904	5.1034528013002e-14	1.03759959062579e-11	18.8758698603696	731	1050	1028	1338	847	0	0	0	0	0	22.3279396588576	28.6672925520407	27.5982588136202	27.575862826648	24.1867099046515	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027375756.1	-17.2279072300225	2.22743999229802	-39.2081836046691	5.69896854557728e-14	1.14488207388829e-11	18.7817745255447	62473	75644	73275	49128	91828	0	0	0	0	0	1908.19887046212	2065.24635981578	1967.18133712843	1012.516434191	2622.21628940299	0	0	0	0	0	Up_ovary_Down_hemocyte
XM_027363492.1	12.9754654710411	5.37881917006892	39.1056677907322	5.87834317284067e-14	1.16702401225513e-11	19.4333409576146	32	24	12	17	9	185258	207259	156540	117760	127805	0.977420067145614	0.655252401189501	0.322158663194011	0.350365970144258	0.257001640073038	4071.6672611464	3982.7234650219	3798.76615408045	3885.38585340051	2980.69962618292	Down_ovary_Up_hemocyte
XM_027359731.1	13.2047201357342	4.2538162514223	38.7323762530472	6.58502891341345e-14	1.29212049899828e-11	18.8891656201743	10	8	6	8	4	100932	113018	84100	47327	61002	0.305443770983004	0.218417467063167	0.161079331597005	0.164878103597298	0.114222951143573	2218.31996460087	2171.77271225783	2040.86005850368	1561.51202686724	1422.70363910966	Down_ovary_Up_hemocyte
