ID	logFC	logCPM	PValue	FDR	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	Expression
XM_027350690.1	7.59082631831959	4.82145033228114	0.000112857398425408	0.000369330248894923	0	2	166	2	0	3737	722	451	946	745	0	0.0172084552419573	1.42172639529205	0.0142159945235728	0	49.0556838824434	73.2827524114588	35.1347361918421	89.1777222070366	35.2222290415301	Down_ovary_Up_muscle
XM_027350694.1	-1.52453858608608	1.97219894436271	0.00865533136447417	0.0167890026680246	538	707	517	932	689	262	6	8	8	91	5.14495392729258	6.08318892803191	4.4279069058192	6.6246534479849	6.49448399590404	3.4392799510838	0.608997942477497	0.623232571030459	0.754145642342804	4.30231254064328	Up_ovary_Down_muscle
XM_027350699.1	3.99185106045745	4.97870837583463	1.32318125705226e-09	9.04300965734708e-09	204	337	301	990	445	1237	398	1910	529	886	1.95087472336001	2.89962470826981	2.57794966857172	7.03691728916851	4.19455062144746	16.2381270972926	40.3968635176739	148.796776333522	49.8678805999179	41.8884495715378	Down_ovary_Up_muscle
XM_027350700.1	-4.64612918552887	0.89516074182312	0.000126188515010486	0.000408262023666259	533	957	298	50	99	41	0	0	0	0	5.09713837034748	8.23424583327658	2.5522558180544	0.355399863089319	0.933169688816401	0.538207931276473	0	0	0	0	Up_ovary_Down_muscle
XM_027350702.1	13.3270957418522	3.15945804713301	6.43886463395836e-38	5.38932969862315e-36	0	0	0	0	0	418	218	290	219	405	0	0	0	0	0	5.48709549447721	22.126925243349	22.5921806998541	20.6447369591343	19.1476547138519	Down_ovary_Up_muscle
XM_027350703.1	2.21337027110599	8.7605021249745	3.78935768606697e-05	0.000137058389717964	18923	17536	19518	16583	16171	22652	10212	12654	9906	6652	180.962756814419	150.883735561482	167.164191465724	117.871918592203	152.427141796465	297.353318518894	1036.5144980967	985.798119227428	933.820841630978	314.494318905045	Down_ovary_Up_muscle
XM_027350705.1	1.62977193574889	7.98896971590101	0.00200882979447155	0.00471581302592525	19085	17409	19825	7373	6998	18860	4971	5892	5045	4940	182.51198085944	149.790998653617	169.79352883533	52.407263811151	65.962843255931	247.575648387177	504.554795342606	459.010788563933	475.583095702431	233.554109349206	Down_ovary_Up_muscle
XM_027350717.1	-5.2560521370013	6.8211215978228	0.00325179057138582	0.00721386467730726	32199	24464	24481	20362	24216	2180	0	1	0	0	307.922623615044	210.493824519622	209.67038483822	144.733040244494	228.258961458363	28.6169095166515	0	0.0779040713788074	0	0	Up_ovary_Down_muscle
XM_027350718.1	-5.40440303315857	7.60745343337946	0.00423645062992521	0.00904568667665153	57216	45079	43602	33171	38203	3411	0	1	0	0	547.162981234149	387.869976926097	373.434423418818	235.779377170716	360.099814362151	44.7762744776597	0	0.0779040713788074	0	0	Up_ovary_Down_muscle
XM_027350736.1	10.6886090039981	5.52724684447547	3.2102108483706e-18	4.93283911030943e-17	0	1	9	5	16	890	1140	1987	1413	980	0	0.00860422762097866	0.0770815515519784	0.0355399863089319	0.150815303243055	11.6830502155137	115.709609070724	154.79538982969	133.200974078798	46.332596591543	Down_ovary_Up_muscle
XM_027350743.1	3.49229987593507	1.88645275238342	5.20607518175575e-10	3.74316542502287e-09	58	42	42	152	72	132	99	115	72	147	0.55466046056314	0.361377560081104	0.359713907242566	1.08041558379153	0.678668864593746	1.73276699825596	10.0484660508787	8.95896820856285	6.78731078108524	6.94988948873145	Down_ovary_Up_muscle
XM_027350746.1	-1.64024780403583	3.27972234583467	4.68270148998403e-07	2.33251849392565e-06	1535	1726	1646	1945	1667	517	48	44	51	72	14.6793759821452	14.8508968738092	14.0973593171729	13.8250546741745	15.7130694066358	6.78667074316918	4.87198353981997	3.42777914066752	4.80767846993538	3.40402750468479	Up_ovary_Down_muscle
XM_027350768.1	2.10244967701862	2.06018353062787	8.16024644524827e-06	3.33176891447454e-05	176	215	217	160	145	139	82	137	81	121	1.68310760446746	1.84990893851041	1.85852185408659	1.13727956188582	1.36676368564018	1.82465615725438	8.32297188052579	10.6728577788966	7.6357246287209	5.72065733426194	Down_ovary_Up_muscle
XM_027350776.1	-3.72873240540779	4.32919139331334	0.000609244928601828	0.00165374782317349	2123	4251	4594	6878	4361	882	9	4	0	22	20.3024854788887	36.5765716167803	39.3458497588654	48.8888051665667	41.1065960901851	11.5780340338012	0.913496913716245	0.311616285515229	0	1.04011951532035	Up_ovary_Down_muscle
XM_027350777.1	-3.02191358522229	3.7295115204647	0.000118083013511482	0.000384749988379866	1443	2906	3266	3792	2527	757	10	4	12	38	13.7995697343554	25.003885466564	27.9720385965291	26.9535256166939	23.8193919559499	9.93715619454366	1.01499657079583	0.311616285515229	1.13121846351421	1.79657007191697	Up_ovary_Down_muscle
XM_027350778.1	-2.95980122278068	3.72074070573931	6.72922773122445e-05	0.00023212165184871	1460	3003	3303	3517	2461	743	18	8	6	40	13.9621426279687	25.8384955457989	28.2889294195761	24.9988263697027	23.1972788300723	9.75337787654681	1.82699382743249	0.623232571030459	0.565609231757103	1.89112639149155	Up_ovary_Down_muscle
XM_027350780.1	4.68509110942972	6.55227507361855	2.47038384925218e-27	8.67928192370598e-26	828	772	958	1010	549	8535	2301	3227	1702	3098	7.91825623010828	6.64246372339553	8.20490293186615	7.17907723440424	5.17485009252731	112.039138864505	233.55071094012	251.396438339411	160.444485408432	146.467739021021	Down_ovary_Up_muscle
XM_027350782.1	-3.60874190143316	1.30762281646752	0.000503037221287896	0.00138876923199563	356	359	648	685	564	112	0	2	0	0	3.404467654491	3.08891771593134	5.54987171174245	4.86897812432367	5.31623943931768	1.47022654397476	0	0.155808142757615	0	0	Up_ovary_Down_muscle
XM_027350783.1	-3.51176217531868	-0.749674376147132	2.05964597426995e-06	9.33631811656167e-06	78	137	92	155	118	19	0	0	0	0	0.745922688343533	1.17877918407408	0.787944749198002	1.10173957557689	1.11226286141753	0.249413431567146	0	0	0	0	Up_ovary_Down_muscle
XM_027350793.1	-2.19627636993124	1.57039957626074	0.00709505980871624	0.0140802797793896	290	283	310	563	1272	172	5	23	0	11	2.7733023028157	2.43499641673696	2.6550312201237	4.00180245838573	11.9898166078228	2.25784790681837	0.507498285397914	1.79179364171257	0	0.520059757660176	Up_ovary_Down_muscle
XM_027350813.1	10.5074473408302	7.99806024729738	4.23799970560809e-45	5.06743679084853e-43	31	22	71	35	43	19447	6002	9321	6031	8382	0.296456453059609	0.189293007661531	0.608087795576719	0.248779904162523	0.405316127465709	255.281210720331	609.200941791656	726.143849321864	568.531546121182	396.285535337054	Down_ovary_Up_muscle
XM_027350815.1	-2.58550885479952	3.53748058692809	9.17938262664658e-08	5.01973233645481e-07	2018	2569	2006	2708	2258	517	18	14	30	77	19.2983587830417	22.1042607582942	17.1806213792521	19.2484565849175	21.2838096701761	6.78667074316918	1.82699382743249	1.0906569993033	2.82804615878552	3.64041830362123	Up_ovary_Down_muscle
XM_027350817.1	7.72049173106511	10.5987809136867	4.54674472835087e-14	4.76053206326008e-13	1250	1216	1691	2450	2001	42881	51058	66446	44855	6038	11.9538892362746	10.4627407871101	14.4827670749328	17.4145932913766	18.8613388618345	562.89986100162	5182.36949116934	5176.41392683623	4228.40034841081	285.46552879565	Down_ovary_Up_muscle
XM_027350818.1	7.91220591065364	10.6114986774819	1.35985589468922e-14	1.4987908230467e-13	1149	1135	1601	2030	1674	42645	51778	66888	45242	6142	10.9880149859836	9.76579834981078	13.7119515594131	14.4292344414263	15.7790511018046	559.801883641102	5255.44924426664	5210.84752638567	4264.88214385914	290.382457413528	Down_ovary_Up_muscle
XM_027350819.1	12.4727502559833	11.052421619115	2.41641550000078e-08	1.43442537127706e-07	6	10	414	0	4	80198	66372	93358	56905	17094	0.0573786683341179	0.0860422762097866	3.54575137139101	0	0.0377038258107637	1052.76096762221	6736.73523968607	7272.9682957827	5364.33222218966	808.172863403914	Down_ovary_Up_muscle
XM_027350823.1	-1.82834740385628	3.59636104432741	0.00833931633112116	0.016231912433533	1766	1858	2002	2834	2525	1364	27	15	22	48	16.8884547130087	15.9866549197783	17.1463629118956	20.1440642399026	23.8005400430446	17.9052589819783	2.74049074114874	1.16856107068211	2.07390051644271	2.26935166978986	Up_ovary_Down_muscle
XM_027350836.1	6.42712918088959	3.07767382005078	2.58419040521821e-19	4.40364614082035e-18	18	11	29	20	33	303	235	125	161	661	0.172136005002354	0.0946465038307653	0.248373888334153	0.142159945235728	0.3110565629388	3.97748788236027	23.852419413702	9.73800892235092	15.1771810521489	31.2508636193979	Down_ovary_Up_muscle
XM_027350837.1	8.25585177688851	1.5611244055042	5.34423638284079e-20	9.67469968084498e-19	4	2	0	0	4	120	134	66	54	101	0.0382524455560786	0.0172084552419573	0	0	0.0377038258107637	1.57524272568724	13.6009540486641	5.14166871100129	5.09048308581393	4.77509413851616	Down_ovary_Up_muscle
XM_027350845.1	-1.74405431413213	2.99809095531305	0.000941063601898458	0.00243108097157102	1250	1311	1265	1670	1620	704	20	15	25	66	11.9538892362746	11.280142411103	10.8342403014725	11.8703554271832	15.2700494533593	9.24142399069846	2.02999314159166	1.16856107068211	2.35670513232126	3.12035854596106	Up_ovary_Down_muscle
XM_027350877.1	-2.09706657264764	2.6721129914367	3.63301706591145e-11	2.94386103820353e-10	991	997	961	1847	1244	193	22	26	27	54	9.47704338651848	8.57841493811572	8.23059678238347	13.1284709425194	11.7258898271475	2.53351538381364	2.23299245575082	2.02550585584899	2.54524154290697	2.55302062851359	Up_ovary_Down_muscle
XM_027350882.1	-1.69721665267603	4.73516958994513	0.00017199017597784	0.000537856750327182	5102	4902	5321	4500	3688	1857	71	119	58	338	48.7909943067783	42.1779237980374	45.5723262008975	31.9859876780387	34.7629273975241	24.37688118001	7.20647565265038	9.27058449407808	5.46755590698533	15.9800180081036	Up_ovary_Down_muscle
XM_027350893.1	-2.3026349783501	2.15704772688863	0.00144454118723099	0.00354080560777085	540	897	648	1471	818	306	2	2	10	39	5.16408015007061	7.71799217601786	5.54987171174245	10.4558639720878	7.71043237830117	4.01686895050246	0.202999314159166	0.155808142757615	0.942682052928506	1.84384823170426	Up_ovary_Down_muscle
XM_027350928.1	4.92044564799735	4.48263104283389	4.02316383844591e-20	7.4056401367719e-19	139	178	134	243	150	1029	374	790	798	610	1.32927248307373	1.5315525165342	1.14765865644057	1.72724333461409	1.41389346790364	13.5077063727681	37.960871747764	61.5442163892578	75.2260278236947	28.8396774702461	Down_ovary_Up_muscle
XM_027350938.1	5.54350340912291	5.48301668001412	7.24036872595145e-24	1.90079716977054e-22	155	144	166	373	275	2002	1065	1358	1153	1896	1.48228226529805	1.23900877742093	1.42172639529205	2.65128297864632	2.59213802449	26.2802994735487	108.097134789756	105.79372893242	108.691240702657	89.6393909566995	Down_ovary_Up_muscle
XM_027350939.1	2.90769875224084	3.91216843005894	4.00971106146337e-15	4.65748397498468e-14	433	350	386	575	336	1360	405	411	212	471	4.14082723144551	3.01147966734253	3.30594209989596	4.08709842552717	3.16712136810415	17.852750891122	41.107361117231	32.0185733366898	19.9848595220843	22.268013259813	Down_ovary_Up_muscle
XM_027350940.1	-1.93686902931768	0.740860347481804	0.000316470969209191	0.000925033981281342	274	286	301	335	293	80	3	18	3	4	2.62029252059139	2.4608090995999	2.57794966857172	2.38117908269844	2.76180524063844	1.05016181712483	0.304498971238748	1.40227328481853	0.282804615878552	0.189112639149155	Up_ovary_Down_muscle
XM_027350942.1	3.55163858503569	1.22928880507982	1.19688364091685e-05	4.7412186321286e-05	22	60	9	70	58	158	6	41	39	257	0.210388450558432	0.51625365725872	0.0770815515519784	0.497559808325046	0.546705474256073	2.07406958882153	0.608997942477497	3.1940669265311	3.67646000642117	12.1504870653332	Down_ovary_Up_muscle
XM_027350946.1	3.35403735094637	2.89617969643681	3.5164597526294e-07	1.78126400214182e-06	152	157	45	258	172	420	50	135	124	744	1.45359293113099	1.35086373649365	0.385407757759892	1.83386329354089	1.62126450986284	5.51334953990533	5.07498285397914	10.517049636139	11.6892574563135	35.1749508817428	Down_ovary_Up_muscle
XM_027350951.1	6.57435417477586	12.5604912793845	2.8836385010136e-16	3.73691186073976e-15	14576	14761	15115	13852	14108	1105270	167358	147220	162089	32474	139.391911606351	127.007003913266	129.454183523128	98.4599780702649	132.981393634563	14508.9043951694	16986.7796095248	11469.037388388	15279.8391277129	1535.31096093242	Down_ovary_Up_muscle
XM_027350956.1	2.33352064560587	0.588241576809229	3.13674656884615e-07	1.59948368185792e-06	67	49	74	54	45	125	27	43	42	25	0.640728463064317	0.421607153427954	0.633781646094045	0.383831852136464	0.424168040371091	1.64087783925754	2.74049074114874	3.34987506928872	3.95926462229972	1.18195399468222	Down_ovary_Up_muscle
XM_027350959.1	-2.07313202061637	1.4363933563214	3.03891927955756e-06	1.3408239721397e-05	363	369	513	847	458	102	4	21	11	12	3.47140943421414	3.17495999214113	4.39364843846277	6.02047368073306	4.31708805533244	1.33895631683415	0.405998628318331	1.63598549895495	1.03695025822136	0.567337917447465	Up_ovary_Down_muscle
XM_027350960.1	-1.54394119152922	1.29468447690966	2.99802996675766e-05	0.00011063010476399	327	333	433	627	389	112	14	19	12	13	3.12713742420943	2.86520779778589	3.70847909133407	4.45671428314006	3.66669706009677	1.47022654397476	1.42099519911416	1.48017735619734	1.13121846351421	0.614616077234754	Up_ovary_Down_muscle
XM_027350961.1	-1.59529758810951	1.34750772534175	0.00154026576353952	0.00373771385579302	378	345	471	581	410	94	17	22	15	4	3.61485610504943	2.96845852923764	4.0339345312202	4.12974640909789	3.86464214560328	1.23394013512167	1.72549417035291	1.71388957033376	1.41402307939276	0.189112639149155	Up_ovary_Down_muscle
XM_027350981.1	-4.12191689782921	3.53558169493022	0.000255174931432001	0.000764235760754775	1295	2672	2595	3815	2571	406	2	2	4	0	12.3842292487805	22.990496203255	22.2251806974871	27.117009553715	24.2341340398683	5.32957122190849	0.202999314159166	0.155808142757615	0.377072821171402	0	Up_ovary_Down_muscle
XM_027351003.1	10.0545611063304	3.30714392831677	1.20516495453113e-32	6.42258132510243e-31	2	2	0	4	2	851	84	182	255	874	0.0191262227780393	0.0172084552419573	0	0.0284319890471455	0.0188519129053818	11.1710963296653	8.52597119468495	14.1785409909429	24.0383923496769	41.3211116540904	Down_ovary_Up_muscle
XM_027351009.1	9.33485053058928	2.76446166788209	5.22755933517394e-24	1.39033536037738e-22	5	0	6	0	0	587	56	117	173	621	0.0478155569450983	0	0.0513877010346523	0	0	7.7055623331534	5.68398079645664	9.11477635132046	16.3083995156631	29.3597372279063	Down_ovary_Up_muscle
XM_027351014.1	2.55505603449808	2.97405178481234	7.17338050381356e-10	5.07306318035602e-09	168	175	176	517	334	679	134	185	134	377	1.6066027133553	1.50573983367127	1.50737256368313	3.67483458434356	3.14826945519877	8.91324842284695	13.6009540486641	14.4122532050794	12.631939509242	17.8238662398079	Down_ovary_Up_muscle
XM_027351017.1	-3.65663981908643	7.21085368813626	0.00334908943385971	0.00740086869923744	31522	37036	36534	30367	23660	7740	21	20	8	54	301.448397204678	318.666174170566	312.899711599998	215.848552848667	223.018129670667	101.603155806827	2.13149279867124	1.55808142757615	0.754145642342804	2.55302062851359	Up_ovary_Down_muscle
XM_027351019.1	-3.35508452110544	3.24804638790296	4.52754730931926e-14	4.74392272933017e-13	1741	1947	1681	2930	1852	250	11	19	8	30	16.6493769282832	16.7524311780455	14.3971209065417	20.8264319770341	17.4568713503836	3.28175567851508	1.11649622787541	1.48017735619734	0.754145642342804	1.41834479361866	Up_ovary_Down_muscle
XM_027351027.1	12.2432441553725	8.78415528909659	5.23818489193918e-07	2.5888896431887e-06	1	1	103	0	0	30152	5701	8884	9989	38069	0.00956311138901966	0.00860422762097866	0.882155534428197	0	0	395.805988874347	578.649545010701	692.099770129325	941.645102670284	1799.8322649423	Down_ovary_Up_muscle
XM_027351031.1	-2.08772714750211	5.09908781316984	4.97469254189943e-05	0.000176125653592155	4204	5985	6005	8692	7621	364	205	263	157	95	40.2033202794386	51.4963023115573	51.4305241188478	61.7827121994472	71.8352141259575	4.77823626791795	20.8074297013145	20.4887707726263	14.8001082309775	4.49142517979243	Up_ovary_Down_muscle
XM_027351034.1	11.0961151153084	5.17747856428117	6.54723111251223e-19	1.07824712384186e-17	3	0	15	0	0	3528	323	500	646	3871	0.028689334167059	0	0.128469252586631	0	0	46.3121361352048	32.7843892367052	38.9520356894037	60.8972606191815	183.013756536595	Down_ovary_Up_muscle
XM_027351037.1	12.2100082578391	10.8504581858166	3.7432957640604e-06	1.62835082319827e-05	2	2	448	2	0	66605	57495	70216	48424	36283	0.0191262227780393	0.0172084552419573	3.8369483439207	0.0142159945235728	0	874.325347869987	5835.72278379061	5470.11227593434	4564.84357310099	1715.3934715622	Down_ovary_Up_muscle
XM_027351039.1	-1.50053411842049	4.86693292479429	0.00225073963105994	0.00520490398347992	3382	4621	5028	6656	5575	382	213	324	192	133	32.3424427176645	39.7601358365424	43.0628934670386	47.3108297744501	52.5497072237519	5.01452267677104	21.6194269579511	25.2409191267336	18.0994954162273	6.2879952517094	Up_ovary_Down_muscle
XM_027351041.1	-3.40785358522522	3.60184810115002	0.00037750209715877	0.00107969393778334	2339	2868	2976	2522	2107	603	6	12	0	15	22.368117538917	24.6769248169668	25.4882997131875	17.9263690942252	19.8604902458198	7.91559469657837	0.608997942477497	0.934848856545688	0	0.709172396809331	Up_ovary_Down_muscle
XM_027351042.1	-2.97138886023236	1.12094229723186	5.60695781844573e-07	2.75964727771236e-06	323	372	418	650	449	65	6	3	0	11	3.08888497865335	3.20077267500406	3.58000983874744	4.62019822016114	4.23225444725822	0.85325647641392	0.608997942477497	0.233712214136422	0	0.520059757660176	Up_ovary_Down_muscle
XM_027351043.1	-2.56363122905283	0.931944522594592	3.20125875159488e-09	2.10882920261313e-08	335	348	370	507	294	54	6	2	8	8	3.20364231532159	2.99427121210057	3.16890823047022	3.60375461172569	2.77123119709113	0.708859226559257	0.608997942477497	0.155808142757615	0.754145642342804	0.37822527829831	Up_ovary_Down_muscle
XM_027351044.1	-2.20617814436781	0.993094673962025	4.64195316931504e-08	2.66654629173127e-07	293	335	430	497	320	67	2	11	6	16	2.80199163698276	2.88241625302785	3.68278524081675	3.53267463910783	3.01630606486109	0.879510521842041	0.202999314159166	0.856944785166881	0.565609231757103	0.75645055659662	Up_ovary_Down_muscle
XM_027351045.1	14.8739562412358	14.9609357334755	9.66699691077398e-08	5.27422158908754e-07	26	11	1199	0	0	882032	1046983	1315421	752344	585280	0.248640896114511	0.0946465038307653	10.2689755900913	0	0	11578.454098528	106268.415468153	102476.651477182	70922.1186428444	27670.9613603044	Down_ovary_Up_muscle
XM_027351051.1	-3.89997360333422	3.08778014149281	4.14107665004343e-05	0.000148683774043573	1832	2012	1823	1930	1578	314	0	4	2	9	17.519620064684	17.3117059734091	15.6132964976952	13.7184347152477	14.8741592823463	4.12188513221494	0	0.311616285515229	0.188536410585701	0.425503438085599	Up_ovary_Down_muscle
XM_027351069.1	2.35412860604392	1.60902749723763	1.60572416370702e-08	9.73463921755747e-08	76	117	91	236	86	399	60	81	60	52	0.726796465565494	1.0066946316545	0.779380132358893	1.67748735378158	0.810632254931419	5.23768206291007	6.08997942477497	6.3102297816834	5.65609231757103	2.45846430893902	Down_ovary_Up_muscle
XM_027351088.1	1.80880952363516	2.43990991682619	2.32647348948126e-06	1.04526022361316e-05	150	287	201	527	287	760	65	106	64	239	1.43446670835295	2.46941332722088	1.72148798466085	3.74591455696142	2.70524950192229	9.97653726268584	6.59747771017288	8.25783156615358	6.03316513874244	11.299480189162	Down_ovary_Up_muscle
XM_027351105.1	3.48236231431568	5.45976166850596	2.37951829526924e-18	3.70845189741358e-17	589	770	943	1363	650	3061	1039	1254	896	1621	5.63267260813258	6.62525526815357	8.07643367927952	9.68820026781483	6.1268716942491	40.1818165277386	105.458143705687	97.6917055090244	84.4643119423941	76.6378970151951	Down_ovary_Up_muscle
