ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027373549.1	2.92063268552542	3.96204608525609	11.8911456100322	5.94508126642057e-06	0.00291244842544269	4.721829415926	253	289	290	1782	1081	862	4.99014296691355	6.74748497433488	5.39077520448276	47.3988081299551	34.4561286164217	48.0062210709702	Down_hep_Up_hep_wssv
XM_027373550.1	3.0001665226393	3.96603150074569	13.4310505118093	2.58327487854182e-06	0.00291244842544269	5.51762830332765	250	256	307	1780	1167	877	4.9309713111794	5.97701091152155	5.70678616474554	47.3456108144332	37.1973192371546	48.8415961476112	Down_hep_Up_hep_wssv
XM_027373956.1	3.40822487816817	5.73070658508665	15.3412830764617	1.03153155956409e-06	0.00291244842544269	6.31588949354321	744	702	960	7201	5421	2828	14.6745706220699	16.390084608938	17.8453248148395	191.536934536367	172.790632034803	157.496047782719	Down_hep_Up_hep_wssv
XM_027374295.1	11.3347391926746	-0.942480823057234	11.995070365783	5.60280715528392e-06	0.00291244842544269	3.3223160340338	0	0	0	1606	534	457	0	0	0	42.7174443640336	17.0208812961787	25.4510940016629	Down_hep_Up_hep_wssv
XM_027375136.1	3.8765287327482	5.03990927856986	11.9151048111815	5.8641163802818e-06	0.00291244842544269	4.72955709401394	326	515	445	3511	4564	2609	6.42998658977794	12.0240649196625	8.27205160687872	93.3878873985815	145.474348756104	145.29957166376	Down_hep_Up_hep_wssv
XM_027375137.1	3.68726652572277	4.90455299736691	12.4662262463743	4.30690579609801e-06	0.00291244842544269	5.02631156575817	366	479	392	3027	3775	2265	7.21894199956664	11.1835477602298	7.28684096605945	80.5141370422974	120.325518526357	126.141636572793	Down_hep_Up_hep_wssv
XM_027377294.1	-5.66116441156956	2.81872618249533	-13.4813941638172	2.51766782537984e-06	0.00291244842544269	5.1609863759766	2404	2048	2718	42	16	32	47.4162201283011	47.8160872921724	50.5245758820143	1.11714362595854	0.509988952694494	1.78213349683416	Up_hep_Down_hep_wssv
XM_027377415.1	-7.94308200575585	-1.82301639681634	-11.1718316614021	9.08333787350993e-06	0.00291244842544269	3.05852306486259	262	137	279	0	0	0	5.16765793411601	3.19863474561896	5.18629752431272	0	0	0	Up_hep_Down_hep_wssv
XM_027377478.1	9.08083469054508	2.5243719263601	11.5792490764973	7.12358565461348e-06	0.00291244842544269	3.90391067666756	18	6	14	6481	2202	3604	0.355029934404917	0.140086193238786	0.260244320216409	172.385900948507	70.1872296145797	200.712785080947	Down_hep_Up_hep_wssv
XM_027377480.1	9.87501501483139	2.02762418476911	14.4614822649482	1.55215803045982e-06	0.00291244842544269	4.26368610450635	8	7	4	4837	2746	2982	0.157791081957741	0.163433892111917	0.0743555200618311	128.657707589558	87.5268540061925	166.072565236233	Down_hep_Up_hep_wssv
XM_027377481.1	10.1623149142039	1.519060693427	11.4546972830242	7.66659945288577e-06	0.00291244842544269	3.14052304005608	4	3	4	5418	1832	1948	0.0788955409788704	0.0700430966193932	0.0743555200618311	144.111527748651	58.3937350835195	108.48737661978	Down_hep_Up_hep_wssv
XM_027377496.1	4.09543667380196	2.15924411900906	12.8937848669458	3.41893393880426e-06	0.00291244842544269	5.13944616217555	64	36	61	892	480	316	1.26232865566193	0.840517159432718	1.13392168094292	23.7260027227384	15.2996685808348	17.5985682812373	Down_hep_Up_hep_wssv
XM_027377681.1	-6.85372339208597	-2.36385606168561	-11.8155899831936	6.20883024996e-06	0.00291244842544269	3.22162697361467	120	84	104	0	0	0	2.36686622936611	1.96120670534301	1.93324352160761	0	0	0	Up_hep_Down_hep_wssv
XM_027379437.1	4.63921395112271	1.66882987719809	11.8708896579147	6.01452195878436e-06	0.00291244842544269	4.5059458104967	19	27	55	594	456	316	0.374753819649634	0.630387869574539	1.02238840085018	15.799602709985	14.5346851517931	17.5985682812373	Down_hep_Up_hep_wssv
XM_027380178.1	2.33423161069629	3.6864428905111	11.3500100342696	8.15949677317525e-06	0.00291244842544269	4.41227752430155	285	244	315	1133	792	569	5.62130729474451	5.69683852504398	5.8554972048692	30.1362792431196	25.2444531583774	31.6885612405824	Down_hep_Up_hep_wssv
XM_027382365.1	5.07368234664329	7.68369546162949	11.8135125465256	6.21626736998535e-06	0.00291244842544269	4.62633983420714	1592	2485	1313	32637	46421	23724	31.4004253095904	58.0190316997307	24.4071994602961	868.100393343066	1479.63732331444	1321.22922121543	Down_hep_Up_hep_wssv
XR_003476155.1	3.66132458238427	7.83316668911059	11.3206186526624	8.30427027313526e-06	0.00291244842544269	4.35911265724576	2768	3372	3363	22650	24057	20333	54.5957143573783	78.7284406001979	62.5144034919845	602.459598284782	766.800264685715	1132.37876222278	Down_hep_Up_hep_wssv
XR_003476404.1	3.39829268695338	6.14636175933991	13.2627918283763	2.81705766165769e-06	0.00291244842544269	5.40497658889356	1083	943	1207	6791	6943	5368	21.3609677200292	22.0168800373626	22.4367781786575	180.631484854391	221.303331159867	298.95289409393	Down_hep_Up_hep_wssv
XR_003476770.1	13.2215737204294	1.81776032020985	17.4282311708419	4.25068266639051e-07	0.00291244842544269	4.31122628619879	1	2	1	10173	9007	9213	0.0197238852447176	0.0466953977462621	0.0185888800154578	270.588145401814	287.091906057457	513.08737207291	Down_hep_Up_hep_wssv
XR_003477213.1	12.2617601595105	3.19391526212722	17.0105717793036	5.03329999881249e-07	0.00291244842544269	4.64815372410748	10	7	3	18409	16851	16990	0.197238852447176	0.163433892111917	0.0557666400463734	489.654690720731	537.113990115932	946.201503475387	Down_hep_Up_hep_wssv
XR_003477366.1	2.9524709235836	3.43084362071444	12.0625853874596	5.39243665339145e-06	0.00291244842544269	4.81404543555261	154	188	234	1128	839	601	3.03747832768651	4.38936738814864	4.34979792361712	30.003285954315	26.7425457069175	33.4706947374166	Down_hep_Up_hep_wssv
XR_003477617.1	4.25859242386013	2.73738659376882	14.3837943135396	1.61098467482886e-06	0.00291244842544269	5.85827770091406	83	62	79	845	907	683	1.63708247531156	1.44755733013413	1.46852152122117	22.4758658079753	28.9099987558691	38.0374118230541	Down_hep_Up_hep_wssv
XR_003477866.1	5.80050663880762	2.76502058022841	15.1112473057621	1.14533461880375e-06	0.00291244842544269	5.98133847306471	40	41	53	1439	1420	1327	0.788955409788704	0.957255653798374	0.985210640819263	38.2754685179603	45.2615195516363	73.9028484468416	Down_hep_Up_hep_wssv
XR_003477979.1	3.22364312811418	3.38488219426325	11.3367431190267	8.22448849886826e-06	0.00291244842544269	4.40310371890609	158	171	171	1535	1070	419	3.11637386866538	3.99245650730541	3.17869848264328	40.8289396630084	34.1055112114443	23.3348104741723	Down_hep_Up_hep_wssv
XM_027362652.1	3.49675564819256	6.85905408764625	11.1356412131199	9.28515195839772e-06	0.00292399383547042	4.27359339111827	1709	1680	1719	11172	10401	10547	33.7081198832224	39.2241341068602	31.9542847465719	297.160204504971	331.524693560964	587.380062222184	Down_hep_Up_hep_wssv
XM_027350756.1	-2.52300498319378	4.07536381013494	-11.0208726444029	9.9595634509109e-06	0.00308134914836515	4.21522082917733	1910	1589	2520	271	194	140	37.6726208174106	37.0994935094053	46.8439776389536	7.20823625320865	6.18361605142074	7.79683404864945	Up_hep_Down_hep_wssv
XM_027362640.1	3.02091877385611	4.7406950995861	10.9218603960699	1.05862388638502e-05	0.0031642088536271	4.15538055377433	541	464	383	3441	1917	1419	10.6706219173922	10.8333322771328	7.11954104592033	91.5259813553173	61.103051394709	79.0264822502398	Down_hep_Up_hep_wssv
XM_027365200.1	3.55767294635388	8.29557454861258	10.9384253522151	1.04783503642801e-05	0.0031642088536271	4.13162738354732	4187	4566	4590	40984	47744	13860	82.5839075196326	106.605593054716	85.3229592709512	1090.11938967344	1521.80703484037	771.886570816296	Down_hep_Up_hep_wssv
XM_027353560.1	3.90487339228939	0.996629920104623	10.8353026602485	1.11708781113933e-05	0.00317739412087776	3.9103134094181	33	15	30	326	246	122	0.650888213075681	0.350215483096966	0.557666400463734	8.67116243005912	7.84108014767784	6.79438395668024	Down_hep_Up_hep_wssv
XM_027370743.1	2.35901071079811	6.00088916339108	10.8601120158197	1.09996494684924e-05	0.00317739412087776	4.11727510870756	1433	1336	1379	5502	4286	2737	28.2643275556803	31.1925256945031	25.6340655413163	146.345815000568	136.613290703038	152.428105651097	Down_hep_Up_hep_wssv
XM_027382943.1	-4.20990448684701	4.58783583542702	-10.8387773230676	1.11467158650287e-05	0.00317739412087776	4.10017414796484	8327	3273	4589	213	127	140	164.240792432763	76.417018411758	85.3043703909358	5.66551410307544	4.04803731201254	7.79683404864945	Up_hep_Down_hep_wssv
XM_027361728.1	2.60390610424214	3.5591688209707	10.7437707628051	1.18292593658534e-05	0.00331125379233055	4.04459952493861	210	227	266	1114	1096	425	4.1420159013907	5.29992764420075	4.94464208411177	29.6309047456621	34.9342432595728	23.6689605048287	Down_hep_Up_hep_wssv
XM_027357068.1	6.13198203616594	-1.31848903308633	10.6997897660781	1.21611705602738e-05	0.00332992329420952	2.85579212265682	3	1	2	137	108	52	0.0591716557341528	0.0233476988731311	0.0371777600309156	3.6440161132457	3.44242543068783	2.89596693235551	Down_hep_Up_hep_wssv
XR_003475955.1	7.95679611082031	-0.644993150422701	10.6851989029772	1.22736044300323e-05	0.00332992329420952	2.89509457337086	3	0	4	416	325	158	0.0591716557341528	0	0.0743555200618311	11.0650416285417	10.3591506016069	8.79928414061867	Down_hep_Up_hep_wssv
XM_027377488.1	3.39127908144461	2.77888533320437	10.5914294487369	1.30249117230145e-05	0.00337785762110824	3.95083517749862	154	88	81	1027	593	380	3.03747832768651	2.05459750083553	1.50569928125208	27.3168215204623	18.9014655592397	21.1628352749057	Down_hep_Up_hep_wssv
XM_027383802.1	3.46466024827284	7.36860614040153	10.6366387114813	1.2656367526437e-05	0.00337785762110824	3.97085305185214	2670	2133	2577	20805	11390	14482	52.662773603396	49.8006416963886	47.9035437998347	553.385074715889	363.048385699393	806.52679066101	Down_hep_Up_hep_wssv
XR_003476154.1	3.52938195248282	7.62053724658524	10.6145886677879	1.28346219388751e-05	0.00337785762110824	3.95403259021571	2686	2724	3185	20567	15974	18759	52.9783557673115	63.599131730409	59.205582849233	547.054594168791	509.160220646365	1044.72007084725	Down_hep_Up_hep_wssv
XM_027360554.1	-3.01623039301454	3.40329938766126	-10.3010412828378	1.57034840758696e-05	0.00339968902185701	3.7673792933191	1572	1144	1660	106	108	100	31.0059476046961	26.7097675108619	30.8575408256599	2.81945772265726	3.44242543068783	5.56916717760675	Up_hep_Down_hep_wssv
XM_027365010.1	-6.70117974926789	-2.43423955410916	-10.4901285230931	1.38957009498681e-05	0.00339968902185701	2.781246700696	103	96	79	0	0	0	2.03156018020591	2.24137909182058	1.46852152122117	0	0	0	Up_hep_Down_hep_wssv
XM_027369503.1	-2.73325687186342	4.95721580967358	-10.3463703924863	1.52469942036399e-05	0.00339968902185701	3.79572390769457	4675	3042	4209	523	292	242	92.2091635190548	71.0236999720647	78.2405959850618	13.9110980089599	9.30729838667451	13.4773845698083	Up_hep_Down_hep_wssv
XM_027369954.1	4.95281701758622	2.65064955155624	10.290870433432	1.58080238044953e-05	0.00339968902185701	3.74767490771302	26	66	96	1343	831	798	0.512821016362658	1.54094812562665	1.78453248148395	35.7219973729123	26.4875512305703	44.4419540773019	Down_hep_Up_hep_wssv
XM_027370963.1	4.50843618407599	1.11340086793302	10.2927042985431	1.57891165749941e-05	0.00339968902185701	3.58789636591025	21	20	24	438	232	230	0.41420159013907	0.466953977462621	0.446133120370987	11.6502120992819	7.39483981407016	12.8090845084955	Down_hep_Up_hep_wssv
XM_027370978.1	5.06601090087745	2.5967342696518	10.4452594686842	1.43023286629758e-05	0.00339968902185701	3.83624657365818	45	41	70	1285	670	1056	0.887574836012292	0.957255653798374	1.30122160108204	34.179275222779	21.3557873940819	58.8104053955273	Down_hep_Up_hep_wssv
XM_027371169.1	7.31220994181641	5.91471166190417	10.3266432592772	1.54437851293808e-05	0.00339968902185701	3.77971056308795	170	358	227	18666	10894	42168	3.35306049160199	8.35847619658092	4.21967576350892	496.490545765287	347.238728165863	2348.40641545321	Down_hep_Up_hep_wssv
XM_027373400.1	2.78209526086706	4.43037361602997	10.4632152026035	1.41380079736325e-05	0.00339968902185701	3.86642824078098	323	454	445	1966	1626	1186	6.37081493404378	10.5998552884015	8.27205160687872	52.2929611579639	51.8276273175779	66.0503227264161	Down_hep_Up_hep_wssv
XM_027373405.1	3.00256106710973	6.49284098604688	10.3442293368398	1.52682146645629e-05	0.00339968902185701	3.7950021239338	1354	1798	1557	8575	7144	5679	26.7061406213476	41.9791625738897	28.9428861840678	228.083490299868	227.710067378091	316.273004016287	Down_hep_Up_hep_wssv
XM_027373548.1	3.00078545844838	3.93924228547095	10.4825374099197	1.39635659676304e-05	0.00339968902185701	3.87919649037114	206	287	315	1801	1057	903	4.06312036041183	6.70078957658862	5.8554972048692	47.9041826274125	33.69114518738	50.289579613789	Down_hep_Up_hep_wssv
XM_027377493.1	8.04707634597652	2.07905407389158	10.450374347545	1.42553009232424e-05	0.00339968902185701	3.44348966991386	26	4	16	2949	1314	1845	0.512821016362658	0.0933907954925243	0.297422080247325	78.4394417369458	41.8828427400353	102.751134426845	Down_hep_Up_hep_wssv
XM_027382129.1	2.42545269201811	2.69484734909661	10.3412426278736	1.52978724655006e-05	0.00339968902185701	3.7922881632507	130	146	134	623	436	260	2.56410508181329	3.40876403547714	2.49090992207134	16.5709637850516	13.897198960925	14.4798346617776	Down_hep_Up_hep_wssv
XR_003476901.1	5.88279247229627	5.96052618296701	10.4712518478874	1.40651546100159e-05	0.00339968902185701	3.87414347675477	260	323	704	39782	12714	4804	5.12821016362658	7.54130673602133	13.0865715308823	1058.14780304482	405.249971534862	267.542791212228	Down_hep_Up_hep_wssv
XR_003477749.1	5.78384535557725	-1.47952976660098	10.3442841535532	1.52676709473942e-05	0.00339968902185701	2.70954664966718	2	1	3	104	77	49	0.0394477704894352	0.0233476988731311	0.0557666400463734	2.76626040713542	2.45432183484225	2.72889191702731	Down_hep_Up_hep_wssv
XM_027356790.1	5.93576862566089	6.53468084629903	10.1498317280264	1.73419865973743e-05	0.00364078492434162	3.66885956830502	447	669	693	13509	16132	34697	8.81657670438877	15.6196105461247	12.8820938507122	359.321267692235	514.196361554223	1932.33393561421	Down_hep_Up_hep_wssv
XM_027381962.1	3.73473984539592	2.6185349929189	10.1552351616811	1.72802013939184e-05	0.00364078492434162	3.67303411684635	111	63	78	651	596	614	2.18935126216365	1.47090502900726	1.44993264120571	17.3157262023573	18.9970884878699	34.1946864705055	Down_hep_Up_hep_wssv
XM_027350844.1	-7.01289357771343	2.6699313978717	-10.103370925735	1.78836832923565e-05	0.0037103382924789	3.39599700628247	4828	2947	2361	10	13	34	95.2269179614966	68.8056685791173	43.8883457164958	0.265986577609175	0.414366024064276	1.8935168403863	Up_hep_Down_hep_wssv
XM_027377495.1	10.0064422649307	0.623548994495642	10.0419320834436	1.8629669847606e-05	0.00379763749953724	2.65037296042118	10	0	2	1671	1196	1260	0.197238852447176	0	0.0371777600309156	44.4463571184932	38.1216742139134	70.1715064378451	Down_hep_Up_hep_wssv
XM_027381963.1	3.55192261608401	3.0315720411411	10.0334695371693	1.87351552287916e-05	0.00379763749953724	3.59237175183732	129	97	126	806	707	811	2.54438119656857	2.26472679069371	2.34219888194768	21.4385181552995	22.5351368471879	45.1659458103907	Down_hep_Up_hep_wssv
XM_027358176.1	-5.82669761175203	-2.87281128691987	-9.97091110869163	1.95362536878865e-05	0.00387103184029077	2.52490023331249	47	49	54	0	0	0	0.927022606501727	1.14403724478342	1.00379952083472	0	0	0	Up_hep_Down_hep_wssv
XM_027367407.1	2.3311104075602	6.08530187596741	9.97288455547668	1.95103978239872e-05	0.00387103184029077	3.55158198136329	1419	1545	1470	6194	4439	2732	27.9881931622543	36.0721947589875	27.3256536227229	164.752086171123	141.490060063179	152.149647292216	Down_hep_Up_hep_wssv
XM_027361626.1	4.41392135561368	5.85156675379258	9.9171837303506	2.02553060726312e-05	0.00394881255178317	3.5154562168622	670	506	687	13134	3818	7831	13.2150031139608	11.8139356298043	12.7705605706195	349.346771031891	121.696113836724	436.121481678385	Down_hep_Up_hep_wssv
XM_027369502.1	2.90798962306626	1.58378438175767	9.82935287267131	2.14962293717712e-05	0.00394881255178317	3.45052838693126	44	50	67	328	212	169	0.867850950767574	1.16738494365655	1.24545496103567	8.72435974558095	6.75735362320204	9.41189253015541	Down_hep_Up_hep_wssv
XM_027369540.1	6.80925867847107	7.75511432311027	9.88437756390104	2.07090725463948e-05	0.00394881255178317	3.48945141675438	476	1503	1441	43876	72078	77007	9.38856937648558	35.091591406316	26.7865761022747	1167.04270791802	2297.43648326961	4288.64856845963	Down_hep_Up_hep_wssv
XM_027370742.1	2.2064996868618	6.37982350045203	9.8551359285359	2.11232503149703e-05	0.00394881255178317	3.47412054099443	1840	1844	2007	6851	5115	3454	36.2919488502804	43.0531567220537	37.3078821910238	182.227404320046	163.037093314521	192.359034314537	Down_hep_Up_hep_wssv
XM_027373399.1	2.36838567968204	5.07426344278961	9.85815012649573	2.10801268516378e-05	0.00394881255178317	3.46679716507883	638	783	766	2591	2369	1536	12.5838387861298	18.2812482176616	14.2390820918407	68.9171222585373	75.5102393083285	85.5424078480397	Down_hep_Up_hep_wssv
XM_027375049.1	3.16616931469401	5.84578924899736	9.88357505430903	2.072031590121e-05	0.00394881255178317	3.49096601651055	1017	834	1002	4872	4390	4916	20.0591912938778	19.4719808601913	18.6260577754887	129.58866061119	139.928218895552	273.780258451148	Down_hep_Up_hep_wssv
XM_027377492.1	8.17001696750884	2.91230824852834	9.83131111498576	2.14676413096586e-05	0.00394881255178317	3.29882772706729	62	4	33	5955	2408	3332	1.22288088517249	0.0933907954925243	0.613433040510107	158.395006966264	76.7533373805213	185.564650357857	Down_hep_Up_hep_wssv
XM_027351384.1	2.35930504844081	2.15402117290761	9.7869291907263	2.21262664020752e-05	0.00398159906123057	3.42972295282153	96	85	108	449	301	158	1.89349298349289	1.98455440421614	2.00759904166944	11.942797334652	9.59416717256516	8.79928414061867	Down_hep_Up_hep_wssv
XM_027355914.1	3.56051515734436	5.51521588315992	9.80007062630657	2.19288954718341e-05	0.00398159906123057	3.43321806538145	593	582	769	9547	5257	1695	11.6962639501175	13.5883607441623	14.294848731887	253.93738564348	167.563245269685	94.3973836604344	Down_hep_Up_hep_wssv
XM_027356265.1	-5.95982858682633	-2.80801797780121	-9.73298399937748	2.29578022035872e-05	0.0040486084186026	2.44171812116035	68	48	50	0	0	0	1.3412241966408	1.12068954591029	0.929444000772889	0	0	0	Up_hep_Down_hep_wssv
