ID	muscle_mean	hep_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	Expression
XM_027350677.1	6624.46569879045	1804.48603419601	3.27933354203413	0.980688790039114	1.87621612006106	0.0193112099608864	-1.87621612006106	1883	2574	1961	4635	2781	4289	4352	3898	5281	1975	4299	5777	6319.9231811536	6969.78806144646	7063.8196551838	6691.71783495012	5362.05967293813	7339.4857870706	1501.02647540952	1571.4276525487	1690.78357841996	1549.23770999884	2200.1241093057	2314.31667949332	Up_muscle_Down_hep
XM_027350704.1	14665.0526438615	4642.83984017373	2.6815239142689	0.969491376567147	1.65930283048162	0.0305086234328531	-1.65930283048162	5616	6768	5214	6714	6818	5373	16129	12735	16174	5756	8538	7731	18849.0114632813	18326.1560217054	18781.6194197493	9693.24564052968	13145.8190759051	9194.46424199821	5562.97243149821	5133.94847491218	5178.32486221634	4515.14544747003	4369.54167137755	3097.10615356808	Up_muscle_Down_hep
XM_027350705.1	13618.8418616732	3762.27323440248	2.97703644670409	0.971479991326615	1.85592748938498	0.0285200086733846	-1.85592748938498	5045	5892	4971	6679	6651	4940	11848	10113	11389	5024	8240	6505	16932.5610456293	15954.1535579031	17906.2965353996	9642.71486939198	12823.8255608456	8453.49960086938	4086.43420970865	4076.92351211519	3646.34239246827	3940.94696457426	4217.03248678274	2605.9598407658	Up_muscle_Down_hep
XM_027350706.1	175.972338539026	20685.9578652863	-4.57539266757846	0.986256375851732	-6.87715928660298	0.0137436241482685	6.87715928660298	0	258	98	0	0	0	48971	79161	60850	29790	44554	24116	1.67815272999299	698.603465366429	353.010875169818	0.721868159110045	0.964052440298118	0.855617368509046	16890.3418031433	31912.7204729111	19481.950529607	23367.9956358812	22801.6584242862	9661.08032588901	Down_muscle_Up_hep
XM_027350707.1	91.2678891869263	11318.9164407381	-4.39290684389346	0.990064087591741	-6.95441277473921	0.00993591240825931	6.95441277473921	2	119	60	0	0	0	26834	39864	31202	17230	26632	13611	6.71261091997196	322.224078986841	216.129107246827	0.721868159110045	0.964052440298118	0.855617368509046	9255.18024842352	16070.6495487946	9989.74232415445	13515.6282244455	13629.6127655337	5452.6855330766	Down_muscle_Up_hep
XM_027350709.1	7.06715293944175	1162.61027545231	-2.74912818380157	0.993386776190758	-7.36202271877781	0.0066132238092419	7.36202271877781	0	7	4	0	3	0	4252	2255	2393	1317	5288	236	1.67815272999299	18.9543575874612	14.4086071497885	0.721868159110045	5.78431464178871	0.855617368509046	1466.53597735324	909.073718957752	766.151316636806	1033.08661471821	2706.27036287708	94.5436621707499	Down_muscle_Up_hep
XM_027350712.1	47.7377336939177	6109.95096580423	-3.5311726054072	0.9929373203058	-6.99988691441063	0.0070626796941996	6.99988691441063	0	55	37	0	0	0	7377	20983	19452	7327	19952	8662	1.67815272999299	148.927095330053	133.279616135543	0.721868159110045	0.964052440298118	0.855617368509046	2544.36404161215	8459.02166070533	6227.82089896328	5747.47579805644	10210.9505068312	3470.07288865693	Down_muscle_Up_hep
XM_027350715.1	74.6704240066906	9533.27962529843	-3.72856706909436	0.992521753463652	-6.99629187996905	0.00747824653634788	6.99629187996905	0	120	33	0	0	0	34723	19831	27308	10416	32167	9618	1.67815272999299	324.931844356478	118.871008985755	0.721868159110045	0.964052440298118	0.855617368509046	11976.1356400838	7994.60794707369	8743.02555566982	8170.56201891032	16462.2917478568	3853.05484219607	Down_muscle_Up_hep
XM_027350717.1	4.78779404031488	115.958877471598	-1.42793284255418	0.973671805404171	-4.59810837023332	0.0263281945958291	4.59810837023332	0	1	0	3	9	0	513	389	371	163	180	58	1.67815272999299	2.70776536963732	1.80107589372356	4.33120895466027	17.3529439253661	0.855617368509046	176.936255028742	156.820255731515	118.780667978376	127.861137584714	92.1196417015647	23.2353068046758	Down_muscle_Up_hep
XM_027350718.1	6.23465348150442	124.252285990931	-1.17971672164384	0.96236129699706	-4.31681920636624	0.0376387030029399	4.31681920636624	0	1	0	1	15	0	539	432	373	176	171	101	1.67815272999299	2.70776536963732	1.80107589372356	1.44373631822009	28.9215732089435	0.855617368509046	185.903784523376	174.155142611862	119.420995029473	138.058651625213	87.5136596164865	40.4614825391769	Down_muscle_Up_hep
XM_027350720.1	9.18059081631759	369.519771780073	-1.83352097966149	0.988852186726363	-5.33092074887741	0.0111478132736368	5.33092074887741	2	0	4	0	5	13	186	509	706	520	2031	685	6.71261091997196	1.35388268481866	14.4086071497885	0.721868159110045	9.64052440298118	22.2460515812352	64.1523263846901	205.19668423481	226.035449037018	407.900561619947	1039.41662386599	274.416985537982	Down_muscle_Up_hep
XM_027350721.1	3.71122646824295	482.629354016807	-1.88088526296623	0.990789070897464	-7.02287581365146	0.00921092910253563	7.02287581365146	0	6	0	0	0	0	101	201	449	2241	1230	621	1.67815272999299	16.2465922178239	1.80107589372356	0.721868159110045	0.964052440298118	0.855617368509046	34.8354030368479	81.0305177430191	143.753422971135	1757.89453575058	629.484218294026	248.778026305236	Down_muscle_Up_hep
XM_027350736.1	3316.13813600215	17.6075508825778	3.10390036485658	0.967366658192644	7.55716604245265	0.032633341807356	-7.55716604245265	1413	1987	1140	1697	799	980	15	3	12	6	16	206	4742.45961496019	5380.32978946936	4106.45303768972	2450.02053201949	1540.55579959639	1677.01004227773	5.17357470844275	1.20941071258237	3.84196230657821	4.70654494176862	8.18841259569464	82.5254000304004	Up_muscle_Down_hep
XM_027350757.1	468.58248771801	3885.54455767093	-2.89495957044474	0.995017040593484	-3.05174186335612	0.00498295940651616	3.05174186335612	109	234	152	368	201	202	10696	13358	9826	5584	8475	5930	365.837295138472	633.617096495133	547.527071691962	531.294965104993	387.549080999843	345.669416877655	3689.10367210025	5385.10276622512	3145.92680203646	4380.22449247266	4337.29979678201	2375.6098164091	Down_muscle_Up_hep
XM_027350759.1	6.41694132819627	216.205372667674	-1.50613504337316	0.978928914262333	-5.07437277168598	0.021071085737667	5.07437277168598	0	10	2	0	0	0	359	645	592	338	620	353	1.67815272999299	27.0776536963732	7.20430357489424	0.721868159110045	0.964052440298118	0.855617368509046	123.820888022063	260.023303205211	189.536807124525	265.135365052965	317.300988083167	141.414884518113	Down_muscle_Up_hep
XM_027350765.1	1.9060495551514	251.982230421079	-2.53211419755572	0.995454866967661	-7.0465925612344	0.00454513303233928	7.0465925612344	0	2	0	0	0	0	425	600	604	363	893	470	1.67815272999299	5.41553073927464	1.80107589372356	0.721868159110045	0.964052440298118	0.855617368509046	146.584616739211	241.882142516475	193.378769431103	284.745968977001	457.015777997207	188.286106865477	Down_muscle_Up_hep
XM_027350776.1	25.8062525620393	179.322886942218	-1.17807990747233	0.962111297525808	-2.79676706907664	0.0378887024741923	2.79676706907664	0	4	9	18	24	22	526	607	581	180	192	560	1.67815272999299	10.8310614785493	32.4193660870241	25.9872537279616	46.2745171343097	37.647164214398	181.420019776059	244.704100845834	186.015008343495	141.196348253059	98.2609511483357	224.340893286525	Down_muscle_Up_hep
XM_027350777.1	39.3293659427467	184.547651802277	-1.02091832579092	0.952721162315846	-2.23031454789675	0.0472788376841544	2.23031454789675	12	4	10	22	27	38	514	615	614	240	162	535	40.2756655198317	10.8310614785493	36.0215178744712	31.762199000842	52.0588317760984	65.0269200066875	177.281160009305	247.929196079387	196.580404686585	188.261797670745	82.9076775314083	214.325674836234	Down_muscle_Up_hep
XM_027350778.1	42.2635089937648	241.859895229761	-1.16433105993791	0.959879997708314	-2.51668710470345	0.040120002291686	2.51668710470345	6	8	18	33	16	40	644	732	753	288	258	836	20.1378327599159	21.6621229570986	64.8387321740482	47.643298501263	30.8496780895398	68.4493894807237	222.118807482476	295.0962138701	241.083134737783	225.914157204894	132.038153105576	334.908904977741	Down_muscle_Up_hep
XM_027350780.1	5980.71308213763	421.139092414223	3.37796400179264	0.975355294774716	3.82794880201024	0.0246447052252841	-3.82794880201024	1702	3227	2301	2710	2039	3098	987	881	988	476	719	1931	5712.43189289614	8737.95884781963	8288.55126291582	3912.52542237644	3931.40585153572	5301.40521528205	340.421215815533	355.163612595024	316.321563241606	373.385898713644	367.966791019028	773.575473100501	Up_muscle_Down_hep
XM_027350813.1	19121.013877013	516.289401965749	6.15874010803277	1	5.2108352291631	0	-5.2108352291631	6031	9321	6002	10727	9229	8382	870	1117	1113	700	967	2364	20241.8782291754	25239.0810103895	21620.1150282576	15486.9594855469	17794.4799430227	14343.5695656857	300.06733308968	450.303921984838	356.342003935129	549.096909873005	494.887186252295	947.039056659546	Up_muscle_Down_hep
XM_027350817.1	91594.2727127116	931.526297563777	3.07418771745913	0.96977042790164	6.61951708289658	0.0302295720983604	-6.61951708289658	44855	66446	51058	7293	7426	6038	1798	1263	1506	357	894	8088	150547.081407671	179920.177750921	183918.665963475	10529.1689687791	14318.1068433076	10332.4353421152	620.139155052005	509.16190999718	482.166269475566	280.039424035233	457.527553784438	3240.12347303824	Up_muscle_Down_hep
XM_027350818.1	92451.2535928217	883.523550512449	3.07461415440452	0.969705999843212	6.7092804811214	0.0302940001567878	-6.7092804811214	45242	66888	51778	7305	7352	6142	1653	1194	1316	327	800	7894	151845.971620686	181117.010044301	186512.215250437	10546.4938045978	14175.4270821435	10510.4037547651	570.127932870391	481.345463607785	421.335199621411	256.50669932639	409.420629784732	3162.40537786398	Up_muscle_Down_hep
XM_027350819.1	125276.76828357	1592.98930572754	2.6615037031438	0.969560848104359	6.29723850975012	0.0304391518956414	-6.29723850975012	56905	93358	66372	10017	13009	17094	195	165	181	197	444	22427	190990.562200502	252791.559378601	239082.01843644	14461.9066996106	25082.7163916764	29251.8465945873	67.2564712097558	66.5175891920306	57.9495981242214	154.531558921403	227.228449530526	8984.45216738733	Up_muscle_Down_hep
XM_027350820.1	63487.4026364445	16607.5362026034	3.43762293196506	0.974589794465342	1.93463229700647	0.0254102055346579	-1.93463229700647	24694	28912	21778	26496	33497	22481	37596	40628	41976	24661	42248	39675	82880.6070288937	78286.9123669542	78447.6616270234	38253.2374875595	64585.7291853321	38470.2681229037	12967.0476492409	16378.6461435989	13439.1841484106	19344.684134826	21621.5034589317	15894.1516806123	Up_muscle_Down_hep
XM_027350821.1	40773.3391208096	12268.3765038786	3.43693601266793	0.974579489889724	1.73268176353105	0.0254205101102762	-1.73268176353105	16000	18026	12849	18588	21493	16110	27805	28363	30807	18527	31093	30646	53700.8873597757	48810.1785530823	46284.048316908	26836.170683075	41440.7581986549	27567.9916133615	9590.08298455005	11434.172013658	9863.27773156292	14533.0263560245	15912.6445523708	12277.0553851051	Up_muscle_Down_hep
XM_027350839.1	11.2280124168617	2407.34484248861	-2.66852344100938	0.994474039655549	-7.74419644225054	0.00552596034445141	7.74419644225054	0	18	4	0	0	0	16958	9229	9567	1183	1091	812	1.67815272999299	48.7397766534718	14.4086071497885	0.721868159110045	0.964052440298118	0.855617368509046	5848.89866038481	3720.55048880758	3063.00444891948	927.973777685379	558.347383868929	325.294295265462	Down_muscle_Up_hep
XM_027350842.1	12.8498601265027	773.873836727848	-2.07951294883338	0.990550742542846	-5.91227382496808	0.00944925745715397	5.91227382496808	12	10	2	0	0	0	751	1742	1711	1173	3588	943	40.2756655198317	27.0776536963732	7.20430357489424	0.721868159110045	0.964052440298118	0.855617368509046	259.0236404027	702.264487106166	547.799792212944	920.129536115765	1836.25152458452	377.774039944988	Down_muscle_Up_hep
XM_027350857.1	2.80863801169717	529.239454421112	-2.22089125609364	0.993764997717605	-7.55790611103928	0.0062350022823946	7.55790611103928	0	4	0	0	0	0	356	208	99	1948	1846	1159	1.67815272999299	10.8310614785493	1.80107589372356	0.721868159110045	0.964052440298118	0.855617368509046	122.786173080375	83.852476072378	31.6961890292703	1528.05825776088	944.73810322827	464.305527355505	Down_muscle_Up_hep
XM_027350882.1	393.229478797259	1399.53768416184	-1.43000029263386	0.973783859400014	-1.83150694989635	0.0262161405999863	1.83150694989635	58	119	71	438	195	338	4045	3350	3865	1922	3161	3217	194.665716679187	322.224078986841	255.752776908746	632.356507380399	375.980451716266	578.397341112115	1395.14064637673	1350.50862905032	1237.43202624373	1507.66322967988	1617.72326343692	1288.75831018349	Down_muscle_Up_hep
XM_027350887.1	11.3300455538673	320.725969215879	-2.0454413536125	0.991301134480193	-4.82311560686132	0.00869886551980714	4.82311560686132	2	8	3	6	10	0	707	783	818	587	666	753	6.71261091997196	21.6621229570986	10.8064553623414	8.66241790932054	19.2810488059624	0.855617368509046	243.847821257935	315.656195984	261.893763898415	460.456980136363	340.84267429579	301.658379722774	Down_muscle_Up_hep
XM_027350888.1	8.34252163871157	303.938584025959	-2.01934499579703	0.992013171720235	-5.18715249830348	0.00798682827976482	5.18715249830348	0	2	2	4	12	4	723	722	764	515	714	672	1.67815272999299	5.41553073927464	7.20430357489424	5.77494527288036	23.1372585671548	6.84493894807237	249.366300946941	291.064844828158	244.604933518813	403.97844083514	365.407912082874	269.20907194383	Down_muscle_Up_hep
XM_027350896.1	37.0244176797793	2850.37889357129	-3.04997532811102	0.993663420836749	-6.26653285058073	0.00633657916325125	6.26653285058073	7	16	9	24	44	2	2707	5215	3940	5963	11533	5554	23.4941382199018	43.3242459141971	32.4193660870241	34.6496716372822	84.8366147462344	3.42246947403619	933.657782383636	2102.35895537236	1261.44429065985	4677.52124796104	5902.31015413415	2224.98093091672	Down_muscle_Up_hep
XM_027350917.1	18.9019448982384	403.784094678125	-1.54638445153528	0.983079006618414	-4.41697749110307	0.0169209933815859	4.41697749110307	1	8	5	8	3	31	159	276	363	1293	1110	1393	3.35630545998598	21.6621229570986	18.0107589372356	11.5498905457607	5.78431464178871	53.0482768475609	54.8398919094932	111.265785557579	116.219359773991	1014.26043495114	568.071123826316	558.047972050232	Down_muscle_Up_hep
XM_027350921.1	87.3799351099122	9401.11930406308	-2.86978963558809	0.995753295046079	-6.74938669069781	0.00424670495392143	6.74938669069781	26	37	31	19	28	84	2238	2879	1099	28010	51750	14144	87.2639419596354	100.187318676581	111.666705410861	27.4309900461817	53.9869366566946	143.74371790952	771.897346499659	1160.63114717489	351.859714577455	21971.7206364898	26484.3969891999	5666.20999043681	Down_muscle_Up_hep
XM_027350922.1	28.2223152144137	1905.71917021602	-2.39340211577438	0.993773810393862	-6.0773553827545	0.0062261896061383	6.0773553827545	15	8	10	14	8	15	810	789	255	4946	11267	2769	50.3445818997897	21.6621229570986	36.0215178744712	20.2123084550813	15.4248390447699	25.6685210552714	279.373034255909	318.075017409165	81.6416990147871	3879.76188033126	5766.17779473072	1109.28559555427	Down_muscle_Up_hep
XM_027350923.1	1.9060495551514	101.644394196062	-1.8283052100639	0.988593261399562	-5.73680121269014	0.0114067386004384	5.73680121269014	0	2	0	0	0	0	177	101	220	293	374	41	1.67815272999299	5.41553073927464	1.80107589372356	0.721868159110045	0.964052440298118	0.855617368509046	61.0481815596245	40.7168273236066	70.4359756206006	229.836277989701	191.404144424362	16.4249582584777	Down_muscle_Up_hep
XM_027350925.1	1.9060495551514	117.862691894984	-1.97514091376956	0.99147295020994	-5.95037768333074	0.00852704979005958	5.95037768333074	0	2	0	0	0	0	122	364	416	323	209	62	1.67815272999299	5.41553073927464	1.80107589372356	0.721868159110045	0.964052440298118	0.855617368509046	42.0784076286677	146.741833126662	133.188026628045	253.369002698544	106.961139531261	24.8377417567224	Down_muscle_Up_hep
XM_027350928.1	1449.05259374814	248.36118896377	1.43240521717678	0.950798986135805	2.54459831038334	0.0492010138641945	-2.54459831038334	798	790	374	332	522	610	268	226	415	218	739	1559	2678.33175706881	2139.13464201348	1347.20476850522	479.32045764907	1006.47074767123	1043.85318958104	92.4345347908439	91.1089403478723	132.867863102497	171.004466217593	378.202306763646	624.549022560166	Up_muscle_Down_hep
XM_027350933.1	5.20802202697793	1138.26331570936	-2.61513786814406	0.995379250674766	-7.77188307085336	0.00462074932523426	7.77188307085336	0	2	6	0	0	0	895	3213	2376	3143	2584	1690	1.67815272999299	5.41553073927464	21.6129107246827	0.721868159110045	0.964052440298118	0.855617368509046	308.689957603751	1295.27887317572	760.708536702486	2465.44512532979	1322.42863420469	677.028767239692	Down_muscle_Up_hep
XM_027350934.1	6.71507013413287	638.203281429302	-2.22706149352245	0.993629332123527	-6.57046974861445	0.00637066787647322	6.57046974861445	0	8	4	0	0	0	568	1918	1223	1591	1797	751	1.67815272999299	21.6621229570986	14.4086071497885	0.721868159110045	0.964052440298118	0.855617368509046	195.906028959699	773.216582244332	391.55999174543	1248.01883372564	919.661089653955	300.857162246751	Down_muscle_Up_hep
XM_027350935.1	5.47865594212283	662.997989847713	-2.4337672259715	0.993373929128161	-6.9190386803013	0.0066260708718392	6.9190386803013	0	6	0	0	6	0	618	1964	1423	1577	1864	815	1.67815272999299	16.2465922178239	1.80107589372356	0.721868159110045	11.5686292835774	0.855617368509046	213.151277987841	791.760879837262	455.592696855067	1237.03689552818	953.950067398426	326.496121479497	Down_muscle_Up_hep
XM_027350938.1	3163.63898591435	433.555900560484	2.2739099582044	0.969398923934491	2.86729505360699	0.0306010760655092	-2.86729505360699	1153	1358	1065	1675	1004	1896	1038	567	823	224	677	3068	3869.82019536383	3677.14537196748	3836.29165363118	2418.25833301865	1935.81730011862	3244.5010613863	358.011369824238	228.578624678069	263.494581526156	175.711011159362	346.47220795533	1229.06760821975	Up_muscle_Down_hep
XM_027350947.1	6.62831352101365	142.47355258456	-1.64774867956546	0.987711822505404	-4.42590848188316	0.0122881774945958	4.42590848188316	4	4	3	2	0	0	483	464	532	147	112	395	13.4252218399439	10.8310614785493	10.8064553623414	2.88747263644018	0.964052440298118	0.855617368509046	166.589105611857	187.055523546074	170.326995591634	115.310351073331	57.3188881698625	158.240451514603	Down_muscle_Up_hep
XM_027350950.1	674.03731962136	2378.53021900964	-1.68839450764145	0.988585319184172	-1.81916997787647	0.0114146808158284	1.81916997787647	161	167	128	715	368	496	7376	8279	8125	2879	3659	4137	540.365179057743	452.196816729433	461.075428793231	1032.27146752736	709.542596059415	848.772429560974	2544.01913663158	3337.57042982316	2601.328645079	2258.35714789197	1872.58760547792	1657.31834915421	Down_muscle_Up_hep
XM_027350951.1	285474.302583381	2465.42838920997	3.63876970545494	0.984668858122067	6.8553787258005	0.0153311418779328	-6.8553787258005	162089	147220	167358	56600	15587	32474	4880	6042	5778	2491	4495	11406	544020.195703667	398637.217718006	602848.918843575	81715.4756112571	30053.3707738535	55570.6368499255	1683.13630514671	2435.7531751409	1849.90485061741	1954.00057499094	2300.43216360296	4569.34326576091	Up_muscle_Down_hep
XM_027350967.1	289.504921391129	31028.4103532401	-4.10707814145208	0.989365036143668	-6.7438581031384	0.0106349638563316	6.7438581031384	2	435	116	8	15	55	57512	83978	60549	58584	98594	41640	6.71261091997196	1177.87793579223	417.849607343866	11.5498905457607	28.9215732089435	94.1179105359951	19836.1752421306	33854.6309404142	19385.581308417	45954.7048114288	50458.0219662449	16681.3478508052	Down_muscle_Up_hep
XM_027350981.1	5.92874346680845	60.0409831289179	-1.18373768595645	0.962968301540982	-3.34014932163233	0.0370316984590177	3.34014932163233	4	2	2	2	3	0	255	159	376	37	82	42	13.4252218399439	5.41553073927464	7.20430357489424	2.88747263644018	5.78431464178871	0.855617368509046	87.9507700435268	64.0987677668659	120.381485606117	29.0236938075731	41.9656145529351	16.8255669964894	Down_muscle_Up_hep
XM_027350986.1	42.4079391164618	288.265931542134	-1.19555025858992	0.964328674549186	-2.76499406363892	0.0356713254508135	2.76499406363892	6	35	8	11	27	25	866	917	1300	236	627	347	20.1378327599159	94.7717879373062	28.817214299577	15.881099500421	52.0588317760984	42.7808684254523	298.687713167428	369.676541146013	416.21258321264	185.124101042899	320.883418593784	139.011232090043	Down_muscle_Up_hep
XM_027350990.1	1.22910821274207	126.057651854982	-2.03306441869288	0.991718481700889	-6.68032794541216	0.00828151829911106	6.68032794541216	0	0	0	0	0	0	52	57	85	95	897	386	1.67815272999299	1.35388268481866	1.80107589372356	0.721868159110045	0.964052440298118	0.855617368509046	17.9350589892682	22.9788035390651	27.2138996715957	74.5202949113364	459.062881146131	154.634972872498	Down_muscle_Up_hep
XM_027351003.1	935.910432295455	99.911377384774	1.72284978095899	0.959941556686785	3.2276495897945	0.040058443313215	-3.2276495897945	255	182	84	1177	399	874	295	178	464	116	221	183	855.857892296425	492.813297273992	302.580750145558	1699.27764654505	769.313847357898	1495.61916015381	101.746969266041	71.7583689465543	148.555875854358	90.9932022075266	113.102448978032	73.3113990561324	Up_muscle_Down_hep
XM_027351009.1	619.536997733288	55.7720618994077	1.73479422726433	0.959508471088816	3.47357592664468	0.040491528911184	-3.47357592664468	173	117	56	670	305	621	172	121	247	60	121	96	580.640844577574	316.808548247567	201.720500097039	967.30333320746	588.071988581852	1062.67677168824	59.3236566568102	48.7795654074891	79.0803908104016	47.0654494176862	61.9248702549407	38.4584388491186	Up_muscle_Down_hep
XM_027351012.1	24.4162017263387	188.930675903414	-1.0589451937143	0.954450313292664	-2.95194627328121	0.0455496867073361	2.95194627328121	6	2	8	6	14	33	109	116	185	521	548	751	20.1378327599159	5.41553073927464	28.817214299577	8.66241790932054	26.9934683283473	56.4707463215971	37.5946428813507	46.7638808865185	59.2302522264141	408.684985776908	280.453131402542	300.857162246751	Down_muscle_Up_hep
XM_027351015.1	11.2814641539154	90.2159500870807	-1.06437493990732	0.954524466413827	-2.99942820436002	0.0454755335861731	2.99942820436002	2	6	2	0	4	17	223	155	204	225	204	139	6.71261091997196	16.2465922178239	7.20430357489424	0.721868159110045	7.71241952238494	29.0909905293076	76.9138106655156	62.4862201500894	65.3133592118296	176.495435316323	104.402260595107	55.6846145836197	Down_muscle_Up_hep
XM_027351016.1	11.6087187184239	89.0012128155979	-0.990308121413732	0.950030749178948	-2.93861624840761	0.0499692508210515	2.93861624840761	0	0	7	0	14	8	248	156	202	212	216	110	1.67815272999299	1.35388268481866	25.2150625121298	0.721868159110045	26.9934683283473	13.6898778961447	85.5364351795869	62.8893570542835	64.6730321607333	166.297921275824	110.543570041878	44.0669611812817	Down_muscle_Up_hep
XM_027351017.1	106.23758710501	1806.4913086981	-2.384395479877	0.994073062693086	-4.08782412333683	0.00592693730691396	4.08782412333683	8	20	21	62	155	54	3264	4526	4922	2789	4547	4488	26.8504436798878	54.1553073927464	75.6451875363895	89.5116517296456	298.856256492416	92.406675798977	1125.76985655714	1824.59762838261	1575.84487274816	2187.75897376545	2327.04450453897	1797.9320161963	Down_muscle_Up_hep
XM_027351026.1	7.1428788183874	1454.52858443655	-2.90313885949667	0.994626402619474	-7.66983028758664	0.00537359738052634	7.66983028758664	0	8	4	0	0	2	656	5218	1239	3114	4488	3148	1.67815272999299	21.6621229570986	14.4086071497885	0.721868159110045	0.964052440298118	3.42246947403619	226.25766724923	2103.56836608494	396.682608154201	2442.69682477791	2296.84973309235	1261.11630726068	Down_muscle_Up_hep
