ID	DESeq2_gills_1_normalized	DESeq2_gills_2_normalized	DESeq2_gills_3_normalized	DESeq2_gills_wssv_1_normalized	DESeq2_gills_wssv_2_normalized	DESeq2_gills_wssv_3_normalized
XM_027350931.1	745.405336874164	517.254881235423	407.841511218616	55.633633829809	118.598728781223	133.107826731752
XM_027350940.1	17.2567017571094	10.8151982416105	6.36678432403724	278.168169149045	100.352770507188	41.3093255374404
XM_027350942.1	71.5521780172828	18.313735689127	52.2810943531519	0	13.6844687055257	18.3597002388624
XM_027350950.1	1416.10178199499	2244.65834438545	998.728071753303	333.801802978854	351.234696775159	683.898833897624
XM_027350955.1	61.8715892267092	93.0107048778499	70.6468183647978	111.267267659618	164.213624466308	380.963779956394
XM_027350956.1	60.8193513146904	86.8099912193266	58.1581260368786	111.267267659618	164.213624466308	376.373854896679
XM_027350957.1	50.928314941713	91.5686784456352	62.8107761198289	222.534535319236	68.4223435276284	348.834304538385
XM_027350962.1	284.735578992305	1233.36520747326	1151.65333369027	1212.81321748984	3402.87121810739	5186.61531747862
XM_027350968.1	14.7313307682641	5.62390308563744	4.77508824302793	166.900901489427	323.865759364108	41.3093255374404
XM_027350970.1	8.83879846095846	4.32607929664418	4.65265008295029	133.520721191542	474.39491512489	50.4891756568716
XM_027350971.1	7.99700813134337	3.74926872375829	4.04045928256209	211.407808553274	520.009810809976	82.6186510748807
XM_027350972.1	6.94477021932451	4.03767401020124	5.99946984380432	166.900901489427	410.534061165771	59.6690257763028
XM_027350973.1	12.6268549442264	4.7586872263086	6.73409880427015	289.294895915007	456.148956850856	27.5395503582936
XM_027350974.1	9.04924604336223	4.32607929664418	4.40777376279501	233.661262085198	346.673207206651	32.1294754180092
XM_027350975.1	12.2059597794188	3.1724581508724	3.79558296240681	189.154355021351	396.849592460245	4.5899250597156
XM_027350977.1	11.1537218674	4.03767401020124	4.89752640310557	255.914715617122	447.025977713839	55.0791007165872
XM_027350978.1	17.6775969219169	7.78694273395953	6.2443461639596	122.39399442558	296.496821953056	9.17985011943119
XM_027350979.1	8.20745571374714	3.60506608053682	5.26484088333848	267.041442383083	415.095550734279	41.3093255374404
XM_027350982.1	134.896900320818	97.3367841744941	614.02737278936	44.5069070638472	9.12297913701712	27.5395503582936
XM_027351006.1	0.420895164807546	3.60506608053682	3.67314480232918	77.8870873617326	150.529155760783	68.848875895734
XM_027351011.1	119.955121970151	52.2013568461731	100.276853103586	44.5069070638472	22.8074478425428	13.7697751791468
XM_027351014.1	203.713259766852	195.250378921874	173.005120189704	22.2534535319236	0	45.899250597156
XM_027351019.1	28.8313187893169	15.1412775382546	45.5469955488818	155.774174723465	9.12297913701712	174.417152269193
XM_027351020.1	280.105732179422	273.696616834355	208.634624772297	16890.37123073	18843.5134075089	12195.4308836643
XM_027351026.1	9.89103637297733	8.07534802040248	7.83604224496891	0	0	0
XM_027351035.1	11.9955121970151	18.7463436187915	136.39611032649	0	0	0
XM_027351040.1	63.3447223035356	14.1318590357043	27.4261478573912	0	9.12297913701712	0
XM_027351045.1	13.4686452738415	2.73985022120798	0.244876320155278	189.154355021351	6933.46414413301	4158.47210410233
XM_027351053.1	34.0925083494112	30.2825550765093	43.8328613077948	200.281081787312	364.919165480685	215.726477806633
XM_027351063.1	307.674365474316	115.650519863621	21.9164306538974	0	0	22.949625298578
XM_027351070.1	115.746170322075	91.4244758024138	48.4855113907451	0	0	45.899250597156
XM_027351101.1	50.2969721945017	62.1513392284548	44.3226139481054	0	18.2459582740342	27.5395503582936
XM_027351110.1	38.3014599974867	55.3738149970455	99.5422241431207	22.2534535319236	31.9304269795599	0
XM_027351111.1	98.279020982562	186.742422971807	154.884272498214	22.2534535319236	9.12297913701712	100.978351313743
XM_027351119.1	36.1969841734489	18.0253304026841	21.3042398535092	0	0	0
XM_027351128.1	512.229415570783	590.798229278374	693.857053159981	144.647447957503	291.935332384548	100.978351313743
XM_027351145.1	57.6626375786338	52.3455594893946	120.479149516397	22.2534535319236	0	9.17985011943119
XM_027351146.1	34.5134035142188	113.775885501742	82.5233198923288	22.2534535319236	9.12297913701712	9.17985011943119
XM_027351148.1	98.0685734001582	131.657013261205	122.315721917562	2581.40060970314	1103.88047557907	1946.12822531941
XM_027351161.1	854.838079724126	1683.85426489714	1389.55067872113	31321.7358461825	58824.9694754864	32932.7123034594
XM_027351163.1	23.3596816468188	24.3702467044289	30.7319781794874	0	0	18.3597002388624
XM_027351167.1	9.68058879057356	23.9376387747645	11.7540633674534	12027.9916340047	13068.667613777	4401.73813226726
XM_027351168.1	3.36716131846037	5.33549779919449	1.95901056124223	578.589791830014	278.250863679022	229.49625298578
XM_027351171.1	46.7193632936376	117.5251542255	67.0961117225463	22.2534535319236	18.2459582740342	27.5395503582936
XM_027351173.1	49.6656294472904	58.6904757911394	33.6704940213508	22.2534535319236	9.12297913701712	18.3597002388624
XM_027351178.1	64.3969602155545	79.8882643446959	89.5022950167542	923.51832157483	1528.09900545037	895.035386644541
XM_027351181.1	60.3984561498828	57.2484493589247	43.3431086674843	0	0	18.3597002388624
XM_027351186.1	68.3954642812262	59.6998942936897	43.4655468275619	44.5069070638472	0	9.17985011943119
XM_027351188.1	497.287637220115	133.675850266305	205.696108930434	22.2534535319236	18.2459582740342	41.3093255374404
XM_027351193.1	58.0835327434413	65.0353920928842	37.2212006636023	22.2534535319236	9.12297913701712	18.3597002388624
XM_027351198.1	54.5059238425772	53.4991806351664	42.2411652267855	0	0	27.5395503582936
XM_027351211.1	312.93555503441	161.939568337714	213.65458933548	66.7603605957708	18.2459582740342	73.4388009554496
XM_027351212.1	2149.09071150733	1620.54930452291	2596.79093708665	545.209611532128	374.042144617702	417.683180434119
XM_027351226.1	223.074437347999	597.431550866562	603.375252862606	111.267267659618	246.320436699462	156.05745203033
XM_027351232.1	84.1790329615092	79.1672511285886	80.5643093310866	89.0138141276944	374.042144617702	275.395503582936
XM_027351263.1	33.6716131846037	22.7840176289927	22.2837451341303	0	9.12297913701712	9.17985011943119
XM_027351275.1	6.94477021932451	8.65215859328837	6.36678432403724	111.267267659618	27.3689374110514	55.0791007165872
XM_027351282.1	58.7148754906526	0.576810572885891	9.0604238457453	77.8870873617326	209.828520151394	18.3597002388624
XM_027351287.1	206.659525920505	174.629400941204	177.657770272654	22.2534535319236	86.6683018016627	45.899250597156
XM_027351290.1	15.3626735154754	20.7651806238921	14.2028265690061	0	0	9.17985011943119
XM_027351307.1	19.9925203283584	140.02076656805	41.384098106242	22.2534535319236	13.6844687055257	32.1294754180092
XM_027351325.1	351.868357779108	177.369251162412	238.999288471552	89.0138141276944	18.2459582740342	0
XM_027351326.1	407.005624368897	185.01199125315	265.078616568089	11.1267267659618	45.6148956850856	9.17985011943119
XM_027351329.1	341.766873823727	185.01199125315	230.79593174635	33.3801802978854	9.12297913701712	36.7194004777248
XM_027351330.1	332.296732615557	184.435180680264	238.387097671164	11.1267267659618	45.6148956850856	18.3597002388624
XM_027351334.1	132.371529331973	265.909674100396	182.800172995915	879.011414510983	748.084289235404	559.970857285303
XM_027351335.1	65.0283029627658	58.6904757911394	26.0793280965371	69575.4224675592	76956.8905103079	31170.1810805286
XM_027351341.1	34.7238510966225	24.8028546340933	32.8134269008073	133.520721191542	250.881926267971	302.935053941229
XM_027351342.1	22.3074437347999	22.0630044128853	22.0388688139751	189.154355021351	332.988738501125	179.007077328908
XM_027351343.1	15.9940162626867	25.6680704934222	23.6305648949844	211.407808553274	410.534061165771	206.546627687202
XM_027351344.1	21.2552058227811	23.9376387747645	22.1613069740527	267.041442383083	387.726613323228	197.366777567771
XM_027351345.1	17.8880445043207	20.0441674077847	23.6305648949844	155.774174723465	319.304269795599	192.776852508055
XM_027351365.1	1604.45236824636	514.659233657436	40.4045928256209	22.2534535319236	82.1068122331541	114.74812649289
XM_027351384.1	593.883077543447	319.697260022005	255.406001921955	118288.23224894	130330.879951427	60894.5357672468
XM_027351389.1	11.5746170322075	12.6898326034896	9.42773832597822	111.267267659618	164.213624466308	541.61115704644
XM_027351390.1	6.52387505451696	22.4956123425498	23.3856885748291	1657.88228812831	3215.85014579854	7366.82972084353
XM_027351395.1	9.89103637297733	14.7086696085902	10.7745580868322	0	0	0
XM_027351410.1	53.4536859305583	131.080202688319	71.0141328450307	1513.23484017081	821.068122331541	1129.12156469004
XM_027351433.1	19.3611775811471	16.5833039704694	19.9574200926552	0	0	0
XM_027351435.1	96.384992740928	98.7788106067089	81.6662527717853	55.633633829809	0	36.7194004777248
XM_027351437.1	48.192496370464	73.3991453997296	58.1581260368786	33.3801802978854	0	9.17985011943119
XM_027351450.1	212.762505810214	197.557621213418	200.921020687406	656.476879191746	583.870664769096	615.04995800189
XM_027351451.1	239.27890119309	207.074995666035	234.713952868834	934.645048340792	570.18619606357	688.48875895734
XM_027351467.1	41.0372785687357	22.9282202722142	30.7319781794874	801.12432714925	205.267030582885	289.165278762083
XM_027351469.1	981.317076748793	371.033401008849	407.474196738383	12762.3556005582	4912.72426528372	2726.41548547106
XM_027351471.1	49.4551818648866	3.46086343731535	7.95848040504655	823.377780681174	205.267030582885	64.2589508360184
XM_027351474.1	14.3104356034566	9.5173744526172	11.5091870472981	0	0	0
XM_027351476.1	13.0477501090339	8.36375330684542	8.57067120543474	0	0	0
XM_027351487.1	920.497725434103	84.0701409981186	120.84646399663	0	0	0
XM_027351489.1	954.590233783514	1231.34637046816	1229.15668901942	389.435436808663	314.742780227091	518.661531747862
XM_027351493.1	33.6716131846037	12.4014273170467	28.0383386577794	0	18.2459582740342	0
XM_027351513.1	104.592448454675	92.0012863752996	90.3593621372977	33.3801802978854	45.6148956850856	18.3597002388624
XM_027351517.1	98.4894685649657	100.220837038924	70.0346275644096	22.2534535319236	18.2459582740342	36.7194004777248
XM_027351520.1	30.5148994485471	8.21955066362395	24.9773846558384	11.1267267659618	0	0
XM_027351529.1	105.223791201886	63.8817709471125	59.2600694775774	44.5069070638472	18.2459582740342	18.3597002388624
XM_027351545.1	37.2492220854678	48.0194801927504	41.5065362663197	22.2534535319236	0	18.3597002388624
XM_027351562.1	279.47438943221	123.870070527245	89.0125423764437	901.264868042906	634.04705002269	110.158201433174
XM_027351566.1	721.20386489773	720.003797604814	422.901404908166	66.7603605957708	95.7912809386798	13.7697751791468
XM_027351580.1	117.429750981305	130.647594758654	164.92420162458	22.2534535319236	27.3689374110514	68.848875895734
XM_027351589.1	32.408927690181	56.3832334995959	32.4461124205744	1824.78318961774	3297.95695803169	1840.55994894595
XM_027351591.1	353.341490855935	155.017841463083	141.905827529984	44.5069070638472	18.2459582740342	133.107826731752
XM_027351603.1	78.2865006542035	49.0288986953007	42.7309178670961	22.2534535319236	9.12297913701712	18.3597002388624
XM_027351610.1	122.480492958996	77.4368194099309	95.9915175008691	0	13.6844687055257	45.899250597156
XM_027351617.1	651.545715122081	728.367550911659	879.473303837682	1223.9399442558	3772.35187315658	1482.54579428814
XM_027351618.1	2169.9250221653	559.217850412871	157.577912019922	44.5069070638472	54.7378748221027	344.24437947867
XM_027351619.1	426.787697114851	183.858370107378	384.700698963942	89.0138141276944	104.914260075697	73.4388009554496
XM_027351623.1	66.9223312043998	8.79636123650984	15.4272081697825	0	0	0
XM_027351637.1	997.521540593884	1434.09528683755	627.495570397901	2770.55496472449	2116.53115978797	6003.621978108
XM_027351642.1	281.368417673844	264.467647668181	177.290455792422	7655.18801498172	7955.23780747893	6692.11073706534
XM_027351643.1	0.210447582403773	6.92172687463069	3.67314480232918	13741.5075559628	15550.1179390457	5604.29849791274
XM_027351645.1	60.6089037322866	20.4767753374491	50.566960112065	0	0	0
XM_027351646.1	13.2581976914377	19.6115594781203	39.6699638651551	0	0	0
XM_027351649.1	70.7103876876677	88.8288282244272	60.9742037186643	0	18.2459582740342	18.3597002388624
XM_027351653.1	117.429750981305	102.095471400803	116.19381391368	44.5069070638472	4.56148956850856	0
XM_027351661.1	21.2552058227811	22.9282202722142	27.7934623376241	66.7603605957708	145.967666192274	82.6186510748807
XM_027351669.1	647.547211056409	181.695330459056	294.5862131468	89.0138141276944	118.598728781223	151.467526970615
XM_027351673.1	8706.21648404409	13710.9315201409	15009.4491675976	3805.34055395894	4292.36168396656	2767.7248110085
XM_027351676.1	10.1014839553811	0.288405286442946	0	77.8870873617326	332.988738501125	18.3597002388624
XM_027351679.1	644.180049737949	334.694334917038	328.501583488306	155.774174723465	127.72170791824	174.417152269193
XM_027351683.1	12.6268549442264	1.29782378899326	0.489752640310557	211.407808553274	447.025977713839	32.1294754180092
XM_027351699.1	62.082036809113	41.8187665342271	233.244694947903	1001.40540893656	697.90790398181	105.568276373459
XM_027351707.1	208.343106579735	186.454017685364	198.227381165698	445.069070638472	360.357675912176	1739.58159763221
XM_027351708.1	169.199856252633	223.369894350061	237.774906870775	300.421622680969	328.427248932616	1643.19317137818
XM_027351709.1	227.493836578479	213.275709324558	231.897875187049	634.223425659823	187.021072308851	1634.01332125875
XM_027351710.1	125.426759112649	182.704748961606	114.846994152826	534.082884766167	264.566394973497	982.243962779138
XM_027351711.1	79.5491861486262	206.209779806706	144.599467051692	356.055256510778	405.972571597262	844.54621098767
XM_027351712.1	157.414791638022	212.266290822008	146.068724972624	344.928529744816	501.763852535942	1110.76186445117
XM_027351721.1	118.061093728517	76.4274009073806	80.5643093310866	22.2534535319236	0	0
XM_027351729.1	118.27154131092	97.0483788880512	83.6252633330276	0	9.12297913701712	9.17985011943119
XM_027351734.1	718.678493908885	1254.99560395648	793.031962822869	6319.98080306631	12389.0056680693	2570.35803344073
XM_027351735.1	740.985937643684	1290.46945418896	804.418711710089	6631.52915251324	12863.4005831941	2712.64571029192
XM_027351736.1	690.268070284375	1226.58768324185	756.1780766395	6542.51533838554	12101.6318252532	3107.37926542746
XM_027351746.1	23.7805768116263	196.548202710867	63.79028140045	1435.34775280907	1747.05050473878	3506.70274562272
XM_027351756.1	76.3924724125696	73.2549427565082	57.5459352364904	389.435436808663	164.213624466308	192.776852508055
XM_027351757.1	105.223791201886	119.543991230601	60.729327398509	3093.23004093738	1578.27539070396	1399.92714321326
XM_027351759.1	48.6133915352715	53.9317885648308	43.098232347329	0	13.6844687055257	9.17985011943119
XM_027351761.1	45.6671253816187	52.2013568461731	38.2007059442234	0	0	27.5395503582936
XM_027351762.1	94.490964499294	54.2201938512738	44.2001757880277	723.237239787517	720.715351824353	504.891756568716
XM_027351767.1	65.8700932923809	43.6934008961063	33.1807413810402	734.363966553479	629.485560454181	335.064529359239
XM_027351772.1	64.3969602155545	43.8376035393277	31.7114834601085	667.603605957708	629.485560454181	330.474604299523
XM_027351776.1	1352.54661210905	1114.1096215291	1054.55987274871	356.055256510778	342.111717638142	380.963779956394
XM_027351783.1	490.132419418387	262.016202733416	432.329143234144	144.647447957503	118.598728781223	146.877601910899
XM_027351788.1	25.8850526356641	35.6180528757038	42.3636033868632	0	0	13.7697751791468
XM_027351832.1	90.4924604336224	356.324731400259	228.836921185108	422.815617106549	1601.08283854651	238.676103105211
XM_027351854.1	30.5148994485471	29.4173392171804	71.7487618054966	255.914715617122	72.983833096137	142.287676851184
XM_027351861.1	355.656414262376	363.390660918111	191.738158681583	44.5069070638472	77.5453226646456	165.237302149761
XM_027351863.1	362.390736899297	360.074000124018	184.024554596692	33.3801802978854	114.037239212714	160.647377090046
XM_027351864.1	439.835447223885	390.068149914084	221.490631580449	44.5069070638472	86.6683018016627	156.05745203033
XM_027351865.1	421.736955137161	486.251312942806	361.559886709269	600.843245361937	976.158767660832	2327.09200527581
XM_027351867.1	74.0775490061281	45.4238326147639	110.806534870263	0	9.12297913701712	27.5395503582936
XM_027351871.1	54.9268190073847	26.9658942824154	62.6883379597513	0	0	9.17985011943119
XM_027351872.1	34.5134035142188	25.3796652069792	54.3625430744718	0	0	9.17985011943119
XM_027351873.1	37.038774503064	26.3890837095295	46.7713771496582	0	0	9.17985011943119
XM_027351988.1	19.1507299987433	10.8151982416105	19.5901056124223	0	0	0
XM_027351989.1	32.408927690181	26.1006784230866	21.5491161736645	0	0	0
XM_027351990.1	14.3104356034566	20.1883700510062	27.6710241775465	267.041442383083	191.58256187736	413.093255374404
XM_027351991.1	9.04924604336223	26.8216916391939	30.2422255391769	233.661262085198	264.566394973497	454.402580911844
XM_027351999.1	36.8283269206603	93.1549075210714	119.622082395853	200.281081787312	255.443415836479	344.24437947867
XM_027352000.1	64.6074077979583	52.0571542029517	39.4250875449998	33.3801802978854	0	0
XM_027352003.1	645.021840067564	597.575753509783	555.99168491256	3727.4534665972	6376.96241677497	7164.87301821605
XM_027352008.1	79.5491861486262	46.4332511173142	41.751412586475	2981.96277327776	1354.76240184704	1083.22231409288
XM_027352016.1	24.2014719764339	90.8476652295279	88.2779134159778	4851.25286995935	1929.51008747912	1354.0278926161
XM_027352018.1	514.123443812417	293.596581598919	232.87738046767	55.633633829809	72.983833096137	165.237302149761
XM_027352033.1	373.754906349101	1452.40902252667	592.478256615696	122.39399442558	22.8074478425428	68.848875895734
XM_027352034.1	345.975825471803	991.82578007729	407.10688225815	77.8870873617326	36.4919165480685	36.7194004777248
XM_027352046.1	10.1014839553811	2.01883700510062	17.1413424108695	0	228.074478425428	0
XM_027352047.1	26.5163953828754	8.07534802040248	12.2438160077639	100.140540893656	187.021072308851	18.3597002388624
XM_027352077.1	107.538714608328	35.1854449460394	199.329324606397	33.3801802978854	0	82.6186510748807
XM_027352084.1	230.440102732131	229.570608008585	244.386567514968	44.5069070638472	18.2459582740342	160.647377090046
XM_027352086.1	201.398336360411	607.237330605622	428.411122111659	1101.54594983022	843.875570174084	1712.04204727392
XM_027352101.1	68.60591186363	71.2361057514076	55.5869246752482	22.2534535319236	4.56148956850856	41.3093255374404
XM_027352102.1	58.2939803258451	57.1042467157032	45.4245573888041	22.2534535319236	0	22.949625298578
XM_027352103.1	51.7701052713281	52.0571542029517	47.2611297899687	0	13.6844687055257	27.5395503582936
XM_027352105.1	57.8730851610376	17.3043171865767	23.6305648949844	22.2534535319236	246.320436699462	82.6186510748807
XM_027352147.1	560.632359523651	819.792026714073	697.53019796231	2459.00661527756	6253.80219842524	702.258534136486
XM_027352150.1	142.683460869758	160.497541905499	119.989396876086	66.7603605957708	27.3689374110514	50.4891756568716
XM_027352154.1	62.7133795563243	82.051303993018	99.1749096628877	22.2534535319236	0	27.5395503582936
XM_027352156.1	1337.18393859357	1367.329463026	1079.16994292431	11950.104546643	9661.23490610113	22233.5969892624
XM_027352188.1	333.769865692384	461.736863595156	381.762183122079	155.774174723465	63.8608539591199	59.6690257763028
XM_027352207.1	3269.30319264261	488.991163164014	1281.68265969273	111.267267659618	159.6521348978	201.956702627486
XM_027352208.1	30.5148994485471	3.1724581508724	6.61166064419252	333.801802978854	177.898093171834	105.568276373459
XM_027352234.1	47.3507060408489	90.5592599430849	127.5805628009	1257.32012455368	547.378748221027	472.762281150706
XM_027352244.1	20.2029679107622	23.9376387747645	38.5680204244563	11.1267267659618	4.56148956850856	4.5899250597156
XM_027352245.1	8.41790329615092	2.01883700510062	8.32579488527946	0	18.2459582740342	59.6690257763028
XM_027352248.1	677.641215340149	58.8346784343609	124.642046959037	55.633633829809	9.12297913701712	41.3093255374404
XM_027352249.1	38.0910124150829	84.3585462845616	95.5017648605586	0	18.2459582740342	36.7194004777248
XM_027352251.1	2718.56186949194	1418.23299608318	847.394505897341	333.801802978854	606.678112611639	766.517484972505
XM_027352254.1	6333.84088760635	123.293259954359	123.784979838493	89.0138141276944	114.037239212714	275.395503582936
XM_027352258.1	123.743178453418	14.7086696085902	23.1408122546738	22.2534535319236	0	0
XM_027352261.1	62.7133795563243	123.004854667916	117.295757354378	22.2534535319236	54.7378748221027	27.5395503582936
XM_027352270.1	7.7865605489396	3.31666079409387	6.48922248411488	634.223425659823	0	197.366777567771
XM_027352275.1	37.4596696678716	17.5927224730197	25.7120136163042	166.900901489427	95.7912809386798	229.49625298578
XM_027352304.1	57.6626375786338	76.860008837045	44.445052108183	0	9.12297913701712	18.3597002388624
XM_027352315.1	65.6596457099772	43.8376035393277	71.7487618054966	0	22.8074478425428	32.1294754180092
XM_027352317.1	55.7686093369998	41.0977533181197	66.4839209221581	22.2534535319236	9.12297913701712	18.3597002388624
XM_027352341.1	12.8373025266301	24.5144493476504	20.692049053121	66.7603605957708	100.352770507188	229.49625298578
XM_027352348.1	9.04924604336223	22.9282202722142	24.7325083356831	33.3801802978854	145.967666192274	293.755203821798
XM_027352351.1	53.4536859305583	28.5521233578516	42.3636033868632	0	9.12297913701712	18.3597002388624
XM_027352353.1	16.2044638450905	14.5644669653688	29.9973492190216	89.0138141276944	132.283197486748	78.0287260151651
XM_027352354.1	28.6208712069131	18.313735689127	44.5674902682607	189.154355021351	150.529155760783	55.0791007165872
XM_027352366.1	39.5641454919093	6.3449163017448	15.9169608100931	178.027628255389	177.898093171834	9.17985011943119
XM_027352385.1	49.6656294472904	11.6804141009393	20.4471727329657	44.5069070638472	136.844687055257	82.6186510748807
XM_027352390.1	23.149234064415	4.90288986953007	11.9989396876086	0	104.914260075697	82.6186510748807
XM_027352437.1	188.981928998588	476.733938490189	315.278262199921	1824.78318961774	2955.84524039355	1528.44504488529
XM_027352446.1	9.89103637297733	6.20071365852333	7.59116592481363	22.2534535319236	118.598728781223	45.899250597156
XM_027352455.1	22.3074437347999	44.9912246850995	27.0588333771583	89.0138141276944	114.037239212714	82.6186510748807
XM_027352485.1	2508.11428708817	3034.16781602301	1749.39643118931	267.041442383083	328.427248932616	628.819733181037
XM_027352486.1	39.5641454919093	68.928863459864	27.3037096973135	0	0	32.1294754180092
XM_027352503.1	50.5074197769055	29.8499471468449	67.3409880427016	0	18.2459582740342	4.5899250597156
XM_027352504.1	81.4432143902601	61.8629339420118	72.1160762857295	22.2534535319236	18.2459582740342	9.17985011943119
XM_027352509.1	17.4671493395132	15.862290754362	16.8964660907142	0	0	0
XM_027352527.1	28.4104236245093	58.1136652182535	41.6289744263973	55.633633829809	82.1068122331541	587.510407643596
XM_027352529.1	28.1999760421056	104.835321622011	88.4003515760555	2993.08950004373	1623.89028638905	1634.01332125875
XM_027352530.1	44.8253350520036	174.196793011539	114.969432312903	2714.92133089468	1477.92262019677	1803.84054846823
XM_027352531.1	25.043262306049	82.7723172091254	53.7503522740836	2748.30151119257	1619.32879682054	1950.71815037913
XM_027352532.1	19.3611775811471	85.9447753599978	51.0567127523755	2570.27388293718	1532.66049501888	1656.96294655733
XM_027352533.1	38.0910124150829	104.402713692346	77.6257934892232	3716.32673983124	1984.24796230122	1872.68942436396
XM_027352535.1	32.408927690181	23.3608282018786	37.34363882368	0	18.2459582740342	0
XM_027352542.1	521.278661614146	479.329586068176	376.374904078663	178.027628255389	191.58256187736	119.338051552606
XM_027352545.1	39.1432503271018	27.5427048553013	43.098232347329	0	0	4.5899250597156
XM_027352554.1	42.9313068103697	26.9658942824154	38.2007059442234	734.363966553479	1035.45813205144	716.028309315633
XM_027352573.1	58.5044279082489	56.3832334995959	80.5643093310866	211.407808553274	214.390009719902	307.524979000945
XM_027352574.1	64.3969602155545	110.170819421205	115.336746793136	22.2534535319236	9.12297913701712	9.17985011943119
XM_027352575.1	73.4462062589167	97.0483788880512	119.622082395853	44.5069070638472	9.12297913701712	9.17985011943119
XM_027352577.1	933.335027960733	239.232185104423	889.268356643893	77.8870873617326	18.2459582740342	73.4388009554496
XM_027352578.1	2817.89312838652	3202.0196927328	1483.95050014099	545.209611532128	606.678112611639	881.265611465394
XM_027352579.1	86.4939563679507	120.986017662816	83.2579488527946	267.041442383083	296.496821953056	564.560782345018
XM_027352601.1	133.8446624088	139.588158638386	148.884802654409	4528.57779374645	5569.57876314895	2171.03455324548
XM_027352665.1	3670.4162847042	3982.73280313386	2001.25172646901	700.983786255594	670.538966570759	890.445461584826
