ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027370845.1	1715.85442661785	8.03472910568764	0.337248665995665	23.8243465899756	1.86850363587596e-125	2.80853082868847e-122	14	8	4	21	26	14	223	10005	12314	6870	1620	3967	16.0107562037944	19.5885299712793	7.98732027262834	12.8055004765248	13.9441700340998	9.42643306420671	2636.19467753109	4145.03685937948	4625.12588368369	4574.46989736099	1732.47527073346	2797.18782070293	Down_hemocytes_Up_gills
XM_027376753.1	587.454450416003	7.36368962936843	0.311485614857448	23.6405447896476	1.47661380826804e-123	2.03452772549198e-120	8	5	0	9	17	9	132	2507	2798	1413	1328	1413	9.14900354502538	12.2428312320496	0	5.48807163279635	9.11734194537294	6.05984982699003	1560.43810508566	1038.64141993647	1050.92595602948	940.86258587643	1420.20195032965	996.326289552116	Down_hemocytes_Up_gills
XM_027351285.1	3069.13289305489	7.8038002430475	0.330717509697281	23.5965741583826	4.17924058485527e-123	5.31535106384592e-120	30	4	15	50	38	53	354	8841	12632	11151	7660	11998	34.3087632938452	9.79426498563965	29.9524510223563	30.4892868488686	20.3799408190689	35.6857823144968	4184.81128182065	3662.79568953263	4744.56636045902	7425.02384650253	8191.82751470264	8459.95953435689	Down_hemocytes_Up_gills
XM_027367749.1	731.642619886265	5.31688345712371	0.228145241019536	23.3048186031127	3.96157536527659e-120	4.67862050639166e-117	25	13	16	75	66	56	109	3709	3012	1562	1726	2448	28.5906360782043	31.8313612033289	31.9492810905133	45.7339302733029	35.3967393173302	37.7057322568268	1288.54358677528	1536.62585821474	1131.3041385135	1040.07597957465	1845.83476375676	1726.11943158074	Down_hemocytes_Up_gills
XM_027362512.1	13269.596739966	10.100719257883	0.441094224249118	22.8992326414558	4.72869953452364e-116	5.2122878735876e-113	11	10	8	49	44	54	682	90600	54769	72881	21937	29690	12.5798798744099	24.4856624640991	15.9746405452567	29.8795011118912	23.5978262115535	36.3590989619402	8062.2635429426	37535.2663128217	20571.1807311574	48528.6667524841	23460.0679099258	20934.8390210915	Down_hemocytes_Up_gills
XM_027356531.1	34356.1998240312	11.63302019355	0.513153600297883	22.6696649634673	8.92708853176437e-114	9.225030111512e-111	6	0	20	53	55	28	5117	253043	175790	74475	65641	86520	6.86175265876903	0	39.9366013631417	32.3186440598007	29.4972827644419	18.8528661284134	60490.6195736617	104834.838781405	66026.545321809	49590.0503065443	70198.4007692684	61006.4759887113	Down_hemocytes_Up_gills
XM_027376200.1	1551.19893357146	8.07357944403891	0.358392183891655	22.5272196407041	2.24620343561934e-112	2.18463103556059e-109	4	1	8	28	23	19	193	7433	4729	5132	4063	5176	4.57450177251269	2.44856624640991	15.9746405452567	17.0740006353664	12.3352273378575	12.7930163014234	2281.54965364798	3079.46616449452	1776.20759330357	3417.20225811595	4345.09075616669	3649.67082428999	Down_hemocytes_Up_gills
XM_027378153.1	1600.2123673621	7.82700449625031	0.34927213173306	22.4094732591843	3.18178648554669e-111	2.9226476528905e-108	9	2	8	20	35	27	316	12613	6230	3583	3297	2708	10.2926289881535	4.89713249281982	15.9746405452567	12.1957147395474	18.7709981228266	18.1795494809701	3735.59425156871	5225.52222962053	2339.98166764247	2385.78248067604	3525.90800469642	1909.4491097715	Down_hemocytes_Up_gills
XM_027376719.1	890.571372045667	7.96346473834572	0.356297660236839	22.3505950980768	1.19145282746433e-110	1.03681479206817e-107	4	6	3	19	9	6	130	3554	3231	2662	2297	3105	4.57450177251269	14.6913974784595	5.99049020447125	11.5859290025701	4.82682808872685	4.03989988466002	1536.79510349346	1472.40989487603	1213.56031591538	1772.52385251455	2456.47882523133	2189.37942608586	Down_hemocytes_Up_gills
XM_027351560.1	5698.50772978687	8.89488644954037	0.400272581157927	22.2220728279934	2.1014392236555e-109	1.737259806196e-106	9	6	4	47	72	54	1333	24951	43095	14835	8040	10619	10.2926289881535	14.6913974784595	7.98732027262834	28.6599296379365	38.6146247098148	36.3590989619402	15758.060561206	10337.112911382	16186.4381969586	9878.05835914851	8598.21060289938	7487.60712579895	Down_hemocytes_Up_gills
XM_027356274.1	6655.24318752824	12.5186022528501	0.572168169835118	21.879235708721	4.09650705161294e-106	3.22531655196992e-103	0	0	0	4	6	7	389	38381	37048	18472	16640	21759	0	0	0	2.43914294790949	3.21788539248457	4.71321653210336	4598.56380968427	15901.1154122782	13915.1911433095	12299.7973717689	17795.3015462992	15342.5787221263	Down_hemocytes_Up_gills
XM_027356273.1	4980.77585494831	12.6001213346579	0.57957529385726	21.7402664816854	8.54015555460628e-105	6.41831508817547e-102	0	2	0	6	3	0	395	29991	23111	14668	11725	16562	0	4.89713249281982	0	3.65871442186423	1.60894269624228	0	4669.49281446089	12425.1674612344	8680.46810929136	9766.85945480218	12539.0571292283	11678.1005007517	Down_hemocytes_Up_gills
XR_003477463.1	851.584738778246	8.02686044435396	0.37166678227052	21.596927213451	1.9196772307473e-103	1.37999753622504e-100	0	2	9	10	13	9	129	3332	3233	2687	2015	2997	0	4.89713249281982	17.9714706134138	6.09785736977372	6.97208501704989	6.05984982699003	1524.97360269735	1380.43606351349	1214.31151388252	1789.17039508136	2154.89979662217	2113.227098222	Down_hemocytes_Up_gills
XR_003477328.1	7393.26104023772	12.6192784720592	0.587826653144393	21.467686782415	3.12174822109058e-102	2.15062437864632e-99	0	0	0	11	5	2	967	45874	21332	17571	20532	23545	0	0	0	6.70764310675109	2.6815711604038	1.34663329488667	11431.3912698321	19005.4393690329	8012.27751751994	11699.8559776608	21957.5199127774	16601.9125884675	Down_hemocytes_Up_gills
XR_003475688.1	25444.4873396798	11.7229724269851	0.546379446689394	21.4557346511047	4.0368345974414e-102	2.66980092936384e-99	3	0	8	37	35	38	2909	111146	74575	103079	81768	57749	3.43087632938452	0	15.9746405452567	22.5620722681628	18.7709981228266	25.5860326028468	34388.7458158651	46047.4029757713	28010.2941997492	68636.3584497923	87445.085146502	40719.6368686094	Down_hemocytes_Up_gills
XM_027356268.1	5964.81155353161	12.4684180419199	0.583326798127705	21.3746703939192	2.29940937214395e-101	1.46224748303954e-98	0	0	0	7	7	2	381	34752	27631	18104	14626	20695	0	0	0	4.2685001588416	3.75419962456533	1.34663329488667	4503.99180331544	14397.633277077	10378.1755150288	12054.7602651853	15641.4711788565	14592.337269838	Down_hemocytes_Up_gills
XM_027369485.1	3047.94003147293	6.24775765884568	0.292725205754177	21.3434222131605	4.4885974715493e-101	2.74868409609615e-98	55	30	29	147	155	155	260	12192	15698	7667	9217	10099	62.8993993720495	73.4569873922973	57.9080719765554	89.6385033356736	83.1287059725179	104.364080353717	3073.59020698692	5051.10338726183	5896.15284408532	5105.16167439108	9856.9287471298	7120.94776941742	Down_hemocytes_Up_gills
XM_027363524.1	1173.70309716103	9.61979841842141	0.451064870381974	21.3268623873881	6.39565803252481e-101	3.7766360682059e-98	0	2	0	9	6	4	259	6948	7430	3448	1417	2164	0	4.89713249281982	0	5.48807163279635	3.21788539248457	2.69326658977335	3061.76870619081	2878.532343725	2790.70044792674	2295.89115081524	1515.38114730204	1525.86701386467	Down_hemocytes_Up_gills
XM_027358787.1	1610.58581768852	10.1770017281547	0.487466829636991	20.8773215107443	8.60842326544042e-97	4.90798863002731e-94	2	0	0	10	4	4	374	10973	4887	3369	3019	4310	2.28725088625634	0	0	6.09785736977372	2.14525692832304	2.69326658977335	4421.24129774272	4546.07590784318	1835.55223270767	2243.2880763041	3228.60669280513	3039.04197308536	Down_hemocytes_Up_gills
XM_027367424.1	2049.55154134697	4.53826181585668	0.217542662882313	20.8614795632607	1.19904293037469e-96	6.60832527027173e-94	199	63	99	203	273	254	213	9401	9593	7496	3858	6298	227.581463182506	154.259673523824	197.686176747551	123.786504606406	146.413785358048	171.022428450608	2517.97966957005	3894.80175062733	3603.12104938912	4991.29932323406	4125.85777437634	4440.80889709782	Down_hemocytes_Up_gills
XM_027379660.1	501.353433711708	4.74347415602145	0.228411528125571	20.7672274466536	8.56623336311157e-96	4.56884201373183e-93	27	24	13	49	58	65	102	2322	3111	1211	849	1057	30.8778869644606	58.7655899138379	25.9587908860421	29.8795011118912	31.1062254606841	43.7655820838169	1205.79308120256	961.996560467681	1168.48843788696	806.358521936558	907.945373365867	745.305653260146	Down_hemocytes_Up_gills
XM_027355828.1	1811.11425831739	7.98555459830657	0.385627132807487	20.7079687058564	2.93577476568468e-95	1.5168781242447e-92	11	5	0	25	37	30	195	5873	8325	5404	4568	7523	12.5798798744099	12.2428312320496	0	15.2446434244343	19.8436265869882	20.1994994233001	2305.19265524019	2433.1635657307	3126.86153822208	3598.31664124291	4885.15249179656	5304.57372703508	Down_hemocytes_Up_gills
XM_027369777.1	5063.96549642558	13.1208263149994	0.638055217555157	20.5637787357567	5.79402520522606e-94	2.90298220433962e-91	0	0	0	2	2	4	521	23984	45715	10528	7918	17045	0	0	0	1.21957147395474	1.07262846416152	2.69326658977335	6159.00191476993	9936.48815945601	17170.5075339126	7010.19200573748	8467.74024300464	12018.6706336984	Down_hemocytes_Up_gills
XM_027370614.1	569.544647055474	-3.32750438118605	0.16196841558683	-20.5441559030514	8.68072059220669e-94	4.22138336092781e-91	888	458	557	1747	1829	1444	2	214	285	172	113	159	1015.53939349782	1121.44334085574	1112.2343479635	1065.29568249947	980.918730475712	972.269238908178	23.643001592207	88.6594590611902	107.045710317513	114.528212859693	120.845497279556	112.113149355121	Up_hemocytes_Down_gills
XM_027366023.1	550.041983020373	8.70695460524013	0.424039850117188	20.5333404462667	1.08456557321277e-93	5.12348776785714e-91	2	0	0	4	2	10	126	2467	3023	1396	936	1433	2.28725088625634	0	0	2.43914294790949	1.07262846416152	6.73316647443337	1489.50910030904	1022.0695584297	1135.43572733278	929.542936930995	1000.98571197933	1010.42857248987	Down_hemocytes_Up_gills
XM_027366711.1	3978.44709155524	12.0715471568421	0.588782499868105	20.502557666959	2.04269957170312e-93	9.38166519959429e-91	3	4	0	4	0	0	500	19537	17198	17394	6928	11729	3.43087632938452	9.79426498563965	0	2.43914294790949	0	0	5910.75039805176	8094.11145644147	6459.55131944065	11581.9984562878	7409.00535533419	8270.28382884413	Down_hemocytes_Up_gills
XM_027354076.1	4517.20989173347	7.60469249476567	0.371868397238561	20.4499563588543	6.01289867114571e-93	2.62566232317638e-90	52	17	27	65	78	62	267	14002	17929	14732	14303	18623	59.4685230426649	41.6256261889685	53.9144118402413	39.6360729035292	41.8325101022994	41.7456321414869	3156.34071255964	5800.98012044292	6734.11417643048	9809.47460377323	15296.0455538893	13131.3407574869	Down_hemocytes_Up_gills
XM_027363774.1	1134.22194206377	7.57633040221541	0.370484670856998	20.4497810521822	6.03454507564428e-93	2.62566232317638e-90	20	0	11	16	21	8	279	4386	5521	3046	1848	3327	22.8725088625634	0	21.9651307497279	9.75657179163795	11.262598873696	5.38653317954669	3298.19872211288	1817.10461421673	2073.68198829119	2028.21474634084	1976.3051236515	2345.9147666949	Down_hemocytes_Up_gills
XM_027357523.1	4215.4466935169	10.7880521031882	0.53049748225699	20.3357272447188	6.21119262652843e-92	2.63322715094926e-89	5	4	0	4	11	8	160	14813	31394	13407	11674	13224	5.71812721564086	9.79426498563965	0	2.43914294790949	5.89945655288837	5.38653317954669	1891.44012737656	6136.97461249258	11791.5544902035	8927.20784773199	12484.5162410755	9324.42947844103	Down_hemocytes_Up_gills
XM_027381154.1	800.31068069428	7.56280745007369	0.372863737697035	20.2830328762588	1.8158250607461e-91	7.505712888594e-89	6	3	3	18	22	8	110	2737	2251	2825	1882	3378	6.86175265876903	7.34569873922974	5.99049020447125	10.9761432655927	11.7989131057767	5.38653317954669	1300.36508757139	1133.92962360036	845.473312016566	1881.05931005019	2012.66571575331	2381.87558818616	Down_hemocytes_Up_gills
XM_027368762.1	3994.80102713937	8.38006247873243	0.414254040795413	20.2292836121569	5.40829692819989e-91	2.18099466855749e-88	3	11	18	40	31	56	500	22399	20682	18848	6439	7655	3.43087632938452	26.934228710509	35.9429412268275	24.3914294790949	16.6257411945036	37.7057322568268	5910.75039805176	9279.82814725047	7768.1381781993	12550.1613719738	6886.05448657576	5397.64879442424	Down_hemocytes_Up_gills
XM_027362283.1	6846.39614190301	12.2019224429486	0.604900992492701	20.1717679329082	1.73330425742401e-90	6.82344109339252e-88	0	0	0	9	8	6	878	68685	45721	11150	7888	14572	0	0	0	5.48807163279635	4.29051385664609	4.03989988466002	10379.2776989789	28455.9576898031	17172.761127814	7424.35798479986	8435.65736762068	10274.9233484455	Down_hemocytes_Up_gills
XM_027380334.1	2355.59563216533	6.72140509103876	0.33432085696924	20.1046538106271	6.71876495562927e-90	2.58344325061336e-87	51	25	15	38	77	79	655	6709	8394	5711	4812	7624	58.3248975995368	61.2141561602478	29.9524510223563	23.1718580051401	41.2961958702186	53.1920151480236	7743.08302144781	2779.51547122208	3152.77786808843	3802.73618396341	5146.09321158605	5375.79025587072	Down_hemocytes_Up_gills
XM_027356272.1	5065.72525433873	12.3566084731339	0.615241872396591	20.0841474345698	1.01551726459969e-89	3.81603692111167e-87	0	0	0	2	11	2	370	31047	23414	14858	12083	16925	0	0	0	1.21957147395474	5.89945655288837	1.34663329488667	4373.9552945583	12862.664605013	8794.27460131314	9893.37317830998	12921.9127754768	11934.0569360719	Down_hemocytes_Up_gills
XM_027375663.1	21137.7622215941	17.7601518670971	0.885132131870399	20.0649724799478	1.4937315472549e-89	5.48830164495833e-87	0	0	0	0	0	0	3887	139492	82576	72842	32032	51251	0	0	0	0	0	0	45950.1735944544	57791.05263254	31015.4616672945	48502.6981460799	34255.955476626	36137.8051421341	Down_hemocytes_Up_gills
XM_027372078.1	1406.94812269584	7.5477752476987	0.376826889772647	20.0298212589143	3.02742568350396e-89	1.08816209241423e-86	21	2	13	18	20	21	308	4284	4642	2935	3351	5808	24.0161343056916	4.89713249281982	25.9587908860421	10.9761432655927	10.7262846416152	14.1396495963101	3641.02224519988	1774.84636737448	1743.53048173296	1954.30409734418	3583.65718038754	4095.30296512292	Down_hemocytes_Up_gills
XM_027356269.1	8533.48025801006	12.8871048552216	0.644397879313606	19.9986767010292	5.6553162396201e-89	1.98946805757189e-86	0	0	0	2	12	4	469	53173	42186	23797	20896	29471	0	0	0	1.21957147395474	6.43577078496913	2.69326658977335	5544.28387337255	22029.3897974798	15845.0187208933	15845.5109385006	22346.7921341027	20780.4190229231	Down_hemocytes_Up_gills
XM_027381768.1	2427.84058746353	5.70399695684699	0.285994566336451	19.9444242242584	1.6756816718905e-88	5.77202515896616e-86	66	36	47	178	155	147	258	5577	13079	7870	6406	8824	75.4792792464594	88.1483848707568	93.851013203383	108.541861181972	83.1287059725179	98.9775471741705	3049.94720539471	2310.53179058065	4912.45910611491	5240.33160003362	6850.76332365341	6221.92723213579	Down_hemocytes_Up_gills
XM_027365498.1	1089.047157212	8.28479963765875	0.415422892913259	19.943050272361	1.72235120271353e-88	5.81170505829908e-86	1	3	3	15	9	18	90	3652	8051	4225	2182	3234	1.14362544312817	7.34569873922974	5.99049020447125	9.14678605466058	4.82682808872685	12.1196996539801	1063.93507164932	1513.0109555676	3023.94741672384	2813.26569379187	2333.49446959284	2280.33915103435	Down_hemocytes_Up_gills
XM_027364413.1	3674.61459246814	6.05384741355514	0.303785779051031	19.9280145122863	2.32608521254671e-88	7.69189858084945e-86	51	81	41	186	184	162	639	23465	16521	6864	8544	8860	58.3248975995368	198.333865959203	81.8700327944404	113.420147077791	98.68181870286	109.077296885821	7553.93900871015	9721.46825640574	6205.27080756361	4570.47472714495	9137.20290934979	6247.31134142374	Down_hemocytes_Up_gills
XM_027353896.1	970.929961219944	8.20825416977586	0.412597517924244	19.8940948822745	4.57797777660449e-88	1.48416244232115e-85	4	6	4	6	11	10	322	5032	3643	2062	1363	2152	4.57450177251269	14.6913974784595	7.98732027262834	3.65871442186423	5.89945655288837	6.73316647443337	3806.52325634533	2084.74017755098	1368.30709714631	1373.00683091097	1457.63197161093	1517.40564410202	Down_hemocytes_Up_gills
XM_027369484.1	2967.61250161202	6.29579370474613	0.316648006728437	19.8826254104467	5.75425836822837e-88	1.82963284346707e-85	33	36	34	146	170	109	258	11693	15064	7240	9168	9908	37.7396396232297	88.1483848707568	67.8922223173409	89.0287175986963	91.1734194537294	73.3915145713237	3049.94720539471	4844.36941496494	5658.0230885018	4820.83872734986	9804.52671733601	6986.2709673619	Down_hemocytes_Up_gills
XM_027378189.1	439.023158467637	3.98467154293752	0.201077672943848	19.8165787608366	2.14184041131796e-87	6.6817338416474e-85	50	18	31	99	78	65	103	1859	2001	1196	642	1045	57.1812721564086	44.0741924353784	61.9017321128696	60.3687879607598	41.8325101022994	43.7655820838169	1217.61458199866	770.177263526882	751.573566124011	796.370596396469	686.573533216592	736.844283497495	Down_hemocytes_Up_gills
XM_027359027.1	501.368776702742	6.42204833749701	0.324299467448598	19.8028334367059	2.81411175569802e-87	8.61639329050205e-85	19	5	3	10	24	16	68	3381	3127	1507	649	1234	21.7288834194353	12.2428312320496	5.99049020447125	6.09785736977372	12.8715415699383	10.7730663590934	803.862054135039	1400.73659385927	1174.49802162408	1003.45358592766	694.059537472848	870.110857259243	Down_hemocytes_Up_gills
XM_027356267.1	11860.4894363368	12.2632700283934	0.620483826961742	19.7640445979739	6.07373706428402e-87	1.82587579310676e-84	2	0	0	12	16	10	366	62847	48352	41011	31341	46732	2.28725088625634	0	0	7.31742884372846	8.58102771329217	6.73316647443337	4326.66929137389	26037.2945028908	18160.9620535873	27307.6542883073	33516.9799136156	32951.3943123492	Down_hemocytes_Up_gills
XM_027359746.1	31633.8677453794	6.68076613338892	0.341833923968006	19.5438944614935	4.64955783610561e-85	1.37278195111018e-82	518	477	270	744	891	657	2759	124111	211716	127905	55378	96422	592.397979540393	1167.96609953753	539.144118402413	453.680588311165	477.855980783958	442.369037370272	32615.5206964496	51418.7575866513	79520.3144055528	85167.0410803431	59222.8491004181	67988.5162711919	Down_hemocytes_Up_gills
XM_027377111.1	321.84520384149	7.31459124260055	0.374925167564131	19.5094698233331	9.12232694670502e-85	2.64611497783896e-82	7	0	2	6	4	8	49	1400	2368	1111	439	824	8.0053781018972	0	3.99366013631417	3.65871442186423	2.14525692832304	5.38653317954669	579.253539009073	580.015152736759	889.418393094282	739.772351669295	469.479409785178	581.014057035345	Down_hemocytes_Up_gills
XM_027366290.1	6797.79572464199	12.2410452523678	0.628069723220612	19.4899464180478	1.33620906389733e-84	3.80911735559975e-82	3	0	2	6	2	6	198	24704	25150	21181	20965	32635	3.43087632938452	0	3.99366013631417	3.65871442186423	1.07262846416152	4.03989988466002	2340.6571576285	10234.7816665778	9446.31443679104	14103.616724309	22420.5827474858	23011.4001836754	Down_hemocytes_Up_gills
XM_027372120.1	245.441773687561	5.24505732652296	0.269373280843545	19.4713347593273	1.92197634837867e-84	5.3860943973039e-82	10	7	3	22	28	19	21	1065	1509	789	501	783	11.4362544312817	17.1399637248694	5.99049020447125	13.4152862135022	15.0167984982613	12.7930163014234	248.251516718174	441.225812617606	566.778866207463	525.364883408707	535.784018912013	552.104377012956	Down_hemocytes_Up_gills
XM_027356265.1	14185.8031113165	13.2599563002314	0.681118373420447	19.4679174981618	2.05455936801577e-84	5.66168076512879e-82	0	0	0	7	12	5	454	72164	67329	43357	39323	54941	0	0	0	4.2685001588416	6.43577078496913	3.36658323721668	5366.961361431	29897.2953443539	25288.7039647994	28869.7658427773	42053.163624106	38739.6763441492	Down_hemocytes_Up_gills
XM_027381468.1	996.284935933894	8.19514318418074	0.42359389465953	19.3466980697815	2.17326886680836e-83	5.89062744980483e-81	1	0	4	18	20	8	261	3262	6512	2129	1665	2607	1.14362544312817	0	7.98732027262834	10.9761432655927	10.7262846416152	5.38653317954669	3085.41170778302	1351.43530587665	2445.90058100927	1417.61956499004	1780.59958380939	1838.23258093586	Down_hemocytes_Up_gills
XM_027369750.1	7449.71771588158	-6.83412828796372	0.354232920314473	-19.2927531464232	6.17933708688589e-83	1.64788966765437e-80	14029	6765	13863	15510	17476	14100	12	181	381	214	171	137	16043.9213416451	16564.5506569631	27682.0552348617	9457.77678051904	9372.62751984338	9493.76472895105	141.858009553242	74.9876733181095	143.103212740254	142.494404371943	182.872389688532	96.6006381235951	Up_hemocytes_Down_gills
XM_027365302.1	379.579456707695	7.39444010369168	0.38964859340072	18.9772020967804	2.63246397682695e-80	6.90875545918362e-78	4	0	5	12	4	5	52	2511	1664	1259	485	1263	4.57450177251269	0	9.98415034078542	7.31742884372846	2.14525692832304	3.36658323721668	614.718041397383	1040.29860608714	624.996708660847	838.319883664845	518.673152040572	890.559167518982	Down_hemocytes_Up_gills
XM_027355807.1	750.55073550518	4.54916402986553	0.239961625916336	18.9578813382921	3.80151856877818e-80	9.82098562752788e-78	40	17	30	125	150	84	149	2251	3211	2600	1509	1987	45.7450177251269	41.6256261889685	59.9049020447125	76.2232171221715	80.4471348121141	56.5585983852403	1761.40361861942	932.581506293174	1206.04833624398	1731.24042694885	1613.76863181283	1401.06180986557	Down_hemocytes_Up_gills
XM_027359508.1	331.649379729875	-2.84351228103287	0.150459690907486	-18.8988310681914	1.16607401313887e-79	2.96613349742124e-77	585	221	289	926	1034	854	8	158	198	151	73	121	669.020884229981	541.13314045659	577.083889697397	564.661592441046	554.548915971507	575.012416916609	94.5720063688282	65.4588529517199	74.3685987469036	100.545117103568	78.0683301009521	85.3188117733942	Up_hemocytes_Down_gills
XM_027373690.1	335.574436257364	2.72027735237942	0.144362223527352	18.843415444235	3.32782154532074e-79	8.33669718641412e-77	87	31	43	147	199	110	41	1491	1677	890	524	865	99.495413552151	75.9055536387073	85.8636929307546	89.6385033356736	106.726532184071	74.064831218767	484.681532640244	617.716137664648	629.87949544726	592.616915378643	560.380890039711	609.923737057735	Down_hemocytes_Up_gills
XR_003477329.1	3761.37169488185	13.0817338329678	0.694370854652501	18.8396931485762	3.57029489219053e-79	8.81063518619077e-77	0	0	0	0	2	4	838	21439	10332	7740	9224	10559	0	0	0	0	1.07262846416152	2.69326658977335	9906.41766713475	8882.10347108812	3880.68869824752	5153.76957868618	9864.41475138605	7445.3002769857	Down_hemocytes_Up_gills
XM_027352848.1	328.903765953384	6.43752516796812	0.343144305059186	18.7604021779052	1.59190465441581e-78	3.87066934648691e-76	9	5	5	6	13	10	42	1244	1359	1081	954	900	10.2926289881535	12.2428312320496	9.98415034078542	3.65871442186423	6.97208501704989	6.73316647443337	496.503033436348	515.384892860377	510.439018671929	719.796500589116	1020.2354372097	634.6027321988	Down_hemocytes_Up_gills
XM_027364391.1	2128.5106444232	5.82328958299465	0.310973616102037	18.7259924362326	3.03953735987939e-78	7.28343633452839e-76	28	39	27	147	191	102	277	12684	10788	4037	5612	5430	32.0215124075888	95.4940836099866	53.9144118402413	89.6385033356736	102.436018327425	68.6782980392203	3274.55572052068	5254.93728379503	4051.96183475554	2688.08369368942	6001.63655515812	3828.76981759942	Down_hemocytes_Up_gills
