ID	edgeR_FDR	limma_adj.P.Val	NOISeq_lminusProb	DESeq2_padj
XM_027350787.1	0.000618708568477764	0.00235542890057189	0.200485440260956	0.000557688735044231
XM_027350788.1	0.000655547737990096	0.00402512251616518	0.212825754524514	0.000585905122468379
XM_027350793.1	0.00904454561607466	0.00112096390868897	0.0288906262220434	0.00111603431490897
XM_027350794.1	6.16899789056403e-24	8.76659704729552e-07	0.162667102655662	2.86482181740423e-44
XM_027350797.1	1.79423645496716e-05	0.000443434168880413	0.042122675633525	1.64798545792909e-06
XM_027350808.1	6.93682424807354e-25	2.3049942395843e-07	0.327900625370222	1.10750148563323e-60
XM_027350813.1	1.03187650520283e-36	2.73680401216945e-10	0.00262032446138494	8.5883708984846e-106
XM_027350816.1	0.011610586973149	0.420904614291395	0.0673450257077011	1
XM_027350817.1	1.24195703019406e-11	2.56545785471618e-05	0.0078654284819063	1.1392492232601e-19
XM_027350818.1	2.5962756407433e-12	1.91689903614474e-05	0.00599973836727574	3.84883205950842e-21
XM_027350819.1	2.18269462778696e-20	4.39100485936992e-07	0.00219124073107846	1.74929249622758e-57
XM_027350820.1	0.000973673956526652	0.000344383699307176	0.0101264227514215	0.00151929628302003
XM_027350821.1	6.57955049582067e-10	1.1250513750588e-06	0.00407401994150658	8.80873410552932e-19
XM_027350824.1	0.000444923306944199	0.00173655983762559	0.137337404682134	0.0001043585519676
XM_027350825.1	0.00094814315477271	0.00317517707557183	0.143924999589616	0.0003997051353124
XM_027350826.1	0.00374255425817489	0.00355400694517617	0.0781135852047832	0.000613817746988947
XM_027350829.1	0.00419328575522125	0.0117774976143803	0.125137673605645	0.00361829030091725
XM_027350830.1	0.00334348573295477	0.0161538676832093	0.126483509375033	0.00276934076463307
XM_027350831.1	0.098764102005593	0.466651802711566	0.095890150986577	0.0388012803449064
XM_027350836.1	0.0227105938194785	0.0638827783081674	0.0475251077701953	0.00289299209048363
XM_027350837.1	0.0425067559705049	0.283689565526195	0.0636323247896644	0.0120054880733466
XM_027350838.1	0.0931929608028854	0.302199483789973	0.127254258502976	0.0295634471234064
XM_027350869.1	0.0872740100873792	0.121783043424453	0.151079315196207	0.0285509563754325
XM_027350880.1	0.000156691017034242	0.00385467961200345	0.160143443858311	0.000101960577798693
XM_027350882.1	2.97583041121779e-10	2.36891355624144e-06	0.0178244759910916	4.91723396121058e-24
XM_027350900.1	0.000160155195543255	0.00452140491392398	0.194437347398619	0.000104732701425988
XM_027350902.1	1.71604789463746e-10	0.002026549322831	0.0176556935650547	3.21090430772792e-17
XM_027350903.1	2.63555454508403e-08	0.00057819044411149	0.0287704228062378	1.27698193753078e-12
XM_027350906.1	8.22113467271258e-05	0.000799431842744301	0.107922973757127	1.08370528713626e-05
XM_027350909.1	0.0184929680944605	0.00910715818741397	0.0738762873570945	0.0056204605915106
XM_027350910.1	1.17809917346788e-11	1.81429488348575e-05	0.0226309274866816	1.4951906592434e-16
XM_027350911.1	7.8339296679697e-07	0.00193202028100686	0.0434969894381927	2.93424469845067e-09
XM_027350917.1	0.00226027281403721	0.00916097389114273	0.0835093221234577	0.000170756848331286
XM_027350920.1	0.000207395656010462	0.00692624178810762	0.12823775549577	0.000134807589188199
XM_027350921.1	1.87917234653444e-07	0.00011326113696392	0.0427995990303854	2.35909800865916e-12
XM_027350922.1	5.0534421263609e-07	0.000388490910318554	0.0431305186195774	1.03701483012136e-10
XM_027350938.1	4.29328660723979e-05	0.000343666834881871	0.0708002437092948	1.59615704507662e-05
XM_027350939.1	1.41932464118721e-05	8.46004652639125e-05	0.118908995578514	4.96897730584202e-08
XM_027350951.1	4.72120098097736e-11	3.56867452638239e-05	0.0130642475417613	5.37845731617819e-16
XM_027350955.1	0.117030221706906	0.850075233638665	0.211534992716375	0.0407930916081512
XM_027350962.1	0.0482413939510172	0.736979135364971	0.0600584962069294	1
XM_027350994.1	0.00848402824817597	0.156462661437503	0.196624970835012	0.0110913943326689
XM_027351003.1	8.59696591354065e-12	5.88489519468157e-06	0.0606731866980269	6.55685756363304e-15
XM_027351009.1	4.34588362547221e-11	6.23417462157447e-06	0.0664970734648562	6.22336745166738e-14
XM_027351017.1	0.00346079278098385	0.00302412019440869	0.0731081380087792	0.000111694726684102
XM_027351020.1	0.000712675752273632	0.166774849418048	0.0308143025400535	1
XM_027351022.1	0.00956523491689573	0.0233374525482227	0.091333931650813	0.000289575938664588
XM_027351023.1	0.00500567698101289	0.0226832664464393	0.0845367917640983	7.1643699795012e-05
XM_027351024.1	0.00103630542150327	0.00837203126772385	0.0713122587196651	2.63608644602772e-06
XM_027351025.1	0.0072235935421703	0.019543640919497	0.0862369766986982	0.000225564611040714
XM_027351027.1	6.24433486969533e-19	7.69421155626319e-09	0.00191082837811307	6.84431338840433e-42
XM_027351031.1	3.8754266429187e-11	2.4471415841715e-05	0.0876215019300755	1.14069987946335e-14
XM_027351034.1	2.22194623714341e-31	3.32366815990376e-08	0.00251658739839022	5.31227739930945e-41
XM_027351037.1	7.19140209665133e-27	1.98911827256353e-09	2.29464082956987e-07	1.89080745506072e-75
XM_027351038.1	6.68497029688705e-09	5.77889957290105e-05	0.0287174184322081	1.49215011833563e-15
XM_027351039.1	1.55660826931967e-16	2.789629252505e-06	0.0441608168832205	4.04722348120003e-24
XM_027351045.1	9.1198369748301e-18	1.82004961037151e-08	4.29773967525193e-07	2.74007007343823e-49
XM_027351050.1	4.91919020771229e-07	2.09671890713494e-05	0.0107524906477025	1.89765487500276e-11
XM_027351053.1	0.0788018353352057	0.01528579077865	0.143254203762467	0.0292892884048549
XM_027351079.1	0.0615761067116318	0.288974086622424	0.15191303134071	0.0167606448808238
XM_027351102.1	1.41664444198941e-05	0.000624168128381455	0.0483047300856051	3.3301042875045e-08
XM_027351103.1	3.80097477203485e-08	3.99555675066751e-05	0.0434388812542109	7.23169487735269e-11
XM_027351104.1	0.00101123859013922	0.000898077269588993	0.0588109685571763	1.49755296004479e-06
XM_027351112.1	0.00644328947968041	0.044248558409458	0.215509689688958	0.00809185848466543
XM_027351119.1	1.80595705703132e-10	1.53030613140183e-05	0.0341563669862521	3.05321268671894e-09
XM_027351135.1	1.6524925325845e-09	4.2041125781971e-05	0.0303943730227682	2.48941369087963e-15
XM_027351144.1	2.67815549101152e-16	1.69591347218462e-06	0.0145396422361961	6.53036345187469e-17
XM_027351146.1	0.000195533493520018	0.00244888308406999	0.0732594593756842	5.9486357229567e-07
XM_027351148.1	0.000863700356615673	0.0114588533964655	0.0482371902077888	4.02163954968866e-05
XM_027351152.1	0.0972918362102613	0.0359994974634432	0.158086112781182	0.0270010628634633
XM_027351153.1	2.1064249748491e-07	2.4452364483478e-05	0.0281947335393732	8.46560114944732e-12
XM_027351165.1	1.61584406045261e-06	0.000100656506597474	0.0345678764006349	2.20750655020799e-09
XM_027351167.1	0.000118039166910833	0.115446232670397	0.0290852430770729	1
XM_027351188.1	3.18792805226181e-05	0.00722847579519168	0.0421050220641507	2.54858272602585e-07
XM_027351207.1	1.40322980100225e-08	0.00014002533381536	0.106792251321931	3.08130191515113e-10
XM_027351208.1	6.40883738570517e-10	3.37414127129688e-05	0.0969487158981912	2.77003225253386e-13
XM_027351212.1	6.80405728637454e-10	9.2928533383111e-05	0.0183927501084558	3.83311542538962e-17
XM_027351214.1	3.16874359596411e-07	1.82124493620602e-05	0.00950924903724992	3.04228551624304e-10
XM_027351219.1	0.0198575336827301	0.112586162700373	0.127725646124034	0.00449807337302316
XM_027351220.1	0.0745776522092457	0.170035173904355	0.161842861538125	0.0246534428855063
XM_027351221.1	0.0169417601985056	0.101661932261405	0.114054307984896	0.00334426654961563
XM_027351228.1	0.131467654692954	0.931979013479498	0.170356848813109	0.0473410191751639
XM_027351230.1	0.000288976171547651	0.00737565191637908	0.0448678749772242	4.44945326932933e-05
XM_027351252.1	0.00755301471253896	0.02519613690312	0.0501609217045597	0.000446475201997453
XM_027351263.1	7.00934550358683e-07	0.000229802609195359	0.145677735559928	1.87154591019309e-08
XM_027351288.1	0.00295774143061599	0.00569809499268885	0.0428951299814549	1.75034362831138e-05
XM_027351294.1	7.63946560242426e-05	0.00298586891386147	0.16079492515367	2.59175310989665e-05
XM_027351305.1	0.00595625476993881	0.0193331648688275	0.0782748183105578	0.000562086474990768
XM_027351325.1	6.14657090763062e-11	5.9613112230812e-05	0.0287827101655286	1.35802571191263e-17
XM_027351326.1	1.20097530201285e-08	0.000330154508032446	0.0248109807465529	1.45527549314728e-12
XM_027351329.1	4.72120098097736e-11	0.000122728863682	0.0223839140093917	7.31655116817707e-16
XM_027351330.1	1.90575091529499e-08	0.000111699867160701	0.0287928584703914	2.69154823145301e-12
XM_027351332.1	0.0127681187424488	0.0457382484809257	0.213505057400742	0.00542205520504826
XM_027351342.1	0.0308502818556545	0.00703611728644612	0.127376414250222	0.00280064698818012
XM_027351344.1	0.000336390209056144	0.00259497927011322	0.063285775814381	1.44297830029654e-06
XM_027351349.1	7.88886714558743e-06	0.00143962145390921	0.0303244963310504	1.95154976315077e-08
XM_027351355.1	0.000728788867958575	0.000449611242593689	0.0489894651615493	0.000734815389385339
XM_027351359.1	0.00627852435126213	0.0446724631174805	0.0430092859515042	0.000295397653464392
XM_027351361.1	3.22200427275726e-05	0.00231620007435907	0.0445607658811961	6.51177554872203e-06
XM_027351365.1	0.0101762677102037	0.0402973627057039	0.0430987975275898	0.0197497639716209
XM_027351371.1	7.33946454307258e-10	4.79260482034583e-05	0.032974405334068	6.34045894917877e-10
XM_027351384.1	6.72674048780516e-06	0.031259699150121	0.0308863966870973	1
XM_027351396.1	0.00374265549401278	0.202274789228805	0.0774901435732718	0.000461986568501391
XM_027351398.1	0.0289404142518166	0.642253876075529	0.130144932643428	1
XM_027351415.1	1.22713458605564e-20	7.47746814903766e-07	0.0075031419581546	1.40309979664525e-42
XM_027351444.1	1.41518590160166e-06	0.00109179358867619	0.103830885663324	8.7920380996919e-08
XM_027351445.1	1.56662987319127e-05	0.00200138923926722	0.106679982258337	3.48924443851579e-07
XM_027351446.1	4.29271750379938e-08	0.000125887948879305	0.104914318215584	3.77712655357813e-10
XM_027351447.1	3.64287470331021e-08	0.000293602252395495	0.105971356923984	1.23747845141355e-09
XM_027351449.1	1.87462294084673e-07	1.92622169609561e-06	0.0496370159459203	5.01678067803095e-11
XM_027351455.1	7.70414008398223e-05	0.00452594454344314	0.0634577886965696	1.32036760271476e-07
XM_027351456.1	0.0144698845471811	0.0173883338656663	0.0795865476889616	0.00103682465626808
XM_027351457.1	0.00182260536683276	0.00851188606484068	0.0679538890151168	4.33605610124349e-05
XM_027351463.1	0.0473636361124938	0.142147378226867	0.296719772324239	0.0813589369446731
XM_027351467.1	0.0131303562559821	0.0623676047379316	0.0757898398570083	1
XM_027351469.1	0.00093758517815393	0.0136170204382657	0.042280958145268	5.27269520416669e-05
XM_027351482.1	2.37438074006785e-06	4.31027010209242e-05	0.022904250026232	1.06203363511884e-09
XM_027351483.1	0.00140747739315061	0.00185117818313199	0.0420270254188075	0.000130028759367592
XM_027351486.1	7.62453160128454e-11	8.00390640942252e-06	0.0240323933568902	7.04036415338872e-16
XM_027351492.1	0.00647991590216808	0.106663770104159	0.0574020712169214	0.000752766236919931
XM_027351503.1	0.000918986829087379	0.00299333785825937	0.0919170962474488	2.15640127489949e-08
XM_027351512.1	6.03887407669532e-06	6.04529940908543e-05	0.136492989358572	3.12698503539762e-12
XM_027351517.1	9.69595579544451e-05	0.00302699873749583	0.0722692351299389	1.44746459995761e-09
XM_027351522.1	5.84971142704792e-09	0.000324636623911991	0.0445449898042637	4.64326344147806e-14
XM_027351545.1	4.07401683423703e-08	3.82986839628963e-05	0.0328164494941332	2.29318743103025e-09
XM_027351560.1	2.24787092690139e-11	1.57707827526501e-06	0.0338364109287344	8.13527422110929e-20
XM_027351566.1	2.45809067833516e-13	1.1854294837834e-05	0.0162724023868992	2.0624453899294e-18
XM_027351584.1	0.000248402813196619	0.00171275490050607	0.0680910947919082	6.89229252890707e-09
XM_027351589.1	0.0191875348811194	0.680444120991188	0.0993580579439532	1
XM_027351591.1	0.00119776420830791	0.177251733871948	0.0353165872999772	5.30302189877479e-05
XM_027351592.1	8.08603862244493e-06	0.000237294543924431	0.0292855556046802	5.76713061454578e-10
XM_027351604.1	0.00983749926762211	0.0213624997336447	0.2167544121071	0.011180794206886
XM_027351605.1	0.0404178284964848	0.0609443848448542	0.228571771457891	0.0400950111288428
XM_027351617.1	0.00247884587784533	0.0126234128462949	0.0508517320341073	6.42335761624992e-05
XM_027351618.1	6.12040202316806e-05	0.00427299194691143	0.0108459232986534	6.77191336812473e-06
XM_027351619.1	0.125061433326475	0.300387178529338	0.0957315909409102	0.0469444517315302
XM_027351623.1	6.4874620153515e-11	8.56646393433005e-05	0.0269485955046601	4.39897636541941e-10
XM_027351637.1	0.006095081418519	0.043615642381787	0.0418932729916368	0.00045908529040599
XM_027351642.1	0.00880785485446751	0.176205579316212	0.0663915955579547	0.00117686580726258
XM_027351653.1	0.0106852214326629	0.00176446271523633	0.079741899478321	0.00211567181206981
XM_027351659.1	6.27525490886833e-05	0.00156724970169613	0.0445427806481243	2.66066043149424e-08
XM_027351660.1	0.0487931089623306	0.201667596454902	0.0651610574504318	0.00891311204691547
XM_027351661.1	0.000875250579100363	0.00567595698631483	0.0583477837146487	8.36111394602841e-05
XM_027351662.1	1.21401816596113e-05	0.000345273545836534	0.0440408616689876	1.77455614655999e-06
XM_027351663.1	0.00223470128921836	0.00199801852185256	0.0651654065770204	0.000495416246742296
XM_027351664.1	0.000611303990579567	0.00337987351869589	0.0619826651540523	5.79566882091368e-05
XM_027351669.1	0.00438974221074342	0.0270352700100083	0.0682791663049455	0.000200145047925294
XM_027351673.1	0.00107661690657909	0.00241952525929854	0.0303851613872883	6.25693727482657e-08
XM_027351677.1	0.0363126291091001	0.0317664874779818	0.288302498108342	0.0464117534338733
XM_027351679.1	1.2031508177757e-11	2.81982288539467e-05	0.0137630526779893	1.15696396861638e-19
XM_027351706.1	3.48546847332827e-13	3.91530399264155e-06	0.0247086582845299	3.52683537817388e-11
XM_027351711.1	0.0811566226714884	0.679549320223173	0.158406612502547	0.0236384160006551
XM_027351731.1	5.3381977428753e-05	0.00641023896957733	0.134402401162471	4.7380331216481e-05
XM_027351732.1	0.0001024355300082	0.00689679727159387	0.144865051456494	0.000136088573374988
XM_027351733.1	0.000540217579116462	0.00846256567854839	0.175972230908777	0.00073211626423247
XM_027351739.1	2.39726594154296e-06	0.000617641184494193	0.106888581444791	4.0767476841321e-07
XM_027351741.1	0.0217685940457879	0.0801022601201027	0.111258634604719	0.0054572239683063
XM_027351746.1	0.00163728212146159	0.281687065563774	0.043946931266465	1
XM_027351766.1	0.00554978985759764	0.14098162122736	0.116048722101336	0.00488745514659067
XM_027351775.1	4.32826393239048e-05	0.00699293604290026	0.0322954067745675	2.94348412551981e-07
XM_027351776.1	3.43856859249379e-05	0.00959927645919591	0.0305150568007027	2.12631073532207e-07
XM_027351778.1	0.00195780795931368	0.0226107869674061	0.176169069478744	0.00213615191800856
XM_027351780.1	2.46037763546212e-06	0.000402074790937577	0.0569942453511212	1.85022868916041e-11
XM_027351782.1	0.0749826189677351	0.250121343696391	0.188445995882149	0.0220026801206506
XM_027351786.1	9.6204529294995e-06	0.00101913841752018	0.0437113392981024	1.1928704776781e-12
XM_027351794.1	1.0927844166372e-08	0.000130540940106255	0.0437790510308929	3.84137438818811e-14
XM_027351800.1	3.67680979039219e-08	0.000151321094455291	0.0434054108532385	3.34376201047629e-14
XM_027351830.1	0.0223334556772006	0.168701964730011	0.203261703949749	0.0284441397368444
XM_027351832.1	0.027419526533851	0.72874210326567	0.0855614732877221	0.00578096895255921
XM_027351854.1	0.000982314460447876	0.0162246617239254	0.0427555610598435	8.6230464670184e-05
XM_027351861.1	0.000243412119643336	0.0042183469481807	0.0557914513621147	5.1525967570042e-07
XM_027351862.1	0.00986257788540267	0.0427527272490928	0.0727417173761888	0.00196960189440783
XM_027351863.1	9.26681910229197e-06	0.0011425096459065	0.0458445603988794	3.08113150420482e-10
XM_027351864.1	3.2534005899612e-05	0.00174341300640939	0.041979128626176	4.16176903336931e-08
XM_027351876.1	7.32972756831658e-16	6.44668354650558e-07	0.0228204527593147	4.23953337470238e-32
XM_027351877.1	0.00488404548465721	0.126413996398769	0.0557726865447172	0.000446475201997453
XM_027351879.1	0.000454889192091534	0.0605663380979354	0.043333482161017	1.51933361540427e-05
XM_027351880.1	0.00197401238889717	0.0740363775371229	0.0463021767223126	0.000121182895660264
XM_027351881.1	0.00538069179257641	0.107840676091432	0.0573270780908131	0.000461774699410176
XM_027351882.1	0.00967815115331149	0.146109667000935	0.0597518821121269	0.00120441374692215
XM_027351883.1	0.0023874309908487	0.0685946332782682	0.0485067865106338	0.0001562408776931
XM_027351884.1	0.00652871842320971	0.127640872203923	0.0584696928912146	0.0006502190304534
XM_027351977.1	0.0638805139990235	0.014743287079281	0.156344530437426	0.0765218505031942
XM_027351978.1	0.0479604121121123	0.0209159069630811	0.154025510729322	0.0545109878767988
XM_027351979.1	0.0529839257780816	0.0176516681523716	0.152490279052999	0.0592241740951652
XM_027351981.1	0.0578009760702244	0.0209581384939111	0.174500051527699	0.0698268769086438
XM_027351982.1	0.0180554874633002	0.0639414481118912	0.0885808232325568	0.000923609463117568
XM_027351983.1	0.00597760277197164	0.0259743186971418	0.0701422395015419	0.00012610564045947
XM_027351987.1	8.16623365861888e-09	4.6129812836031e-06	0.00801041523406254	1.38067037386083e-15
XM_027351988.1	8.00147050064766e-07	0.000345832001339572	0.122110313516846	1.25905087865147e-07
XM_027351999.1	0.00040369474238419	0.156810291424013	0.041905172839073	1
XM_027352002.1	0.0561942601961766	0.0672443114974409	0.127288164356037	0.0119874946909593
XM_027352003.1	0.0283671344630714	0.334573346388259	0.0681147195517773	0.00568927175497282
XM_027352004.1	0.000106496267563336	0.0135296924842053	0.0324903866772438	1
XM_027352005.1	6.75503422695359e-14	4.86739222720291e-07	0.0382533748944714	7.01769637388852e-26
XM_027352006.1	0.00373822203209206	0.015805551344788	0.0729935725139356	0.000171223722229449
XM_027352008.1	0.0758029260778135	0.0589175397725579	0.135497948438947	0.0232258613230376
XM_027352009.1	6.18531547976764e-25	9.89322176002798e-09	0.00632160032054052	6.23024624017982e-60
XM_027352010.1	2.26491820432819e-19	6.35043051079417e-08	0.0110978430741223	1.06425698381551e-37
XM_027352016.1	0.0266901812968504	0.97653525392562	0.0659354258400934	1
XM_027352018.1	1.95795594652464e-06	0.000258278029261552	0.0403034090611163	3.2372346639245e-09
XM_027352024.1	0.000150175039327872	0.00139201137693383	0.099998525155613	3.48671071949145e-05
XM_027352025.1	1.09361844930533e-05	0.000793329904068551	0.125700678833459	8.33158760268377e-07
XM_027352029.1	0.000986332629686352	0.0057085529178323	0.10253301567008	3.73388373066494e-08
XM_027352033.1	3.20183494813172e-10	9.99944405425281e-06	0.0297186700046279	1.27743904705682e-17
XM_027352034.1	9.08065699930573e-14	7.99233439530137e-06	0.0250166852950005	1.30944528489151e-24
XM_027352043.1	0.000500350258100089	0.00129816096718805	0.209835893112555	0.000133086509393185
XM_027352078.1	0.00180133146760034	0.0073396385131498	0.131271101730752	0.0012475572902535
XM_027352085.1	0.00936740215379703	0.249317308362256	0.0640939996091254	1
XM_027352086.1	0.0129835653837743	0.319055768263009	0.0662296439974174	1
XM_027352105.1	0.0555015341683245	0.00643279191636785	0.144858226153336	0.0249121303853309
XM_027352128.1	0.0864967050270584	0.533315418765425	0.0845180010340845	0.0259345280205766
XM_027352132.1	1.3072216959986e-17	3.00379993216605e-06	0.0109215864434579	3.26000241442134e-26
XM_027352136.1	1.39577629848372e-20	1.39457763793246e-06	0.00367794362847973	4.90068541177866e-42
XM_027352141.1	0.000123142728610202	0.0122426007165732	0.0451684014708422	9.98464578006007e-07
XM_027352144.1	0.0204589340354061	0.0549981611037485	0.106292440783451	0.00266381333662633
XM_027352145.1	0.0151232749962695	0.0669600565382743	0.0973515693980703	0.00177644254351815
XM_027352147.1	0.00511460837850203	0.0175062032715101	0.0654799906504699	8.25116333391615e-05
XM_027352156.1	0.0303279167788183	0.295751794941789	0.0593253050537025	0.00646243664254986
XM_027352158.1	1.53044313428032e-06	1.52515654340012e-05	0.108850541706918	7.71361497220739e-14
XM_027352188.1	0.000784369675468155	0.00569474633642612	0.133203098613003	0.000338419327361443
XM_027352212.1	1.7460513760187e-06	0.000301863990584699	0.132771388958181	6.14625675996024e-08
XM_027352234.1	4.72080430793946e-17	5.60250278053439e-07	0.0148880704640139	5.9378327312811e-16
XM_027352241.1	1.33493075753013e-08	7.1031769129229e-05	0.0663845805732965	5.86138526827192e-11
XM_027352251.1	1.57831825570032e-06	0.00139181508932502	0.0192383798927884	1.17263042194011e-10
XM_027352252.1	0.163944127189703	0.029316148905137	0.171123174955911	0.0822239354341332
XM_027352253.1	9.74394164155228e-06	0.000394380970763652	0.0451877757114441	1
XM_027352255.1	2.41549628792555e-10	0.000224112255861237	0.0224135038156189	1.13164819140129e-15
XM_027352261.1	1.80770812383143e-05	9.13551867238423e-05	0.0424106929960495	2.14308658113508e-07
XM_027352262.1	0.00037256329130389	0.000498673651181757	0.0572901816017197	2.47517979482812e-05
XM_027352263.1	0.521602475822519	0.0277447664623103	0.512596034276956	0.433977115837545
XM_027352264.1	2.04580643548934e-12	0.000265167733268931	0.0391671016761093	2.46067036348859e-20
XM_027352265.1	3.08055927989547e-09	5.54838895996447e-05	0.014847152021732	1.88143351116569e-14
XM_027352271.1	8.66271225987814e-05	0.00354518852401884	0.125078053450552	6.07229391586332e-05
XM_027352272.1	0.000195533493520018	0.00331979992561917	0.155886022655945	0.000205764345617213
XM_027352273.1	0.000120299296187506	0.0017447854567682	0.153525883400048	9.76438894945049e-05
XM_027352300.1	0.00211521147963695	0.0169034717024954	0.178526454281796	0.0022272825837324
XM_027352301.1	1.07621733165765e-08	1.27044405599256e-05	0.014381551068813	2.5778430681025e-14
XM_027352308.1	0.000432479463600209	0.00419614749960914	0.170606280061997	0.00054074927492311
XM_027352315.1	7.23508262184611e-05	0.00514781664914919	0.0595276112926139	1.63633257236587e-06
XM_027352316.1	0.00210706693343771	0.0250257781539933	0.0909701462860512	0.000115266931730803
XM_027352317.1	0.00444905184949954	0.0401054322346438	0.105491246144137	0.000271395930783063
XM_027352341.1	0.00410395201924365	2.82121048476044e-05	0.125594928562762	0.00400724013008335
XM_027352342.1	1.21401816596113e-05	0.000686507088637559	0.0427672437307475	4.78093806850343e-08
XM_027352348.1	0.000698149673308226	3.49856884111828e-05	0.106833358278806	0.000396444506002224
XM_027352352.1	6.89246710966037e-05	0.00998875846175598	0.125234282065861	4.55790795949253e-05
XM_027352353.1	0.0405540104666978	0.0405506725971845	0.112185855273294	1
XM_027352354.1	0.00402510155453449	0.0188433541240103	0.0662092021737565	0.000789051869564733
XM_027352355.1	0.00490358415374582	0.00991652321572003	0.111484599086071	0.000176568770058812
XM_027352367.1	3.47191650527761e-07	0.000651139964639062	0.0317037162862154	9.63391254378773e-11
XM_027352368.1	1.17680397906731e-06	0.000164238815150544	0.0970950380366999	2.46234056127872e-07
XM_027352376.1	1.17405221403963e-07	0.000138204666225039	0.0967925974141796	1.78369864719711e-08
XM_027352437.1	0.0629810064380817	0.49465986860812	0.11723473464466	0.0159697442136724
XM_027352448.1	5.38275553291886e-07	0.000236366493624629	0.124581130035865	1.6274115347046e-07
XM_027352481.1	0.000304959575945944	0.000242351828286783	0.0247228527033648	0.000145366083787969
