ID	logFC	logCPM	PValue	FDR	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027369645.1	-10.3434687378811	2.81262466314563	4.7402396488472e-53	8.24284581846812e-50	489	406	690	203	489	495	0	0	0	0	0	2	12.5198145923043	12.2682054139001	16.483084291596	10.7891665275303	16.7565960120942	14.4429964941888	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027378230.1	-10.4249736152478	4.19850068563297	3.38936724388655e-51	5.40265138675516e-48	1088	1159	1150	758	1597	1160	0	0	0	2	0	4	27.8559473955564	35.0217982135719	27.4718071526599	40.2866415165911	54.7245068125041	33.8462140065838	0	0	0	0.0429358886853421	0	0.0940089232137949	Up_hep_Down_gills
XM_027372562.1	-10.8611326785264	4.63728506344205	4.02497067076647e-51	5.92227992234008e-48	1476	1653	1524	1329	1858	1340	0	0	0	2	0	4	37.7898698123541	49.9491220423075	36.4061166092641	70.6344941629942	63.6682114324562	39.0982127317434	0	0	0	0.0429358886853421	0	0.0940089232137949	Up_hep_Down_gills
XM_027369548.1	-9.31668762703187	4.42855492711591	1.68187721718575e-50	2.29792481502349e-47	1819	1330	1486	570	2020	1209	0	2	4	4	1	6	46.5716620519459	40.1889487696727	35.4983525468284	30.2947040428192	69.2194763689782	35.2759247706551	0	0.0282875187785652	0.0495727377049196	0.0858717773706843	0.0332176645971027	0.141013384820692	Up_hep_Down_gills
XM_027379160.1	-8.340010520448	2.29182038793135	3.99743929844434e-50	5.09753459337622e-47	355	291	455	210	251	313	0	0	2	0	2	3	9.08902695351336	8.79322112178553	10.8692802212698	11.1612067526176	8.60103394485818	9.13264222763857	0	0	0.0247863688524598	0	0.0664353291942053	0.0705066924103462	Up_hep_Down_gills
XM_027360238.1	-7.03148296524297	5.44263247836537	4.4145135038235e-50	5.277550893821e-47	4345	3313	3930	882	2258	3003	1	39	49	28	21	41	111.244569332438	100.109764867613	93.8819148782205	46.8770683609939	77.3750384362143	87.6208453980787	0.29014467943517	0.551606616182022	0.607266036885265	0.60110244159479	0.697570956539156	0.963591462941398	Up_hep_Down_gills
XM_027352868.1	-9.76728163314493	3.93070500348002	2.47722563856448e-49	2.78731600085067e-46	1175	1002	1313	745	758	841	0	0	0	2	0	6	30.0833990714879	30.2776892234677	31.36563720995	39.5957096700005	25.9744371721215	24.5385051547733	0	0	0	0.0429358886853421	0	0.141013384820692	Up_hep_Down_gills
XM_027373392.1	8.5987663871399	2.6775688587835	4.36381820782612e-49	4.63728414884989e-46	4	0	2	0	0	0	37	903	1458	437	358	568	0.102411571307193	0	0.0477770559176694	0	0	0	10.7353531391013	12.7718147285222	18.0692628934432	9.38149167774725	11.8919239257628	13.3492670963589	Down_hep_Up_gills
XM_027365314.1	-12.0941457212303	4.56545195981989	7.31103052171937e-49	7.36028377997096e-46	1308	1458	1184	1373	1899	1346	0	0	0	0	0	2	33.488583817452	44.0567573730698	28.2840171032603	72.9730327206855	65.0731612003414	39.2732793559154	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027373391.1	10.7737575580465	2.85448691582398	2.56703225759927e-48	2.45510965116794e-45	1	0	0	0	0	0	25	1159	1808	534	439	591	0.0256028928267982	0	0	0	0	0	7.25361698587926	16.3926171321786	22.4068774426237	11.4638822789863	14.5825547581281	13.8898184048382	Down_hep_Up_gills
XM_027376737.1	-9.1290556775599	2.87316254861427	3.05652024463767e-48	2.78405329711568e-45	481	457	417	395	415	533	0	0	2	0	2	2	12.3149914496899	13.8092854043161	9.96151615883408	20.9936984156378	14.220833016399	15.5517517806114	0	0	0.0247863688524598	0	0.0664353291942053	0.0470044616068975	Up_hep_Down_gills
XM_027351265.1	-10.3020294349674	3.86819314045274	4.99707917771178e-48	4.34473320505777e-45	934	1061	1395	667	1034	478	0	0	0	2	2	1	23.9131019002295	32.060507251596	33.3244965025744	35.4501185904568	35.4321478047146	13.9469743923682	0	0	0	0.0429358886853421	0.0664353291942053	0.0235022308034487	Up_hep_Down_gills
XM_027364536.1	-9.08219991654697	4.05210949959735	8.94846656858205e-48	7.44201167494946e-45	1036	1248	1190	782	1090	898	0	0	4	2	1	8	26.5245969685629	37.7111338831215	28.4273482710133	41.5622080026045	37.3511035852407	26.2016380844071	0	0	0.0495727377049196	0.0429358886853421	0.0332176645971027	0.18801784642759	Up_hep_Down_gills
XM_027377089.1	9.16577945689333	2.73316097492822	1.20140240530884e-47	9.57517717031146e-45	2	0	2	0	0	0	57	1254	591	490	367	655	0.0512057856535964	0	0.0477770559176694	0	0	0	16.5382467278047	17.7362742741604	7.32437199590187	10.5192927279088	12.1908829071367	15.3939611762589	Down_hep_Up_gills
XM_027378226.1	-11.161107115611	3.63276567595221	1.58148928792664e-47	1.21002908397843e-44	650	611	792	746	824	890	0	0	0	0	0	2	16.6418803374188	18.4627426302782	18.9197141433971	39.6488582735844	28.2360636277416	25.9682159188445	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027375239.1	-10.6828950538596	3.15554209117735	3.18478302885253e-47	2.34302037599581e-44	916	681	520	297	650	390	0	0	0	0	0	2	23.4522498293471	20.577950460261	12.4220345385941	15.7851352644163	22.2735938811068	11.3793305711791	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027374288.1	-10.0615072309187	4.3265022204427	5.49261680265637e-47	3.89121385930411e-44	1287	1135	993	940	1831	1232	0	0	2	3	0	4	32.9509230680893	34.296584100435	23.7213082631229	49.9596873688597	62.7430006097025	35.9470134966477	0	0	0.0247863688524598	0.0644038330280132	0	0.0940089232137949	Up_hep_Down_gills
XM_027359900.1	-11.3081075569828	5.30868811638429	1.32867698659619e-46	8.7637701377972e-44	2585	2329	2850	1875	3363	1883	0	0	0	1	0	6	66.1834779572733	70.3759862289983	68.082304682679	99.6536317197999	115.240148034096	54.9417422193081	0	0	0	0.0214679443426711	0	0.141013384820692	Up_hep_Down_gills
XM_027381890.1	-11.0597298465054	1.79894404693348	1.30438185715553e-46	8.7637701377972e-44	327	194	275	101	236	224	0	0	0	0	0	0	8.37214595436301	5.86214741452369	6.56934518867955	5.36800896197322	8.08702793221726	6.53582063575412	0	0	0	0	0	0	Up_hep_Down_gills
XM_027362059.1	-9.97320127982194	4.65167956690151	1.46611893835308e-46	9.34797435093921e-44	2420	1679	2118	767	1955	1003	0	0	0	2	4	5	61.9590006408516	50.7347706648725	50.5959022168119	40.7649789488461	66.9921169808675	29.2653040074169	0	0	0	0.0429358886853421	0.132870658388411	0.117511154017244	Up_hep_Down_gills
XM_027378603.1	-10.5852259110838	3.05014736651145	1.96648278766804e-46	1.21338331491982e-43	993	626	572	279	445	352	0	0	0	2	0	0	25.4236725770106	18.9160014509888	13.6642379924535	14.8284603999062	15.2488450416808	10.2705752847565	0	0	0	0.0429358886853421	0	0	Up_hep_Down_gills
XM_027381944.1	-8.56440652440717	2.03702140036794	4.62303408922702e-46	2.76341862683545e-43	328	270	450	114	233	234	0	1	2	0	0	2	8.39774884718981	8.1586587727907	10.7498375814756	6.05894080856383	7.98422672968907	6.82759834270743	0	0.0141437593892826	0.0247863688524598	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027381869.1	-8.07441163704069	3.84770894924546	6.84297595404965e-46	3.96643769845642e-43	806	812	938	618	1346	847	0	2	11	5	3	7	20.6359316183993	24.5364108278002	22.407439225387	32.845837014846	46.1234728676459	24.7135717789453	0	0.0282875187785652	0.136325028688529	0.107339721713355	0.099652993791308	0.164515615624141	Up_hep_Down_gills
XM_027351217.1	-8.16384184108816	5.31201799234039	9.97682865234777e-46	5.61284642535612e-43	2858	3142	2799	1890	2314	2027	2	19	14	7	4	24	73.1730676989892	94.9426143115125	66.8639897567784	100.450860773558	79.2939942167404	59.1433411994357	0.580289358870341	0.26873142839637	0.173504581967219	0.150275610398697	0.132870658388411	0.56405353928277	Up_hep_Down_gills
XM_027376738.1	-9.23448702529786	2.70922835451028	1.33715315940047e-45	7.30773303800349e-43	405	409	348	359	391	478	0	3	0	0	0	2	10.3691715948533	12.3588571780422	8.31320772967448	19.0803486866177	13.3984233961735	13.9469743923682	0	0.0424312781678478	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027376741.1	-11.8740677294467	2.60072573470225	1.50529964448241e-45	7.99815877768323e-43	353	414	314	324	422	382	0	0	0	0	0	0	9.03782116785976	12.5099434516124	7.5009977790741	17.2201475611814	14.4607024889648	11.1459084056164	0	0	0	0	0	0	Up_hep_Down_gills
XM_027351567.1	-10.0257974616742	3.21924303902951	1.71517897774308e-45	8.63366933849203e-43	522	586	509	579	545	620	0	0	2	0	0	2	13.3647100555887	17.7073112624272	12.1592607310469	30.7730414750742	18.6755517926204	18.0902178311052	0	0	0.0247863688524598	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027364294.1	-5.41570867351514	4.59293527312956	1.67067595489979e-45	8.63366933849203e-43	1728	1438	1667	1191	1649	1189	4	68	90	49	33	53	44.2417988047073	43.452412278789	39.8221761073775	63.2999868684169	56.5063943229926	34.6923693567484	1.16057871774068	0.961775638471218	1.11538659836069	1.05192927279088	1.09618293170439	1.24561823258278	Up_hep_Down_gills
XM_027379274.1	10.6667113302502	4.50456041132687	2.1921212466216e-45	1.07515115911226e-42	2	1	2	0	0	0	47	3695	3867	1973	1844	2292	0.0512057856535964	0.0302172547140396	0.0477770559176694	0	0	0	13.636799933453	52.2611909433993	47.924444176231	42.35625418809	61.2533735170573	53.8671130015045	Down_hep_Up_gills
XM_027363991.1	-10.6302324933035	3.89866043406615	4.4774736171725e-45	2.14112788373189e-42	999	799	888	724	1331	785	0	0	0	0	0	4	25.5772899339714	24.1435865165177	21.2130128274452	38.4795889947387	45.6094668550049	22.9045499958348	0	0	0	0	0	0.0940089232137949	Up_hep_Down_gills
XM_027374772.1	-9.18341660936389	4.38111782435758	4.99785113875287e-45	2.33168040444061e-42	1033	1559	1850	896	1612	962	0	0	4	2	4	7	26.4477882900825	47.1087000991878	44.1937767238442	47.6211488111684	55.238512825145	28.0690154089083	0	0	0.0495727377049196	0.0429358886853421	0.132870658388411	0.164515615624141	Up_hep_Down_gills
XM_027367556.1	-10.1554970005223	4.87928068239609	5.66476137123069e-45	2.57989417878335e-42	3249	2200	3627	796	1338	939	0	5	2	0	2	4	83.1837987942673	66.4779603708872	86.6436909066935	42.306288452779	45.8493363275707	27.3979266829157	0	0.0707187969464131	0.0247863688524598	0	0.0664353291942053	0.0940089232137949	Up_hep_Down_gills
XM_027376740.1	-11.8718379002463	2.5985251434389	8.01284788241864e-45	3.56441289057916e-42	350	391	329	342	421	361	0	0	0	0	0	0	8.96101248937937	11.8149465931895	7.85932569845662	18.1768224256915	14.4264354214554	10.5331752210145	0	0	0	0	0	0	Up_hep_Down_gills
XM_027353827.1	9.78964630873097	4.21419602344441	9.61211831461919e-45	4.13719936444723e-42	4	0	4	0	0	0	74	3887	2473	1343	1344	1757	0.102411571307193	0	0.0955541118353389	0	0	0	21.4707062782026	54.9767927461415	30.6483450860665	28.8314492522072	44.644541218506	41.2934195216594	Down_hep_Up_gills
XM_027376739.1	-9.00494235077926	2.49147390861048	9.73305998536832e-45	4.13719936444723e-42	352	416	313	268	399	325	0	0	2	0	0	3	9.01221827503297	12.5703779610405	7.47710925111527	14.2438257604834	13.6725599362487	9.48277547598254	0	0	0.0247863688524598	0	0	0.0705066924103462	Up_hep_Down_gills
XR_003475003.1	-9.35927649341342	2.84154344088849	1.07207840444172e-44	4.4579816782959e-42	467	385	433	422	468	432	0	0	2	0	0	3	11.9565509501148	11.6336430649053	10.3437326061754	22.428710712403	16.0369875943969	12.6047969403829	0	0	0.0247863688524598	0	0	0.0705066924103462	Up_hep_Down_gills
XM_027369774.1	-9.17101359727537	2.37572307574191	1.29175323155862e-44	5.25716081133048e-42	452	401	327	200	375	215	0	0	2	0	0	2	11.5725075577128	12.1171191403299	7.81154864253895	10.6297207167787	12.8501503160232	6.27322069949614	0	0	0.0247863688524598	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027352856.1	-9.31478723414943	3.349522839792	1.36329709821847e-44	5.43273893640059e-42	918	873	829	350	598	423	0	0	0	0	3	4	23.5034556150007	26.3796633653566	19.803589677874	18.6020112543626	20.4917063706183	12.342197004125	0	0	0	0	0.099652993791308	0.0940089232137949	Up_hep_Down_gills
XM_027352583.1	-9.3531973508297	2.64436777381361	2.18135601682972e-44	8.51530161018753e-42	414	427	396	219	567	340	0	0	0	0	2	2	10.5995976302945	12.9027677628949	9.45985707169855	11.6395441848726	19.429427277827	9.92044203641251	0	0	0	0	0.0664353291942053	0.0470044616068975	Up_hep_Down_gills
XM_027359091.1	-10.290785338582	2.14058679027374	2.28461302466113e-44	8.74001558714363e-42	238	225	344	217	324	282	0	0	0	0	0	1	6.09348849277797	6.79888231065892	8.21765361783915	11.5332469777048	11.102529873044	8.22813133608331	0	0	0	0	0	0.0235022308034487	Up_hep_Down_gills
XM_027372020.1	8.71130616772261	3.48199044292939	3.13579329469384e-44	1.17610694393929e-41	4	2	2	0	2	0	34	1527	2688	1089	767	823	0.102411571307193	0.0604345094280792	0.0477770559176694	0	0.0685341350187903	0	9.8649191007958	21.5975205874346	33.312879737706	23.3785913891688	25.4779487459777	19.3423359512383	Down_hep_Up_gills
XM_027352581.1	-10.1663294681894	2.64365751647103	3.82341214467323e-44	1.40642745198672e-41	303	414	429	223	571	413	0	0	0	0	0	2	7.75767652651985	12.5099434516124	10.2481784943401	11.8521385992082	19.5664955478646	12.0504192971717	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027371565.1	8.57286152416482	5.16079712574335	4.2499369830779e-44	1.53382631343989e-41	8	4	12	5	7	0	206	5476	8871	3716	1453	2235	0.204823142614386	0.120869018856158	0.286662335506017	0.265743017919466	0.239869472565766	0	59.7698039636451	77.4512264157116	109.939939045085	79.7748811773657	48.2652666595902	52.5274858457079	Down_hep_Up_gills
XM_027354240.1	-10.7439448854534	4.21701810842024	4.51623525036929e-44	1.59975088646414e-41	1488	1847	1852	790	700	615	0	0	2	0	0	3	38.0971045262757	55.8112694568312	44.2415537797619	41.9873968312757	23.9869472565766	17.9443289776285	0	0	0.0247863688524598	0	0	0.0705066924103462	Up_hep_Down_gills
XM_027364508.1	9.31144776242757	2.56462794492081	6.28097493432557e-44	2.18440888261417e-41	0	3	0	0	0	0	41	681	1165	306	502	488	0	0.0906517641421189	0	0	0	0	11.895931856842	9.63190014410146	14.4380598565578	6.56919096885735	16.6752676277455	11.469088632083	Down_hep_Up_gills
XM_027358239.1	-10.6788033771469	3.15423014904084	6.8156196475536e-44	2.29170537284049e-41	630	630	460	474	680	384	0	0	0	0	0	2	16.1298224808829	19.036870469845	10.988722861064	25.1924380987654	23.3016059063887	11.2042639470071	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027382409.1	-10.2960432769382	2.69853116490713	6.82910948619344e-44	2.29170537284049e-41	452	475	464	380	366	247	0	0	2	0	0	0	11.5725075577128	14.3531959891688	11.0842769728993	20.1964693618794	12.5417467084386	7.20690936174673	0	0	0.0247863688524598	0	0	0	Up_hep_Down_gills
XM_027380532.1	6.7223661057489	1.54673239772135	7.84539458041363e-44	2.5873570264509e-41	2	2	2	2	0	2	17	336	411	340	199	240	0.0512057856535964	0.0604345094280792	0.0477770559176694	0.106297207167787	0	0.0583555413906618	4.9324595503979	4.75230315479896	5.09359879918049	7.29910107650816	6.61031525482343	5.6405353928277	Down_hep_Up_gills
XM_027382967.1	9.70482945083145	5.57292009712171	8.55839565649735e-44	2.77466088334714e-41	8	4	5	0	0	6	302	3221	10668	4787	2663	4837	0.204823142614386	0.120869018856158	0.119442639794174	0	0	0.175066624171985	87.6236931894215	45.5570489928793	132.210491459021	102.767049568366	88.4586408220844	113.680290396282	Down_hep_Up_gills
XM_027375237.1	-9.07263084611016	3.41109942480546	8.98028671511514e-44	2.82326527174594e-41	1101	774	631	394	786	410	0	4	2	0	0	4	28.1887850023048	23.3881551486667	15.0736611420247	20.9405498120539	26.9339150623846	11.9628859850857	0	0.0565750375571305	0.0247863688524598	0	0	0.0940089232137949	Up_hep_Down_gills
XR_003475884.1	10.7538484577289	4.32651033614885	9.00351221123495e-44	2.82326527174594e-41	0	2	2	0	0	0	51	2625	2427	2051	1818	2271	0	0.0604345094280792	0.0477770559176694	0	0	0	14.7973786511937	37.1273683968669	30.07825860246	44.0307538468183	60.3897142375326	53.3735661546321	Down_hep_Up_gills
XM_027367600.1	9.99697770606895	4.86465963690593	9.19152537029533e-44	2.83573382714531e-41	2	0	4	0	0	5	147	2192	7216	3133	1574	2816	0.0512057856535964	0	0.0955541118353389	0	0	0.145888853476655	42.6512678769701	31.0031205813075	89.429218819675	67.2590696255884	52.2846040758396	66.1822819425116	Down_hep_Up_gills
XM_027365171.1	7.42653953345438	4.46476071660441	1.22727178518607e-43	3.72623090587923e-41	8	5	8	5	16	6	76	3696	4351	2289	1058	2133	0.204823142614386	0.151086273570198	0.191108223670678	0.265743017919466	0.548273080150322	0.175066624171985	22.050995637073	52.2753347027886	53.9227454385263	49.1401246003741	35.1442891437346	50.1302583037562	Down_hep_Up_gills
XM_027364399.1	-8.80108127525697	1.2907065029802	2.88140446860672e-43	8.47930841161683e-41	180	164	209	102	138	127	0	0	0	2	0	0	4.60852070882368	4.9556297731025	4.99270234339646	5.42115756555711	4.72885531629653	3.70557687830702	0	0	0	0.0429358886853421	0	0	Up_hep_Down_gills
XM_027380876.1	-10.5994258756048	3.0756179618217	2.84959085065815e-43	8.47930841161683e-41	553	515	593	451	677	313	0	0	0	0	0	2	14.1583997332194	15.5618861777304	14.165897079589	23.9700202163359	23.1988047038605	9.13264222763857	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027358195.1	-9.59654691996965	2.86441320196462	3.32939695950723e-43	9.64919773355368e-41	595	479	754	303	424	273	0	0	0	0	0	4	15.2337212319449	14.474065008025	18.0119500809614	16.1040268859197	14.5292366239835	7.96553139982534	0	0	0	0	0	0.0940089232137949	Up_hep_Down_gills
XM_027380873.1	-7.9928165780387	5.09965033170965	3.4298577029983e-43	9.79198778253008e-41	3408	2824	2940	1136	1979	1303	0	11	17	17	6	20	87.2546587537283	85.3335273124479	70.2322721989741	60.3768136713028	67.814526601093	38.0186352160162	0	0.155581353282109	0.210684135245908	0.364955053825408	0.199305987582616	0.470044616068975	Up_hep_Down_gills
XM_027377056.1	9.73857959766647	4.47668898615	4.49700727725039e-43	1.26498169410655e-40	0	4	6	0	0	0	124	2010	3433	2628	1705	1979	0	0.120869018856158	0.143331167753008	0	0	0	35.9779402499611	28.4289563724581	42.5458021352472	56.4177577325396	56.63611813806	46.510914760025	Down_hep_Up_gills
XM_027366647.1	10.4536006984957	1.17666231959957	5.53589015293208e-43	1.53464502674326e-40	0	0	0	0	0	0	15	380	210	186	178	195	0	0	0	0	0	0	4.35217019152756	5.37462856792739	2.60256872950828	3.99303764773682	5.91274429828427	4.5829350066725	Down_hep_Up_gills
XM_027374535.1	-9.58381549310044	3.82837835013886	7.69211573121646e-43	2.10192556723869e-40	1084	944	832	510	1277	762	0	0	0	0	4	4	27.7535358242492	28.5250884500534	19.8752552617505	27.1057878277856	43.7590452094976	22.2334612698421	0	0	0	0	0.132870658388411	0.0940089232137949	Up_hep_Down_gills
XM_027374374.1	-11.2420641535471	3.71866610141994	1.52705329843842e-42	4.11401063275071e-40	1078	1218	1077	393	1028	366	0	0	0	0	0	2	27.5999184672885	36.8046162417003	25.727944611665	20.8874012084701	35.2265453996582	10.6790640744911	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XR_003477669.1	-11.0175762312916	5.61024372020574	1.96153040597449e-42	5.21113244520557e-40	2202	2913	3803	1207	5504	3321	0	0	3	0	3	5	56.3775700046096	88.0228629819974	90.8480718274485	64.1503645257592	188.605939571711	96.8993764791939	0	0	0.0371795532786897	0	0.099652993791308	0.117511154017244	Up_hep_Down_gills
XM_027357980.1	10.0134923625181	0.741757282172839	2.00783543958208e-42	5.26107894360631e-40	0	0	0	0	0	0	10	253	266	100	127	149	0	0	0	0	0	0	2.9014467943517	3.5783711254885	3.29658705737715	2.14679443426711	4.21864340383204	3.50183238971386	Down_hep_Up_gills
XM_027379383.1	-9.52391767986256	1.36044532148783	2.17628641679585e-42	5.62540629465824e-40	195	163	178	117	168	129	0	0	1	0	0	0	4.99256410122565	4.92541251838846	4.25215797667258	6.21838661931551	5.75686734157838	3.76393241969769	0	0	0.0123931844262299	0	0	0	Up_hep_Down_gills
XM_027373083.1	9.89180201009305	5.05999605325121	2.22792933945887e-42	5.6821109873559e-40	8	2	4	0	0	0	219	5384	3103	2654	2254	3817	0.204823142614386	0.0604345094280792	0.0955541118353389	0	0	0	63.5416847963023	76.1500005518976	38.4560512745914	56.975924285449	74.8726160018694	89.7080149767638	Down_hep_Up_gills
XM_027358358.1	-10.4088023398296	5.40919140376652	2.74617255310947e-42	6.91168270998393e-40	3802	3598	3637	1642	2627	1314	0	0	0	4	2	8	97.3421985274867	108.721682461115	86.8825761862819	87.2700070847527	90.0195863471811	38.3395906936648	0	0	0	0.0858717773706843	0.0664353291942053	0.18801784642759	Up_hep_Down_gills
XM_027369416.1	-9.21961184970655	3.07590477037521	3.10587884027097e-42	7.7154870722991e-40	457	401	545	440	781	451	0	3	2	0	0	2	11.7005220218468	12.1171191403299	13.0192477375649	23.385385576913	26.7625797248376	13.1591745835942	0	0.0424312781678478	0.0247863688524598	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027380544.1	-12.0217312120083	2.74638045099122	5.17679540825926e-42	1.26950952011773e-39	355	559	525	236	611	259	0	0	0	0	0	0	9.08902695351336	16.8914453851481	12.5414771783882	12.5430704457988	20.9371782482404	7.5570426100907	0	0	0	0	0	0	Up_hep_Down_gills
XM_027372585.1	-9.96018523801154	2.88068325540876	5.60934870833975e-42	1.35817243155852e-39	389	680	834	175	503	354	0	0	0	1	0	2	9.9595253096245	20.5477332055469	19.9230323176682	9.30100562718132	17.2363349572258	10.3289308261471	0	0	0	0.0214679443426711	0	0.0470044616068975	Up_hep_Down_gills
XM_027354471.1	6.87504804493249	2.78312721893569	6.00702103006119e-42	1.43627872828763e-39	3	4	10	0	4	2	42	662	1312	829	408	530	0.0768086784803946	0.120869018856158	0.238885279588347	0	0.137068270037581	0.0583555413906618	12.1860765362772	9.36316871570509	16.2598579672136	17.7969258600743	13.5528071556179	12.4561823258278	Down_hep_Up_gills
XM_027365607.1	-9.94337916205054	5.04504909151286	6.45154529392507e-42	1.50494095588047e-39	3467	2677	3143	1122	2031	714	0	4	0	4	2	6	88.7652294305094	80.8915908694841	75.0816433746175	59.6327332211282	69.5964141115816	20.8329282764663	0	0.0565750375571305	0	0.0858717773706843	0.0664353291942053	0.141013384820692	Up_hep_Down_gills
XM_027383641.1	-10.4141522145471	2.89219135111162	6.41085993107016e-42	1.50494095588047e-39	303	633	456	375	371	606	0	0	0	0	0	2	7.75767652651985	19.1275222339871	10.8931687492286	19.93072634396	12.7130820459856	17.6817290413705	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027358641.1	8.67420734037548	2.28940083355261	8.8072280684413e-42	2.0296946806403e-39	0	0	0	0	2	2	22	917	898	501	339	231	0	0	0	0	0.0685341350187903	0.0583555413906618	6.38318294757375	12.9698273599722	11.1290796147545	10.7554401156782	11.2607882984178	5.42901531559666	Down_hep_Up_gills
XM_027382410.1	-11.1516852275771	1.88996188664498	1.09246360953902e-41	2.48769570515028e-39	250	214	254	199	265	171	0	0	0	0	0	0	6.40072320669955	6.46649250880448	6.06768610154402	10.5765721131948	9.08077288998972	4.98939878890158	0	0	0	0	0	0	Up_hep_Down_gills
