ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_wssv_1	muscle_wssv_2	muscle_wssv_3	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_wssv_1_normalized	muscle_wssv_2_normalized	muscle_wssv_3_normalized	Expression
XM_027350736.1	-2.24611582156857	4.93576065163136	5.18042378049081e-05	0.000324310974448504	1413	1987	1140	715	963	407	50.358264205631	56.5016235489844	44.7671948524954	10.1779096518216	16.9273826607028	4.86772686197808	Up_muscle_Down_muscle_wssv
XM_027350773.1	1.9128517757898	0.677615018172047	1.292160557225e-05	9.59390293240853e-05	24	26	8	190	126	197	0.855342067186938	0.739326729881023	0.314155753350845	2.70461934803652	2.21479773130691	2.35612332139971	Down_muscle_Up_muscle_wssv
XM_027350775.1	2.03100270880392	0.555526329480639	5.07109260597713e-06	4.14258269220667e-05	17	10	20	176	122	175	0.605867297590748	0.284356434569624	0.785389383377113	2.50533160660225	2.1444866922178	2.09300295048197	Down_muscle_Up_muscle_wssv
XM_027350784.1	1.78872256108931	1.37181266825761	1.0026973422934e-06	9.85702472085039e-06	35	33	31	246	220	364	1.24737384798095	0.93837623407976	1.21735354423452	3.5017703137736	3.86710714990095	4.35344613700251	Down_muscle_Up_muscle_wssv
XM_027350785.1	1.60683544701622	1.26998737313739	0.000143904024812613	0.000774928282169505	43	34	25	199	174	393	1.5324878703766	0.966811877536723	0.981736729221391	2.83273289610141	3.0585302003762	4.70028662593952	Down_muscle_Up_muscle_wssv
XM_027350786.1	2.06267195580572	1.32665311489738	6.35678067699009e-06	5.06283178312781e-05	31	43	12	263	202	378	1.10481683678313	1.22273266864938	0.471233630026268	3.7437625712295	3.55070747399996	4.52088637304106	Down_muscle_Up_muscle_wssv
XM_027350787.1	1.79359664676991	1.44254941167577	9.24296598763946e-07	9.17780912770645e-06	35	45	26	249	237	388	1.24737384798095	1.27960395556331	1.02100619839025	3.54447482979523	4.16592906602966	4.64048654164003	Down_muscle_Up_muscle_wssv
XM_027350788.1	2.13480012718743	1.20820031022716	1.81163890821253e-07	2.26397460519335e-06	25	26	22	194	193	400	0.890981319986394	0.739326729881023	0.863928321714824	2.76155870273203	3.39250763604947	4.7840067439588	Down_muscle_Up_muscle_wssv
XM_027350817.1	-2.13689755635496	10.1340059985398	2.91921507120131e-07	3.38628948259352e-06	44855	66446	51058	24659	27650	34440	1598.59868431959	1889.43476514133	2005.02055682343	351.016886859119	486.02505770346	411.902980654852	Up_muscle_Down_muscle_wssv
XM_027350818.1	-2.14563255629453	10.1466700027092	2.77250932562433e-07	3.25439785126856e-06	45242	66888	51778	24678	27851	34524	1612.39107515298	1902.0033195493	2033.29457462501	351.287348793922	489.558187417688	412.907622071084	Up_muscle_Down_muscle_wssv
XM_027350819.1	-1.82382967016038	10.6055049218347	1.03116645329383e-05	7.85119786060015e-05	56905	93358	66372	40157	42449	61971	2028.05168055303	2654.6948018551	2606.39320767529	571.628416626855	746.158324573388	741.174204824677	Up_muscle_Down_muscle_wssv
XM_027350824.1	-2.18790062124382	2.66051713083439	7.42488424661282e-09	1.30034384851869e-07	253	392	278	158	118	208	9.01673095826231	11.1467722351293	10.9169124289419	2.24910451047247	2.07417565312869	2.48768350685857	Up_muscle_Down_muscle_wssv
XM_027350825.1	-2.30862526881475	2.72925388979044	5.54851751862945e-09	1.0019850317525e-07	258	397	321	142	118	215	9.19492722225959	11.2889504524141	12.6054996032027	2.02134709169045	2.07417565312869	2.57140362487785	Up_muscle_Down_muscle_wssv
XM_027350836.1	-1.96172550940101	1.95640591750316	0.0183792640191595	0.0475897304153038	161	125	235	250	41	39	5.73791970071238	3.5544554321203	9.22832525468107	3.5587096684691	0.720688150663358	0.466440657535983	Up_muscle_Down_muscle_wssv
XM_027350857.1	5.7152420767628	0.379730419534096	1.86037449754994e-11	5.81233728683522e-10	0	4	0	84	189	224	0	0.11374257382785	0	1.19572644860562	3.32219659696036	2.67904377661693	Down_muscle_Up_muscle_wssv
XM_027350868.1	3.34499218665612	1.59602370358548	4.38450620629527e-11	1.28282585145612e-09	20	14	12	458	184	527	0.712785055989115	0.398099008397474	0.471233630026268	6.5195561126354	3.23430779809897	6.30292888516572	Down_muscle_Up_muscle_wssv
XM_027350869.1	3.37216575193861	1.39596677228384	7.95742625461849e-13	3.44123784519905e-11	16	11	12	336	191	485	0.570228044791292	0.312792078026587	0.471233630026268	4.78290579442248	3.35735211650491	5.80060817705004	Down_muscle_Up_muscle_wssv
XM_027350917.1	3.04079324606385	-0.321280002596996	3.53055083910539e-08	5.33914590085569e-07	1	8	5	115	53	111	0.0356392527994558	0.227485147655699	0.196347345844278	1.63700644749579	0.931621267930683	1.32756187144857	Down_muscle_Up_muscle_wssv
XM_027350920.1	-1.62502352125881	2.85900023511133	0.00036563890236172	0.00175435502544358	326	381	264	156	187	428	11.6183964126226	10.8339801571027	10.3671398605779	2.22063483312472	3.28704107741581	5.11888721603591	Up_muscle_Down_muscle_wssv
XM_027350924.1	4.34649896800457	-0.749692426212565	6.23089532646767e-10	1.47684201728296e-08	0	0	4	55	64	89	0	0	0.157077876675423	0.782916127063203	1.12497662542573	1.06444150053083	Down_muscle_Up_muscle_wssv
XM_027350951.1	-2.36561757914691	11.684124502253	8.07945604730919e-05	0.000473341869438316	162089	147220	167358	96464	81260	34018	5776.73084701098	4186.29542973401	6572.05982116134	1373.14947783681	1428.36875909523	406.855853539976	Up_muscle_Down_muscle_wssv
XM_027350998.1	1.54060287851085	0.575355860249654	0.000665865013117611	0.00293230416674392	32	19	13	177	127	136	1.14045608958258	0.540277225682286	0.510503099195123	2.51956644527613	2.23237549107918	1.62656229294599	Down_muscle_Up_muscle_wssv
XM_027351003.1	-1.68009508188886	1.94657844302895	0.000680118017439388	0.00298706621467811	255	182	84	123	128	124	9.08800946386122	5.17528710916716	3.29863541018387	1.7508851568868	2.24995325085146	1.48304209062723	Up_muscle_Down_muscle_wssv
XM_027351009.1	-2.0744838908641	1.27548072857516	6.10419045168916e-05	0.000371526653417624	173	117	56	76	59	55	6.16559073430585	3.3269702844646	2.19909027345592	1.08184773921461	1.03708782656434	0.657800927294335	Up_muscle_Down_muscle_wssv
XM_027351022.1	2.41724101668384	2.06384772232468	2.66628976613831e-06	2.35148632326688e-05	21	76	24	564	394	487	0.748424308788571	2.16110890272914	0.942467260052535	8.0284490120663	6.92563735027715	5.82452821076984	Down_muscle_Up_muscle_wssv
XM_027351023.1	2.65083390691065	2.11646797238333	2.2743364326128e-08	3.61110422311791e-07	22	63	23	623	396	522	0.784063561588027	1.79144553778863	0.90319779088368	8.86830449382501	6.9607928698217	6.24312880086623	Down_muscle_Up_muscle_wssv
XM_027351024.1	2.55110257270087	2.13237801622379	2.49835656485818e-09	5.00686905071173e-08	28	54	31	671	392	473	0.997899078384761	1.53552474667597	1.21735354423452	9.55157675017108	6.8904818307326	5.65708797473128	Down_muscle_Up_muscle_wssv
XM_027351025.1	2.81513806558636	2.01121991042718	2.18554440830593e-09	4.51616932445906e-08	19	50	21	629	355	468	0.677145803189659	1.42178217284812	0.824658852545968	8.95371352586827	6.24010471915835	5.59728789043179	Down_muscle_Up_muscle_wssv
XM_027351037.1	-1.74052582008972	10.3387250800291	1.90757905062023e-05	0.000136295140863156	48424	70216	57495	42028	38000	43765	1725.79517756085	1996.63714097407	2257.79812986335	598.261799785678	667.954871346527	523.430137873392	Up_muscle_Down_muscle_wssv
XM_027351045.1	-1.56299368319867	14.5201874983046	0.000395709346293489	0.00188361501103917	752344	1315421	1046983	1111652	558009	837521	26812.9780081537	37404.842551801	41114.466638816	15824.1868814921	9808.54815276854	10016.7652805178	Up_muscle_Down_muscle_wssv
XM_027351058.1	4.73209570142048	-0.465077554767386	1.51082687629999e-11	4.80182503235071e-10	2	2	0	84	103	64	0.0712785055989115	0.0568712869139249	0	1.19572644860562	1.81050925654453	0.765441079033408	Down_muscle_Up_muscle_wssv
XM_027351137.1	1.97320802804745	-0.0769337951618944	1.78447768279973e-06	1.65583342952463e-05	6	16	10	97	67	139	0.213835516796735	0.454970295311399	0.392694691688556	1.38077935136601	1.17770990474256	1.66244234352568	Down_muscle_Up_muscle_wssv
XM_027351138.1	3.75310177408463	0.289975081919822	6.66682966986891e-17	7.82558816010803e-15	3	8	3	148	134	163	0.106917758398367	0.227485147655699	0.117808407506567	2.10675612373371	2.35541980948512	1.94948274816321	Down_muscle_Up_muscle_wssv
XM_027351149.1	2.47615454839748	0.124250343446651	1.01975209025572e-07	1.35316987165841e-06	8	15	5	99	134	121	0.285114022395646	0.426534651854437	0.196347345844278	1.40924902871377	2.35541980948512	1.44716204004754	Down_muscle_Up_muscle_wssv
XM_027351150.1	3.16160487448615	-0.345057242951518	5.24032036729782e-08	7.58730672856924e-07	2	9	2	80	104	77	0.0712785055989115	0.255920791112662	0.0785389383377113	1.13878709391011	1.82808701631681	0.920921298212068	Down_muscle_Up_muscle_wssv
XM_027351151.1	2.03245420761373	-0.545802659167932	0.0113199398280701	0.0315562925373965	17	3	1	67	59	84	0.605867297590748	0.0853069303708873	0.0392694691688556	0.95373419114972	1.03708782656434	1.00464141623135	Down_muscle_Up_muscle_wssv
XM_027351152.1	2.70723250543521	-0.479571062622843	1.00605708682116e-07	1.34413589106458e-06	9	4	2	89	57	92	0.320753275195102	0.11374257382785	0.0785389383377113	1.266900641975	1.00193230701979	1.10032155111052	Down_muscle_Up_muscle_wssv
XM_027351167.1	3.43595639126067	-0.702012470262062	7.93618806070126e-10	1.84119563008269e-08	5	3	0	62	55	95	0.178196263997279	0.0853069303708873	0	0.882559997780338	0.966776787475237	1.13620160169021	Down_muscle_Up_muscle_wssv
XM_027351169.1	2.92843887654033	-0.208083210484207	3.88543278129799e-09	7.36737831223042e-08	5	5	6	103	53	150	0.178196263997279	0.142178217284812	0.235616815013134	1.46618838340927	0.931621267930683	1.79400252898455	Down_muscle_Up_muscle_wssv
XM_027351256.1	2.36486382264215	1.861719450134	2.69207655382965e-09	5.3300953455342e-08	33	47	24	500	269	506	1.17609534238204	1.33647524247723	0.942467260052535	7.11741933693821	4.72841737874252	6.05176853110788	Down_muscle_Up_muscle_wssv
XM_027351347.1	4.36869174515073	0.261248791329958	3.78329460591558e-09	7.21533555402854e-08	3	4	2	75	79	328	0.106917758398367	0.11374257382785	0.0785389383377113	1.06761290054073	1.38864302200989	3.92288553004621	Down_muscle_Up_muscle_wssv
XM_027351365.1	5.34905922564185	2.67193455230306	0.000691774815335183	0.00301943323559314	0	31	0	397	728	1535	0	0.881504947165835	0	5.65123095352894	12.7966091142177	18.3586258799419	Down_muscle_Up_muscle_wssv
XM_027351384.1	1.83596576623162	1.29132192229725	5.75595922745533e-06	4.64053622099015e-05	29	31	31	229	170	409	1.03353833118422	0.881504947165835	1.21735354423452	3.2597780563177	2.9882191612871	4.89164689569787	Down_muscle_Up_muscle_wssv
XM_027351444.1	-1.90862225392119	2.11539958134596	4.68484793891321e-07	5.08169424396966e-06	210	183	199	121	115	143	7.48424308788571	5.20372275262413	7.81462436460227	1.72241547953905	2.02144237381186	1.71028241096527	Up_muscle_Down_muscle_wssv
XM_027351445.1	-1.86121756712251	2.02060658133565	1.0328854856316e-05	7.85821827803051e-05	162	222	177	102	144	106	5.77355895351183	6.31271284744566	6.95069604288745	1.45195354473539	2.53119740720789	1.26776178714908	Up_muscle_Down_muscle_wssv
XM_027351446.1	-1.87187281918849	2.63369510573663	1.77442667566429e-06	1.64899594929782e-05	273	323	262	143	185	225	9.72951601425142	9.18471283659887	10.2886009222402	2.03558193036433	3.25188555787125	2.69100379347682	Up_muscle_Down_muscle_wssv
XM_027351447.1	-2.01108960749821	2.05040704552179	3.14580844040726e-06	2.72084835284347e-05	216	218	152	84	136	113	7.69807860468244	6.19897027361781	5.96895931366606	1.19572644860562	2.39057532902968	1.35148190516836	Up_muscle_Down_muscle_wssv
XM_027351449.1	-1.56534791265987	3.18733448561623	0.000148102474764147	0.000796232497914118	405	555	269	387	211	381	14.4338973837796	15.7817821186142	10.5634872064222	5.50888256679017	3.70890731195045	4.55676642362075	Up_muscle_Down_muscle_wssv
XM_027351486.1	8.6207198883106	-0.81232260017565	1.88726396152493e-17	2.51465171089674e-15	0	0	0	62	70	71	0	0	0	0.882559997780338	1.23044318405939	0.849161197052686	Down_muscle_Up_muscle_wssv
XM_027351522.1	1.68639249779808	2.2328047697426	0.000703101354331504	0.00306480077529117	92	76	29	590	431	439	3.27881125754993	2.16110890272914	1.13881460589681	8.39855481758709	7.5760144618514	5.25044740149478	Down_muscle_Up_muscle_wssv
XM_027351545.1	6.28984101286855	0.0803468086858814	4.32885382344644e-16	4.64234760487909e-14	0	2	0	89	98	233	0	0.0568712869139249	0	1.266900641975	1.72262045768315	2.786683928356	Down_muscle_Up_muscle_wssv
XM_027351617.1	1.64883429275567	2.74526502861097	9.63978003789785e-05	0.000549411740888282	112	84	83	706	457	1012	3.99159631353905	2.38859405038484	3.25936594101502	10.0497961037568	8.0330362159306	12.1035370622158	Down_muscle_Up_muscle_wssv
XM_027351642.1	1.90264944993943	1.20802909260079	7.01964354959868e-05	0.000420240955671178	28	38	19	232	118	437	0.997899078384761	1.08055445136457	0.746119914208257	3.30248257233933	2.07417565312869	5.22652736777499	Down_muscle_Up_muscle_wssv
XM_027351648.1	3.32377057670767	-0.814923911191975	2.2699480337302e-09	4.62431562243383e-08	0	6	2	71	53	66	0	0.170613860741775	0.0785389383377113	1.01067354584523	0.931621267930683	0.789361112753202	Down_muscle_Up_muscle_wssv
XM_027351659.1	2.409210348358	2.86811366092898	7.79191739574909e-07	8.01965610877725e-06	51	54	90	985	650	922	1.81760189277224	1.53552474667597	3.53425222519701	14.0213160937683	11.4255438519801	11.027135544825	Down_muscle_Up_muscle_wssv
XM_027351660.1	1.60121876252278	3.07263514675044	0.00014902084980121	0.000800455430678075	124	109	125	1069	702	845	4.41926734713251	3.09948513680891	4.90868364610695	15.2170425423739	12.3395873601385	10.106214246613	Down_muscle_Up_muscle_wssv
XM_027351669.1	2.02918478667927	1.83809096509173	0.00014384342281316	0.000774928282169505	62	24	32	507	317	343	2.20963367356626	0.682455442967098	1.25662301340338	7.21706320765534	5.57214984781182	4.10228578294467	Down_muscle_Up_muscle_wssv
XM_027351679.1	5.56690464082105	0.828972386807737	1.18906291053363e-19	2.44253339538784e-17	4	2	0	178	215	304	0.142557011197823	0.0568712869139249	0	2.53380128395	3.77921835103956	3.63584512540869	Down_muscle_Up_muscle_wssv
XM_027351717.1	2.40418605085179	0.276357625866693	4.7434634994404e-09	8.70959964701719e-08	6	14	12	154	98	154	0.213835516796735	0.398099008397474	0.471233630026268	2.19216515577697	1.72262045768315	1.84184259642414	Down_muscle_Up_muscle_wssv
XM_027351718.1	2.85333574694528	0.372370957450461	1.51457158728303e-11	4.80182503235071e-10	6	10	10	178	101	177	0.213835516796735	0.284356434569624	0.392694691688556	2.53380128395	1.77535373699998	2.11692298420177	Down_muscle_Up_muscle_wssv
XM_027351719.1	2.77143537418282	0.245119600622326	1.15021810419242e-08	1.93205289733172e-07	5	17	4	158	103	149	0.178196263997279	0.483405938768361	0.157077876675423	2.24910451047247	1.81050925654453	1.78204251212465	Down_muscle_Up_muscle_wssv
XM_027351720.1	3.75636290072355	0.199508958256475	2.42388257519531e-15	2.09644580626542e-13	2	7	4	167	109	142	0.0712785055989115	0.199049504198737	0.157077876675423	2.37721805853736	1.9159758151782	1.69832239410537	Down_muscle_Up_muscle_wssv
XM_027351722.1	2.05891134531103	0.356538469602329	3.73749905409246e-08	5.63482273292839e-07	15	19	8	142	103	171	0.534588791991836	0.540277225682286	0.314155753350845	2.02134709169045	1.81050925654453	2.04516288304239	Down_muscle_Up_muscle_wssv
XM_027351753.1	-1.5128879980541	1.24288191498406	0.000885016825191304	0.00374839600360234	108	111	88	65	45	161	3.84903930234122	3.15635642372283	3.4557132868593	0.925264513801967	0.790999189752466	1.92556271444342	Up_muscle_Down_muscle_wssv
XM_027351766.1	1.96623341012816	1.59152007864187	2.09598388578254e-05	0.000146987205645916	52	35	19	389	250	346	1.8532411455717	0.995247520993685	0.746119914208257	5.53735224413793	4.39443994306926	4.13816583352436	Down_muscle_Up_muscle_wssv
XM_027351782.1	2.71495390966591	-0.377421348814004	2.25020801021903e-09	4.61269251159244e-08	6	4	6	100	69	84	0.213835516796735	0.11374257382785	0.235616815013134	1.42348386738764	1.21286542428712	1.00464141623135	Down_muscle_Up_muscle_wssv
XM_027351783.1	2.62121581849002	1.8027053692701	4.73518368372278e-09	8.70959964701719e-08	36	24	23	472	242	554	1.28301310078041	0.682455442967098	0.90319779088368	6.71884385406967	4.25381786489104	6.62584934038293	Down_muscle_Up_muscle_wssv
XM_027351839.1	3.1920628054025	0.754127073972105	1.89906549782451e-10	5.02004981462457e-09	13	10	5	150	227	217	0.463310286392925	0.284356434569624	0.196347345844278	2.13522580108146	3.99015146830689	2.59532365859765	Down_muscle_Up_muscle_wssv
XM_027352043.1	-2.86651528407784	0.0905593007697633	4.65901876046222e-09	8.60260767381225e-08	47	56	60	8	14	33	1.67504488157442	1.5923960335899	2.35616815013134	0.113878709391011	0.246088636811878	0.394680556376601	Up_muscle_Down_muscle_wssv
XM_027352078.1	-1.74759142714327	2.96999778353663	2.02709876775669e-05	0.000142969913090708	275	462	337	192	223	344	9.80079451985034	13.1372672771166	13.2338111099043	2.73308902538427	3.91984042921778	4.11424579980457	Up_muscle_Down_muscle_wssv
XM_027352079.1	1.92103007919229	0.801528035848165	8.53389545093322e-07	8.65681164055572e-06	22	24	16	232	114	221	0.784063561588027	0.682455442967098	0.62831150670169	3.30248257233933	2.00386461403958	2.64316372603724	Down_muscle_Up_muscle_wssv
XM_027352106.1	5.72550911511315	-0.423980314309261	1.07291257724873e-19	2.25083361950478e-17	0	2	0	102	65	112	0	0.0568712869139249	0	1.45195354473539	1.14255438519801	1.33952188830846	Down_muscle_Up_muscle_wssv
XM_027352131.1	3.98643446322559	2.74993980662967	7.24533640509222e-11	2.05284531477613e-09	23	37	12	1377	620	586	0.819702814387482	1.05211880790761	0.471233630026268	19.6013728539278	10.8982110588118	7.00856987989964	Down_muscle_Up_muscle_wssv
XM_027352132.1	2.98409194492047	3.4915221319718	4.59124315005448e-09	8.50933410893556e-08	86	98	42	1967	983	1189	3.0649757407532	2.78669305878232	1.64931770509194	27.9999276715149	17.2789378561483	14.2204600464175	Down_muscle_Up_muscle_wssv
XM_027352134.1	2.94508631594971	3.1007675362231	7.20781201624163e-08	9.93972398323672e-07	87	46	37	1433	769	938	3.10061499355265	1.30803959902027	1.45297035924766	20.3985238196649	13.517297264881	11.2184958145834	Down_muscle_Up_muscle_wssv
XM_027352136.1	2.48501062183821	6.10254595336855	6.7211439493073e-06	5.31071840818193e-05	872	584	375	12036	5847	6297	31.0774284411254	16.6064157788661	14.7260509383209	171.330518278777	102.777161388504	75.3122261667714	Down_muscle_Up_muscle_wssv
XM_027352137.1	4.09373427873444	1.97797720339309	3.73147835306538e-13	1.76040079240309e-11	8	18	12	789	340	389	0.285114022395646	0.511841582225324	0.471233630026268	11.2312877136885	5.97643832257419	4.65244655849993	Down_muscle_Up_muscle_wssv
XM_027352138.1	3.32974876003058	2.94171873318915	3.43143785709748e-11	1.0221745399088e-09	36	50	36	1451	649	788	1.28301310078041	1.42178217284812	1.4137008900788	20.6547509157947	11.4079660922078	9.42449328559883	Down_muscle_Up_muscle_wssv
XM_027352149.1	4.67439107981531	-0.233885356592178	4.09851950107887e-18	6.31428160634963e-16	2	3	0	114	88	109	0.0712785055989115	0.0853069303708873	0	1.62277160882191	1.54684285996038	1.30364183772877	Down_muscle_Up_muscle_wssv
XM_027352271.1	2.45558687834476	1.86728210581145	8.29246185265988e-07	8.47575984218966e-06	43	24	28	528	216	569	1.5324878703766	0.682455442967098	1.09954513672796	7.51599481980675	3.79679611081184	6.80524959328139	Down_muscle_Up_muscle_wssv
XM_027352272.1	2.26933705742197	1.68264899576592	2.04289661619413e-07	2.5077565115861e-06	38	29	27	477	215	419	1.35429160637932	0.824633660251911	1.0602756675591	6.79001804743905	3.77921835103956	5.01124706429684	Down_muscle_Up_muscle_wssv
XM_027352273.1	2.24125565117987	1.57736914485772	2.19846066945495e-06	1.99062013541665e-05	41	23	24	436	200	392	1.46120936477769	0.654019799510136	0.942467260052535	6.20638966181012	3.51555195445541	4.68832660907962	Down_muscle_Up_muscle_wssv
XM_027352301.1	-2.02492908487339	4.81490875735674	2.5606440102104e-05	0.000175211311177478	1599	1169	1154	565	906	781	56.9871652263298	33.2412672011891	45.3169674208594	8.04268385074018	15.925450353683	9.34077316757955	Up_muscle_Down_muscle_wssv
XM_027352308.1	-1.83237380887106	1.44554582543225	0.000252606294317661	0.00126688609459417	175	113	83	60	101	79	6.23686923990476	3.21322771063676	3.25936594101502	0.854090320432585	1.77535373699998	0.944841331931862	Up_muscle_Down_muscle_wssv
XM_027352341.1	-2.63078318235453	2.11324077996695	3.72431756708644e-09	7.14431346526699e-08	216	261	184	49	71	138	7.69807860468244	7.42170294226719	7.22558232706944	0.697507095019945	1.24802094383167	1.65048232666578	Up_muscle_Down_muscle_wssv
XM_027352342.1	3.49923354394446	-0.0057192367378313	2.24762054163539e-14	1.43936803397802e-12	2	5	6	109	96	153	0.0712785055989115	0.142178217284812	0.235616815013134	1.55159741545253	1.6874649381386	1.82988257956424	Down_muscle_Up_muscle_wssv
XM_027352348.1	-2.71314742530963	2.31329472840036	2.54800474570502e-11	7.75411320760848e-10	239	256	257	70	76	134	8.51778141906993	7.27952472498238	10.0922535763959	0.996438707171349	1.33590974269305	1.6026422592262	Up_muscle_Down_muscle_wssv
XM_027352361.1	1.97353894869973	0.0390370882128442	1.57394874490792e-06	1.48083345656413e-05	14	16	5	118	83	123	0.498949539192381	0.454970295311399	0.196347345844278	1.67971096351742	1.45895406109899	1.47108207376733	Down_muscle_Up_muscle_wssv
XM_027352367.1	2.94670238990218	3.01410197271086	6.46617347025289e-06	5.13750768869408e-05	63	62	38	809	319	2118	2.24527292636571	1.76300989433167	1.49223982841651	11.515984487166	5.60730536735637	25.3313157092618	Down_muscle_Up_muscle_wssv
XM_027352419.1	3.5942556901355	-0.72610907019374	9.61678620559859e-13	3.98409714231942e-11	3	2	2	67	55	86	0.106917758398367	0.0568712869139249	0.0785389383377113	0.95373419114972	0.966776787475237	1.02856144995114	Down_muscle_Up_muscle_wssv
XM_027352447.1	2.11058390572694	-0.760733212569567	1.52175654550376e-05	0.000110652798957722	4	4	9	63	46	71	0.142557011197823	0.11374257382785	0.353425222519701	0.896794836454214	0.808576949524743	0.849161197052686	Down_muscle_Up_muscle_wssv
XM_027352479.1	6.56207027661232	4.58660484753099	1.21905697671611e-17	1.69294391414377e-15	23	18	4	4416	2939	2309	0.819702814387482	0.511841582225324	0.157077876675423	62.8610475838383	51.6610359707222	27.6156789295022	Down_muscle_Up_muscle_wssv
XM_027352483.1	8.64851500906289	4.78606484395867	1.04519733711318e-32	2.57641143598398e-29	2	6	4	4131	4167	2722	0.0712785055989115	0.170613860741775	0.157077876675423	58.8041185617835	73.2465249710784	32.5551658926396	Down_muscle_Up_muscle_wssv
XM_027352487.1	2.24702640851191	1.64203460170434	0.000573129347991386	0.00259222723449315	13	63	23	345	140	646	0.463310286392925	1.79144553778863	0.90319779088368	4.91101934248737	2.46088636811878	7.72617089149346	Down_muscle_Up_muscle_wssv
XM_027352498.1	4.20137917134865	-0.213112681361261	7.77555876312034e-18	1.14428372245323e-15	3	3	1	100	88	126	0.106917758398367	0.0853069303708873	0.0392694691688556	1.42348386738764	1.54684285996038	1.50696212434702	Down_muscle_Up_muscle_wssv
XM_027352504.1	2.15854120473831	0.904739275764291	7.56183163722091e-06	5.91743332880938e-05	24	29	7	172	188	259	0.855342067186938	0.824633660251911	0.274886284181989	2.44839225190674	3.30461883718808	3.09764436671332	Down_muscle_Up_muscle_wssv
XM_027352525.1	2.74045622768755	0.8206800650628	1.15939961132014e-08	1.94416329381235e-07	7	23	10	167	149	321	0.24947476959619	0.654019799510136	0.392694691688556	2.37721805853736	2.61908620606928	3.83916541202693	Down_muscle_Up_muscle_wssv
XM_027352530.1	1.81165188873134	0.500157789741817	5.93919114258801e-06	4.76369794235922e-05	17	16	19	165	89	198	0.605867297590748	0.454970295311399	0.746119914208257	2.34874838118961	1.56442061973266	2.3680833382596	Down_muscle_Up_muscle_wssv
XM_027352573.1	1.74313723949773	-0.27430755881883	9.37357131048293e-05	0.000537344404928495	10	18	4	94	63	92	0.356392527994558	0.511841582225324	0.157077876675423	1.33807483534438	1.10739886565345	1.10032155111052	Down_muscle_Up_muscle_wssv
