ID	logFC	logCPM	PValue	FDR	gills_1	gills_2	gills_3	gills_4	gills_5	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	Expression
XM_027383335.1	-12.7160467699689	6.83302562126396	1.42183567540972e-73	1.25053832975321e-70	11168	13054	12495	10154	11957	0	0	0	2	3	133.455768377601	258.625972324442	210.053164075895	209.37273645202	327.804264992447	0	0	0	0.0830010688235445	0.0900291792038892	Up_gills_Down_hemocyte
XR_003475976.1	-15.4372653883896	5.96874598111495	3.1595239496158e-73	2.65256397042744e-70	7696	8343	9827	6723	2353	0	0	0	0	0	91.965937807487	165.291595457547	165.20147606033	138.626443486994	64.5081070107241	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027355829.1	-6.90960147806185	6.02038732489468	1.98066057084089e-71	1.59055655406223e-68	9968	5605	7455	7994	4479	26	42	48	21	39	119.115965185165	111.046313381224	125.32583738982	164.834120070657	122.79294997919	0.739008993326362	1.05141779693986	1.49591966565416	0.871511222647218	1.17037932965056	Up_gills_Down_hemocyte
XM_027364702.1	-13.8944280858525	4.42880995201347	3.48708152846753e-71	2.68359982628313e-68	5048	2573	1891	1547	1448	0	0	0	0	0	60.3227720961791	50.9763005048866	31.7895584847954	31.8987220101709	39.6972966219841	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027355828.1	-7.10012470883739	6.17747292019437	3.68330360959098e-71	2.72122470676581e-68	10878	5873	8325	8896	5404	25	37	30	28	50	129.990315939429	116.355931933618	139.951387829678	183.433116355837	148.152065569891	0.710585570506117	0.926249011589872	0.934949791033851	1.16201496352962	1.50048632006482	Up_gills_Down_hemocyte
XM_027367438.1	-8.2462091432467	7.25413185384273	5.74106618940232e-71	4.07836509685619e-68	25398	12868	18587	10416	15875	36	44	39	27	18	303.501934567899	254.940938553005	312.465639109937	214.775105661241	435.217254056628	1.02324322152881	1.10148531107985	1.21543472834401	1.12051442911785	0.540175075223335	Up_gills_Down_hemocyte
XM_027371156.1	-11.9316468297583	5.71636194026687	4.29550758084064e-68	2.93844537104173e-65	4716	5781	7791	3832	5258	0	2	2	0	0	56.3554265462719	114.533227057423	130.974325835558	79.0148046173077	144.149437595575	0	0.0500675141399931	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027356265.1	-12.5902679595139	9.00947570161739	1.02711381801293e-67	6.77528293524959e-65	83782	72164	67329	19441	43357	7	12	5	2	2	1001.18115922387	1429.71385527969	1131.86630524738	400.868167162077	1188.64343207138	0.198963959741713	0.300405084839959	0.155824965172308	0.0830010688235445	0.0600194528025928	Up_gills_Down_hemocyte
XM_027378011.1	-10.4688989133921	4.55608479874213	6.44768364359558e-67	4.10650747921415e-64	3415	1900	2303	2459	2429	3	0	0	0	2	40.808689918473	37.6428180953302	38.7156812218317	50.7039155934133	66.5916667781763	0.0852702684607341	0	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027360131.1	-10.469886863675	4.27113143652914	2.67031784651781e-66	1.64402568750613e-63	3760	1902	2205	2330	895	2	0	2	0	0	44.9313833362982	37.6824421143779	37.068205425158	48.0439704484152	24.5366577877595	0.0568468456404894	0	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027352991.1	-14.710818086014	5.24323530576321	4.0995724240435e-66	2.44255169909947e-63	2771	5175	5093	3453	3125	0	0	0	0	0	33.1129955385325	102.527149285965	85.6183084944806	71.1999270207629	85.6726878064228	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027364713.1	-8.91604352268595	7.06913099625471	2.14233833360418e-65	1.23653090692716e-62	14073	15025	12927	15585	12216	26	24	13	19	8	168.170041939289	297.675443095966	217.315506363273	321.358489029421	334.904817357843	0.739008993326362	0.600810169679917	0.405144909448002	0.788510153823673	0.240077811210371	Up_gills_Down_hemocyte
XM_027375663.1	-16.3861019782173	10.1836577135752	5.26579052629575e-65	2.94724700062674e-62	331791	139492	82576	73508	72842	0	0	0	0	4	3964.8480341845	2763.616832502	1388.18327945027	1515.71509859318	1996.98237606254	0	0	0	0	0.120038905605186	Up_gills_Down_hemocyte
XM_027381155.1	-7.26054746502501	4.80900681195318	7.52209519703065e-65	4.08626759673988e-62	5315	2771	2262	2393	2630	14	20	10	8	8	63.513378306496	54.8990783906105	38.0264311436315	49.3430134262049	72.1021340578854	0.397927919483426	0.500675141399931	0.311649930344617	0.332004275294178	0.240077811210371	Up_gills_Down_hemocyte
XM_027365740.1	-11.7450933137247	6.08030144216442	5.9940482950376e-64	3.1631449145527e-61	9094	6349	13538	5505	3655	2	0	4	0	0	108.671808526674	125.786448466974	227.587013626208	113.511612583058	100.202775658392	0.0568468456404894	0	0.124659972137847	0	0	Up_gills_Down_hemocyte
XM_027370320.1	-16.2988914156167	6.82966678353621	1.71593590714968e-63	8.80370450140406e-61	6745	14666	18829	12726	6810	0	0	0	0	0	80.6016437774818	290.562931676901	316.53389566907	262.406681513533	186.697921267756	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027356268.1	-12.1095338002513	7.98624896097655	3.54151632187854e-63	1.76788666121883e-60	57636	34752	27631	9525	18104	7	7	2	1	2	688.740747332682	688.506954973113	464.504119774395	196.402926403929	496.325868815193	0.198963959741713	0.175236299489976	0.0623299860689234	0.0415005344117723	0.0600194528025928	Up_gills_Down_hemocyte
XM_027362395.1	-10.9455349071807	3.89463038573642	9.77605346624469e-63	4.75167651372472e-60	1595	1401	2344	1574	1070	0	0	2	0	0	19.0599884099457	27.756625342925	39.4049313000319	32.455454714938	29.3343283049192	0	0	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027370319.1	-16.3543759103839	6.88511930931044	2.29964605316061e-62	1.0890887846635e-59	6748	15171	19832	13091	7180	0	0	0	0	0	80.6374932854629	300.56799648645	333.3953061187	269.932882892791	196.841567504037	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027354370.1	-13.7899328997407	4.3245479681439	2.61353183136132e-62	1.20679832313109e-59	2724	2283	2130	1161	2269	0	0	0	0	0	32.5513532468288	45.2308177429678	35.8073821113771	23.9395063049828	62.2052251624874	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027377086.1	-13.4497008024598	3.98562499013829	5.77757048229164e-62	2.60272504409577e-59	1879	2439	2059	1077	1100	0	0	0	0	0	22.4537418321554	48.3214912286896	34.6138027076645	22.2074490012631	30.1567861078608	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027374863.1	-10.8406947811275	5.8592361635184	1.12977881647349e-61	4.96833684292034e-59	5506	4621	11386	4076	5353	2	4	0	2	2	65.795796981292	91.5512960097478	191.409790009455	84.0460186900173	146.75388730489	0.0568468456404894	0.100135028279986	0	0.0830010688235445	0.0600194528025928	Up_gills_Down_hemocyte
XM_027371784.1	-9.07776439668657	5.88684014540562	1.99020151267439e-61	8.54860975327815e-59	5798	5777	11934	5199	3589	10	4	5	6	10	69.2851490914513	114.453979019328	200.622205688814	107.201975262365	98.3933684919204	0.284234228202447	0.100135028279986	0.155824965172308	0.249003206470634	0.300097264012964	Up_gills_Down_hemocyte
XM_027351679.1	-14.0633927541236	4.5971647047729	2.57776900784971e-61	1.08207712670418e-58	2825	2321	2683	1584	3061	0	0	0	0	0	33.7582866821921	45.9836741048744	45.1038526783215	32.6616520129998	83.9181111601472	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027368787.1	-13.1273190300574	3.66465856438398	3.03602108243704e-61	1.24611798650249e-58	1458	1039	1440	1248	1395	0	0	0	0	0	17.4228608788093	20.5846778952885	24.207807624593	25.7334227981211	38.2442878367871	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027360383.1	-7.40559899280609	6.19106325136011	6.0508944196199e-61	2.42956565066042e-58	8987	5393	8496	9690	6158	25	33	37	27	16	107.393176075349	106.846167362166	142.826064985099	199.80518182195	168.823171683824	0.710585570506117	0.826113983309886	1.15310474227508	1.12051442911785	0.480155622420742	Up_gills_Down_hemocyte
XM_027379273.1	-12.2301054673155	6.03701087520101	6.58298217211378e-61	2.58697193019025e-58	15722	6890	7956	3274	4748	0	0	4	0	0	187.875321492894	136.504745619382	133.748137125876	67.5089953854555	130.167654945566	0	0	0.124659972137847	0	0	Up_gills_Down_hemocyte
XM_027370438.1	-14.8775837302324	5.40968875594639	8.81133660802294e-61	3.39052889896216e-58	5922	4522	3293	2518	5721	0	0	0	0	0	70.7669287546697	89.5899070668858	55.3585489637394	51.9204796519783	156.842703020974	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027356112.1	-11.7713381565479	6.43981957920864	5.64091118648674e-60	2.0837525922882e-57	7667	10853	10074	8155	8139	0	6	0	0	2	91.6193925636698	215.019739362431	169.353787507048	168.153896569453	223.132801938072	0	0.150202542419979	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027379114.1	-7.82563770382409	6.80756530728156	5.58980002248582e-60	2.0837525922882e-57	12283	8102	19055	13543	7576	21	43	24	32	39	146.779835510572	160.516901162297	320.33317658793	279.253000765187	207.698010502867	0.596891879225138	1.07645155400985	0.74795983282708	1.32801710117671	1.17037932965056	Up_gills_Down_hemocyte
XM_027367748.1	-16.0489790013486	6.57992246934001	6.81646866745202e-60	2.46863090760468e-57	23310	4364	11341	5055	10800	0	0	0	0	0	278.550677013062	86.4596095621163	190.653296021187	104.232734170274	296.084809058997	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027369612.1	-10.7041026794711	3.65448903435311	9.79988769294443e-60	3.48084472478238e-57	1335	1148	1889	1220	1080	0	0	2	0	0	15.9530310515846	22.744186933389	31.7559365297612	25.1560703635479	29.6084809058997	0	0	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027360384.1	-7.63925077925265	6.12422500072808	1.5573846130244e-59	5.42733845331335e-57	8477	5442	8061	9146	5845	24	40	27	15	10	101.298759718564	107.816955828835	135.513289765169	188.588048807384	160.242195273133	0.682162147685873	1.00135028279986	0.841454811930465	0.622508016176584	0.300097264012964	Up_gills_Down_hemocyte
XM_027373801.1	-10.2752388551018	4.57934230588361	2.76310389061822e-59	9.45083867772564e-57	2553	2180	3206	2024	2515	0	4	0	0	2	30.5079312919067	43.1901807620104	53.8959939197535	41.734333127722	68.949379146609	0	0.100135028279986	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027370945.1	-13.0457557247208	5.97987980076976	2.84133982461849e-59	9.54173573830973e-57	5550	6682	9999	3469	7008	2	0	0	0	0	66.3215897650147	132.383847638419	168.092964193268	71.5298426976619	192.126142767171	0.0568468456404894	0	0	0	0	Up_gills_Down_hemocyte
XM_027352034.1	-14.8427033782276	5.37494749340939	3.91171412092535e-59	1.29016713952663e-56	5289	6878	3325	5522	1644	0	0	0	0	0	63.2026825706599	136.267001505095	55.8965002442859	113.862147989763	45.0706876012029	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027368237.1	-10.5934522759486	8.55562863884441	5.66409518900379e-59	1.8353655814193e-56	39704	45721	47974	44074	24222	30	12	16	16	4	474.456288293719	905.824887440311	806.489835404322	908.793971477876	664.052430095095	0.852702684607341	0.300405084839959	0.498639888551387	0.664008550588356	0.120038905605186	Up_gills_Down_hemocyte
XM_027358478.1	-15.0580433232257	7.99795927761893	3.34466972591976e-58	1.06510430754721e-55	61150	28518	44083	8960	12184	0	0	0	0	2	730.732471014531	564.998887601382	741.07832188537	184.752779063433	334.027529034706	0	0	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027365010.1	-13.9500463328951	9.72608912072302	3.54876898224141e-58	1.11094513732201e-55	108595	82032	137464	30830	94785	6	2	0	3	6	1297.69243973545	1625.21876526112	2310.90421340767	635.706269924738	2598.55542839417	0.170540536921468	0.0500675141399931	0	0.124501603235317	0.180058358407778	Up_gills_Down_hemocyte
XR_003476844.1	-16.2052488044559	6.73611187177896	3.87849880045622e-58	1.19393121407377e-55	21875	4669	22130	5539	8214	0	0	0	0	0	261.402662362107	92.502272466893	372.026932452946	114.212683396469	225.188946445426	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027370325.1	-13.2212030971623	6.99574720276053	8.2905326823763e-58	2.51026456792607e-55	7082	15453	21416	14577	8174	0	2	0	0	2	84.6287385073574	306.154983172178	360.023894505752	300.573801384784	224.092336041504	0	0.0500675141399931	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027352577.1	-13.3502392929201	5.55802768019318	9.6299672245604e-58	2.86879830060695e-55	8777	1659	7263	4315	4435	0	0	0	1	0	104.883710516673	32.8681238000804	122.098129706541	88.9741341136959	121.586678534875	0	0	0	0.0415005344117723	0	Up_gills_Down_hemocyte
XM_027368358.1	-7.14335438528018	5.21905467997404	1.04616858976908e-57	3.06710061159285e-55	3426	4088	5052	3892	2994	18	14	13	20	18	40.9401381144036	80.9914949335315	84.9290584162804	80.2519884056789	82.0812887335775	0.511621610764404	0.350472598979952	0.405144909448002	0.830010688235445	0.540175075223335	Up_gills_Down_hemocyte
XM_027363524.1	-9.46838953673764	5.62141904566008	1.65274582220162e-57	4.76972114625999e-55	5194	6948	7430	3483	3448	9	6	4	0	4	62.0674481512588	137.653842171765	124.905562951893	71.8185189149485	94.5278168180946	0.255810805382202	0.150202542419979	0.124659972137847	0	0.120038905605186	Up_gills_Down_hemocyte
XM_027360785.1	-14.9343480105019	5.46634101624557	1.89002020793199e-57	5.37056511392367e-55	5495	4149	2683	3808	6202	0	0	0	0	0	65.6643487853614	82.2000275144868	45.1038526783215	78.5199311019592	170.029443128139	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027362631.1	-14.4041359286012	4.93714624237771	2.0603953021737e-57	5.76411281966241e-55	2262	5081	3641	3217	1841	0	0	0	0	0	27.0305290177411	100.664820390722	61.2087691396827	66.3336707865028	50.4714938405198	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027380389.1	-10.5068474184189	3.45523863966588	2.0909342659306e-57	5.76411281966241e-55	1130	1174	1468	1329	734	0	0	0	0	2	13.5033146728769	23.2592991810093	24.6785149950712	27.4036209124222	20.1228009119726	0	0	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027381683.1	-10.4856198046305	5.38017616229954	4.58546368668992e-57	1.24549285725239e-54	7931	5635	5075	3973	1526	0	2	0	2	5	94.7741492660056	111.64067366694	85.3157108991732	81.92218651998	41.8356869096324	0	0.0500675141399931	0	0.0830010688235445	0.150048632006482	Up_gills_Down_hemocyte
XM_027356825.1	-7.31957097065024	4.95923618490543	5.03609062584816e-57	1.34806657767269e-54	5812	3360	4193	1841	2335	20	14	14	10	5	69.4524467953631	66.5683520001628	70.48842872911	37.9609225731898	64.0146323289591	0.568468456404894	0.350472598979952	0.436309902482464	0.415005344117723	0.150048632006482	Up_gills_Down_hemocyte
XM_027382389.1	-13.7841860963506	4.31896834572498	7.71178550590994e-57	2.03480968991652e-54	5190	2163	2017	930	1493	0	0	0	0	0	62.019648807284	42.8533766001048	33.9077416519472	19.1763487197537	40.9309833263965	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027354371.1	-14.1396512532223	4.67319996953464	1.34160228677415e-56	3.49005552629838e-54	2907	2890	2679	1397	3235	0	0	0	0	0	34.7381732336752	57.2567075239496	45.0366087682532	28.8057625392429	88.6883664172088	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027354244.1	-9.78343002691476	4.08367974177867	6.07934750513551e-56	1.55952150583129e-53	3935	1372	1526	1575	1327	0	5	1	0	0	47.0226046351951	27.1820770667332	25.6535516910617	32.4760744447442	36.3800501501194	0	0.125168785349983	0.0311649930344617	0	0	Up_gills_Down_hemocyte
XM_027352265.1	-12.1536761957389	5.09583394844227	9.69020375098562e-56	2.4517542915165e-53	2578	2915	3977	3591	4080	0	0	0	0	2	30.8066771917491	57.752007762046	66.857257585421	74.0454497340167	111.854261200066	0	0	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027368788.1	-10.6014357943659	3.54918498187746	1.20441397447319e-55	3.006152176827e-53	1367	1070	1270	1044	1312	0	0	0	0	2	16.3354258033829	21.198850190528	21.3499414466896	21.526997917659	35.9688212486485	0	0	0	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027379274.1	-14.5694961502067	5.10231618260448	1.94600829311515e-55	4.79236975651159e-53	10091	3695	3867	1450	1973	0	0	0	0	0	120.58579501239	73.2053751906553	65.0080500585424	29.8986082189708	54.0903081734631	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027365316.1	-16.5899770983679	7.12061666236255	4.34491825731953e-55	1.05592947648279e-52	9133	13592	32671	14622	5901	0	0	0	0	0	109.137852130429	269.284833448278	549.23144646047	301.501689226063	161.777449838624	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027377198.1	-11.4396493062169	6.75671518830187	5.28672455938786e-55	1.26812730664797e-52	4996	14085	14839	12845	8290	2	2	2	4	2	59.7013806245069	279.05215414354	249.458095375927	264.860429360469	227.272506212878	0.0568468456404894	0.0500675141399931	0.0623299860689234	0.166002137647089	0.0600194528025928	Up_gills_Down_hemocyte
XM_027369484.1	-5.70448542818625	6.62875839986263	5.69782909955818e-55	1.34921671113897e-52	11958	11693	15064	6987	7240	146	170	109	83	111	142.896138812621	231.661827362471	253.24056531727	144.070052155827	198.48648310992	4.14981973175572	4.25573870189941	3.39698424075632	3.4445443561771	3.3310796305439	Up_gills_Down_hemocyte
XM_027363774.1	-8.07706271893901	5.38735856763893	8.23220387517214e-55	1.92466842499278e-52	5539	4386	5521	4219	3046	16	21	8	5	2	66.190141569084	86.8954737716412	92.8134068717902	86.994640052302	83.5068822586764	0.454774765123915	0.525708898469928	0.249319944275693	0.207502672058861	0.0600194528025928	Up_gills_Down_hemocyte
XM_027353243.1	-9.7510635098772	6.61256661124632	5.8907146523101e-54	1.36001874535209e-51	6042	11817	13832	9270	9002	4	4	10	6	12	72.2009090739133	234.11851654343	232.529441016229	191.144895303351	246.792171402694	0.113693691280979	0.100135028279986	0.311649930344617	0.249003206470634	0.360116716815557	Up_gills_Down_hemocyte
XR_003477463.1	-7.83856118189243	4.76914225050838	1.33050456161899e-53	3.03387892013614e-51	3543	3332	3233	1674	2687	10	13	9	5	2	42.3382689256661	66.0136157334948	54.3498903127147	34.5174276955566	73.6648038834745	0.284234228202447	0.325438841909955	0.280484937310155	0.207502672058861	0.0600194528025928	Up_gills_Down_hemocyte
XM_027361969.1	-13.3103942665072	3.84688555789419	3.23853845410849e-53	7.29461039602241e-51	1087	1842	2230	1548	888	0	0	0	0	0	12.9894717251479	36.4937215429464	37.488479863085	31.9193417399771	24.3447509670731	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027370947.1	-15.345806323145	5.87731452619576	3.89648647869953e-53	8.67085605561209e-51	4401	6955	9994	2578	6407	0	0	0	0	0	52.5912282082576	137.792526238432	168.008909305682	53.1576634403495	175.64957144824	0	0	0	0	0	Up_gills_Down_hemocyte
XR_003477648.1	-12.6462506822385	7.7972756947034	4.45217778806098e-53	9.7894909220817e-51	73922	10651	22753	10866	19056	4	3	0	2	2	883.35577632602	211.017713438611	382.500171446086	224.053984074025	522.425196428541	0.113693691280979	0.0751012712099896	0	0.0830010688235445	0.0600194528025928	Up_gills_Down_hemocyte
XM_027376719.1	-7.53062438216703	4.81617464240678	1.25085564761277e-52	2.71803574251856e-50	3760	3554	3231	1791	2662	19	9	6	9	6	44.9313833362982	70.4118818477913	54.3162683576805	36.9299360828805	72.9794223810232	0.540045033584649	0.225303813629969	0.18698995820677	0.37350480970595	0.180058358407778	Up_gills_Down_hemocyte
XM_027377087.1	-11.8220597921306	5.57679133966152	1.64048389851326e-52	3.52322530296976e-50	4134	7065	7434	2920	3720	0	4	0	0	0	49.4006219979406	139.971847286057	124.972806861961	60.2096110340654	101.984767564766	0	0.100135028279986	0	0	0	Up_gills_Down_hemocyte
XM_027356274.1	-12.4530896561781	8.17376097555779	2.08996003011593e-52	4.43696112140705e-50	60762	38381	37048	13131	18472	4	6	7	0	0	726.095934648977	760.404737535193	622.813095052723	270.757672085038	506.414684531277	0.113693691280979	0.150202542419979	0.218154951241232	0	0	Up_gills_Down_hemocyte
XM_027360878.1	-9.77913858675437	2.73670693386341	2.18880300032682e-52	4.59399902454959e-50	926	612	829	539	646	0	0	2	0	0	11.0655481301628	12.1249498286011	13.936300361658	11.1140343655347	17.7102580233437	0	0	0.0623299860689234	0	0	Up_gills_Down_hemocyte
XM_027354227.1	-9.24784172139845	4.41013844998884	2.30971167789111e-52	4.79330052703918e-50	4662	1407	1817	2374	1770	2	1	6	0	2	55.7101354026123	27.8754974000682	30.5455461485316	48.9512385598874	48.5250103735578	0.0568468456404894	0.0250337570699966	0.18698995820677	0	0.0600194528025928	Up_gills_Down_hemocyte
XM_027354076.1	-7.22254073968597	7.07345985018299	2.76441346275845e-52	5.67319073968317e-50	9937	14002	17929	11439	14732	65	78	62	47	42	118.74552026936	277.40775735306	301.4040159037	235.86908925297	403.88161176455	1.8475224833159	1.95263305145973	1.93222956813662	1.9505251173533	1.26040850885445	Up_gills_Down_hemocyte
XM_027351609.1	-12.5444857924828	3.0854533805098	3.80476546300002e-52	7.72241957160553e-50	1107	682	1155	587	948	0	0	0	0	0	13.2284684450218	13.5117904952711	19.4166790322256	12.1037813962316	25.9896665729564	0	0	0	0	0	Up_gills_Down_hemocyte
XM_027356269.1	-12.424410355112	8.47262621341468	8.06733581356311e-52	1.61960535300555e-49	71115	53173	42186	13879	23797	2	12	4	0	4	849.812586691715	1053.4639824121	709.187897535472	286.181229980066	652.400944553422	0.0568468456404894	0.300405084839959	0.124659972137847	0	0.120038905605186	Up_gills_Down_hemocyte
