ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	hep_1	hep_2	hep_3	hep_4	hep_5	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	Expression
XM_027359641.1	-10.0971727439423	3.01277625510381	1.93578059286712e-35	1.65662065473786e-32	870	98	151	172	757	1	2	0	2	1	11.3559305688162	10.0550353728627	12.5408219765567	14.78547863878	32.0089929514296	0.00891155064647989	0.0263410585537225	0	0.0202566971994453	0.0113104843971595	Up_muscle_Down_hep
XM_027367243.1	-13.2295947817933	10.3779541508304	2.84873447628857e-35	2.31602112922261e-32	136103	36854	38887	30281	45298	25	4	36	62	11	1776.52438874436	3781.30891460695	3229.63539206861	2603.01789919125	1915.38092828779	0.222788766161997	0.052682117107445	0.341718488501359	0.627957613182803	0.124415328368754	Up_muscle_Down_hep
XM_027378519.1	13.0205291001427	3.09387721706085	3.47393143219704e-35	2.68981548035828e-32	0	0	0	0	0	1425	1484	2124	2266	811	0	0	0	0	0	12.6989596712338	19.5450654468621	20.1613908215802	22.9508379269715	9.17280284609632	Down_muscle_Up_hep
XM_027361474.1	9.05392348591313	2.1113327681755	1.04610255422435e-34	7.73164887803996e-32	2	0	0	0	0	805	722	1124	779	628	0.0261055875145201	0	0	0	0	7.17379827041631	9.50912213789382	10.6692105854313	7.88998355918393	7.10298420141614	Down_muscle_Up_hep
XM_027361345.1	8.84886639110407	3.34435356712874	2.99620413327961e-33	2.11818605248376e-30	4	0	0	0	2	2251	2329	1541	1241	2003	0.0522111750290402	0	0	0	0.0845680130817161	20.0599005052262	30.6741626858098	14.6274497439054	12.5692806122558	22.6549002475104	Down_muscle_Up_hep
XM_027359643.1	-10.5824169051773	3.03693886473365	2.47180930313823e-32	1.67465080287615e-29	827	86	143	186	819	0	2	0	0	2	10.7946604372541	8.82380655169583	11.8764075672027	15.9889478303086	34.6306013569628	0	0.0263410585537225	0	0	0.0226209687943189	Up_muscle_Down_hep
XM_027364536.1	8.15655116797575	2.52564908468549	2.82185842830336e-31	1.8353367217685e-28	3	0	2	0	0	1149	1090	1190	1036	898	0.0391583812717801	0	0.166103602338499	0	0	10.2393716928054	14.3558769117788	11.2956944810171	10.4929691493126	10.1568149886492	Down_muscle_Up_hep
XM_027367879.1	12.1212162906636	2.20649581577872	6.23911362801707e-31	3.90184567659837e-28	0	0	0	0	0	657	1011	960	645	929	0	0	0	0	0	5.85488877473729	13.3154050989067	9.11249302670289	6.53278484682109	10.5074400049611	Down_muscle_Up_hep
XM_027381668.1	-13.2295012183289	10.8984783462005	8.79919746216421e-31	5.29907224943667e-28	274828	40818	37028	53888	85228	50	0	38	46	62	3587.27320272026	4188.02483519907	3075.24209369498	4632.3248423638	3603.78130946425	0.445577532323995	0	0.360702848973656	0.465904035587241	0.701250032623886	Up_muscle_Down_hep
XM_027371495.1	-11.2229420215861	5.63579083252612	9.29342912706798e-31	5.39682705736162e-28	3481	1369	1664	1072	1920	1	0	2	10	6	45.4367750690222	140.462688014786	138.198197145632	92.1513552370472	81.1852925584475	0.00891155064647989	0	0.0189843604722977	0.101283485997226	0.0678629063829568	Up_muscle_Down_hep
XM_027355864.1	8.41960501075644	2.97834876448158	1.04675171263357e-30	5.86902856807651e-28	1	0	2	0	2	2041	1390	1369	1712	961	0.01305279375726	0	0.166103602338499	0	0.0845680130817161	18.1884748694655	18.3070356948371	12.9947947432878	17.3397328027251	10.8693755056702	Down_muscle_Up_hep
XM_027352296.1	7.55793720020575	2.59046639488615	2.21913198625296e-30	1.20011562032191e-27	7	0	2	0	0	1398	943	1012	1204	1101	0.0913695563008203	0	0.166103602338499	0	0	12.4583478037789	12.4198091080802	9.60608639898263	12.194531714066	12.4528433212726	Down_muscle_Up_hep
XM_027363486.1	9.5767457669803	1.98718812273379	2.28804331057682e-30	1.20011562032191e-27	0	1	0	0	0	786	748	742	872	529	0	0.102602401763905	0	0	0	7.00447880813319	9.85155589909221	7.04319773522244	8.83191997895813	5.98324624609735	Down_muscle_Up_hep
XM_027367205.1	-11.8527117136715	5.71147290327409	3.00035694747764e-30	1.52455637393707e-27	8865	1022	503	949	4257	1	0	4	8	0	115.71301665811	104.859654602711	41.7750559881326	81.5780187686173	180.003015844433	0.00891155064647989	0	0.0379687209445954	0.081026788797781	0	Up_muscle_Down_hep
XM_027368559.1	-15.2484581676792	10.6151117416227	5.2581140185022e-30	2.59081618002563e-27	209446	34591	50904	46616	27587	25	1	2	2	10	2733.85544128309	3549.11967941524	4227.66888671949	4007.2085594498	1166.48888844265	0.222788766161997	0.0131705292768612	0.0189843604722977	0.0202566971994453	0.113104843971595	Up_muscle_Down_hep
XM_027367239.1	-10.6165779302971	6.84596239102212	5.49708809521038e-30	2.62890154200355e-27	13583	3538	2219	2914	4137	15	0	24	26	8	177.296097604863	363.007297440696	184.291946794565	250.493516008167	174.92893505953	0.133673259697198	0	0.227812325667572	0.263337063592788	0.0904838751772757	Up_muscle_Down_hep
XM_027358460.1	10.3638205109839	2.7758705919938	6.85483741106955e-30	3.18456160868545e-27	0	0	1	0	0	2351	1149	1278	1214	623	0	0	0.0830518011692497	0	0	20.9510555698742	15.1329381391136	12.1310063417982	12.2958152000633	7.04643177943034	Down_muscle_Up_hep
XM_027366518.1	-7.06806496203586	4.1380807521413	7.83720378715713e-30	3.53980371053264e-27	3480	401	383	487	349	17	32	35	20	17	45.4237222752649	41.1435631073259	31.8088398478226	41.8635354481735	14.7571182827595	0.151496360990158	0.42145693685956	0.33222630826521	0.202566971994453	0.192278234751711	Up_muscle_Down_hep
XM_027355469.1	-15.4676100901744	5.52568556125327	9.60579117909158e-30	4.22135579924403e-27	1994	531	2375	1229	1837	0	0	0	0	0	26.0272707519765	54.4818753366335	197.248027776968	105.647402599189	77.6757200155563	0	0	0	0	0	Up_muscle_Down_hep
XM_027374288.1	8.26039448731385	3.07181344242724	1.21470208323801e-29	5.19764628248686e-27	6	0	0	0	2	2532	1831	993	1287	1232	0.0783167625435602	0	0	0	0.0845680130817161	22.5640462368871	24.1152391059329	9.42573497449581	13.035184647843	13.9345167773005	Down_muscle_Up_hep
XM_027362059.1	10.0322779850371	3.39504473080853	1.2556035734225e-29	5.2349010522692e-27	0	0	2	0	0	2522	1955	2118	2420	1003	0	0	0.166103602338499	0	0	22.4749307304223	25.7483847362637	20.1044377401633	24.5106036113288	11.3444158503509	Down_muscle_Up_hep
XM_027352569.1	8.33593998102285	2.76605619113442	1.72162241272984e-29	6.99839510774682e-27	2	0	1	0	2	2342	1237	1082	1123	723	0.0261055875145201	0	0.0830518011692497	0	0.0845680130817161	20.8708516140559	16.2919447154774	10.2705390155131	11.3741354774885	8.17748021914629	Down_muscle_Up_hep
XM_027352295.1	7.76143483863321	2.67187570934929	2.3447842497705e-29	9.29907119543131e-27	6	2	0	0	0	1418	914	1131	1271	1266	0.0783167625435602	0.20520480352781	0	0	0	12.6365788167085	12.0378637590512	10.7356558470843	12.8731310702475	14.3190732468039	Down_muscle_Up_hep
XM_027351358.1	5.72502081215833	2.38474737925494	4.17727732423755e-29	1.6172030783834e-26	15	2	2	4	2	956	865	1016	1188	780	0.195791906358901	0.20520480352781	0.166103602338499	0.343848340436743	0.0845680130817161	8.51944241803478	11.392507824485	9.64405511992723	12.0324781364705	8.82217782978438	Down_muscle_Up_hep
XM_027371493.1	-12.2659553207053	7.71440252158425	5.48638618505659e-29	2.02746907656864e-26	3468	5012	5953	3151	18337	10	6	7	9	8	45.2670887501778	514.243237640692	494.407372360544	270.866530179044	775.361827939714	0.0891155064647989	0.0790231756611675	0.0664452616530419	0.0911551373975036	0.0904838751772757	Up_muscle_Down_hep
XM_027371539.1	-12.690750171162	4.34369523723518	5.38323378281528e-29	2.02746907656864e-26	1040	555	831	571	353	0	0	1	1	0	13.5749055075504	56.9443329789672	69.0160467716465	49.0843505973451	14.9262543089229	0	0	0.00949218023614885	0.0101283485997226	0	Up_muscle_Down_hep
XM_027369645.1	8.42779425312412	1.49230611478894	9.7538058164282e-29	3.52437516833605e-26	2	0	0	0	0	420	489	690	489	495	0.0261055875145201	0	0	0	0	3.74285127152155	6.44038881638515	6.5496043629427	4.95276246526436	5.59868977659393	Down_muscle_Up_hep
XM_027363970.1	8.11366589021945	2.23458217674491	1.5608593084745e-28	5.5172983382164e-26	2	0	2	0	0	782	814	1052	818	891	0.0261055875145201	0	0.166103602338499	0	0	6.96883260554727	10.7208108313651	9.98577360842859	8.28498915457311	10.0776415978691	Down_muscle_Up_hep
XM_027358029.1	6.57177097551234	2.94781681845925	3.98591230368211e-28	1.37895604378449e-25	4	4	2	2	4	1737	1552	1441	1266	1144	0.0522111750290402	0.41040960705562	0.166103602338499	0.171924170218372	0.169136026163432	15.4793634729356	20.4406614376886	13.6782317202905	12.8224893272488	12.9391941503504	Down_muscle_Up_hep
XM_027370936.1	-13.7564880639738	8.88191999487479	4.10408289419461e-28	1.39025808040842e-25	26563	14896	21542	9181	6254	2	4	10	14	2	346.721360574098	1528.36537667513	1789.10190078798	789.217903387435	264.444176906526	0.0178231012929598	0.052682117107445	0.0949218023614885	0.141796880396117	0.0226209687943189	Up_muscle_Down_hep
XM_027375602.1	-7.65505302789626	5.9524227697355	4.2391061566232e-28	1.40669114503456e-25	7454	866	1638	1331	4251	48	45	43	32	115	97.2955246666163	88.8536799275417	136.038850315231	114.415535280326	179.749311805188	0.427754431031035	0.592673817458756	0.4081637501544	0.324107155191124	1.30070570567334	Up_muscle_Down_hep
XM_027371253.1	11.6455219462954	1.74053563451598	7.88722024295023e-28	2.56492402300741e-25	0	0	0	0	0	756	689	707	653	305	0	0	0	0	0	6.7371322887388	9.0744946717574	6.71097142695724	6.61381163561887	3.44969774113363	Down_muscle_Up_hep
XM_027356093.1	8.81287962966179	3.94470418806024	9.29460562272963e-28	2.96333896912909e-25	6	2	1	0	0	1516	2795	3945	3100	2971	0.0783167625435602	0.20520480352781	0.0830518011692497	0	0	13.5099107800635	36.8116293288272	37.4466510316072	31.3978806591401	33.6034491439607	Down_muscle_Up_hep
XR_003476211.1	8.53714522405769	3.2993645936862	1.07307585742109e-27	3.35542566185904e-25	2	0	2	0	2	2234	2308	1865	1922	871	0.0261055875145201	0	0.166103602338499	0	0.0845680130817161	19.9084041442361	30.3975815709957	17.7029161404176	19.4666860086669	9.85143190992589	Down_muscle_Up_hep
XM_027372253.1	9.63550329688596	3.00263399254873	1.10767870974015e-27	3.3982746830896e-25	0	0	2	0	0	2090	1405	2122	1304	765	0	0	0.166103602338499	0	0	18.625140851143	18.50459363399	20.1424064611079	13.2073665740383	8.65252056382698	Down_muscle_Up_hep
XM_027371537.1	-12.1483802003444	4.21755590650721	1.67558128664387e-27	5.04536142978321e-25	1072	500	769	544	251	0	0	1	2	0	13.9925949077828	51.3012008819525	63.866835099153	46.7633742993971	10.6132856417554	0	0	0.00949218023614885	0.0202566971994453	0	Up_muscle_Down_hep
XM_027356510.1	-11.6482969735962	3.29350629696478	1.74111082220495e-27	5.14735672164589e-25	296	218	198	344	619	0	0	2	0	0	3.86362695214897	22.3673235845313	16.4442566315114	29.5709572775599	26.1738000487911	0	0	0.0189843604722977	0	0	Up_muscle_Down_hep
XM_027353713.1	10.377565028869	3.77223125731255	1.78510331656661e-27	5.18317498703091e-25	0	0	2	0	0	3293	2978	2557	2946	1144	0	0	0.166103602338499	0	0	29.3457362788583	39.2218361864928	24.2715048638326	29.8381149747829	12.9391941503504	Down_muscle_Up_hep
XM_027378603.1	11.597051954431	1.69322715937757	2.64656522328751e-27	7.54967553169384e-25	0	0	0	0	0	693	445	572	993	352	0	0	0	0	0	6.17570459801056	5.86088552820325	5.42952709507714	10.0574501595246	3.98129050780013	Down_muscle_Up_hep
XM_027366516.1	-6.44821173312757	2.60319437275415	2.78874199069197e-27	7.81809392562956e-25	1670	76	99	149	223	9	15	9	12	18	21.7981655746243	7.79778253405678	8.22212831575572	12.8083506812687	9.42933345861135	0.080203955818319	0.197557939152919	0.0854296221253396	0.121540183196672	0.20358871914887	Up_muscle_Down_hep
XM_027376863.1	10.9027515933509	1.02011206386254	3.55049193704455e-27	9.78491506717702e-25	0	0	0	0	0	542	253	364	375	358	0	0	0	0	0	4.8300604503921	3.33214390704589	3.45515360595818	3.79813072489599	4.04915341418309	Down_muscle_Up_hep
XM_027352297.1	7.18969044271669	2.55409851234851	5.40317073432936e-27	1.44025501869173e-24	6	2	2	0	0	1408	967	970	1094	1050	0.0783167625435602	0.20520480352781	0.166103602338499	0	0	12.5474633102437	12.7359018107248	9.20741482906438	11.0804133680966	11.8760086170174	Down_muscle_Up_hep
XR_003476575.1	-10.5856613404635	4.59717282763746	5.35067247913513e-27	1.44025501869173e-24	7089	373	679	451	378	8	0	2	5	0	92.5312549452164	38.2706958579365	56.3921729939206	38.7689003842428	15.9833544724444	0.0712924051718391	0	0.0189843604722977	0.0506417429986131	0	Up_muscle_Down_hep
XM_027368558.1	-13.0856101448477	12.2361579911784	5.79062110787336e-27	1.51863708409711e-24	1072435	43508	75314	107181	338390	267	8	155	112	39	13998.2728730672	4464.02529594398	6254.96335326087	9213.50224408764	14308.484973361	2.37938402261013	0.10536423421489	1.47128793660307	1.13437504316893	0.441108891489219	Up_muscle_Down_hep
XM_027383714.1	-9.5367805451735	6.23867303124542	9.27451632105344e-27	2.39370849810046e-24	3437	1445	2985	2764	1797	12	24	25	10	22	44.8624521437028	148.260470548843	247.90962649021	237.59920324179	75.984359753922	0.106938607757759	0.31609270264467	0.237304505903721	0.101283485997226	0.248830656737508	Up_muscle_Down_hep
XR_003476719.1	-12.9890708985201	13.3620425580254	9.68388247315325e-27	2.4603113908355e-24	1234813	175082	259671	255822	653575	472	23	434	379	41	16117.7594177835	17963.833705628	21566.1442614202	21990.9925368021	27635.7695749413	4.20625190513851	0.302922173367809	4.1196062224886	3.83864411929488	0.463729860283538	Up_muscle_Down_hep
XM_027377569.1	9.98811077488322	4.90128040046646	1.06147937603227e-26	2.65533148527456e-24	2	2	2	0	0	4832	7334	5159	5462	4743	0.0261055875145201	0.20520480352781	0.166103602338499	0	0	43.0606127237908	96.5926617165004	48.9701578382919	55.321040051685	53.6456274957273	Down_muscle_Up_hep
XM_027370874.1	9.49907447441453	2.50295548031908	1.44882537730347e-26	3.56937888408401e-24	2	0	0	0	0	1786	1437	658	655	716	0.0261055875145201	0	0	0	0	15.9160294546131	18.9260505708496	6.24585459538594	6.63406833281832	8.09830682836617	Down_muscle_Up_hep
XM_027363415.1	11.5874485606074	1.68386274377915	1.64694335753866e-26	3.99691029754905e-24	0	0	0	0	0	663	716	385	482	657	0	0	0	0	0	5.90835807861617	9.43009896223265	3.65448939091731	4.88186402506631	7.43098824893376	Down_muscle_Up_hep
XM_027373824.1	10.99915491221	1.11310709825357	1.80313240722997e-26	4.31160778552343e-24	0	0	0	0	0	495	411	414	282	372	0	0	0	0	0	4.41121757000755	5.41308753278997	3.92976261776562	2.85619430512178	4.20750019574332	Down_muscle_Up_hep
XM_027362910.1	10.2110289643315	4.04242205674404	2.18072388565219e-26	5.13892324358037e-24	1	0	2	0	0	4897	3342	3661	2751	1191	0.01305279375726	0	0.166103602338499	0	0	43.639863515812	44.0159088432703	34.7508718445409	27.8630869978369	13.4707869170169	Down_muscle_Up_hep
XM_027360996.1	-8.82040671600963	3.49397687040584	2.62193631333269e-26	6.09038349354135e-24	615	191	620	194	403	6	2	2	6	7	8.02746816071492	19.5970587369058	51.4921167249348	16.676644511182	17.0404546359658	0.0534693038788793	0.0263410585537225	0.0189843604722977	0.0607700915983358	0.0791733907801162	Up_muscle_Down_hep
XM_027360999.1	-8.68875593679443	3.42893838898789	2.83880031868883e-26	6.50125256082823e-24	548	202	559	210	367	5	2	4	4	9	7.1529309789785	20.7256851563088	46.4259568536106	18.052037872929	15.5182304004949	0.0445577532323995	0.0263410585537225	0.0379687209445954	0.0405133943988905	0.101794359574435	Up_muscle_Down_hep
XM_027374536.1	7.60876476664507	2.24785801854307	2.93109785981302e-26	6.61939600007773e-24	6	1	0	0	0	827	1156	738	879	706	0.0783167625435602	0.102602401763905	0	0	0	7.36985238463887	15.2251318440516	7.00522901427785	8.90281841915619	7.98520198439458	Down_muscle_Up_hep
XM_027355338.1	9.19689407769811	2.56108710601876	3.052387359336e-26	6.7988792414799e-24	0	0	2	0	0	799	1024	1538	1395	767	0	0	0.166103602338499	0	0	7.12032896653743	13.4866219795059	14.5989732031969	14.1290462966131	8.6751415326213	Down_muscle_Up_hep
XM_027376858.1	9.40077731146621	1.65851561996747	3.91738358689805e-26	8.60765636796787e-24	1	0	0	0	0	596	741	723	528	305	0.01305279375726	0	0	0	0	5.31128418530202	9.75936219415418	6.86284631073562	5.34776806065355	3.44969774113363	Down_muscle_Up_hep
XM_027382405.1	6.79345012508323	1.51602699746024	4.86730742305898e-26	1.05523224931919e-23	5	0	0	0	2	512	349	685	664	463	0.0652639687863002	0	0	0	0.0845680130817161	4.5627139309977	4.59651471762457	6.50214346176196	6.72522347021582	5.23675427588483	Down_muscle_Up_hep
XM_027357358.1	-9.64435031441833	2.54188410860132	5.05803155286249e-26	1.08215254012558e-23	218	168	132	192	262	0	0	0	4	2	2.84550903908269	17.237203496336	10.962837754341	16.5047203409637	11.0784097137048	0	0	0	0.0405133943988905	0.0226209687943189	Up_muscle_Down_hep
XR_003475025.1	9.66586430123976	1.91315391993243	5.53681360574052e-26	1.16920245752391e-23	1	0	0	0	0	772	285	1143	1006	454	0.01305279375726	0	0	0	0	6.87971709908248	3.75360084390545	10.8495620099181	10.189118691321	5.13495991631039	Down_muscle_Up_hep
XM_027378230.1	8.56495199758318	2.6921253567177	9.88629118674292e-26	2.06091147046718e-23	2	0	2	0	0	843	1597	1150	1088	1160	0.0261055875145201	0	0.166103602338499	0	0	7.51243719498255	21.0333352551474	10.9160072715712	11.0196432764982	13.120161900705	Down_muscle_Up_hep
XR_003475003.1	7.61348922505955	1.29440030053029	1.0572875781796e-25	2.1761387368608e-23	2	0	1	0	0	417	468	433	467	432	0.0261055875145201	0	0.0830518011692497	0	0	3.71611661958211	6.16380770157106	4.11011404225245	4.72993879607047	4.88612925957289	Down_muscle_Up_hep
XM_027383549.1	11.318673541001	1.42229477146998	1.48097258852862e-25	3.01007678618442e-23	0	0	0	0	0	618	435	572	660	232	0	0	0	0	0	5.50733829952457	5.72918023543464	5.42952709507714	6.68471007581693	2.62403238014099	Down_muscle_Up_hep
XM_027375601.1	-7.63549603730868	5.94197114791357	1.53063019555701e-25	3.07259839256259e-23	7532	869	1668	1255	4209	56	41	30	33	125	98.3136425796826	89.1614871328334	138.530404350309	107.882416812028	177.973383530472	0.499046836202874	0.539991700351311	0.284765407084465	0.334235503790847	1.41381054964493	Up_muscle_Down_hep
XM_027362057.1	8.95391068770237	3.08127295700675	1.55185344607637e-25	3.0772118333173e-23	2	0	2	0	0	2436	1560	1662	1844	609	0.0261055875145201	0	0.166103602338499	0	0	21.708537374825	20.5460256719035	15.7760035524794	18.6766748178885	6.88808499787011	Down_muscle_Up_hep
XM_027354135.1	-14.8969850625832	9.04455129110007	1.72162540615778e-25	3.37272639808741e-23	17919	12275	15500	25359	7578	9	0	6	2	0	233.893011336343	1259.44448165193	1287.30291812337	2179.91251628384	320.428201566622	0.080203955818319	0	0.0569530814168931	0.0202566971994453	0	Up_muscle_Down_hep
XM_027366514.1	-6.40335439824272	2.5378100633759	1.95203717468742e-25	3.77858624528779e-23	1732	73	87	154	161	13	10	16	9	16	22.6074387875744	7.48997532876506	7.22550670172473	13.2381611068146	6.80772505307815	0.115850158404239	0.131705292768612	0.151874883778382	0.0911551373975036	0.180967750354551	Up_muscle_Down_hep
XM_027370157.1	5.38991666747109	3.65166628541224	2.09467365559748e-25	4.00698748706058e-23	38	3	7	6	22	2216	3036	2012	2290	1768	0.496006162775881	0.307807205291715	0.581362608184748	0.515772510655115	0.930248143898878	19.7479962325994	39.9857268845507	19.0982666351315	23.1939182933648	19.9969364141779	Down_muscle_Up_hep
XR_003476604.1	10.7444347920807	0.868057342353211	2.1672790001448e-25	4.09766936539004e-23	0	0	0	0	0	521	292	323	301	251	0	0	0	0	0	4.64291788681602	3.84579454884348	3.06597421627608	3.04863292851651	2.83893158368702	Down_muscle_Up_hep
XM_027378234.1	10.1034205710112	2.53819396459405	2.48092165742815e-25	4.63675702871055e-23	0	0	1	0	0	875	1758	837	842	862	0	0	0.0830518011692497	0	0	7.7976068156699	23.1537904687221	7.94495485765659	8.52806952096645	9.74963755035145	Down_muscle_Up_hep
XM_027381851.1	-7.43421462001248	11.1778199844292	2.51396711836621e-25	4.64512560734484e-23	287676	56800	64607	71180	46503	3632	1217	2093	2684	3335	3754.97549691354	5827.8164201898	5365.72771814172	6118.78121807184	1966.33315616952	32.366751948015	16.0285341299401	19.8671332342595	27.1844876416555	37.7204654645268	Up_muscle_Down_hep
XM_027381944.1	10.6416483592938	0.769608821987811	3.00192719000933e-25	5.48441978759007e-23	0	0	0	0	0	329	233	450	328	234	0	0	0	0	0	2.93190016269188	3.06873332150867	4.27148110626698	3.32209834070902	2.64665334893531	Down_muscle_Up_hep
XM_027383660.1	-10.2092434373287	7.62295905626493	4.61694146967573e-25	8.34127425521415e-23	5545	4693	8414	6718	3310	31	28	24	26	46	72.3777413840069	481.513071478006	698.797855038067	577.49328776351	139.96006165024	0.276258070040877	0.368774819752115	0.227812325667572	0.263337063592788	0.520282282269335	Up_muscle_Down_hep
XM_027381890.1	7.53453826754747	0.642297454043309	4.86848524240573e-25	8.69907363093594e-23	2	0	0	0	0	361	236	275	327	224	0.0261055875145201	0	0	0	0	3.21706978337924	3.10824490933925	2.61034956494093	3.3119699921093	2.53354850496372	Down_muscle_Up_hep
