Contig	lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	DE_status	mRNA_Position	distance_Kb	product
NW_020868774.1	XR_003475526.1	+	XM_027354343.1	-	not DE	2_U	56.809	multiple epidermal growth factor-like domains protein 6
NW_020868774.1	XR_003475526.1	+	XM_027354345.1	-	not DE	3_U	130.972	39S ribosomal protein L10%2C mitochondrial-like
NW_020868774.1	XR_003475526.1	+	XM_027354337.1	+	not DE	4_U	145.629	uncharacterized LOC113803550%2C transcript variant X2
NW_020868774.1	XR_003475526.1	+	XM_027354335.1	+	not DE	5_U	159.351	uncharacterized LOC113803549
NW_020868774.1	XR_003475526.1	+	XM_027354341.1	+	not DE	1_D	20.447	chloride channel protein 2-like
NW_020869770.1	XR_003476318.1	-	XM_027364390.1	+	not DE	1_U	33.782	copine-8-like
NW_020869770.1	XR_003476318.1	-	XM_027364389.1	+	not DE	2_U	59.123	copine-8-like
NW_020869770.1	XR_003476318.1	-	XM_027364383.1	+	not DE	3_U	69.845	cytochrome b5-related protein-like
NW_020869770.1	XR_003476318.1	-	XM_027364411.1	+	not DE	4_U	71.800	ubiquitin-conjugating enzyme E2 K-like
NW_020869770.1	XR_003476318.1	-	XM_027364388.1	+	not DE	5_U	109.182	alpha-mannosidase 2x-like
NW_020869770.1	XR_003476318.1	-	XM_027364412.1	-	not DE	1_D	22.574	mucin-6-like
NW_020869770.1	XR_003476318.1	-	XM_027364385.1	+	not DE	2_D	145.418	cytoplasmic protein NCK2-like
NW_020869770.1	XR_003476318.1	-	XM_027364413.1	+	not DE	3_D	160.833	uncharacterized LOC113812510
NW_020869770.1	XR_003476318.1	-	XM_027364392.1	-	not DE	4_D	232.875	profilin-like
NW_020869770.1	XR_003476318.1	-	XM_027364391.1	-	not DE	5_D	246.870	profilin-like
NW_020870956.1	XR_003477366.1	-	XM_027375707.1	-	not DE	1_D	54.630	nuclear pore complex protein Nup153-like
NW_020870956.1	XR_003477366.1	-	XM_027375706.1	-	not DE	2_D	90.414	nuclear pore complex protein Nup153-like
NW_020870956.1	XR_003477366.1	-	XM_027375714.1	-	not DE	3_D	123.970	prisilkin-39-like
NW_020870956.1	XR_003477366.1	-	XM_027375710.1	-	not DE	4_D	128.517	prisilkin-39-like
NW_020870956.1	XR_003477366.1	-	XM_027375711.1	-	not DE	5_D	138.239	elastin-like
NW_020869857.1	XR_003476378.1	+	XM_027365221.1	-	not DE	1_U	2.178	inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B-like
NW_020869857.1	XR_003476378.1	+	XM_027365224.1	-	not DE	1_D	37.473	store-operated calcium entry regulator STIMATE-like
NW_020869857.1	XR_003476378.1	+	XM_027365225.1	-	not DE	2_D	64.858	uncharacterized LOC113813261%2C transcript variant X1
NW_020869857.1	XR_003476378.1	+	XM_027365233.1	-	not DE	3_D	267.948	uncharacterized LOC113813262%2C transcript variant X7
NW_020869857.1	XR_003476378.1	+	XM_027365222.1	-	not DE	4_D	333.062	lachesin-like
NW_020870801.1	XR_003477224.1	-	XM_027374466.1	+	DE	1_U	8.588	monocarboxylate transporter 8-like
NW_020870801.1	XR_003477224.1	-	XM_027374464.1	-	not DE	2_U	12.366	uncharacterized LOC113821927
NW_020870801.1	XR_003477224.1	-	XM_027374429.1	+	not DE	3_U	27.287	activated Cdc42 kinase-like%2C transcript variant X3
NW_020870801.1	XR_003477224.1	-	XM_027374463.1	+	not DE	4_U	109.056	auracyanin-B-like
NW_020870801.1	XR_003477224.1	-	XM_027374412.1	-	not DE	5_U	144.914	peroxidasin-like
NW_020870801.1	XR_003477224.1	-	XM_027374399.1	-	not DE	1_D	7.424	alpha/beta-gliadin A-III-like%2C transcript variant X1
NW_020870801.1	XR_003477224.1	-	XM_027374403.1	+	DE	2_D	35.123	alpha/beta-gliadin A-III-like
NW_020870801.1	XR_003477224.1	-	XM_027374396.1	+	not DE	3_D	147.686	methyltransferase-like 26%2C transcript variant X1
NW_020870801.1	XR_003477224.1	-	XM_027374408.1	-	DE	4_D	179.950	eukaryotic translation initiation factor 2-alpha kinase 1-like%2C transcript variant X1
NW_020870801.1	XR_003477224.1	-	XM_027374404.1	-	not DE	5_D	207.015	ubiquitin carboxyl-terminal hydrolase 25-like%2C transcript variant X1
NW_020870287.1	XR_003476769.1	+	XM_027369359.1	+	not DE	1_U	0.059	uncharacterized LOC113817331%2C transcript variant X1
NW_020870287.1	XR_003476769.1	+	XM_027369371.1	-	not DE	2_U	38.562	uncharacterized LOC113817340
NW_020870287.1	XR_003476769.1	+	XM_027369358.1	-	not DE	3_U	48.677	uncharacterized LOC113817330
NW_020870287.1	XR_003476769.1	+	XM_027369356.1	-	not DE	4_U	218.635	pinin-like
NW_020870287.1	XR_003476769.1	+	XM_027369355.1	+	not DE	5_U	232.068	trithorax group protein osa-like
NW_020870287.1	XR_003476769.1	+	XM_027369360.1	+	not DE	1_D	36.384	nuclear pore complex protein Nup85-like
NW_020870287.1	XR_003476769.1	+	XM_027369361.1	-	not DE	2_D	79.604	fumarate hydratase%2C mitochondrial-like%2C transcript variant X1
NW_020870287.1	XR_003476769.1	+	XM_027369366.1	+	not DE	3_D	98.038	RNA-binding protein with serine-rich domain 1-like%2C transcript variant X1
NW_020870287.1	XR_003476769.1	+	XM_027369369.1	+	not DE	4_D	112.170	serine-threonine kinase receptor-associated protein-like
NW_020870287.1	XR_003476769.1	+	XM_027369370.1	-	not DE	5_D	124.331	AP-4 complex subunit beta-1-like
NW_020870274.1	XR_003476764.1	+	XM_027369302.1	-	not DE	1_U	124.662	fucose-1-phosphate guanylyltransferase-like
NW_020870274.1	XR_003476764.1	+	XM_027369301.1	-	not DE	2_U	139.312	uncharacterized LOC113817276%2C transcript variant X2
NW_020870274.1	XR_003476764.1	+	XM_027369306.1	-	not DE	3_U	146.495	carboxypeptidase B-like
NW_020870274.1	XR_003476764.1	+	XM_027369305.1	-	not DE	4_U	164.285	uncharacterized LOC113817281
NW_020870274.1	XR_003476764.1	+	XM_027369304.1	+	not DE	5_U	166.555	C-type lectin domain family 17%2C member A-like
NW_020870274.1	XR_003476764.1	+	XM_027369307.1	+	not DE	1_D	242.198	uncharacterized LOC113817283
NW_020870274.1	XR_003476764.1	+	XM_027369308.1	-	not DE	2_D	314.099	uncharacterized LOC113817285
NW_020869213.1	XR_003475917.1	+	XM_027358996.1	-	not DE	1_U	11.559	enoyl-CoA delta isomerase 2%2C mitochondrial-like
NW_020869213.1	XR_003475917.1	+	XM_027358980.1	-	DE	2_U	21.255	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like
NW_020869213.1	XR_003475917.1	+	XM_027358979.1	+	not DE	3_U	207.326	uncharacterized LOC113807665%2C transcript variant X4
NW_020869213.1	XR_003475917.1	+	XM_027358973.1	+	not DE	4_U	232.730	protein trapped in endoderm-1-like%2C transcript variant X4
NW_020869213.1	XR_003475917.1	+	XM_027358974.1	-	not DE	5_U	248.545	uncharacterized LOC113807664%2C transcript variant X1
NW_020869213.1	XR_003475917.1	+	XM_027358997.1	+	DE	1_D	12.529	b(0%2C+)-type amino acid transporter 1-like
NW_020869213.1	XR_003475917.1	+	XM_027358998.1	+	not DE	2_D	136.134	DNA-directed RNA polymerase II subunit RPB1-like
NW_020869213.1	XR_003475917.1	+	XM_027358982.1	+	not DE	3_D	144.379	small nuclear ribonucleoprotein G-like
NW_020869213.1	XR_003475917.1	+	XM_027358983.1	-	not DE	4_D	150.922	sodium-coupled monocarboxylate transporter 1-like
NW_020869213.1	XR_003475917.1	+	XM_027358984.1	+	not DE	5_D	189.803	sodium-coupled monocarboxylate transporter 1-like
NW_020869259.1	XR_003475976.1	-	XM_027359380.1	-	DE	1_U	7.494	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475976.1	-	XM_027359377.1	-	not DE	2_U	28.882	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475976.1	-	XM_027359376.1	+	DE	3_U	39.139	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475976.1	-	XM_027359379.1	-	not DE	4_U	56.064	vegetative cell wall protein gp1-like
NW_020869259.1	XR_003475976.1	-	XM_027359374.1	-	DE	5_U	203.142	inactive hydroxysteroid dehydrogenase-like protein 1%2C transcript variant X1
NW_020869259.1	XR_003475976.1	-	XM_027359382.1	-	not DE	1_D	30.494	alpha-2-macroglobulin-like protein 1
NW_020869259.1	XR_003475976.1	-	XM_027359383.1	-	not DE	2_D	43.680	uncharacterized LOC113808063
NW_020869259.1	XR_003475976.1	-	XM_027359378.1	-	not DE	3_D	51.917	kielin/chordin-like protein
NW_020868307.1	XR_003476932.1	-	XM_027371716.1	-	not DE	1_U	1.650	pollen-specific leucine-rich repeat extensin-like protein 2
NW_020868307.1	XR_003476932.1	-	XM_027371807.1	+	not DE	1_D	56.168	axoneme-associated protein mst101(2)-like
NW_020868307.1	XR_003476932.1	-	XM_027371891.1	+	not DE	2_D	59.962	axoneme-associated protein mst101(2)-like
NW_020868307.1	XR_003476932.1	-	XM_027371990.1	-	not DE	3_D	62.467	uncharacterized LOC113819765
NW_020868307.1	XR_003476932.1	-	XM_027372099.1	-	not DE	4_D	618.337	uncharacterized LOC113819850
NW_020870801.1	XR_003477222.1	-	XM_027374402.1	-	DE	1_U	14.259	alpha/beta-gliadin A-III-like%2C transcript variant X4
NW_020870801.1	XR_003477222.1	-	XM_027374466.1	+	DE	2_U	39.188	monocarboxylate transporter 8-like
NW_020870801.1	XR_003477222.1	-	XM_027374464.1	-	not DE	3_U	42.966	uncharacterized LOC113821927
NW_020870801.1	XR_003477222.1	-	XM_027374429.1	+	not DE	4_U	57.887	activated Cdc42 kinase-like%2C transcript variant X3
NW_020870801.1	XR_003477222.1	-	XM_027374463.1	+	not DE	5_U	139.656	auracyanin-B-like
NW_020870801.1	XR_003477222.1	-	XM_027374403.1	+	DE	1_D	4.550	alpha/beta-gliadin A-III-like
NW_020870801.1	XR_003477222.1	-	XM_027374396.1	+	not DE	2_D	117.113	methyltransferase-like 26%2C transcript variant X1
NW_020870801.1	XR_003477222.1	-	XM_027374408.1	-	DE	3_D	149.377	eukaryotic translation initiation factor 2-alpha kinase 1-like%2C transcript variant X1
NW_020870801.1	XR_003477222.1	-	XM_027374404.1	-	not DE	4_D	176.442	ubiquitin carboxyl-terminal hydrolase 25-like%2C transcript variant X1
NW_020870801.1	XR_003477222.1	-	XM_027374468.1	-	DE	5_D	255.437	peroxisomal sarcosine oxidase-like
NW_020869660.1	XR_003476242.1	+	XM_027363380.1	-	not DE	1_U	124.426	NADP-dependent malic enzyme-like%2C transcript variant X6
NW_020869660.1	XR_003476242.1	+	XM_027363373.1	+	not DE	2_U	147.532	UDP-glucuronosyltransferase 2C1-like
NW_020869660.1	XR_003476242.1	+	XM_027363369.1	-	not DE	3_U	189.015	uncharacterized LOC113811596%2C transcript variant X3
NW_020869660.1	XR_003476242.1	+	XM_027363365.1	+	not DE	4_U	197.928	28S ribosomal protein S29%2C mitochondrial-like
NW_020869660.1	XR_003476242.1	+	XM_027363363.1	-	not DE	5_U	221.084	solute carrier organic anion transporter family member 4A1-like%2C transcript variant X1
NW_020869660.1	XR_003476242.1	+	XM_027363348.1	-	not DE	1_D	9.500	uncharacterized LOC113811584
NW_020869660.1	XR_003476242.1	+	XM_027363349.1	+	not DE	2_D	38.983	von Willebrand factor A domain-containing protein 8-like
NW_020869660.1	XR_003476242.1	+	XM_027363381.1	+	not DE	3_D	69.983	28S ribosomal protein S24%2C mitochondrial-like
NW_020869660.1	XR_003476242.1	+	XM_027363382.1	-	not DE	4_D	79.538	nuclear pore complex protein Nup107-like
NW_020869660.1	XR_003476242.1	+	XM_027363383.1	+	not DE	5_D	98.144	eukaryotic translation initiation factor 3 subunit L-like
NW_020870026.1	XR_003476557.1	+	XM_027366894.1	-	DE	1_U	23.781	L-sorbose 1-dehydrogenase-like
NW_020870026.1	XR_003476557.1	+	XM_027366893.1	-	not DE	2_U	63.204	probable acyl-CoA dehydrogenase fadE25%2C transcript variant X2
NW_020870026.1	XR_003476557.1	+	XM_027366936.1	-	not DE	3_U	72.797	plasma membrane-associated coenzyme Q6 reductase PGA3-like
NW_020870026.1	XR_003476557.1	+	XM_027366891.1	-	not DE	4_U	83.735	uncharacterized LOC113814827
NW_020870026.1	XR_003476557.1	+	XM_027366886.1	-	not DE	5_U	104.490	nuclear transcription factor Y subunit B-4-like%2C transcript variant X2
NW_020870026.1	XR_003476557.1	+	XM_027366937.1	+	not DE	1_D	21.297	uncharacterized LOC113814860
