ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized
XM_027350635.1	1314.72757305944	960.166463547129	822.45082146204	602.157701888123	321.682742341678	450.863528640204	8429.752160332	3801.15131917525	635.011286216283	1190.41554555615
XM_027350640.1	343.759044332055	443.46671409592	1262.0791884898	2827.63769858186	1337.67620005431	8544.83251984417	4078.50919905136	5112.19950371883	7070.17673836041	7266.22822251658
XM_027350641.1	951.669775361374	496.357239630295	429.749077881066	513.876375790739	420.662047677579	154.103745140695	409.468209061212	525.434606390168	831.064713969778	512.00668626071
XM_027350642.1	342.55287224668	95.6097961582946	98.7928914669118	75.1050087694157	12627.1393204256	308.647786696077	3200.76226616251	12696.7338220465	7859.43594200039	909.878548709137
XM_027350643.1	316.017086368416	63.0617804448326	90.148513463557	84.3284308989931	12986.6670912781	329.341718186399	3330.14539864864	13672.7222575876	8172.25648481296	1101.8810560569
XM_027350644.1	25.3296137928883	75.2672863373809	53.1011791634651	48.7523741134804	1161.55125967719	41.8281593953314	75.7185377617682	135.166148745297	51.175710920949	304.003969967297
XM_027350645.1	16.8864091952589	58.9932784806499	45.6917123034467	19.7644759919515	1084.40562463597	39.6266773218929	67.6320919813852	97.7257601257076	35.3184483820634	309.337372949179
XM_027350646.1	39.8036788173959	44.7535216060102	62.9804683101562	68.5168501054319	276.559823732664	53.7161625918993	109.534583752461	170.702788791009	87.9357286247293	170.668895420237
XM_027350647.1	2092.70856812672	1246.99585202201	1558.45786289053	1786.70862967242	1152.81779155932	1176.91231646022	1211.49660418829	1168.26704150278	944.948690385411	1633.08799305239
XM_027350648.1	1915.4012715765	1373.11941291168	1705.41228894756	1802.52021046598	1017.44903573228	1109.546965013	1277.65843330052	1183.4970300938	898.097687429612	1435.75208272274
XM_027350649.1	1833.38156977096	1242.92735005783	1464.60461599697	1463.88885513721	940.303400691059	1102.94251879269	1140.92398646858	1159.38288149135	762.590171188226	1367.48452455465
XM_027350651.1	56.6900880126547	50.8562745522844	46.9266234467831	36.8936885183095	62.5898548447609	13.208892440631	11.0269715187041	15.8645714489785	43.2470796515062	38.4005014695533
XM_027350660.1	74.7826692932892	75.2672863373809	46.9266234467831	48.7523741134804	393.006065304313	7.04474263500318	112.475109490782	33.6328914718344	4.32470796515062	64.0008357825888
XM_027350661.1	108.555487683807	85.4385412478377	82.7390466035386	79.057903967806	80.0567910805081	14.9700780993818	57.3402518972613	45.0553829150989	82.8902359987202	90.6678506920008
XM_027350662.1	120.617208537563	85.4385412478377	101.262713753585	80.3755357006028	74.2344790019257	11.0074103671925	36.0214402944334	59.0162057902	81.4486666770033	67.2008775717182
XM_027350663.1	78.4011855494161	97.644047140386	92.6183357502298	84.3284308989931	100.434883355547	15.8506709287572	33.0809145561123	41.2478857673441	82.8902359987202	78.9343641318595
XM_027350664.1	21.7110975367614	28.4795137492792	50.6313568767923	42.1642154494966	36.3894504911401	6.16414980562779	103.653532275819	114.859497290604	28.8313864343375	73.6009611499771
XM_027350665.1	3.6185162561269	0	104.967447183594	138.351331943661	2.91115603929121	12282.5087841281	165261.222150818	10358.295990467	7777.26649066253	13448.7089591147
XM_027350666.1	149.565338586578	71.1987843731981	172.887560067096	143.621858874848	77.1456350412169	48.4326056156469	58.0753833318416	39.3441371934667	85.773374642154	70.4009193608477
XM_027350667.1	160.420887354959	87.4727922299291	207.465072080515	122.539751150099	65.5010108840521	45.7908271275207	86.7455092804723	29.8253943240796	67.0329734598346	61.8674745898358
XM_027350668.1	43.4221950735228	50.8562745522844	56.8059125934743	50.0700058462772	98.979305335901	73.9697976675334	80.8644578038301	95.187428693871	125.416530989368	89.6011700956243
XM_027350671.1	12863.8252905311	17327.7498654543	2315.45839375574	2520.62950484022	8043.5241365616	3158.68647896955	7213.10963610165	4683.22149173845	6105.04607747096	3566.97991428295
XM_027350674.1	480.056489979502	990.680228278499	285.264474110708	206.868182049092	381.361441147148	1249.56122488369	976.989676557184	471.495063463641	679.699935189506	1402.68498423507
XM_027350677.1	4608.78353822029	8745.24497201082	6521.56574795951	5734.33330113153	8408.87421949265	2901.99366920662	4140.2602395561	6081.8421106804	4680.05480295383	7591.56580441141
XM_027350678.1	343.759044332055	852.351161496286	214.874538940533	164.703966599596	262.004043536208	388.781734169238	527.089238594056	425.170514832624	352.463699159776	198.402590926025
XM_027350680.1	97.6999389154262	264.452627671879	174.122471210432	79.057903967806	275.104245713019	206.939314903219	184.517990079649	162.45321163754	205.423628344654	195.202549136896
XM_027350683.1	59.102432183406	79.3357883015636	45.6917123034467	40.8465837166998	59.6786988054697	95.9846184019184	47.7835432477178	43.7862171991807	81.4486666770033	66.1341969753418
XM_027350687.1	51.8653996711522	63.0617804448326	56.8059125934743	54.0229010446675	56.7675427661785	122.40240328318	95.5670864954356	79.9574401028516	83.6110206595787	70.4009193608477
XM_027350688.1	284.656612148649	370.23367874063	548.30054764136	529.6879565843	279.470979771956	143.53663118819	105.858926579559	179.586948802437	219.118536900965	285.870399828897
XM_027350689.1	188.162845318599	183.082588388224	324.781630697472	342.584250527159	298.393494027349	147.499298920379	105.123795144979	192.913188819579	275.339740447923	352.004596804238
XM_027350694.1	103.730799342304	286.829388474884	190.176316073805	196.327128186718	564.764271622494	123.282996112556	169.815361388043	175.779451654682	508.153185905198	307.204011756426
XM_027350697.1	1449.81884662151	982.543224350134	1326.29456794329	1420.40700795492	638.99875062442	413.878629806437	1130.63214638446	976.623018399116	658.076395363753	1340.81750964524
XM_027350698.1	41.0098509027715	58.9932784806499	211.169805510524	73.787377036619	85.8791031590905	19.8133386609465	117.621029532844	138.973645893052	171.546749284308	37.3338208731768
XM_027350699.1	5860.7901628402	9001.56059575433	5605.26167960391	4682.86317835971	4723.35067374998	1392.65755965719	4517.38266549578	8288.92129066229	5683.38705086877	2881.10429081287
XM_027350702.1	575.344084724177	1454.48945219533	1243.55552133975	1137.11618540361	679.754935174496	18.9327458315711	25.7296002103096	57.1124572163226	20.1819705040362	33.0670984876709
XM_027350703.1	20443.4106750316	30163.8735624509	32502.861292614	33734.0076230628	24453.7107300461	25200.3652946505	27235.14938833	21462.2268390361	8325.06283291494	22551.7611685915
XM_027350704.1	16798.3586330264	17368.4348850962	19973.4528323229	21252.0822182791	11253.0736698802	21062.8998858301	19781.6517731206	15809.997323194	6229.02103913861	12100.4246852948
XM_027350705.1	16332.7762080714	16762.2280924329	14064.4030114582	15611.3007701761	9468.53501779465	20305.5900525673	18263.6053607123	13392.8712172276	5510.39873226275	9893.46253139185
XM_027350706.1	75046.8209799865	90634.0182560991	75144.3430720198	64525.7435867905	35102.7195217734	1.7611856587508	0	0	4.32470796515062	57.6007522043299
XM_027350707.1	51387.7555253434	54176.1721550575	38531.6974943823	35357.3299178685	19811.8724253963	3.96266773218929	0	0	3.60392330429218	23.4669731202826
XM_027350712.1	33622.0468798458	40587.3755946871	24021.4915601796	9720.16929284175	12608.2168061702	4.40296414687699	0	0	0	10.6668059637648
XM_027350715.1	45847.8071372132	65435.7513409332	33722.9535022303	45752.1266579022	13999.7493929514	3.96266773218929	0	2.53833143183656	3.60392330429218	20.2669313311531
XM_027350716.1	65.1332926102842	128.157811871757	117.316558616958	148.892385806035	109.16835147342	235.118285443231	88.9509035842131	94.5528458359119	147.040070815121	157.868728263719
XM_027350717.1	793.661232177166	366.165176776447	458.152034177803	675.945078924742	84.4235251394449	32.5819346868897	0.735131434580274	6.98041143755054	11.532554573735	12.8001671565178
XM_027350718.1	744.208176676765	347.856917937625	460.621856464476	710.203503977458	147.013379984206	47.5520127862715	2.20539430374082	33.6328914718344	15.8572625388856	21.3336119275296
XM_027350719.1	246.059105416629	164.774329549401	124.726025476976	204.232918583499	219.792280966486	110.9546965013	41.1673603364953	98.9949258416258	100.909852520181	105.601379041271
XM_027350720.1	370.294830210319	4131.56374462758	871.847267195496	245.079502300199	997.070943457238	6.16414980562779	60.2807776355824	16.4991543069376	0	0
XM_027350721.1	2157.84186073701	2502.12870797239	554.475103358042	133.080805012473	903.913950199919	0.880592829375398	0	0	0	0
XM_027350741.1	1110.88449063096	1942.70968789726	1052.14429412261	1033.02327851267	1682.64819071032	3211.08175231739	2082.62735416592	1688.62498502927	2308.67326872957	2217.6289598667
XM_027350742.1	94.0814226592993	69.1645333911067	29.6378674400735	38.2113202511063	62.5898548447609	133.409813650373	169.815361388043	208.777760268557	379.132731611538	146.135241703578
XM_027350743.1	328.078807222172	724.193349624529	432.218900167739	359.713463053517	595.331410035051	786.809693046918	1272.51251325845	1114.32749857625	965.130660889447	1061.3471933946
XM_027350744.1	3131.22273363514	1387.35916978632	1795.56080241112	2363.8313286374	1218.31880244337	1526.06737330756	1723.14808265616	1951.34228822436	2351.92034838108	1406.95170662058
XM_027350745.1	270.182547124142	256.315623743513	227.223650373897	272.749768688931	312.949274223805	480.36338842428	756.450246183102	676.465326584443	632.128147572849	522.673492224475
XM_027350746.1	551.220643016664	504.494243558661	560.649659074724	715.474030908645	583.686785877887	1152.25571723771	398.441237542508	331.88683471263	494.458277348888	744.543056270783
XM_027350748.1	0	8.1370039283655	4.93964457334559	5.27052693118707	0	32.141638272202	216.863773201181	192.913188819579	139.832224206537	212.269438678919
XM_027350749.1	361.85162561269	327.514408116711	1162.05138587955	909.165895629769	534.197133209936	1226.66581131993	929.941264744046	1248.85906446359	1353.63359309214	350.937916207862
XM_027350750.1	147.152994415827	319.377404188346	256.861517813971	209.503445514686	305.671384125577	441.177007517074	455.046358005189	420.72843482691	301.287988238827	489.606393736804
XM_027350751.1	180.925812806345	323.445906152528	308.727785834099	252.985292696979	376.994707088211	421.803965270816	531.500027201538	445.477166287316	277.502094430498	414.938751990451
XM_027350752.1	174.894952379467	384.47343561527	344.540208990855	297.784771612069	276.559823732664	433.251672052696	503.565032687487	398.51803479834	270.294247821914	361.604722171627
XM_027350753.1	138.709789818198	353.959670883899	266.740806960662	238.491343636215	243.081529280816	450.863528640204	477.100301042598	416.286354821196	259.482477909037	487.473032544051
XM_027350754.1	165.245575696462	358.028172848082	203.760338650506	196.327128186718	292.571181948766	443.818786005201	509.44608416413	401.690949088136	265.248755195905	460.806017634639
XM_027350755.1	25510.5396056946	18169.9297720402	21047.8255270256	23770.0764596537	18669.2436799745	11322.2223036942	8032.04605422407	5749.32069310981	4741.3214991268	6447.01752449944
XM_027350756.1	671.837851554227	1975.25770361072	3111.97608120772	2516.67660964183	2167.3556712523	2317.28003050136	3333.82105582154	3037.7481410504	2510.49297376994	2921.63815347518
XM_027350757.1	16139.7886744113	17240.2770732244	12134.2368944234	14093.3890139942	8631.57765649842	5915.38233132924	4858.48365114103	3682.48432473689	3399.94124526925	3024.03949072732
XM_027350759.1	1540.28175302468	1261.23560889665	731.067396855147	473.029792074039	513.819040934898	0.440296414687699	0	0	0	0
XM_027350760.1	1100.02894186258	1523.65398558644	1297.89161164655	1380.87805597101	761.26730427465	1518.14203784319	1387.92814848756	1216.49533870767	1053.06638951418	1118.94794559893
XM_027350761.1	1165.16223447286	1470.76346005206	1129.9436961528	1282.05567601125	640.454328644065	1473.67209995973	1168.85898098264	1165.72871007094	938.461628437685	1149.88168289385
XM_027350762.1	1201.34739703413	1560.27050326408	1371.98628024674	1268.87935868329	771.456350412169	1488.20188164442	1343.82026241274	1352.29607031093	1046.57932756645	1389.88481707855
XM_027350767.1	2776.60814053471	7030.37139410779	8062.73485484334	6486.70102055849	4916.94255036285	11633.5118688784	18968.5964064748	10947.1888826531	9215.23188907511	7977.70418029969
XM_027350768.1	389.593583576329	640.789059358783	687.845506838373	889.401419637818	381.361441147148	294.558301426071	252.150082061034	264.621051768961	188.124796484052	387.205056484662
XM_027350769.1	214.698631196863	315.308902224163	538.421258494669	494.111899798788	302.760228086285	126.805367430057	344.041511383568	288.735200371409	254.436985283028	519.473450435346
XM_027350771.1	232.791212477497	323.445906152528	464.326589894485	407.148205434201	302.760228086285	117.118846306928	347.717168556469	285.562286081613	222.001675544399	498.139838507816
XM_027350772.1	159.214715269583	221.73335704796	90.148513463557	111.998697287725	147.013379984206	41.3878629806437	62.4861719393233	109.782834426931	197.494997075212	64.0008357825888
XM_027350773.1	764.713102128151	1279.54386773547	479.145523614522	469.076896875649	867.524499708779	165.111155507887	195.544961598353	313.483931831815	488.69200006202	514.140047453463
XM_027350774.1	1050.57588636218	652.994565251331	791.578042878631	702.297713580677	778.734240510397	854.615340908824	388.884528892965	663.139086567301	1475.44620077722	616.541384705605
XM_027350775.1	978.205561239638	644.857561322966	889.136023202206	820.884569532386	828.223893178348	840.966152053505	402.85202614999	765.941509556682	1531.66740432418	692.275707048335
XM_027350776.1	405.273820686213	390.576188561544	717.483374278447	693.0742914511	815.123691001538	174.797676631016	399.911500411669	145.954057330602	160.734979371431	744.543056270783
XM_027350777.1	401.655304430086	329.548659098803	758.235442008548	677.262710657538	778.734240510397	196.372200950714	406.527683322891	144.050308756725	167.942825980016	752.009820445418
XM_027350778.1	440.252811162106	524.836753379575	929.888090932307	848.554835921118	1216.86322442372	228.073542808228	462.397672350992	202.431931688966	274.618955787064	987.74623224462
XM_027350779.1	4717.3390259041	5323.63482013313	4781.57594699853	5626.2874990422	3398.77467587248	7342.82330774676	2245.82653264274	3519.39653024139	4819.16624249951	3974.45190209876
XM_027350780.1	1335.23249851083	1462.6264561237	1220.09220961636	1300.50252027041	2810.72115593566	4494.54580113203	2311.98836175496	3247.16048417692	2777.18329828756	2660.30140736294
XM_027350782.1	0	0	3.70473343000919	2.63526346559353	37.8450285107857	54.5967554212747	234.506927631107	68.5349486595871	69.1953274424099	216.536161064425
XM_027350784.1	475.231801637999	449.569467042194	290.204118684053	223.99739457545	556.03080350462	213.984057538222	182.312595775908	406.13302909385	704.206613658693	147.201922299954
XM_027350785.1	454.726876186613	417.021451328732	281.559740680698	187.103706057141	633.176438545837	199.01397943884	159.523521303919	430.247177696297	657.355610702894	135.468435739813
XM_027350786.1	436.634294905979	370.23367874063	260.56625124398	251.667660964183	537.108289249227	191.969236803837	177.166675733846	374.403886195893	658.076395363753	130.135032757931
XM_027350787.1	495.736727089385	518.7340004333	334.660919844164	262.208714826557	705.955339528117	231.155617711042	213.92324746286	472.764229179559	790.700772961705	188.802465558637
XM_027350788.1	376.325690637197	360.062423830173	228.458561517233	192.374232988328	554.575225484975	199.01397943884	165.404572780562	384.557211923239	627.803439607698	156.802047667343
XM_027350790.1	67.5456367810354	113.918054997117	137.07513691034	113.316329020522	151.380114043143	174.357380216329	320.517305476999	187.836525955905	198.21578173607	153.602005878213
XM_027350791.1	0	0	13.5840225767004	0	0	81.895133131912	69.837486285126	801.478149602394	2051.35314480311	373.338208731768
XM_027350793.1	217.110975367614	0	37.0473343000919	31.6231615871224	9848.44088092215	5258.90037702988	11407.0344703821	16862.7702845482	4275.69460821225	10379.8688833395
XM_027350794.1	30.1543021343908	0	176.592293497105	163.386334866799	0	72508.8941635996	8643.67540779486	30570.3945993236	18767.790999432	43357.3662009148
XM_027350797.1	6772.65625938418	7481.97511213208	8677.72060422486	8464.46625148643	5341.97133209936	10652.9717533689	5065.05558425809	6485.43680834241	5455.61909803751	5509.40528028452
XM_027350807.1	8.44320459762943	28.4795137492792	61.7455571668199	56.658164510261	126.635287709167	32.141638272202	23.5242059065688	0	5.76627728686749	71.4675999572242
XM_027350808.1	49.4530555004009	0	179.062115783778	201.597655117905	0	114333.090891199	86605.0991764675	81640.9884250172	28433.5133015436	57265.8144970677
XM_027350813.1	1260.44982921754	1967.12069968236	1374.45610253341	1146.33960753319	3440.9864384422	238.640656760733	610.894222136207	699.944892328931	651.589333416027	496.006477315063
XM_027350814.1	2317.05657600659	2095.27851155412	2635.30037987987	2857.94322843619	1684.10376872996	2885.26240544849	2724.39709655449	1597.87963634111	1013.42323316696	1389.88481707855
XM_027350815.1	496.942899174761	923.549945869484	852.088688902114	868.31931191307	997.070943457238	725.608491405328	486.657009692141	539.395429265269	333.723297977456	460.806017634639
XM_027350816.1	305.161537600035	325.48015713462	292.673940970726	208.185813781889	272.193089673728	292.356819352632	957.876259258097	856.05227538688	547.796342252412	417.072113183204
XM_027350817.1	3183.08813330629	1818.62037798969	1859.77618186461	2369.10185556859	11772.7150228936	3454.125373225	2674.40815900304	1175.88203579829	1341.38025385755	3566.97991428295
XM_027350818.1	3134.84124989127	1627.4007856731	1625.1430646307	2178.04525431306	11490.3328870824	3230.45479456365	2467.1010944514	1206.34201298033	1148.20996474749	3184.04158018379
XM_027350819.1	184.544329062472	903.20743604857	223.518916943888	256.93818789537	32644.2482465919	21.1342279050095	2.94052573832109	1.26916571591828	11.532554573735	12.8001671565178
XM_027350820.1	42206.3736114641	85943.0354913964	51836.6301526886	49537.6826262273	57750.0579294393	62825.0148189584	56802.1356871486	42424.4023860003	28342.6944342755	39917.3212776006
XM_027350821.1	28682.7721902325	63250.9657861671	38043.9075927644	36636.7503304141	44607.6439900591	41991.9496615952	34821.7057931984	29466.8550093327	17623.9057426496	28728.9085022077
XM_027350823.1	667.013163212725	286.829388474884	660.677461684972	726.015084771019	566.219849642139	822.033406221934	555.024233108107	497.512960639966	645.823056129159	691.209026451959
XM_027350824.1	1966.06049916228	1596.88702094173	3357.72339873166	4354.77287689332	947.581290789287	3722.70618618449	1912.81199277787	1447.4834990048	1521.57641907216	1910.42494811028
XM_027350825.1	2014.30738257731	1657.91455040447	3279.92399670147	4541.87658295046	918.469730396375	3808.12369063391	1915.01738708161	1466.52098474357	1534.55054296761	2212.29555688482
XM_027350826.1	100.112283086177	71.1987843731981	86.4437800335478	75.1050087694157	82.9679471197993	186.685679827584	259.501396406837	215.123588848148	219.839321561823	219.736202853555
XM_027350827.1	454.726876186613	386.507686597361	317.372163837454	396.607151571827	229.981327104005	295.438894255446	223.479956112403	203.701097404884	222.722460205257	211.202758082543
XM_027350831.1	12.0617208537563	183.082588388224	5040.90728709917	4178.21022469855	128.090865728813	950.599959310742	310.960596827456	127.551154449787	56.9419882078165	2939.77172361358
XM_027350833.1	16.8864091952589	36.6165176776447	2461.17790866944	2160.9160417867	62.5898548447609	711.959302550009	135.999315397351	68.5349486595871	56.9419882078165	1409.08506781333
XM_027350834.1	4.82468834150253	52.8905255343757	673.026573118336	546.817169110658	24.7448263339752	453.065010713642	84.5401149767315	31.0945600399979	52.6172802426659	424.538877357839
XM_027350835.1	7.2370325122538	40.6850196418275	677.966217691682	585.028489361765	20.3780922750384	489.609613132721	65.4266976776444	32.3637257559161	42.5262949906478	382.938334099156
XM_027350836.1	136.297445647446	921.515694887393	11721.7765725491	11311.8684260602	1692.83723684784	13719.6362816687	2469.30648875514	3657.10101041852	1141.72290279976	13038.0369295097
XM_027350837.1	114.586348110685	378.370682668996	9928.68559242463	6457.71312243696	227.070171064714	4513.91884337829	376.3872945051	349.020571877527	301.287988238827	5165.93412825129
XM_027350838.1	68.7518088664111	311.24040025998	4220.9262879238	2608.9108309376	151.380114043143	3620.99771439164	287.436390920887	291.273531803245	216.235398257531	2277.36307326378
XM_027350839.1	16998.5831991988	2219.36782146169	11814.3949082993	22344.3989247676	1181.92935195223	1.3208892440631	0	0	0	8.53344477101184
XM_027350840.1	758.682241701273	486.185984719838	1523.88035087711	1533.72333697544	470.15170034553	1308.56094445184	685.877628463395	1269.80029877624	2647.44205933304	756.276542830924
XM_027350845.1	722.497079140004	467.877725881016	807.631887742004	806.390620471622	656.465686860167	879.271940131335	344.776642818148	303.330606104469	467.789244897125	414.938751990451
XM_027350846.1	63.9271205249085	48.822023570193	14.8189337200368	26.3526346559353	4.36673405893681	176.558862289767	117.621029532844	69.8041143755054	59.1043421903918	60.8007939934594
XM_027350855.1	180.925812806345	246.144368833056	86.4437800335478	69.8344818382287	85.8791031590905	288.834448035131	169.080229953463	90.1107658301979	72.7992507467021	60.8007939934594
XM_027350857.1	162.83323152571	3755.22731294068	122.256203190303	469.076896875649	1687.01492476925	1.3208892440631	16.172891560766	16.4991543069376	2.88313864343375	46.9339462405651
XM_027350866.1	114.586348110685	12.2055058925482	148.189337200368	119.904487684506	87.3346811787362	32.141638272202	101.448137972078	87.5724343983613	190.287150466627	32.0004178912944
XM_027350868.1	14.4740650245076	252.24712177933	311.197608120772	254.302924429776	6376.88730406739	314.371640087017	1707.71032252998	3502.89737593445	3686.8135402909	494.939796718687
XM_027350869.1	16.8864091952589	154.603074638944	235.868028377252	229.267921506638	6535.54530820876	237.31976751667	1479.81957781009	3410.88286153038	2839.17077912138	483.206310158545
XM_027350871.1	1596.97184103734	1596.88702094173	1959.80398447486	2326.93764011909	1327.48715391679	2084.80352354625	2076.74630268927	1969.74519110517	2492.47335724847	1522.15321102924
XM_027350877.1	1118.12152314321	510.596996504935	1406.56379226016	1426.9951666189	772.911928431815	1827.67041736864	1473.20339489887	1985.60976255415	1740.69495597312	540.807062362875
XM_027350880.1	682.693400322608	429.22695722128	595.227171088143	606.110597086513	516.730196974189	1495.24662427943	484.4516153884	296.350194666918	481.484153453436	452.272572863627
XM_027350881.1	3238.57204923357	2575.36174332768	4154.24108618364	3154.41036831546	3005.76861056817	12052.2337592464	11654.7737638357	9082.14986311121	9424.25944072406	6247.54825297704
XM_027350882.1	5694.33841505836	6430.26735439083	4772.93156899517	5329.82035916292	4682.5944891999	16199.3856891898	10940.2260094236	13146.6530683395	19722.8306750694	11658.8189183949
XM_027350884.1	4807.80193230727	4459.07815274429	7181.00829850115	6942.60160010617	5042.12226005237	2570.45046894679	4058.66065031769	2877.8332608447	2731.77386465348	3982.98534686978
XM_027350885.1	364.263969783441	404.815945436183	680.436039978355	708.885872244661	627.354126467255	495.333466523661	1804.74767189457	888.416001142796	1055.22874349675	1002.67976059389
XM_027350886.1	328.078807222172	205.459349191229	534.71652506466	270.114505223337	388.639331245376	664.847586178425	790.266292173794	977.892184115035	681.862289172081	668.808733928053
XM_027350887.1	1031.27713299617	1354.81115407286	1010.15731524917	931.565635087314	1096.05024879314	23.335709978448	36.7565717290137	17.1337371648968	26.6690324517622	26.667014909412
XM_027350888.1	1019.21541214241	1452.45520121324	943.472113509007	952.647742812063	978.148429201845	13.6491888553187	44.8430175093967	10.1533257273462	22.3443244866115	28.800376102165
XM_027350889.1	560.870019699669	412.952949364549	847.149044328768	737.87377036619	561.853115583203	375.13254531392	259.501396406837	302.69602324651	1413.45871994339	1015.47992775041
XM_027350890.1	443.871327418233	657.063067215514	698.959707128401	565.264013369813	1123.70623116641	1590.79094626666	1412.92261726329	1298.99111024236	1276.50963438029	1445.35220809013
XM_027350891.1	732.146455823009	602.138290699047	350.714764707537	470.394528608446	298.393494027349	570.624153435258	852.752464113117	362.346811894669	317.866035438571	490.673074333181
XM_027350892.1	1218.23380622939	1450.42095023115	1683.18388836751	1755.08546808529	1257.6194089738	3484.06552942376	3413.95038219079	1894.22983100803	1219.56764617247	1802.69020787625
XM_027350893.1	260.533170441137	299.034894367432	365.533698427574	289.878981215289	275.104245713019	106.111435939735	180.107201472167	245.583566030187	484.36729209687	289.070441618026
XM_027350894.1	337.728183905177	244.110117850965	639.683972248254	339.948987061566	411.928579559706	658.683436372798	751.30432614104	1092.11709854768	732.317215432172	758.409904023677
XM_027350895.1	3797.02972476249	6497.39763679985	5686.76581506411	5792.30909737459	7478.75986493911	12212.061357778	12146.5766935699	8404.41537081085	4210.10320407413	7416.63018660566
XM_027350896.1	3409.84848535691	23461.0165764598	4865.5499047454	3566.82910068085	8084.28032111168	400.229440951118	374.181900201359	412.478857673441	67.753758120693	290.137122214402
