lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	mRNA_position	DE_status	match_count	distance_Kb	product
XR_003476732.1	-	XM_027368724.1	+	5_D	not_DE	0	381.122	mitochondrial ribonuclease P catalytic subunit-like%2C transcript variant X2
XR_003477455.1	+	XM_027376686.1	+	1_U	not_DE	0	11.124	uncharacterized LOC113823953
XR_003477455.1	+	XM_027376696.1	+	2_U	not_DE	0	21.527	E3 ubiquitin-protein ligase HUWE1-like
XR_003477455.1	+	XM_027376687.1	-	1_D	DE	2	0.33	uncharacterized LOC113823954
XR_003477455.1	+	XM_027376695.1	-	2_D	DE	3	10.971	venom carboxylesterase-6-like
XR_003477455.1	+	XM_027376698.1	+	3_D	DE	0	90.933	transient receptor potential channel pyrexia-like%2C transcript variant X2
XR_003477455.1	+	XM_027376700.1	+	4_D	DE	0	91.625	transient receptor potential channel pyrexia-like%2C transcript variant X4
XR_003477455.1	+	XM_027376699.1	+	5_D	DE	0	91.627	transient receptor potential channel pyrexia-like%2C transcript variant X3
XR_003477145.1	-	XM_027373233.1	-	1_U	DE	0	31.556	ATP-binding cassette sub-family D member 3-like
XR_003477145.1	-	XM_027373248.1	+	2_U	not_DE	0	56.345	uncharacterized LOC113820866
XR_003477145.1	-	XM_027373220.1	+	3_U	not_DE	0	71.759	uncharacterized LOC113820843
XR_003477145.1	-	XM_027373270.1	+	4_U	DE	0	90.032	G patch domain-containing protein 2-like
XR_003477145.1	-	XM_027373264.1	-	5_U	DE	0	126.449	putative nuclease HARBI1
XR_003477145.1	-	XM_027373263.1	+	1_D	not_DE	0	20.511	cubilin-like
XR_003477145.1	-	XM_027373235.1	-	2_D	DE	1	98.367	myosin-IB-like
XR_003477145.1	-	XM_027373265.1	-	3_D	not_DE	0	136.573	xaa-Pro aminopeptidase 3-like
XR_003477145.1	-	XM_027373266.1	-	4_D	not_DE	0	154.861	conserved oligomeric Golgi complex subunit 2-like
XR_003477145.1	-	XM_027373268.1	+	5_D	DE	0	172.872	uncharacterized LOC113820883
XR_003476764.1	+	XM_027369302.1	-	1_U	DE	0	124.662	fucose-1-phosphate guanylyltransferase-like
XR_003476764.1	+	XM_027369300.1	-	2_U	DE	0	139.306	uncharacterized LOC113817276%2C transcript variant X1
XR_003476764.1	+	XM_027369301.1	-	3_U	DE	0	139.312	uncharacterized LOC113817276%2C transcript variant X2
XR_003476764.1	+	XM_027369306.1	-	4_U	DE	0	146.495	carboxypeptidase B-like
XR_003476764.1	+	XM_027369305.1	-	5_U	not_DE	0	164.285	uncharacterized LOC113817281
XR_003476764.1	+	XM_027369307.1	+	1_D	not_DE	0	242.198	uncharacterized LOC113817283
XR_003476764.1	+	XM_027369308.1	-	2_D	not_DE	0	314.099	uncharacterized LOC113817285
XR_003477531.1	-	XM_027377414.1	-	1_U	not_DE	0	47.223	uncharacterized protein PB18E9.04c-like
XR_003477531.1	-	XM_027377428.1	-	2_U	not_DE	0	64.328	E3 ubiquitin-protein ligase RNF8-like
XR_003477531.1	-	XM_027377413.1	+	3_U	not_DE	0	207.587	zinc transporter ZIP10-like
XR_003477531.1	-	XM_027377440.1	-	4_U	not_DE	0	238.134	zinc transporter 2-like%2C transcript variant X3
XR_003477531.1	-	XM_027377437.1	-	5_U	not_DE	0	242.087	zinc transporter 2-like%2C transcript variant X1
XR_003477531.1	-	XM_027377415.1	-	1_D	DE	2	0.176	mucin-5AC-like
XR_003477531.1	-	XM_027377436.1	+	2_D	DE	3	200.281	teneurin-m-like
XR_003477531.1	-	XM_027377416.1	+	3_D	not_DE	0	357.175	zinc finger and BTB domain-containing protein 24-like
XR_003476845.1	+	XM_027370516.1	+	1_U	DE	3	1.761	neuropeptide-like protein 31%2C transcript variant X2
XR_003476845.1	+	XM_027370515.1	+	2_U	DE	3	5.628	neuropeptide-like protein 31%2C transcript variant X1
XR_003476845.1	+	XM_027370513.1	+	3_U	not_DE	0	9.83	neuropeptide-like protein 30
XR_003476845.1	+	XM_027370512.1	+	4_U	DE	3	13.698	neuropeptide-like protein 30%2C transcript variant X1
XR_003476845.1	+	XM_027370511.1	+	5_U	not_DE	0	21.14	neuropeptide-like protein 30%2C transcript variant X1
XR_003476845.1	+	XM_027370500.1	-	1_D	not_DE	0	19.648	uncharacterized aarF domain-containing protein kinase 1-like
XR_003476845.1	+	XM_027370518.1	+	2_D	not_DE	0	58.241	hornerin-like%2C transcript variant X1
XR_003476845.1	+	XM_027370524.1	+	3_D	not_DE	0	58.241	hornerin-like%2C transcript variant X6
XR_003476845.1	+	XM_027370519.1	+	4_D	not_DE	0	58.242	hornerin-like%2C transcript variant X2
XR_003476845.1	+	XM_027370520.1	+	5_D	not_DE	0	58.26	hornerin-like%2C transcript variant X3
XR_003476843.1	+	XM_027370511.1	+	1_U	not_DE	0	3.373	neuropeptide-like protein 30%2C transcript variant X1
XR_003476843.1	+	XM_027370510.1	+	2_U	DE	3	11.097	neuropeptide-like protein 30
XR_003476843.1	+	XM_027370499.1	-	3_U	not_DE	0	68.807	uncharacterized LOC113818309
XR_003476843.1	+	XM_027370498.1	-	4_U	not_DE	0	85.099	brachyurin-like
XR_003476843.1	+	XM_027370508.1	-	5_U	not_DE	0	96.79	solute carrier family 25 member 45-like%2C transcript variant X2
XR_003476843.1	+	XM_027370512.1	+	1_D	DE	3	1.825	neuropeptide-like protein 30%2C transcript variant X1
XR_003476843.1	+	XM_027370513.1	+	2_D	not_DE	0	5.784	neuropeptide-like protein 30
XR_003476843.1	+	XM_027370516.1	+	3_D	DE	3	9.37	neuropeptide-like protein 31%2C transcript variant X2
XR_003476843.1	+	XM_027370515.1	+	4_D	DE	3	9.37	neuropeptide-like protein 31%2C transcript variant X1
XR_003476843.1	+	XM_027370517.1	+	5_D	not_DE	0	13.381	neuropeptide-like protein 30
XR_003475979.1	-	XM_027359380.1	-	1_U	DE	3	8.954	alpha-2-macroglobulin-like protein 1
XR_003475979.1	-	XM_027359377.1	-	2_U	DE	3	30.342	alpha-2-macroglobulin-like protein 1
XR_003475979.1	-	XM_027359376.1	+	3_U	not_DE	0	40.599	alpha-2-macroglobulin-like protein 1
XR_003475979.1	-	XM_027359379.1	-	4_U	not_DE	0	57.524	vegetative cell wall protein gp1-like
XR_003475979.1	-	XM_027359375.1	-	5_U	DE	2	204.521	inactive hydroxysteroid dehydrogenase-like protein 1%2C transcript variant X2
XR_003475979.1	-	XM_027359382.1	-	1_D	DE	3	10.65	alpha-2-macroglobulin-like protein 1
XR_003475979.1	-	XM_027359383.1	-	2_D	not_DE	0	23.836	uncharacterized LOC113808063
XR_003475979.1	-	XM_027359378.1	-	3_D	not_DE	0	32.073	kielin/chordin-like protein
XR_003475469.1	-	XM_027355613.1	-	1_U	not_DE	0	6.742	uncharacterized LOC113804693
XR_003475469.1	-	XM_027355513.1	-	2_U	not_DE	0	14.778	uncharacterized LOC113804590
XR_003475469.1	-	XM_027355421.1	+	3_U	not_DE	0	20.984	endoglucanase E1-like
XR_003475469.1	-	XM_027355310.1	-	4_U	not_DE	0	24.033	uncharacterized LOC113804402
XR_003475469.1	-	XM_027355196.1	-	5_U	not_DE	0	31.305	uncharacterized LOC113804305
XR_003475469.1	-	XM_027353672.1	-	1_D	DE	0	3.727	protein trapped in endoderm-1-like
XR_003475469.1	-	XM_027355720.1	+	2_D	DE	0	27.349	protein trapped in endoderm-1-like
XR_003475469.1	-	XM_027353853.1	-	3_D	DE	1	37.112	mucin-2-like
XR_003475469.1	-	XM_027353951.1	+	4_D	DE	0	103.074	uncharacterized LOC113803197
XR_003475469.1	-	XM_027375703.1	-	5_D	not_DE	0	137.334	synaptotagmin-7-like
