Contig	lncRNA_ID	lncRNA_strand	mRNA_ID	mRNA_strand	DE_status	mRNA_Position	distance_Kb	product
NW_020868767.1	XR_003475517.1	-	XM_027354290.1	+	DE	5_D	200.785	endochitinase-like
NW_020868923.1	XR_003475635.1	+	XM_027355799.1	+	not DE	1_U	8.416	diamine acetyltransferase 2-like
NW_020868923.1	XR_003475635.1	+	XM_027355798.1	-	not DE	2_U	38.526	uncharacterized LOC113804887
NW_020868923.1	XR_003475635.1	+	XM_027355797.1	+	DE	3_U	53.238	uncharacterized LOC113804886
NW_020868923.1	XR_003475635.1	+	XM_027355796.1	+	not DE	4_U	163.102	probable RNA methyltransferase Y17G7B.18
NW_020868923.1	XR_003475635.1	+	XM_027355795.1	-	not DE	5_U	175.400	histidine-rich glycoprotein-like
NW_020868923.1	XR_003475635.1	+	XM_027355789.1	+	DE	1_D	1.112	endothelin-converting enzyme 2-like%2C transcript variant X1
NW_020868923.1	XR_003475635.1	+	XM_027355791.1	+	DE	2_D	11.909	location of vulva defective 1-like
NW_020868923.1	XR_003475635.1	+	XM_027355800.1	+	not DE	3_D	280.095	keratin%2C type I cytoskeletal 10-like
NW_020872640.1	XR_003477965.1	-	XM_027383672.1	+	not DE	1_U	13.376	serine-rich adhesin for platelets-like
NW_020872640.1	XR_003477965.1	-	XM_027383662.1	+	not DE	2_U	18.530	uncharacterized LOC113830449
NW_020872640.1	XR_003477965.1	-	XM_027383675.1	-	not DE	3_U	87.678	uncharacterized LOC113830465
NW_020872640.1	XR_003477965.1	-	XM_027383671.1	+	not DE	4_U	135.013	uncharacterized LOC113830460
NW_020872640.1	XR_003477965.1	-	XM_027383670.1	-	not DE	5_U	193.819	golgin subfamily A member 6-like protein 2
NW_020869444.1	XR_003476077.1	-	XM_027361323.1	+	not DE	1_U	1.410	crossover junction endonuclease MUS81-like%2C transcript variant X2
NW_020869444.1	XR_003476077.1	-	XM_027361315.1	+	not DE	2_U	7.619	crossover junction endonuclease MUS81-like
NW_020869444.1	XR_003476077.1	-	XM_027361320.1	+	DE	3_U	15.625	suppressor of fused homolog%2C transcript variant X2
NW_020869444.1	XR_003476077.1	-	XM_027361325.1	+	not DE	1_D	-0.006	uncharacterized LOC113809666%2C transcript variant X2
NW_020869444.1	XR_003476077.1	-	XM_027361316.1	+	not DE	2_D	195.536	serine protease nudel-like
NW_020869444.1	XR_003476077.1	-	XM_027361327.1	+	not DE	3_D	207.145	very low-density lipoprotein receptor-like
NW_020869444.1	XR_003476077.1	-	XM_027361328.1	+	not DE	4_D	295.923	caveolin-3-like
NW_020869444.1	XR_003476077.1	-	XM_027361329.1	+	DE	5_D	329.405	UDP-glucuronosyltransferase 2B16-like
NW_020868397.1	XR_003475834.1	+	XM_027357981.1	-	not DE	1_D	20.771	uncharacterized LOC113806819
NW_020868397.1	XR_003475834.1	+	XM_027358021.1	+	not DE	2_D	88.457	craniofacial development protein 1-like
NW_020868397.1	XR_003475834.1	+	XM_027358030.1	+	DE	3_D	107.811	protein argonaute-3-like
NW_020868397.1	XR_003475834.1	+	XM_027358046.1	+	not DE	4_D	136.730	marginal zone B- and B1-cell-specific protein-like%2C transcript variant X2
NW_020868397.1	XR_003475834.1	+	XM_027358057.1	-	DE	5_D	152.944	NPC intracellular cholesterol transporter 2 homolog a-like
NW_020869222.1	XR_003475931.1	-	XM_027359047.1	-	not DE	1_U	14.020	uncharacterized LOC113807729
NW_020869222.1	XR_003475931.1	-	XM_027359038.1	-	DE	2_U	62.991	uncharacterized LOC113807725%2C transcript variant X1
NW_020869222.1	XR_003475931.1	-	XM_027359059.1	-	DE	3_U	46.983	RING finger protein 37-like
NW_020869222.1	XR_003475931.1	-	XM_027359058.1	-	not DE	4_U	124.659	uncharacterized LOC113807766
NW_020869222.1	XR_003475931.1	-	XM_027359057.1	-	DE	5_U	139.627	uncharacterized LOC113807765
NW_020869222.1	XR_003475931.1	-	XM_027359046.1	-	DE	1_D	26.655	E3 ubiquitin-protein ligase UHRF1-like
NW_020869222.1	XR_003475931.1	-	XM_027359060.1	+	not DE	2_D	53.311	solute carrier family 22 member 24-like
NW_020869222.1	XR_003475931.1	-	XM_027359061.1	+	not DE	3_D	88.203	solute carrier family 22 member 15-like
NW_020869222.1	XR_003475931.1	-	XM_027359062.1	-	DE	4_D	93.847	uncharacterized LOC113807770
NW_020869222.1	XR_003475931.1	-	XM_027359063.1	+	not DE	5_D	117.298	solute carrier family 22 member 15-like
NW_020871339.1	XR_003477586.1	-	XM_027378201.1	+	not DE	1_U	289.510	cartilage oligomeric matrix protein-like%2C transcript variant X7
NW_020871339.1	XR_003477586.1	-	XM_027378186.1	+	not DE	1_D	70.879	ATPase family AAA domain-containing protein 2-like%2C transcript variant X1
NW_020871339.1	XR_003477586.1	-	XM_027378194.1	+	not DE	2_D	92.788	metal transporter CNNM4-like
NW_020871339.1	XR_003477586.1	-	XM_027378184.1	+	DE	3_D	116.043	condensin-2 complex subunit H2-like%2C transcript variant X1
NW_020871339.1	XR_003477586.1	-	XM_027378189.1	-	DE	4_D	139.344	uncharacterized LOC113825372
NW_020871339.1	XR_003477586.1	-	XM_027378190.1	-	not DE	5_D	155.157	titin-like
NW_020870578.1	XR_003477056.1	-	XM_027372057.1	-	not DE	1_U	1.065	uncharacterized LOC113819844
NW_020870578.1	XR_003477056.1	-	XM_027372056.1	+	not DE	2_U	7.009	methyltransferase-like protein 24
NW_020870578.1	XR_003477056.1	-	XM_027372054.1	-	not DE	3_U	37.862	uncharacterized LOC113819842%2C transcript variant X1
NW_020870578.1	XR_003477056.1	-	XM_027372058.1	-	DE	1_D	2.037	uncharacterized LOC113819845
NW_020870578.1	XR_003477056.1	-	XM_027372064.1	-	DE	2_D	12.455	uncharacterized LOC113819851%2C transcript variant X3
NW_020870578.1	XR_003477056.1	-	XM_027372059.1	-	not DE	3_D	21.486	vegetative cell wall protein gp1-like
NW_020870578.1	XR_003477056.1	-	XM_027372060.1	-	not DE	4_D	44.432	uncharacterized LOC113819848
NW_020869128.1	XR_003475824.1	-	XM_027357929.1	+	DE	1_U	-4.066	WASH complex subunit 2-like
NW_020869128.1	XR_003475824.1	-	XM_027357926.1	-	DE	2_U	27.426	molybdenum cofactor sulfurase-like%2C transcript variant X1
NW_020869128.1	XR_003475824.1	-	XM_027357954.1	+	not DE	3_U	39.651	E3 ubiquitin-protein ligase RNF19A-like
NW_020869128.1	XR_003475824.1	-	XM_027357953.1	+	not DE	4_U	309.760	thyrotropin-releasing hormone receptor-like
NW_020869128.1	XR_003475824.1	-	XM_027357955.1	+	DE	1_D	4.319	WASH complex subunit 2C-like
NW_020869128.1	XR_003475824.1	-	XM_027357930.1	-	not DE	2_D	124.864	GATA-binding factor C-like
NW_020869128.1	XR_003475824.1	-	XM_027357931.1	+	not DE	3_D	146.464	ubiquitin-conjugating enzyme E2 T-like
NW_020869128.1	XR_003475824.1	-	XM_027357933.1	+	not DE	4_D	174.498	uncharacterized LOC113806767
NW_020869128.1	XR_003475824.1	-	XM_027357932.1	-	DE	5_D	201.358	la-related protein 6-like
NW_020868801.1	XR_003475547.1	-	XM_027354603.1	-	not DE	1_U	5.279	carbohydrate sulfotransferase 10-like
NW_020868801.1	XR_003475547.1	-	XM_027354608.1	-	not DE	2_U	418.644	serine/threonine-protein phosphatase with EF-hands 2-like
NW_020868801.1	XR_003475547.1	-	XM_027354607.1	-	not DE	3_U	442.528	uncharacterized LOC113803784
NW_020868801.1	XR_003475547.1	-	XM_027354605.1	+	not DE	1_D	7.856	WD repeat-containing protein 6-like%2C transcript variant X2
NW_020868801.1	XR_003475547.1	-	XM_027354606.1	-	not DE	2_D	17.830	DNA polymerase epsilon subunit 4-like
