ID	logFC	logCPM	PValue	FDR	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027377476.1	10.465293691092	5.85631343136819	7.93404644267288e-30	1.27197190015033e-26	4	0	8	4568	1865	2990	0.0788955409788704	0	0.148711040123662	121.502668651871	59.4455872984519	166.518098610442	Down_hep_Up_hep_wssv
XM_027372225.1	6.3584062200505	4.17170276867003	1.77983839237559e-29	2.61562083746197e-26	16	28	18	878	1164	834	0.315582163915482	0.65373556844767	0.33459984027824	23.3536215140856	37.1016963085244	46.4468542612403	Down_hep_Up_hep_wssv
XM_027364825.1	-6.57818366043212	2.55343924332063	5.79793629463958e-29	7.86512358122838e-26	657	562	442	2	6	2	12.9585926057795	13.1214067666997	8.21628496683234	0.0531973155218351	0.191245857260435	0.111383343552135	Up_hep_Down_hep_wssv
XM_027377495.1	9.2567188342936	4.67134944025706	3.07329881740027e-28	3.87125890320383e-25	10	0	2	1671	1196	1260	0.197238852447176	0	0.0371777600309156	44.4463571184932	38.1216742139134	70.1715064378451	Down_hep_Up_hep_wssv
XM_027355316.1	-8.01941572506444	2.64889344313068	4.54656271673617e-28	5.34524223397616e-25	579	375	901	4	0	0	11.4201295566915	8.75538707742415	16.7485808939275	0.10639463104367	0	0	Up_hep_Down_hep_wssv
XM_027364183.1	10.0790809538344	0.798625875988762	5.37385776378063e-28	5.92299885401696e-25	0	0	0	145	116	50	0	0	0	3.85680537533304	3.69741990703508	2.78458358880338	Down_hep_Up_hep_wssv
XM_027377477.1	7.32709534089214	4.18466404724624	4.03717049506395e-27	4.18797068708546e-24	18	6	9	1344	624	950	0.355029934404917	0.140086193238786	0.16729992013912	35.7485960306732	19.8895691550853	52.9070881872641	Down_hep_Up_hep_wssv
XM_027377853.1	-5.35716748365964	2.69257713000187	1.02200608705402e-26	1.00128207473321e-23	771	368	726	12	8	6	15.2071155236773	8.59195318531223	13.4955268912224	0.31918389313101	0.254994476347247	0.334150030656405	Up_hep_Down_hep_wssv
XM_027357068.1	6.25341670356893	0.764289268582528	4.72298066061234e-26	4.16448819749493e-23	3	1	2	137	108	52	0.0591716557341528	0.0233476988731311	0.0371777600309156	3.6440161132457	3.44242543068783	2.89596693235551	Down_hep_Up_hep_wssv
XM_027377415.1	-10.4644863861212	1.23571500488397	4.59420680529611e-26	4.16448819749493e-23	262	137	279	0	0	0	5.16765793411601	3.19863474561896	5.18629752431272	0	0	0	Up_hep_Down_hep_wssv
XR_003477617.1	4.29101262893974	3.96872860177435	1.55238991753663e-25	1.30363791408374e-22	83	62	79	845	907	683	1.63708247531156	1.44755733013413	1.46852152122117	22.4758658079753	28.9099987558691	38.0374118230541	Down_hep_Up_hep_wssv
XM_027377474.1	6.18430938760672	2.61509137044852	1.66824488200556e-25	1.33724993155309e-22	12	6	6	635	246	206	0.236686622936611	0.140086193238786	0.111533280092747	16.8901476781826	7.84108014767784	11.4724843858699	Down_hep_Up_hep_wssv
XM_027372959.1	9.58413490210104	5.74954528850776	3.31257718766408e-24	2.53988255236765e-21	10	6	4	2769	6321	846	0.197238852447176	0.140086193238786	0.0743555200618311	73.6516833399807	201.477510623868	47.1151543225531	Down_hep_Up_hep_wssv
XR_003477542.1	9.51015817084675	5.21737061447273	5.6378841794997e-24	4.14267031272822e-21	9	0	6	3149	1058	1895	0.177514967202458	0	0.111533280092747	83.7591732891293	33.7230194969234	105.535718015648	Down_hep_Up_hep_wssv
XM_027352608.1	8.71200180778243	4.88853029365876	7.94724436577769e-24	5.16778470538319e-21	10	7	3	3479	738	1099	0.197238852447176	0.163433892111917	0.0557666400463734	92.5367303502321	23.5232404430335	61.2051472818982	Down_hep_Up_hep_wssv
XM_027370963.1	4.57439270071193	2.46752030934242	7.99822555768309e-24	5.16778470538319e-21	21	20	24	438	232	230	0.41420159013907	0.466953977462621	0.446133120370987	11.6502120992819	7.39483981407016	12.8090845084955	Down_hep_Up_hep_wssv
XM_027377493.1	7.91959778825377	5.22174429357405	8.20515859091179e-24	5.16778470538319e-21	26	4	16	2949	1314	1845	0.512821016362658	0.0933907954925243	0.297422080247325	78.4394417369458	41.8828427400353	102.751134426845	Down_hep_Up_hep_wssv
XR_003477749.1	5.92221996856896	0.437921959459472	7.42133096006059e-24	5.16778470538319e-21	2	1	3	104	77	49	0.0394477704894352	0.0233476988731311	0.0557666400463734	2.76626040713542	2.45432183484225	2.72889191702731	Down_hep_Up_hep_wssv
XM_027361885.1	5.88063009658962	8.8139720004507	8.81215296800882e-24	5.35870060658054e-21	486	724	999	27766	23599	20912	9.58580822893275	16.9037339841469	18.5702911354423	738.538331389636	752.201830914835	1164.62424018112	Down_hep_Up_hep_wssv
XM_027379475.1	6.41338956840284	0.676033724709446	2.29219905755162e-23	1.3474310126641e-20	1	1	3	122	75	69	0.0197238852447176	0.0233476988731311	0.0557666400463734	3.24503624683194	2.39057321575544	3.84272535254866	Down_hep_Up_hep_wssv
XM_027357060.1	6.5723756371363	0.819863684379007	2.44171190671644e-23	1.38901901532079e-20	0	0	5	150	107	54	0	0	0.0929444000772889	3.98979866413763	3.41055112114443	3.00735027590765	Down_hep_Up_hep_wssv
XM_027377294.1	-5.44567861527546	4.64141724604753	7.99107377652767e-23	4.4038308140333e-20	2404	2048	2718	42	16	32	47.4162201283011	47.8160872921724	50.5245758820143	1.11714362595854	0.509988952694494	1.78213349683416	Up_hep_Down_hep_wssv
XM_027377496.1	4.12220799599937	3.32059208999153	1.12515184566471e-22	6.01274327221128e-20	64	36	61	892	480	316	1.26232865566193	0.840517159432718	1.13392168094292	23.7260027227384	15.2996685808348	17.5985682812373	Down_hep_Up_hep_wssv
XM_027374294.1	12.2460628425971	2.95750328779434	1.46460669250064e-22	7.59657030066139e-20	0	0	0	715	169	400	0	0	0	19.018040299056	5.38675831283559	22.276668710427	Down_hep_Up_hep_wssv
XM_027362231.1	-5.39736694882034	1.92268821456489	1.55966655348086e-22	7.85849133446712e-20	394	283	390	6	2	6	7.77121078641873	6.60739878109609	7.24966320602854	0.159591946565505	0.0637486190868117	0.334150030656405	Up_hep_Down_hep_wssv
XR_003477801.1	7.76121381832215	1.34577764041704	4.3777537881833e-22	2.14449133485035e-19	2	0	1	144	110	143	0.0394477704894352	0	0.0185888800154578	3.83020671757213	3.50617404977464	7.96390906397765	Down_hep_Up_hep_wssv
XM_027370979.1	5.017013809481	4.57627802129332	5.81401299789162e-22	2.77108430318429e-19	63	64	83	1607	850	1241	1.24260477041721	1.49425272788039	1.542877041283	42.7440430217945	27.093163111895	69.1133646740998	Down_hep_Up_hep_wssv
XM_027356531.1	-9.43575905775394	0.25911249276291	2.55753219019221e-21	1.18689684668525e-18	124	80	125	0	0	0	2.44576177034498	1.86781590985049	2.32361000193222	0	0	0	Up_hep_Down_hep_wssv
XM_027377681.1	-9.35092398140414	0.179975300343261	4.63436043388921e-21	2.09556272440093e-18	120	84	104	0	0	0	2.36686622936611	1.96120670534301	1.93324352160761	0	0	0	Up_hep_Down_hep_wssv
XM_027379437.1	4.55206140290382	3.05834386509493	5.21141381591735e-21	2.29758206609256e-18	19	27	55	594	456	316	0.374753819649634	0.630387869574539	1.02238840085018	15.799602709985	14.5346851517931	17.5985682812373	Down_hep_Up_hep_wssv
XM_027373288.1	-9.51472997196962	0.332812701242482	5.34480157300789e-21	2.29891648146327e-18	145	92	108	0	0	0	2.85996336048405	2.14798829632806	2.00759904166944	0	0	0	Up_hep_Down_hep_wssv
XM_027362069.1	7.82300164779164	0.949816530141494	8.83878032468036e-21	3.71123550061281e-18	0	2	0	90	118	98	0	0.0466953977462621	0	2.39387919848258	3.76116852612189	5.45778383405462	Down_hep_Up_hep_wssv
XM_027370418.1	-3.45409715097046	2.8322950923001	1.01669496660588e-20	4.16963156653363e-18	681	481	754	48	35	20	13.4319658516527	11.230243157976	14.0160155316552	1.27673557252404	1.1156008340192	1.11383343552135	Up_hep_Down_hep_wssv
XM_027370978.1	5.17672231844364	4.29009744478951	1.09396370299828e-20	4.38455679599426e-18	45	41	70	1285	670	1056	0.887574836012292	0.957255653798374	1.30122160108204	34.179275222779	21.3557873940819	58.8104053955273	Down_hep_Up_hep_wssv
XM_027370568.1	4.25667148984424	4.10784475276935	2.33778812522328e-20	9.16153190851391e-18	63	88	99	881	955	799	1.24260477041721	2.05459750083553	1.84029912153032	23.4334174873684	30.4399656139526	44.4976457490779	Down_hep_Up_hep_wssv
XM_027377482.1	7.89514376873202	3.68425289419331	2.58212116520615e-20	9.89906668443706e-18	6	0	10	825	442	735	0.118343311468306	0	0.185888800154578	21.943892652757	14.0884448181854	40.9333787554096	Down_hep_Up_hep_wssv
XM_027358979.1	4.96099573442133	1.67135545477092	4.43916849214044e-20	1.66563268848716e-17	9	6	14	202	268	81	0.177514967202458	0.140086193238786	0.260244320216409	5.37292886770534	8.54231495763277	4.51102541386147	Down_hep_Up_hep_wssv
XM_027353560.1	3.88766835224023	2.05694795046065	5.61666198063711e-20	2.06353820892782e-17	33	15	30	326	246	122	0.650888213075681	0.350215483096966	0.557666400463734	8.67116243005912	7.84108014767784	6.79438395668024	Down_hep_Up_hep_wssv
XM_027354901.1	-10.5708972510942	1.33658292552779	5.7854843209206e-20	2.08218399998847e-17	165	340	184	0	0	0	3.2544410653784	7.93821761686456	3.42035392284423	0	0	0	Up_hep_Down_hep_wssv
XM_027352607.1	7.61754138058195	0.75689783279615	7.95852982374831e-20	2.80697346883603e-17	0	2	0	106	153	41	0	0.0466953977462621	0	2.81945772265726	4.8767693601411	2.28335854281877	Down_hep_Up_hep_wssv
XM_027366336.1	6.09799201897182	1.567662129148	2.03072450166862e-19	7.02192678175023e-17	8	3	1	231	238	66	0.157791081957741	0.0700430966193932	0.0185888800154578	6.14428994277195	7.58608567133059	3.67565033722046	Down_hep_Up_hep_wssv
XM_027370334.1	-4.39524213819004	2.91584573153803	2.3231598996138e-19	7.87863939032488e-17	936	382	822	20	23	14	18.4615565890557	8.91882096953607	15.2800593727063	0.531973155218351	0.733109119498335	0.779683404864945	Up_hep_Down_hep_wssv
XM_027352913.1	-7.05608099002356	0.85577778447503	2.80650434164328e-19	9.33824604997723e-17	242	123	140	2	0	0	4.77318022922166	2.87176696139512	2.60244320216409	0.0531973155218351	0	0	Up_hep_Down_hep_wssv
XM_027377497.1	9.28075245030855	6.02577146295935	3.51642411725244e-19	1.14837295014346e-16	12	0	20	4690	2771	3184	0.236686622936611	0	0.371777600309156	124.747704898703	88.3237117447776	177.322282934999	Down_hep_Up_hep_wssv
XR_003477479.1	5.97802981007468	-0.0430785896697209	3.77025428401934e-19	1.20888062361238e-16	2	0	2	60	53	44	0.0394477704894352	0	0.0371777600309156	1.59591946565505	1.68933840580051	2.45043355814697	Down_hep_Up_hep_wssv
XM_027363102.1	3.42282017518098	4.90807462728819	4.67560138592508e-19	1.47239697215694e-16	263	230	258	1781	1507	1246	5.18738181936073	5.36997074082015	4.79593104398811	47.3722094721941	48.0345844819126	69.3918230329801	Down_hep_Up_hep_wssv
XM_027371676.1	4.45426756635612	7.92670831099193	1.0570368224403e-18	3.21393868340254e-16	1083	984	1041	13075	12530	11656	21.3609677200292	22.974135691161	19.3510240960916	347.777450223997	399.385098578875	649.142126221843	Down_hep_Up_hep_wssv
XR_003475533.1	-5.39740426654419	0.440287498580603	1.05640396578251e-18	3.21393868340254e-16	135	98	135	4	1	0	2.66272450803688	2.28807448956684	2.5094988020868	0.10639463104367	0.0318743095434059	0	Up_hep_Down_hep_wssv
XM_027367606.1	-6.26247311168481	0.997874900159283	1.27671626203471e-18	3.81608326796307e-16	243	140	174	0	4	0	4.79290411446638	3.26867784223835	3.23446512268966	0	0.127497238173623	0	Up_hep_Down_hep_wssv
XM_027369826.1	-9.65771029446146	0.465893085189764	1.41929947811852e-18	4.17155771610336e-16	106	156	109	0	0	0	2.09073183594007	3.64224102420845	2.0261879216849	0	0	0	Up_hep_Down_hep_wssv
XM_027365010.1	-9.22419248592245	0.0620292936055943	1.57413829380803e-18	4.55080800185322e-16	103	96	79	0	0	0	2.03156018020591	2.24137909182058	1.46852152122117	0	0	0	Up_hep_Down_hep_wssv
XM_027383657.1	4.49370715433405	1.60777763421224	3.08530814943072e-18	8.77571116374367e-16	12	9	17	173	145	150	0.236686622936611	0.21012928985818	0.316010960262782	4.60156779263873	4.62177488379385	8.35375076641013	Down_hep_Up_hep_wssv
XM_027379489.1	-5.47367272971512	1.70379409575743	4.10859801568504e-18	1.15008136518422e-15	480	167	280	6	4	2	9.46746491746445	3.89906571181289	5.20488640432818	0.159591946565505	0.127497238173623	0.111383343552135	Up_hep_Down_hep_wssv
XR_003475503.1	10.1850142050477	0.890542898850161	4.2595383706008e-18	1.17370248696164e-15	0	0	0	70	109	106	0	0	0	1.86190604326423	3.47429974023124	5.90331720826316	Down_hep_Up_hep_wssv
XM_027357077.1	3.99869350762393	0.88461973188614	4.40965687714639e-18	1.19637383120733e-15	8	13	10	128	113	60	0.157791081957741	0.303520085350704	0.185888800154578	3.40462819339745	3.60179697840486	3.34150030656405	Down_hep_Up_hep_wssv
XM_027365450.1	3.78468318423753	4.75631839254257	1.20374935664592e-17	3.21638180370466e-15	130	228	166	1940	1437	965	2.56410508181329	5.32327534307388	3.08575408256599	51.60139605618	45.8033828138742	53.7424632639051	Down_hep_Up_hep_wssv
XR_003475680.1	4.17586784449833	2.35291174077577	1.34768945519375e-17	3.54723933467786e-15	24	25	29	465	340	102	0.473373245873222	0.583692471828277	0.539077520448276	12.3683758588267	10.837265244758	5.68055052115889	Down_hep_Up_hep_wssv
XM_027373544.1	3.0220647499084	4.6525570867706	1.7439375953488e-17	4.52269698440825e-15	257	235	321	1821	1183	865	5.06903850789242	5.4867092351858	5.96703048496195	48.4361557826308	37.7073081898491	48.1732960862984	Down_hep_Up_hep_wssv
XR_003477013.1	6.07495131665835	1.82172342825916	2.43358783194576e-17	6.21975672700921e-15	4	2	9	296	299	60	0.0788955409788704	0.0466953977462621	0.16729992013912	7.87320269723159	9.53041855347835	3.34150030656405	Down_hep_Up_hep_wssv
XM_027365932.1	6.16464909043867	0.449233383181355	2.50595907074666e-17	6.31322688751676e-15	0	3	2	80	66	70	0	0.0700430966193932	0.0371777600309156	2.1278926208734	2.10370442986479	3.89841702432473	Down_hep_Up_hep_wssv
XM_027373547.1	3.09432487675856	4.64564353657454	3.07592203187874e-17	7.63998380734953e-15	237	253	277	1817	1140	893	4.67456080299807	5.90696781490216	5.14911976428181	48.3297611515872	36.3367128794827	49.7326628960283	Down_hep_Up_hep_wssv
XM_027370921.1	-7.43478606241565	7.22612071046909	3.59481444804683e-17	8.80479899879249e-15	18999	9239	16251	82	12	47	374.73409576439	215.709389888858	302.087889131204	2.18108993639524	0.38249171452087	2.61750857347517	Up_hep_Down_hep_wssv
XM_027373956.1	3.41515723979288	6.57194899478421	3.8491321715597e-17	9.29855422540485e-15	744	702	960	7201	5421	2828	14.6745706220699	16.390084608938	17.8453248148395	191.536934536367	172.790632034803	157.496047782719	Down_hep_Up_hep_wssv
XM_027377882.1	-4.79684775051526	2.10067889537707	4.14809924806036e-17	9.88536895128979e-15	404	278	532	19	6	2	7.96844963886591	6.49066028673044	9.88928416822354	0.505374497457433	0.191245857260435	0.111383343552135	Up_hep_Down_hep_wssv
XM_027373550.1	3.00431608493894	4.64444569210265	4.43372312461503e-17	1.01543775717644e-14	250	256	307	1780	1167	877	4.9309713111794	5.97701091152155	5.70678616474554	47.3456108144332	37.1973192371546	48.8415961476112	Down_hep_Up_hep_wssv
XM_027378881.1	4.90710986517965	1.66964916202822	4.36971894020552e-17	1.01543775717644e-14	11	6	13	293	227	59	0.216962737691894	0.140086193238786	0.241655440200951	7.79340672394884	7.23546826635313	3.28580863478798	Down_hep_Up_hep_wssv
XR_003477543.1	4.5982109480909	2.0836072507051	4.40582305307419e-17	1.01543775717644e-14	17	8	25	412	254	94	0.335306049160199	0.186781590985049	0.464722000386445	10.958646997498	8.09607462402509	5.23501714695035	Down_hep_Up_hep_wssv
XM_027365601.1	-5.78405356650299	1.38215811791038	5.07258283675672e-17	1.14685895290006e-14	285	250	179	1	2	4	5.62130729474451	5.83692471828277	3.32740952276694	0.0265986577609175	0.0637486190868117	0.22276668710427	Up_hep_Down_hep_wssv
XR_003476156.1	-9.09806980232008	-0.052911739938105	8.77780081380492e-17	1.95944958672721e-14	109	49	105	0	0	0	2.14990349167422	1.14403724478342	1.95183240162307	0	0	0	Up_hep_Down_hep_wssv
XM_027373403.1	3.16320711110348	4.72322635062505	1.11563353607292e-16	2.45927467608074e-14	247	268	257	1469	1421	1045	4.87179965544525	6.25718329799913	4.77734216397265	39.0734282507879	45.2933938611797	58.1977970059905	Down_hep_Up_hep_wssv
XM_027373111.1	6.25226084588449	4.65624784975042	1.24050927567025e-16	2.70078778721541e-14	28	41	24	1168	2908	457	0.552268786852093	0.957255653798374	0.446133120370987	31.0672322647517	92.6904921522242	25.4510940016629	Down_hep_Up_hep_wssv
XM_027382365.1	5.01049593538876	9.30027174049735	1.38590820069531e-16	2.98054769747095e-14	1592	2485	1313	32637	46421	23724	31.4004253095904	58.0190316997307	24.4071994602961	868.100393343066	1479.63732331444	1321.22922121543	Down_hep_Up_hep_wssv
XM_027365451.1	4.10622831690884	4.35222606077703	1.57502537868647e-16	3.34645452447421e-14	62	149	109	1470	1106	744	1.22288088517249	3.47880713209653	2.0261879216849	39.1000269085488	35.2529863550069	41.4346038013942	Down_hep_Up_hep_wssv
XM_027362068.1	4.38403276787381	2.45280537427849	2.03291332049935e-16	4.26790790559595e-14	16	30	26	241	354	246	0.315582163915482	0.700430966193932	0.483310880401902	6.41027652038113	11.2835055783657	13.7001512569126	Down_hep_Up_hep_wssv
XM_027381992.1	10.9576743586653	3.33348841755817	2.17231224161934e-16	4.50690898599494e-14	0	1	0	147	725	604	0	0.0233476988731311	0	3.91000269085488	23.1088744189692	33.6377697527448	Down_hep_Up_hep_wssv
XM_027375137.1	3.66988112365689	5.87723514158145	2.83585479572571e-16	5.74831026696814e-14	366	479	392	3027	3775	2265	7.21894199956664	11.1835477602298	7.28684096605945	80.5141370422974	120.325518526357	126.141636572793	Down_hep_Up_hep_wssv
XR_003477979.1	3.2568641802625	4.17938305561631	2.81658170018257e-16	5.74831026696814e-14	158	171	171	1535	1070	419	3.11637386866538	3.99245650730541	3.17869848264328	40.8289396630084	34.1055112114443	23.3348104741723	Down_hep_Up_hep_wssv
XM_027369954.1	4.79291342001634	4.20248996988283	2.95680625368319e-16	5.92537253223898e-14	26	66	96	1343	831	798	0.512821016362658	1.54094812562665	1.78453248148395	35.7219973729123	26.4875512305703	44.4419540773019	Down_hep_Up_hep_wssv
XM_027373397.1	3.11307871625637	4.61189032202794	2.99118144788262e-16	5.92690840824831e-14	215	258	265	1356	1336	949	4.24063532761428	6.02370630926781	4.92605320409631	36.0677799238042	42.5840775499902	52.8513965154881	Down_hep_Up_hep_wssv
XM_027351586.1	-8.77307296439262	3.34598734978278	3.18728421797405e-16	6.24530635377472e-14	1936	499	563	4	0	0	38.1854418337733	11.6505017376924	10.4655394487027	0.10639463104367	0	0	Up_hep_Down_hep_wssv
XM_027350808.1	-9.50299784080653	0.323436917650087	3.51155409793276e-16	6.80508313374112e-14	153	53	145	0	0	0	3.01775444244179	1.23742804027595	2.69538760224138	0	0	0	Up_hep_Down_hep_wssv
XM_027354409.1	-5.53473730175788	1.21296493272975	4.04493417505137e-16	7.75352328011206e-14	243	126	287	6	0	2	4.79290411446638	2.94181005801451	5.33500856443638	0.159591946565505	0	0.111383343552135	Up_hep_Down_hep_wssv
XM_027375663.1	-5.9040869044949	-0.18537848766897	4.93377508721249e-16	9.35560469494541e-14	87	68	75	0	2	0	1.71597801629043	1.58764352337291	1.39416600115933	0	0.0637486190868117	0	Up_hep_Down_hep_wssv
XM_027368908.1	3.81213114977148	3.22914616387452	6.37319570034379e-16	1.19565219335705e-13	78	45	61	960	389	260	1.53846304908797	1.0506464492909	1.13392168094292	25.5347114504808	12.3991064123849	14.4798346617776	Down_hep_Up_hep_wssv
XR_003477366.1	2.93634375919914	4.08820079138164	6.65467131173124e-16	1.23531714297243e-13	154	188	234	1128	839	601	3.03747832768651	4.38936738814864	4.34979792361712	30.003285954315	26.7425457069175	33.4706947374166	Down_hep_Up_hep_wssv
XM_027381962.1	3.78111513320637	3.65444646789361	7.08191887518036e-16	1.30093374337298e-13	111	63	78	651	596	614	2.18935126216365	1.47090502900726	1.44993264120571	17.3157262023573	18.9970884878699	34.1946864705055	Down_hep_Up_hep_wssv
XM_027375136.1	3.84532796460421	6.09765570130218	8.43008065552655e-16	1.53262342639393e-13	326	515	445	3511	4564	2609	6.42998658977794	12.0240649196625	8.27205160687872	93.3878873985815	145.474348756104	145.29957166376	Down_hep_Up_hep_wssv
XM_027350794.1	-9.34445443558486	0.175787491291856	1.23189770334781e-15	2.20018809786347e-13	124	48	143	0	0	0	2.44576177034498	1.12068954591029	2.65820984221046	0	0	0	Up_hep_Down_hep_wssv
XM_027359976.1	3.83250570687634	8.98873950591185	1.23514954175494e-15	2.20018809786347e-13	3411	3307	2982	28998	28380	21050	67.2781725697317	77.2108401734444	55.4320402060951	771.307877751087	904.592904841858	1172.30969088622	Down_hep_Up_hep_wssv
XM_027365316.1	-8.73901911373537	-0.382445417808728	1.34330637473934e-15	2.36892079185283e-13	62	78	57	0	0	0	1.22288088517249	1.82112051210422	1.05956616088109	0	0	0	Up_hep_Down_hep_wssv
XM_027381761.1	8.57547350220397	7.030693668788	1.49436810078936e-15	2.60922588687331e-13	38	38	22	4189	2936	10375	0.749507639299269	0.88721255717898	0.408955360340071	111.421777360484	93.5829728194396	577.8010946767	Down_hep_Up_hep_wssv
XM_027370822.1	-7.15530383146834	0.936726134712567	1.69484247678143e-15	2.93024971353339e-13	126	257	130	2	0	0	2.48520954083442	6.00035861039468	2.41655440200951	0.0531973155218351	0	0	Up_hep_Down_hep_wssv
XM_027364980.1	5.43304775059279	1.94603336889828	1.87235859683336e-15	3.20573241312197e-13	4	3	19	345	250	96	0.0788955409788704	0.0700430966193932	0.353188720293698	9.17653692751655	7.96857738585146	5.34640049050248	Down_hep_Up_hep_wssv
XM_027360700.1	3.45879355142046	2.04875873984976	1.99975597211375e-15	3.39093236232943e-13	23	37	40	299	189	157	0.453649360628505	0.863864858305849	0.743555200618311	7.95299867051435	6.02424450370371	8.7435924688426	Down_hep_Up_hep_wssv
XM_027367745.1	-2.8375207551742	3.95253484914377	2.3135385448061e-15	3.88564307025291e-13	1584	1199	1174	157	112	64	31.2426342276327	27.9938909488841	21.8233451381474	4.17598926846405	3.56992266886146	3.56426699366832	Up_hep_Down_hep_wssv
XM_027363614.1	-8.65442460961303	-0.458621768308486	2.53256828827532e-15	4.17400390315282e-13	61	72	53	0	0	0	1.20315699992777	1.68103431886544	0.985210640819263	0	0	0	Up_hep_Down_hep_wssv
XM_027381963.1	3.63589864577794	4.00318881702338	2.52699452123763e-15	4.17400390315282e-13	129	97	126	806	707	811	2.54438119656857	2.26472679069371	2.34219888194768	21.4385181552995	22.5351368471879	45.1659458103907	Down_hep_Up_hep_wssv
XM_027376042.1	5.77189045273694	0.465443266784065	2.65111290386525e-15	4.32892370922813e-13	2	0	5	91	57	71	0.0394477704894352	0	0.0929444000772889	2.4204778562435	1.81683564397413	3.95410869610079	Down_hep_Up_hep_wssv
XM_027373404.1	3.05200873068974	4.61573797959736	2.69663341953712e-15	4.36285599573735e-13	218	264	288	1397	1230	986	4.29980698334844	6.1637925025066	5.35359744445184	37.1583248920018	39.2054007383892	54.9119883712026	Down_hep_Up_hep_wssv
XM_027373398.1	2.94959327816184	4.57734254870399	2.77175609152638e-15	4.4436289703698e-13	253	282	260	1389	1217	917	4.99014296691355	6.58405108222296	4.83310880401902	36.9455356299145	38.7910347143249	51.0692630186539	Down_hep_Up_hep_wssv
XM_027362612.1	3.26506607236389	5.04932111104692	2.81882894885057e-15	4.47208552688486e-13	228	347	329	2042	1731	1265	4.49704583579561	8.10165150897648	6.11574152508561	54.3144591477936	55.1744298196355	70.4499647967254	Down_hep_Up_hep_wssv
XM_027379184.1	4.72706464613991	1.64084251443045	2.84022443442645e-15	4.47208552688486e-13	14	8	11	153	304	75	0.276134393426046	0.186781590985049	0.204477680170036	4.06959463742038	9.68979010119538	4.17687538320506	Down_hep_Up_hep_wssv
XM_027373549.1	2.92222348331961	4.61523565216223	4.12405432875094e-15	6.43607947677193e-13	253	289	290	1782	1081	862	4.99014296691355	6.74748497433488	5.39077520448276	47.3988081299551	34.4561286164217	48.0062210709702	Down_hep_Up_hep_wssv
XM_027373545.1	3.14318419441834	4.6703309944872	5.04987604361566e-15	7.81180386220721e-13	186	277	290	1721	1214	947	3.66864265551747	6.4673125878573	5.39077520448276	45.7762900065391	38.6954117856947	52.7400131719359	Down_hep_Up_hep_wssv
