ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ovary_1	ovary_2	ovary_3	ovary_4	ovary_5	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	Expression
XM_027354937.1	6642.65466652035	8.34565450522017	0.311982433625644	26.7503987587787	1.22165852114009e-157	7.18080698238468e-155	59	104	131	126	95	16910	3531	5035	3549	4316	27.1547868174436	42.4822663155559	52.2394822799604	40.5269828564947	40.9613676312539	8701.32767384467	16137.9381097853	17547.6505238492	14776.5965279525	9059.66894387115	Down_ovary_Up_muscle
XM_027363210.1	3514.16166579585	8.29408078299606	0.313866219089734	26.4255287079008	6.9745774289569e-154	3.9356145516118e-151	44	33	96	60	47	10686	1386	2171	1858	3761	20.2510274570766	13.4799498885899	38.2823686937114	19.2985632649975	20.2650976701993	5498.66277484945	6334.51776271946	7566.22627354052	7735.9583964316	7894.67444344286	Down_ovary_Up_muscle
XM_027363226.1	1940.95106042537	7.47981705447074	0.283228110617391	26.4091619937229	1.07537514333577e-153	5.83473736424529e-151	43	44	74	70	42	4599	933	1336	1017	1801	19.7907768330521	17.9732665181198	29.5093258680692	22.5149904758304	18.1092362159228	2366.49355245486	4264.14507403843	4656.13924525571	4234.37550547413	3780.45963111954	Down_ovary_Up_muscle
XM_027363007.1	8025.97244201048	6.99349820219013	0.265752481303412	26.3158340719521	1.26360872923534e-152	6.60212160863811e-150	189	248	272	560	342	26370	3519	5579	3886	6841	86.9873679406244	101.303865829403	108.466711298849	180.119923806643	147.460923472514	13569.1313281658	16083.0938001514	19443.5635099413	16179.7278409759	14359.8691485224	Down_ovary_Up_muscle
XM_027368571.1	4401.30356419265	7.58631024045837	0.29603732480792	25.6261950934081	7.79106502553157e-145	3.92530551125621e-142	109	73	81	220	103	17878	1712	2195	2621	3906	50.167318018667	29.8192830868806	32.300748585319	70.7613986383241	44.4107459580964	9199.42851289149	7824.45484110802	7649.86949351518	10912.7809241374	8199.04237598719	Down_ovary_Up_muscle
XM_027365861.1	27647.1892978042	7.18134923199888	0.281714580012616	25.4915781486257	2.44419922127359e-143	1.18897649705195e-140	844	987	1074	999	813	55950	14760	20024	12403	27109	388.451526676651	403.173046667824	428.283999760897	321.321078362208	350.543072465363	28790.0226701129	67458.5008497397	69786.3265321858	51641.0613514215	56904.2088506494	Down_ovary_Up_muscle
XM_027381155.1	8374.61790729065	7.15672209858099	0.281002236931112	25.4685591714185	4.39797110246659e-143	2.06807261141654e-140	219	191	284	422	359	22906	4063	5900	4519	6398	100.794886661358	78.0203160218382	113.252007385563	135.733228297149	154.790852417054	11786.671300833	18569.3691702231	20562.2915771023	18815.2830965955	13429.9726373697	Down_ovary_Up_muscle
XM_027356467.1	5651330.47201782	25.0697983021588	0.987248550707722	25.3936035501771	2.96743840250576e-142	1.35037592077899e-139	0	2	2	0	0	3873987	3604010	4669499	3612850	3207098	0	0.816966659914537	0.797549347785655	0	0	1993425.80078146	16471620.0303164	16273830.5011843	15042442.0304348	6731984.74294515	Down_ovary_Up_muscle
XM_027368572.1	4060.26549689921	7.54540047638674	0.305890683626211	24.6669835999549	2.41927691629027e-134	1.06652310806584e-131	113	88	74	208	73	17317	1656	2094	2440	3073	52.0083205147649	35.9465330362396	29.5093258680692	66.9016859853246	31.4755772324372	8910.75643571663	7568.51472948299	7297.87094278851	10159.1703376174	6450.50108074978	Down_ovary_Up_muscle
XM_027371198.1	4503.05423783019	8.95480762931777	0.370366196410456	24.1782530806177	3.76808788333571e-129	1.61080047788536e-126	60	39	44	35	43	9064	1881	2836	3275	3887	27.6150374414681	15.9308498683335	17.5460856512844	11.2574952379152	18.5404085067781	4664.03512925654	8596.84553511927	9883.84049367155	13635.7716621709	8159.15968137793	Down_ovary_Up_muscle
XM_027350813.1	11270.9583930153	10.4359774627339	0.437101534353345	23.87540798312	5.51670940313149e-126	2.28894763382282e-123	31	22	71	35	43	19447	6002	9321	6031	8382	14.2677693447585	8.9866332590599	28.3130018463908	11.2574952379152	18.5404085067781	10006.7841084126	27431.2955352397	32484.935557656	25110.6378303977	17594.5655902521	Down_ovary_Up_muscle
XM_027367238.1	876992.959232441	22.0624254981253	0.924313151834687	23.8689944574879	6.43115571780036e-126	2.59212324888599e-123	0	1	4	0	0	1152469	585162	688534	565144	357222	0	0.408483329957268	1.59509869557131	0	0	593022.495739095	2674400.49283438	2399633.3675845	2353030.39396821	749840.838616204	Down_ovary_Up_muscle
XM_027371195.1	4500.59103837134	8.8189528592919	0.370175401960266	23.8237138734532	1.89693274793103e-125	7.43334174307307e-123	62	40	63	40	39	9329	1918	3014	3213	3553	28.535538689517	16.3393331982907	25.1228044552481	12.8657088433317	16.8157193433569	4800.39537961543	8765.94882315724	10504.1943751502	13377.6288093298	7458.063891931	Down_ovary_Up_muscle
XM_027357537.1	1200.04831833994	4.29587212109164	0.181209689020494	23.7066359106537	3.08003381228588e-124	1.17432532405181e-121	244	271	288	410	258	4934	544	719	516	829	112.30115226197	110.69898241842	114.847106081134	131.87351564415	111.242451040669	2538.8734915878	2486.27537007171	2505.81146507399	2148.41471074204	1740.14493847757	Down_ovary_Up_muscle
XM_027363213.1	3586.27604030187	8.2785942361326	0.350138989563689	23.6437371526336	1.3690850275591e-123	5.08254802204637e-121	39	32	105	64	50	10745	1312	2061	2089	3974	17.9497743369542	13.0714665586326	41.8713407587469	20.5851341493307	21.5586145427652	5529.02222681615	5996.31118664353	7182.86151532336	8697.74870298472	8341.78044090453	Down_ovary_Up_muscle
XM_027363232.1	2017.52682595518	7.3787175301552	0.314176743665561	23.4858807309105	5.68646569090217e-122	2.05689670516813e-119	51	37	95	67	52	4959	1014	1305	1036	1909	23.4727818252479	15.1138832084189	37.8835940198186	21.5500623125805	22.4209591244758	2551.73766614996	4634.34416406749	4548.10008612178	4313.48379908672	4007.16126363531	Down_ovary_Up_muscle
XM_027371994.1	708.661178698992	6.5384691061404	0.279788260414358	23.3693475789768	8.76313541023506e-121	3.09053878080465e-118	49	30	32	38	37	2023	326	354	395	763	22.5522805771989	12.254499898718	12.7607895645705	12.2224234011651	15.9533747616463	1040.96900556995	1489.93707838856	1233.73749462614	1644.61978826183	1601.60505194015	Down_ovary_Up_muscle
XR_003476718.1	793610.451722732	21.9180749345928	0.939409970022102	23.3317461321782	2.11189883898938e-120	7.26647729795688e-118	0	1	4	0	0	894780	469848	667661	552882	333211	0	0.408483329957268	1.59509869557131	0	0	460424.244589163	2147374.09940708	2326888.16214571	2301976.39942728	699439.608076054	Down_ovary_Up_muscle
XM_027381154.1	8314.18358026033	6.95675582140873	0.298321445130004	23.3196638558018	2.80087305890353e-120	9.40759910522671e-118	259	239	263	491	427	21591	4095	5891	4637	6105	119.204911622337	97.6275158597871	104.877739233814	157.926576051896	184.110568195215	11110.0157188634	18715.6206625802	20530.9253696118	19306.5872358737	12814.9395047112	Down_ovary_Up_muscle
XM_027363219.1	2023.89520262934	7.54468210134231	0.324230503635564	23.2695012244207	9.03037840576738e-120	2.9625941434921e-117	32	37	83	73	49	4792	929	1426	1000	2042	14.728019968783	15.1138832084189	33.0982979331047	23.4799186390803	21.1274422519099	2465.80498007473	4245.86363749378	4969.80132016066	4163.59440066286	4286.34012590011	Down_ovary_Up_muscle
XM_027365884.1	625677.566901461	20.4513980934797	0.879555012886278	23.2519828707109	1.35832110677378e-119	4.35496269392221e-117	2	0	0	10	0	764191	332366	467974	396701	505866	0.920501248048936	0	0	3.21642721083291	0	393227.456913249	1519031.98464936	1630952.17601744	1651702.06233736	1061857.85216875	Down_ovary_Up_muscle
XR_003476140.1	220652.022658233	20.4590155525334	0.883866165472089	23.1471871554285	1.55174791541099e-118	4.8645572983784e-116	0	0	0	4	0	385199	105655	154969	138705	194288	0	0	0	1.28657088433317	0	198210.687086771	482881.294531115	540087.756510503	577511.361343942	407827.840539119	Down_ovary_Up_muscle
XR_003476212.1	8588.32496738139	6.71199733421676	0.290550553872618	23.1009621036875	4.52802165399355e-118	1.3886261189758e-115	243	312	332	776	440	35680	2926	4903	3802	9729	111.840901637946	127.446798946668	132.393191732419	249.594751560634	189.715807976334	18359.749935114	13372.8708324078	17087.6128139886	15829.9859113202	20422.0387291294	Down_ovary_Up_muscle
XM_027373343.1	50931.1167001094	10.8695061733119	0.470698307495837	23.0922992503177	5.53306286034362e-118	1.66074293129505e-115	101	139	219	134	89	68375	34196	44212	25629	27047	46.4853130264713	56.7791828640603	87.3316535825292	43.1001246251611	38.3743338861221	35183.5174275062	156288.001020169	154084.751729974	106708.760894588	56774.0653208718	Down_ovary_Up_muscle
XM_027363216.1	2018.29843284868	7.58949999247799	0.330649134876599	22.9533338876282	1.36473303752126e-116	4.01089353339841e-114	32	37	86	56	51	4872	977	1402	1019	1895	14.728019968783	15.1138832084189	34.2946219547832	18.0119923806643	21.9897868336205	2506.97033867364	4465.24087602952	4886.158100186	4242.70269427546	3977.77401497586	Down_ovary_Up_muscle
XM_027367236.1	809087.023468759	23.232655323557	1.01242094954413	22.9476240431593	1.55620529067051e-116	4.48028327254876e-114	0	1	0	1	0	1355957	518654	523098	411891	707302	0	0.408483329957268	0	0.321642721083292	0	697730.701871284	2370435.04740657	1823066.71176255	1714947.06128343	1484689.98223771	Down_ovary_Up_muscle
XM_027362049.1	872134.488272517	19.5060464919321	0.8575616414768	22.745940989549	1.5740992681529e-114	4.44116367516658e-112	10	4	14	0	0	1039167	348817	627933	479016	1147895	4.60250624024468	1.63393331982907	5.58284543449958	0	0	534721.027489423	1594218.96279835	2188430.75201434	1994428.33542792	2409533.98571014	Down_ovary_Up_muscle
XR_003477590.1	1778688.00003279	24.3674439811987	1.07212409839837	22.7281935156583	2.35840674846553e-114	6.52353803933398e-112	0	0	2	0	0	1990886	1026101	1401856	1087586	1266674	0	0	0.797549347785655	0	0	1024444.20149438	4689650.07997417	4885656.24086616	4528266.97983932	2658861.7006045	Down_ovary_Up_muscle
XM_027381156.1	7925.05664526194	7.00224693821675	0.308559231688787	22.6933639285155	5.20969366342765e-114	1.41332977903796e-111	215	224	268	471	381	20281	4069	5796	4345	5390	98.9538841652606	91.5002659104281	106.871612603278	151.49372163023	164.276642815871	10435.9329718063	18596.79132504	20199.8376238788	18090.8176708801	11314.0907338891	Down_ovary_Up_muscle
XM_027382986.1	100017.247110561	10.2788510590365	0.456953945139477	22.4942823415149	4.72157406209417e-112	1.25674047724458e-109	149	339	865	385	298	201950	45515	65828	52768	113529	68.5773429796457	138.475848855514	344.940092917296	123.832447617067	128.489342674881	103916.802113124	208019.896082378	229419.411853812	219704.549334178	238307.496647068	Down_ovary_Up_muscle
XM_027373331.1	77872.6110985726	11.5513676955644	0.514765128437857	22.4400742346688	1.59977603831036e-111	4.17926677267485e-109	114	124	241	112	56	94781	49820	64525	42602	47518	52.4685711387893	50.6519329147013	96.1046964081714	36.0239847613286	24.1456482878971	48771.1731670415	227695.292163552	224878.282036021	177377.448657039	99744.520128561	Down_ovary_Up_muscle
XM_027366660.1	8346409.84324389	26.6028813050109	1.18812816995785	22.390582074958	4.86198068464654e-111	1.24705384578743e-108	0	0	0	2	0	5272673	6163767	6974136	5401401	2756092	0	0	0	0.643285442166583	0	2713143.43524741	28170628.8216191	24305799.6492146	22489242.9593348	5785282.92373765	Down_ovary_Up_muscle
XM_027373338.1	76254.2903494648	11.5195065205439	0.514895658282349	22.3725066141985	7.292212826371e-111	1.83698654181457e-108	116	120	240	99	69	88370	49493	64222	41215	45346	53.3890723868383	49.0179995948722	95.7059217342786	31.8426293872459	29.750888069016	45472.2842423213	226200.784726028	223822.286383841	171602.54322332	95185.2984079659	Down_ovary_Up_muscle
XM_027361534.1	4048.28378295937	6.24050139895231	0.279050694187291	22.3633251195708	8.95835658623873e-111	2.21711467301877e-108	162	224	246	437	286	19378	2015	2220	1887	2468	74.5606010919638	91.5002659104281	98.0985697776356	140.557869113398	123.315275184617	9971.27898662106	9209.27365936488	7736.99784765544	7856.70263405082	5180.55212082344	Down_ovary_Up_muscle
XR_003475609.1	89349.9640276889	15.1165658097934	0.676250693901851	22.3534939721443	1.1165554844019e-110	2.7157324514582e-108	5	10	40	6	2	169161	41036	48655	57379	100238	2.30125312012234	4.08483329957268	15.9509869557131	1.92985632649975	0.862344581710609	87044.6653243784	187549.257511512	169569.202827782	238902.883115634	210408.502223298	Down_ovary_Up_muscle
XM_027362996.1	12988.4046822315	7.02455307168847	0.314315835453043	22.3487087806555	1.2428610613465e-110	2.9717018631212e-108	282	328	399	976	586	46342	5015	8360	6771	11815	129.7906759749	133.982532225984	159.111094883238	313.923295777292	252.666962441209	23846.0631023838	22920.3510678486	29135.7216245043	28191.6976868882	24800.7387793878	Down_ovary_Up_muscle
XM_027377953.1	3303.52444949917	8.22330487349373	0.368513626263055	22.3147918759013	2.65475566690312e-110	6.24177303216705e-108	41	63	65	51	54	7854	1307	2103	2749	1970	18.8702755850032	25.7344497873079	25.9203538030338	16.4037787752479	23.2833037061865	4041.40908044802	5973.45939096273	7329.23715027901	11445.7210074222	4135.20570422293	Down_ovary_Up_muscle
XM_027363209.1	3584.8751014264	8.40166889591734	0.376723895077399	22.3019272355718	3.53925418912226e-110	8.18496046654881e-108	23	32	99	66	49	10701	1393	2199	1957	3839	10.5857643525628	13.0714665586326	39.4786927153899	21.2284195914972	21.1274422519099	5506.38127958675	6366.51027667259	7663.81003017762	8148.15424209722	8058.40340025981	Down_ovary_Up_muscle
XM_027358886.1	172785.208443874	20.0759370052181	0.901499265825588	22.2694990071153	7.30129355609089e-110	1.66127980960926e-107	0	2	0	2	0	321230	99878	99523	140479	83050	0	0.816966659914537	0	0.643285442166583	0	165294.3517841	456478.329801511	346851.00756406	584897.577810718	174329.357226251	Down_ovary_Up_muscle
XM_027363230.1	1911.22030909986	7.38954555893217	0.333063259704334	22.1866127338452	4.62548447146503e-109	1.03574141966599e-106	40	48	95	48	51	4490	858	1316	1017	1880	18.4100249609787	19.6071998379489	37.8835940198186	15.438850611998	21.9897868336205	2310.40575136384	3921.36813882633	4586.4365619435	4234.37550547413	3946.28767712645	Down_ovary_Up_muscle
XR_003477589.1	139339.261819339	21.8484374619454	0.985001482320558	22.1811214034651	5.226002264624e-109	1.15192521792267e-106	0	0	0	0	0	340909	50944	78156	85660	169646	0	0	0	0	0	175420.515432449	232832.375832598	272384.145847459	356653.496360781	356102.084720103	Down_ovary_Up_muscle
XM_027371767.1	33605.8944379347	11.3882427516612	0.514373507347807	22.1400258547156	1.30161969675351e-108	2.82491524032335e-106	40	43	112	40	74	64078	17268	31898	20662	12788	18.4100249609787	17.5647831881625	44.6627634759967	12.8657088433317	31.9067495232925	32972.4231037622	78920.9615632321	111168.809614646	86028.187506496	26843.1525612197	Down_ovary_Up_muscle
XM_027370793.1	4199.30417926555	12.7627948635755	0.576953243713217	22.1210210751834	1.98387185206596e-108	4.24037579046885e-106	1	0	5	2	7	10434	2097	2482	2793	3218	0.460250624024468	0	1.99387336946414	0.643285442166583	3.01820603598713	5368.99189526288	9584.0431085301	8650.10299904541	11628.9191610514	6754.8690132941	Down_ovary_Up_muscle
XM_027350644.1	5829.14125262157	11.3962379467087	0.516749902597065	22.0536818477058	8.80598847908167e-108	1.85412058917023e-105	12	5	17	12	8	6062	2550	4158	3106	7657	5.52300748829361	2.04241664978634	6.77916945617807	3.8597126529995	3.44937832684244	3119.30504783243	11654.4157972111	14491.1878606087	12932.1242084588	16072.7259275304	Down_ovary_Up_muscle
XM_027368503.1	288.300079159287	6.67824650310929	0.303091386880938	22.033771965063	1.36702171331413e-107	2.83596695731212e-105	12	18	12	18	10	844	104	187	157	305	5.52300748829361	7.35269993923083	4.78529608671393	5.78956897949925	4.31172290855305	434.294533218504	475.317350160768	651.720088969175	653.684320904069	640.222202938068	Down_ovary_Up_muscle
XM_027373332.1	75599.0146142635	11.4003976420242	0.517965840500925	22.009941101519	2.3129228509764e-107	4.72875400851073e-105	115	127	265	121	70	85779	48652	64145	41098	45041	52.9288217628138	51.8773829045731	105.675288581599	38.9187692510783	30.1820603598713	44139.0411906991	222357.112692516	223553.931053089	171115.402678442	94545.0762050279	Down_ovary_Up_muscle
XM_027373316.1	49646.2147312618	10.7197166947447	0.48726721130085	21.9996676282125	2.90096303749103e-107	5.84626936712657e-105	149	148	209	134	90	56633	33670	43316	25599	26486	68.5773429796457	60.4555328336757	83.3439068436009	43.1001246251611	38.8055061769774	29141.4719191511	153883.992114549	150962.071517587	106583.853062569	55596.4762853038	Down_ovary_Up_muscle
XM_027363252.1	1738.8365158104	6.38517242857091	0.290375612844621	21.9893549806733	3.64126577507068e-107	7.23483609703128e-105	67	80	111	182	90	5592	551	1175	748	2181	30.8367918096393	32.6786663965815	44.2639888021039	58.5389752371591	38.8055061769774	2877.45856606383	2518.26788402484	4095.03264459241	3114.36861169582	4578.11352330467	Down_ovary_Up_muscle
XM_027365885.1	554220.304516443	23.2632148469086	1.05918617761612	21.9632915709554	6.46427197040925e-107	1.26654839842449e-104	1	0	0	0	0	660168	307431	428873	347158	408428	0.460250624024468	0	0	0	0	339700.655694068	1405070.07958918	1494679.9450079	1445425.10494532	857326.799677341	Down_ovary_Up_muscle
XM_027363224.1	1959.53382246276	7.68784370569052	0.350642510806288	21.9250189830452	1.49975511033038e-106	2.89822538923708e-104	39	33	82	58	27	4685	890	1346	1024	1938	17.9497743369542	13.4799498885899	32.6995232592119	18.6552778228309	11.6416518530932	2410.74631294869	4067.61963118349	4690.99058691181	4263.52066627877	4068.03485014418	Down_ovary_Up_muscle
XM_027373333.1	76883.6278840523	11.4749445680028	0.523860434764598	21.9045833708729	2.34919536576283e-106	4.47839176011031e-104	147	107	249	87	73	93961	49037	64686	41756	46118	67.6568417315968	43.7077163054277	99.294893799314	27.9829167342464	31.4755772324372	48349.2282414027	224116.700959938	225439.388636685	173855.047794078	96805.7952626157	Down_ovary_Up_muscle
XM_027356793.1	4918.24131618735	7.05922255250843	0.322564672053982	21.884673568118	3.63604371036817e-106	6.83915581628851e-104	149	156	226	168	208	9279	2125	3435	2406	5879	68.5773429796457	63.7233994733338	90.123076299779	54.035977141993	89.6838364979034	4774.66703049111	9712.01316434261	11971.4358588723	10017.6081279948	12340.54534778	Down_ovary_Up_muscle
XM_027381668.1	86028.8046053063	19.454800381833	0.890354559561886	21.850621387738	7.66824689882199e-106	1.42336788160108e-103	0	2	1	0	0	274828	40818	37028	53888	85228	0	0.816966659914537	0.398774673892828	0	0	141417.414662767	186552.919219829	129047.547884228	224367.77506292	178901.173481986	Down_ovary_Up_muscle
XM_027373314.1	10544.845744632	4.86294203131883	0.223061814659854	21.8008718288888	2.2763974402348e-105	4.17053749212888e-103	1525	1939	1767	2113	1449	26266	4543	5914	4845	12807	701.882201637314	792.049176787143	704.634848768626	679.631069648995	624.768649449336	13515.6163619872	20763.1415555805	20611.0834554208	20172.6148712116	26883.035255829	Down_ovary_Up_muscle
XM_027363211.1	4069.65397292648	8.5881806981145	0.395282034557247	21.726716489238	1.14717640593509e-104	2.07477148186234e-102	24	31	103	63	47	12247	1473	2214	2231	5027	11.0460149765872	12.6629832286753	41.0737914109612	20.2634914282474	20.2650976701993	6301.90183451069	6732.13900756549	7716.08704266178	9288.97910787884	10552.1213579333	Down_ovary_Up_muscle
