ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	hep_1	hep_2	hep_3	hep_4	hep_5	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	Expression
XM_027375317.1	22574.7378080075	-7.09360093217847	0.287853824575906	-24.6430664683002	4.3671607582335e-134	7.19112571035304e-131	48727	54434	41836	59660	48222	274	163	440	396	219	38259.2797152984	37318.3092985025	36147.7601446703	71316.7142651584	41065.8458275692	258.531981460618	272.110537093116	430.691071019965	410.847646656245	267.28759264643	Up_hemocyte_Down_hep
XM_027363774.1	9802.51044501328	11.1746402528602	0.454389821020286	24.5926289188624	1.5147251719882e-133	2.28635142001852e-130	16	21	8	5	2	17311	20246	15965	16243	12595	12.5628188775171	14.3969668822529	6.91227844816336	5.97692878521274	1.70319961127988	16333.748653521	33798.4658526824	15627.2339746221	16852.0159713066	15372.0878053963	Down_hemocyte_Up_hep
XM_027360613.1	1450.71952728391	5.40250622167628	0.220450189919465	24.5066979695047	1.25321667312277e-132	1.74611643079021e-129	67	95	63	79	83	3178	1881	2890	3058	1663	52.6068040496028	65.1291358959058	54.4341927792865	94.4354748063612	70.682783868115	2998.59356599213	3140.1222102586	2828.85726192659	3172.65682695656	2029.677016306	Down_hemocyte_Up_hep
XM_027376677.1	57890.3294805949	-9.11976992194545	0.373912967669339	-24.3900872943521	2.17891252434465e-131	2.81904589667533e-128	152863	172423	127307	114529	108884	86	185	217	136	244	120024.386379618	118208.010511366	109997.679050042	136906.335368326	92725.5932372992	81.1450744730406	308.837112651696	212.409005480301	141.099191780933	297.799874912004	Up_hemocyte_Down_hep
XM_027382644.1	479.923687036378	6.38938825105451	0.263960935598544	24.205809986869	1.93242348035655e-129	2.33346576664655e-126	20	12	14	14	6	1193	556	924	854	735	15.7035235968964	8.22683821843021	12.0964872842859	16.7354005985957	5.10959883383964	1125.65202146904	928.180727753206	904.451249141926	886.019924859681	897.061098607882	Down_hemocyte_Up_hep
XM_027362399.1	13506.0302148346	9.00407762672707	0.373524016652781	24.105752843992	2.17553883381204e-128	2.46284593105234e-125	43	62	54	71	66	22992	18367	19653	15712	38429	33.7625757333272	42.5053307952227	46.6578795251027	84.8723887500208	56.205587172236	21694.0413056296	30661.68242202	19237.208224444	16301.1066269266	46902.2598073501	Down_hemocyte_Up_hep
XM_027356789.1	207705.194054739	16.0400884287461	0.666335915035107	24.0720754604696	4.90336273236509e-128	5.22438877478405e-125	4	10	0	10	11	564504	464799	231659	269758	214523	3.14070471937927	6.8556985153585	0	11.9538575704255	9.36759786203934	532636.268841038	775930.708775112	226757.870048668	279872.321885595	261823.453138311	Down_hemocyte_Up_hep
XM_027375348.1	13125.9470310175	8.42094514355423	0.350803982310262	24.0047022502341	2.48350952972201e-127	2.4991004506586e-124	109	111	115	64	52	31564	27339	17927	18315	15491	85.5842036030851	76.0982535204794	99.3640026923484	76.504688450723	44.2831898932769	29782.1294263611	45639.4476907282	17547.7246140339	19001.7036578514	18906.6305830404	Down_hemocyte_Up_hep
XM_027364268.1	2756.30827084325	7.8431180487679	0.327764879939389	23.9290983531191	1.5253475577317e-126	1.45413791122075e-123	38	38	24	20	22	6299	5516	3335	4057	3948	29.8366948341031	26.0516543583623	20.7368353444901	23.9077151408509	18.7351957240787	5943.40493146142	9208.3541264149	3264.44254966269	4209.11339011209	4818.49961537948	Down_hemocyte_Up_hep
XM_027362646.1	2051.2428127723	10.0822133696063	0.422870594825142	23.8423136841079	1.21673494532018e-125	1.10193600322922e-122	6	2	6	4	4	3943	3814	4207	2877	2706	4.71105707906891	1.3711397030717	5.18420883612252	4.78154302817019	3.40639922255976	3720.40730985115	6367.05269001929	4117.9939449568	2984.87040260106	3302.64943242575	Down_hemocyte_Up_hep
XM_027367016.1	14805.3701758287	12.0558731215475	0.507636630754313	23.7490212312561	1.12462419458599e-124	9.70015144596951e-122	10	14	9	0	10	22437	27550	30795	36899	10186	7.85176179844818	9.59797792150191	7.77631325418379	0	8.5159980563994	21170.3725110652	45991.688938131	30143.4807546814	38282.4932170929	12431.9242862856	Down_hemocyte_Up_hep
XM_027375361.1	12156.8608732088	8.54248349470218	0.36089759987115	23.6701033693548	7.32925360493151e-124	6.03430775209657e-121	107	101	82	53	44	30573	25488	16449	16529	13599	84.0138512433955	69.2425550051209	70.8508540936745	63.355445123255	37.4703914481574	28847.0739751659	42549.4071744131	16100.9941527441	17148.7392716694	16597.4610611817	Down_hemocyte_Up_hep
XM_027367228.1	3178.44116488696	8.18758621423256	0.348782031200847	23.4747936585005	7.38084106608827e-122	5.81257279261117e-119	28	44	38	4	20	6947	4050	6110	7181	4040	21.9849330356549	30.1650734675774	32.833322628776	4.78154302817019	17.0319961127988	6554.82363214201	6761.02868237497	5980.73282711815	7450.24482484469	4930.78481411679	Down_hemocyte_Up_hep
XM_027368290.1	3938.24487057279	9.89788452748558	0.424591966084968	23.3115209850788	3.38764504405627e-120	2.55668394512463e-117	13	18	14	0	6	10073	5307	8466	7876	3704	10.2072903379826	12.3402573276453	12.0964872842859	0	5.10959883383964	9504.35273449927	8859.45165860839	8286.88774376142	8171.30319460755	4520.69974046747	Down_hemocyte_Up_hep
XM_027355645.1	1108.785017675	-5.73988876290071	0.246910206915141	-23.2468670882991	1.53021414338126e-119	1.10867075116259e-116	2918	3375	2448	1314	3048	38	14	42	55	36	2291.14409278718	2313.7982489335	2115.15720513799	1570.73688475391	2595.67620759054	35.8548003485528	23.3714571736419	41.1114204155421	57.0621731467008	43.9376864624269	Up_hemocyte_Down_hep
XM_027366234.1	2716.34063342976	9.42516093789338	0.40617198745115	23.2048522032233	4.06755400595877e-119	2.83367714268966e-116	11	16	15	2	4	4309	5033	4072	4545	4880	8.63693797829299	10.9691176245736	12.9605220903063	2.39077151408509	3.40639922255976	4065.74565005037	8402.03885392425	3985.85009362113	4715.41049003191	5955.99749824009	Down_hemocyte_Up_hep
XM_027359031.1	2591.09127525938	8.48250916221189	0.370200689581913	22.9132721816148	3.42618149920808e-116	2.29846020352429e-113	11	22	16	8	29	7566	4053	4560	4515	2283	8.63693797829299	15.0825367337887	13.8245568963267	9.56308605634038	24.6963943635583	7138.87945887238	6766.03685176932	4463.525645116	4684.28566831553	2786.38161649224	Down_hemocyte_Up_hep
XM_027379114.1	3721.69445912708	8.07664764796156	0.352754594127257	22.895938940055	5.09985106628684e-116	3.29905722727334e-113	21	43	24	32	39	9335	6473	5000	8126	3392	16.4886997767412	29.4795036160416	20.7368353444901	38.2523442253615	33.2123924199577	8808.01476983527	10805.9601632131	4894.21671613597	8430.67670891073	4139.90645779311	Down_hemocyte_Up_hep
XM_027353014.1	1534.01460092503	8.363028267533	0.365343770335762	22.8908467765774	5.73168654971774e-116	3.57993236120819e-113	16	18	12	0	11	3252	1725	4171	3031	1737	12.5628188775171	12.3402573276453	10.368417672245	0	9.36759786203934	3068.41607193404	2879.6974017523	4082.75558460062	3144.64448741182	2119.9933718121	Down_hemocyte_Up_hep
XM_027360286.1	98114.5632726277	16.9326623621989	0.739762313622744	22.889328167147	5.93482190228936e-116	3.58324763720557e-113	2	2	2	3	0	135397	290045	121505	132532	92381	1.57035235968964	1.3711397030717	1.72806961204084	3.58615727112764	0	127753.484284026	484198.163994926	118934.36041882	137501.162390519	112750.20591904	Down_hemocyte_Up_hep
XM_027350887.1	440.627180433586	7.03023229953462	0.308198810570196	22.8107054875651	3.59020477290502e-115	2.09772190489125e-112	4	8	10	8	9	855	666	818	707	753	3.14070471937927	5.4845588122868	8.64034806020421	9.56308605634038	7.66439825075946	806.733007842438	1111.81360554611	800.693854759844	733.508298449408	919.029941839095	Down_hemocyte_Up_hep
XM_027362906.1	1732.51714948933	9.3548254088938	0.410478093093012	22.7900722749997	5.75204827213466e-115	3.25583907353672e-112	7	7	12	5	0	2339	2366	3881	3239	3263	5.49623325891372	4.79898896075095	10.368417672245	5.97692878521274	0	2206.95731619118	3949.77626234548	3798.89101506474	3360.44325131207	3982.46308130275	Down_hemocyte_Up_hep
XM_027372482.1	6156.52142263916	11.6368958473269	0.511378681826698	22.7559267933475	1.25365039912132e-114	6.88102111493469e-112	10	2	2	1	8	14980	10187	13063	11377	4765	7.85176179844818	1.3711397030717	1.72806961204084	1.19538575704255	6.81279844511952	14134.3397163506	17006.0738734207	12786.6305925768	11803.5698889094	5815.64099981844	Down_hemocyte_Up_hep
XM_027358582.1	2310.72973763953	-2.72913206285117	0.120072751634806	-22.72898743215	2.31615129900868e-114	1.23389554349836e-111	4989	5990	4574	3319	4860	610	303	599	639	569	3917.2439612458	4106.56341069974	3952.0952027374	3967.48532762421	4138.77505541011	575.563900332032	505.825108829535	586.327162593089	662.958702558941	694.459544364469	Up_hemocyte_Down_hep
XM_027354162.1	725.481708456761	6.04511090259501	0.266517781098915	22.6818296237857	6.77143582938108e-114	3.40697269937721e-111	27	29	23	15	34	1508	1215	1494	1201	809	21.1997568558101	19.8815256945397	19.8728005384697	17.9307863556382	28.954393391758	1422.86944541099	2028.30860471249	1462.39195478143	1246.0303627125	987.377454113981	Down_hemocyte_Up_hep
XM_027355828.1	1773.89085213499	6.91009320026388	0.304638455158479	22.6829314659868	6.60397907425824e-114	3.40697269937721e-111	25	37	30	28	50	4696	2882	2818	2172	2735	19.6294044961204	25.3660845068265	25.9210441806126	33.4708011971913	42.579990281997	4430.89848517905	4811.18139817399	2758.38054121423	2253.43709226607	3338.04367985382	Down_hemocyte_Up_hep
XM_027365519.1	3103.64082148042	10.9462365014725	0.482842887566268	22.6703898583784	8.78130534610193e-114	4.29880496578227e-111	5	6	0	0	8	5089	5459	6953	5370	3875	3.92588089922409	4.1134191092151	0	0	6.81279844511952	4801.71260457329	9113.19890792221	6805.89776545867	5571.34308723242	4729.403751164	Down_hemocyte_Up_hep
XM_027355829.1	1546.68769128091	6.68213401748694	0.294881905199143	22.6603731855784	1.10242458232024e-113	5.2547938051491e-111	26	42	48	21	39	3983	2539	2620	1859	2317	20.4145806759653	28.7939337645057	41.4736706889802	25.1031008978935	33.2123924199577	3758.14920495489	4238.58069741976	2564.56955925525	1928.70145235849	2827.87832037342	Down_hemocyte_Up_hep
XM_027379121.1	1286.59643930236	7.85463164049679	0.348812549399951	22.5182025532305	2.75310530763719e-112	1.27864093428801e-109	22	10	10	4	20	2668	2136	2506	2402	1461	17.273875956586	6.8556985153585	8.64034806020421	4.78154302817019	17.0319961127988	2517.38440341944	3565.8166087785	2452.98141812735	2492.060725425	1783.13777560016	Down_hemocyte_Up_hep
XM_027363241.1	1230.85979687832	7.61312589352385	0.338435458875323	22.4950598227016	4.63955576124062e-112	2.10090683758378e-109	6	22	20	14	11	2575	2129	1979	1839	1980	4.71105707906891	15.0825367337887	17.2806961204084	16.7354005985957	9.36759786203934	2429.63449730325	3554.13088019168	1937.13097624662	1907.95157121423	2416.57275543348	Down_hemocyte_Up_hep
XM_027378229.1	911.723900716028	7.02099796936859	0.312692503565836	22.453361974795	1.18650005735165e-111	5.24172574117327e-109	15	33	13	10	13	1948	1326	1227	1433	1892	11.7776426976723	22.6238051006831	11.2324524782655	11.9538575704255	11.0707974733192	1838.03029155213	2213.61087230351	1201.04078213977	1486.72898398586	2309.16952185866	Down_hemocyte_Up_hep
XM_027363492.1	67393.8497368494	-8.78568848870054	0.391800210105411	-22.4238993805971	2.30116606843452e-111	9.92405261846535e-109	185258	207259	156540	117760	127805	117	168	347	230	455	145460.168725691	142090.521859469	135256.008534437	140768.62674933	108838.713159813	110.395043178439	280.457486083702	339.658640099836	238.62363315893	555.323537233451	Up_hemocyte_Down_hep
XR_003475024.1	5762.25544107948	10.7936733696018	0.48288927352565	22.3522740333316	1.147484318222e-110	4.83357754789654e-108	20	9	6	0	5	17977	7837	8859	9246	7605	15.7035235968964	6.17012866382265	5.18420883612252	0	4.2579990281997	16962.1512069983	13083.0078478451	8671.57317764971	9592.670052989	9281.83626518767	Down_hemocyte_Up_hep
XM_027357934.1	10375.4907506912	-6.54317155334934	0.292778643721196	-22.3485274410254	1.24791829806327e-110	5.13716912109546e-108	28396	31715	23603	14188	24970	174	67	323	285	172	22295.8628028734	21742.8478414595	20393.8135265	16960.1331209197	21264.4471468293	164.177243701268	111.849116473858	316.166399862383	295.685806305631	209.924501987151	Up_hemocyte_Down_hep
XM_027376661.1	291323.116509322	-8.6664238393779	0.388634429734195	-22.2996810789648	3.7214279135121e-110	1.49791608438766e-107	778965	879286	670791	552957	529657	678	1311	1468	856	1640	611624.762932818	602811.972477552	579586.771565244	660996.922056976	451055.798255834	639.725122008389	2188.57002533175	1436.94202785752	888.094912974106	2001.60571662167	Up_hemocyte_Down_hep
XM_027355618.1	7924.97879309055	12.7239814794597	0.571153072924213	22.2777081707972	6.07897918761535e-110	2.39366413098428e-107	2	6	2	2	2	10292	19227	13828	13774	7869	1.57035235968964	4.1134191092151	1.72806961204084	2.39077151408509	1.70319961127988	9710.98961019225	32097.3576484009	13535.4457501456	14290.4431440483	9604.04596591214	Down_hemocyte_Up_hep
XM_027354718.1	970.542150306309	5.73048243375265	0.258102875207606	22.2023192463212	3.26179816159976e-109	1.25704149151184e-106	48	72	52	18	28	1636	1345	2000	2039	1365	37.6884566325513	49.3610293105812	44.9298099130619	21.5169436267658	23.8447945579183	1543.64350974296	2245.32927846774	1957.68668645439	2115.45038265678	1665.97061170035	Down_hemocyte_Up_hep
XM_027355661.1	769.120027140961	-5.40729431372946	0.245051843365157	-22.0659197640555	6.71882641065008e-108	2.53537714116885e-105	2151	2297	1719	907	1974	30	20	29	52	27	1688.9139628462	1574.75394897785	1485.2758315491	1084.21488163759	1681.05801633324	28.3064213278048	33.3877959623455	28.3864569535886	53.9496909750625	32.9532648468201	Up_hemocyte_Down_hep
XM_027371819.1	22178.959638267	14.5902054671835	0.667392519735971	21.8615058391058	6.04179298253129e-106	2.23336727127733e-103	2	2	0	6	0	48510	41229	45548	40658	16726	1.57035235968964	1.3711397030717	0	7.17231454225528	0	45771.4832870604	68827.2719865772	44584.3565973122	42182.4333781556	20413.9373269598	Down_hemocyte_Up_hep
XR_003477405.1	489686.546977701	19.110403195708	0.876587208929447	21.8009149586463	2.27425354372094e-105	8.23871088748348e-103	2	0	0	6	1	1557304	1021996	723727	439930	455977	1.57035235968964	0	0	7.17231454225528	0.85159980563994	1469390.10531586	1706109.69611666	708415.356263787	456424.760589601	556515.957224389	Down_hemocyte_Up_hep
XM_027380421.1	6645.83499260357	11.4930937026642	0.529141295442622	21.720273586	1.31990708442429e-104	4.68774059219162e-102	12	6	2	6	1	9178	14923	12107	11778	7204	9.42211415813781	4.1134191092151	1.72806961204084	7.17231454225528	0.85159980563994	8659.87783155309	24912.3039573041	11850.8563564516	12219.6050058517	8792.41925764787	Down_hemocyte_Up_hep
XM_027360239.1	1362.45845302271	9.19199062203673	0.423521533758158	21.7037148984391	1.89239443175107e-104	6.59171929659753e-102	3	2	4	11	6	3743	1338	2605	2939	1831	2.35552853953445	1.3711397030717	3.45613922408168	13.149243327468	5.10959883383964	3531.69783433245	2233.64354988092	2549.88690910684	3049.19503414825	2234.71955313066	Down_hemocyte_Up_hep
XM_027380334.1	6412.08503800798	8.25518580855566	0.38462366244469	21.4630211674582	3.45132657264723e-102	1.17950713604452e-99	38	77	79	24	34	8569	13193	9965	8910	12130	29.8366948341031	52.7888785682605	68.2587496756132	28.6892581690211	28.954393391758	8085.25747859866	22024.2596065612	9754.17391525898	9244.07204976552	14804.5593552566	Down_hemocyte_Up_hep
XM_027379671.1	1127.48994686298	-4.63588657264698	0.216007953649342	-21.46164756587	3.55481525116132e-102	1.19237719711639e-99	2639	2914	2182	2318	2477	103	74	71	65	67	2072.07993861047	1997.75054737547	1885.32394673656	2770.90418482462	2109.41271857013	97.18537989213	123.534845060678	69.4978773691307	67.4371137188282	81.7729164717389	Up_hemocyte_Down_hep
XM_027383256.1	8145.56655741768	12.8541096062067	0.599277262472044	21.4493530977347	4.63046649153102e-102	1.52493890111093e-99	4	2	6	1	0	7196	15995	18225	16324	10797	3.14070471937927	1.3711397030717	5.18420883612252	1.19538575704255	0	6789.76692916279	26701.8898208858	17839.4199303156	16936.0529899408	13177.6444648562	Down_hemocyte_Up_hep
XM_027359234.1	4011.78727346827	10.034514080294	0.468021365449426	21.4402905958325	5.62613178465219e-102	1.81975223241795e-99	12	8	4	10	10	5768	9652	5823	4234	6908	9.42211415813781	5.4845588122868	3.45613922408168	11.9538575704255	8.5159980563994	5442.38127395928	16112.950331428	5699.80478761195	4392.74983823875	8431.15383562347	Down_hemocyte_Up_hep
XR_003475869.1	1762.46678509235	10.2898490118994	0.480287542056116	21.4243512705919	7.9230748544709e-102	2.51773078664967e-99	6	6	3	0	2	2638	3277	3698	3479	1985	4.71105707906891	4.1134191092151	2.59210441806126	0	1.70319961127988	2489.07798209164	5470.59036843032	3619.76268325416	3609.44182504313	2422.67521188659	Down_hemocyte_Up_hep
XM_027359274.1	784.424583482375	7.76868601521934	0.363151923099775	21.392385723605	1.57304176291562e-101	4.91250093994666e-99	9	5	10	4	14	1672	1010	1645	1945	751	7.06658561860336	3.42784925767925	8.64034806020421	4.78154302817019	11.9223972789592	1577.61121533632	1686.08369609845	1610.19729960873	2017.92594127878	916.588959257849	Down_hemocyte_Up_hep
XM_027372109.1	7220.43672423352	7.51876538583362	0.351638762356301	21.3820721454342	1.96220761957596e-101	6.02397739209819e-99	95	134	88	53	100	17075	8745	18844	17202	3942	74.5917370852577	91.866360105804	76.035062929797	63.355445123255	85.159980563994	16111.0714724089	14598.8137845356	18445.3239597732	17846.9727721736	4811.17666763574	Down_hemocyte_Up_hep
XM_027362434.1	7386.62255248108	-3.59774581885566	0.168597238991457	-21.3392926264823	4.90308173129235e-101	1.48015865664831e-98	15933	18626	14537	13529	16700	1289	590	1277	1248	726	12510.2120734675	12769.4240547068	12560.4739751189	16172.3739070286	14221.716754187	1216.23256971801	984.939980889193	1249.98294930113	1294.7925834015	886.076676992275	Up_hemocyte_Down_hep
XM_027352493.1	485.853166057899	4.29263333240301	0.201336958375425	21.320642603524	7.30485264857245e-101	2.16906222989496e-98	62	68	54	32	64	991	718	782	933	620	48.6809231503787	46.6187499044378	46.6578795251027	38.2523442253615	54.5023875609562	935.055451195153	1198.6218750482	765.455494403665	967.981955379487	756.70460018624	Down_hemocyte_Up_hep
XM_027355548.1	3334.44549973393	-4.60491614050974	0.216063606776359	-21.31278010774	8.64091658046173e-101	2.52440196809522e-98	9336	10273	8490	4614	5641	236	133	247	254	300	7330.40481503122	7042.85908482779	7335.65550311337	5515.50988299431	4803.8745036149	222.677181112065	222.028843149598	241.774305777117	263.523490532036	366.147387186891	Up_hemocyte_Down_hep
XM_027380495.1	7030.94675923002	12.7396295462376	0.597961669275788	21.3050939563852	1.0182305993655e-100	2.92749378512815e-98	3	3	2	3	1	23943	13345	7092	8726	7730	2.35552853953445	2.05670955460755	1.72806961204084	3.58615727112764	0.85159980563994	22591.354861721	22278.0068558751	6941.95699016725	9053.17314323838	9434.39767651555	Down_hemocyte_Up_hep
XM_027355653.1	769.838915745766	-5.71755677457625	0.268910310994393	-21.2619469793981	2.55589991212683e-100	7.23359611068021e-98	2136	2366	1786	854	1989	30	11	31	42	17	1677.13632014853	1622.05826873382	1543.16616355247	1020.85943651434	1693.83201341784	28.3064213278048	18.36328777929	30.344143640043	43.5747504029351	20.7483519405905	Up_hemocyte_Down_hep
XM_027361041.1	1001.23404041131	-4.13342975191331	0.195137535152268	-21.1821357110407	1.39559602236947e-99	3.88898934664279e-97	2620	3008	2202	1206	2362	139	47	101	97	105	2057.16159119342	2062.19411341984	1902.60464285697	1441.63522299331	2011.47874092154	131.153085485496	78.461320511512	98.8631776659465	100.636923549636	128.151585515412	Up_hemocyte_Down_hep
XM_027380369.1	1262.36017947758	10.0616203823734	0.475872449050076	21.1435236531514	3.16539689749229e-99	8.68709606125422e-97	6	4	2	2	0	2720	2208	1982	2127	1813	4.71105707906891	2.7422794061434	1.72806961204084	2.39077151408509	0	2566.44886705431	3686.01267424295	1940.0675062763	2206.7498596915	2212.75070989944	Down_hemocyte_Up_hep
XR_003476941.1	3115.47980318456	-4.68742171501558	0.222592986577595	-21.0582632772285	1.92088521043401e-98	5.19298415173004e-96	7483	8274	6642	6477	5829	246	90	239	222	258	5875.47335377877	5672.40495160763	5738.91918158763	7742.51354836458	4963.97526707521	232.112654888	150.245081830555	233.943559031299	230.323680701229	314.886752980726	Up_hemocyte_Down_hep
XM_027351137.1	539.435450309815	7.72852716681389	0.368389007386263	20.9792556559929	1.01469219204961e-97	2.70281171685213e-95	4	10	10	4	2	1537	705	897	825	826	3.14070471937927	6.8556985153585	8.64034806020421	4.78154302817019	1.70319961127988	1450.2323193612	1176.91980767268	878.022478874792	855.932597200511	1008.12580605457	Down_hemocyte_Up_hep
XR_003476238.1	3976.12408404392	10.821014952447	0.51641187026798	20.9542335787743	1.71670174368689e-97	4.50646647585517e-95	10	6	6	4	0	4609	6174	9071	11364	3617	7.85176179844818	4.1134191092151	5.18420883612252	4.78154302817019	0	4348.80986332842	10306.8126135761	8879.08796641387	11790.0824661656	4414.51699818328	Down_hemocyte_Up_hep
XM_027359731.1	33938.6585997792	-7.84918805961499	0.376227028992183	-20.8629031269789	1.16387749084774e-96	3.011616141675e-94	100932	113018	84100	47327	61002	107	210	397	217	329	79249.4021840971	77481.7334808787	72665.3271863174	56574.0217235526	51949.2913436476	100.959569402504	350.571857604628	388.600807261196	225.136210415165	401.541634614957	Up_hemocyte_Down_hep
XM_027360950.1	2184.3383265196	9.21847549553124	0.442832943930304	20.8170499098687	3.03292439009503e-96	7.7373745743368e-94	6	6	8	13	8	4117	3387	5345	5084	1442	4.71105707906891	4.1134191092151	6.91227844816336	15.5400148415531	6.81279844511952	3884.58455355242	5654.22324622322	5231.91766954935	5274.61978686958	1759.94844107832	Down_hemocyte_Up_hep
XM_027380441.1	22582.80330417	13.6127543188309	0.655093578950197	20.7798622307452	6.58473070719799e-96	1.65651704582607e-93	2	16	4	1	0	43264	48837	33832	37805	25500	1.57035235968964	10.9691176245736	3.45613922408168	1.19538575704255	0	40821.633744205	81527.9895706534	33116.2279880624	39222.4628329277	31122.5279108857	Down_hemocyte_Up_hep
XM_027365614.1	16146.9124346444	-7.10778043442467	0.342661269572582	-20.7428766119105	1.42164369585968e-95	3.52742907713787e-93	37331	40534	32518	30283	45690	88	133	255	319	227	29311.4119697869	27788.8883621542	28096.683822172	36199.8668805195	38909.5951196888	83.0321692282275	222.028843149598	249.605052522934	330.960604250864	277.051522971414	Up_hemocyte_Down_hep
XM_027353471.1	2494.40464542996	11.3667619152079	0.550587388237061	20.6447916498841	1.08730321773674e-94	2.66139502471157e-92	0	3	4	3	1	6853	3257	5550	4972	1999	0	2.05670955460755	3.45613922408168	3.58615727112764	0.85159980563994	6466.13017864822	5437.20257246797	5432.58055491092	5158.42045246175	2439.76208995531	Down_hemocyte_Up_hep
XM_027351358.1	554.395920494132	8.20242412386166	0.397780632824851	20.6204713025164	1.79798490668027e-94	4.3422534152933e-92	4	2	4	2	10	956	865	1016	1188	780	3.14070471937927	1.3711397030717	3.45613922408168	2.39077151408509	8.5159980563994	902.031292979381	1444.02217537144	994.504836718828	1232.54293996874	951.983206685915	Down_hemocyte_Up_hep
