ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	hep_1	hep_2	hep_3	hep_4	hep_5	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	Expression
XM_027360302.1	12.1100443544306	-0.268530202369067	33.7004639863746	1.20571138192205e-12	1.39933785664135e-09	15.5248535663812	0	0	0	0	0	1738	1801	2207	2190	1440	0	0	0	0	0	44.4650252277262	69.4079248674521	58.1893368841101	62.2661109973791	45.7728230803117	Down_hemocyte_Up_hep
XM_027364536.1	11.3141926688351	-0.665771267361512	33.4174918749955	1.3244029729296e-12	1.39933785664135e-09	15.4811295443359	0	0	0	0	0	1149	1090	1190	1036	898	0	0	0	0	0	29.3960379670065	42.0070172712508	31.3753107802859	29.4555666636004	28.5444410598055	Down_hemocyte_Up_hep
XM_027371447.1	13.2923202143787	0.322514121812665	32.8776647728995	1.58766518933861e-12	1.39933785664135e-09	15.4082752626451	0	0	0	0	0	5788	3936	4598	4956	2526	0	0	0	0	0	148.080302657123	151.687724751966	121.229982325844	140.909062147494	80.2931604867135	Down_hemocyte_Up_hep
XM_027378584.1	11.6112569164692	-0.518239533519127	34.2172123760165	1.0177453610666e-12	1.39933785664135e-09	15.5875722198284	0	0	0	0	0	1917	1002	1411	1433	993	0	0	0	0	0	49.0445646499143	38.6156250511865	37.2021542109105	40.74307628276	31.5641759157983	Down_hemocyte_Up_hep
XM_027379504.1	15.2798763698681	1.31624444638607	33.064475944376	1.49062421788115e-12	1.39933785664135e-09	15.4162951839759	0	0	0	0	0	26695	17566	20708	12857	10303	0	0	0	0	0	682.965390364873	676.968133382378	545.983139191732	365.550405978677	327.498191803091	Down_hemocyte_Up_hep
XM_027379523.1	13.5671514277589	0.460172924179883	32.4762015155881	1.82029926080963e-12	1.53145086446934e-09	15.3499727138812	0	0	0	0	0	6264	4118	6963	6484	2924	0	0	0	0	0	160.258295757466	158.701740479827	183.58511677574	184.353179774889	92.9442601991885	Down_hemocyte_Up_hep
XM_027365027.1	14.2643539810963	0.808555224220552	32.3348202633727	1.91085280418462e-12	1.5377380240284e-09	15.3239317288105	0	0	0	0	0	8434	7504	13356	9310	4842	0	0	0	0	0	215.775617244328	289.193263856391	352.141723345797	264.702051774246	153.911117607548	Down_hemocyte_Up_hep
XM_027369553.1	11.6891763811489	-0.478602229388304	32.0856956301989	2.08257440434707e-12	1.5418547860024e-09	15.3020665168498	0	0	0	0	0	1347	1467	1690	1240	1226	0	0	0	0	0	34.4616737524437	56.5360498503899	44.5582144694817	35.2556975510275	38.9704729836543	Down_hemocyte_Up_hep
XM_027370505.1	13.5414659158082	0.446827755106586	32.1639092810123	2.02691946683804e-12	1.5418547860024e-09	15.3059755990789	0	0	0	0	0	8005	5161	5024	3840	3895	0	0	0	0	0	204.800073042548	198.897445997179	132.461816269039	109.178934351569	123.809129095704	Down_hemocyte_Up_hep
XM_027352868.1	11.1697213955801	-0.738725691283671	31.477241447674	2.57684785636591e-12	1.65811085923547e-09	15.2055012773531	0	0	0	0	0	850	758	1313	1175	841	0	0	0	0	0	21.7464162506141	29.2122193500992	34.6183050878281	33.4076166310139	26.7326001462098	Down_hemocyte_Up_hep
XM_027363970.1	11.0120227449354	-0.816325653646533	31.5422549193481	2.5183912813791e-12	1.65811085923547e-09	15.2115736395782	0	0	0	0	0	782	814	1052	818	891	0	0	0	0	0	20.0067029505649	31.3703780355947	27.7368293620679	23.2573875780165	28.3219342809429	Down_hemocyte_Up_hep
XM_027379298.1	12.0846207608095	-0.281230129314569	31.5971044934433	2.47019500618034e-12	1.65811085923547e-09	15.2324582413245	0	0	0	0	0	1556	1777	2376	2122	1431	0	0	0	0	0	39.8087337481829	68.4829997165254	62.6451583310583	60.3327340349034	45.4867429360598	Down_hemocyte_Up_hep
XM_027382187.1	11.4641627841322	-0.591448258958946	31.454179883979	2.59793694515256e-12	1.65811085923547e-09	15.2067300729164	0	0	0	0	0	1322	1082	1682	1150	839	0	0	0	0	0	33.8220732744845	41.6987088876086	44.3472880104546	32.6968162771626	26.6690267808205	Down_hemocyte_Up_hep
XM_027353363.1	10.3934397655688	-1.12743996227313	31.0696936209917	2.97867117262596e-12	1.71752053034654e-09	15.1139216060101	0	0	0	0	0	730	402	511	690	545	0	0	0	0	0	18.6763339564097	15.492496278021	13.4729275703581	19.6180897662975	17.3237420685902	Down_hemocyte_Up_hep
XM_027363969.1	10.9194417225682	-0.862643177270917	31.0417905866967	3.00857522995775e-12	1.71752053034654e-09	15.1327638418119	0	0	0	0	0	727	762	1057	780	775	0	0	0	0	0	18.5995818990546	29.3663735419203	27.8686583989599	22.1769710401624	24.6346790883622	Down_hemocyte_Up_hep
XM_027367611.1	13.524375542512	0.438214073717725	30.9925057720524	3.06219555359208e-12	1.71752053034654e-09	15.1313766462936	0	0	0	0	0	4423	4702	8280	3713	4574	0	0	0	0	0	113.158116560548	181.208252485708	218.308885093082	105.568068554004	145.392286645379	Down_hemocyte_Up_hep
XM_027376864.1	11.6526174054934	-0.497145746049053	31.2241823913682	2.81884840646541e-12	1.71752053034654e-09	15.1737659697426	0	0	0	0	0	1592	1345	1666	1392	899	0	0	0	0	0	40.7297584364442	51.8343469998462	43.9254350924003	39.5773637024437	28.5762277425002	Down_hemocyte_Up_hep
XM_027364078.1	15.2633789029048	1.30710874016556	30.724771087815	3.37225372635816e-12	1.78334412060466e-09	15.0755274826524	0	0	0	0	0	13938	22851	16992	12248	18215	0	0	0	0	0	356.590058471834	880.644359326012	448.007798973629	348.235309358858	578.994425283249	Down_hemocyte_Up_hep
XM_027367729.1	16.1865908215099	2.08605561688302	30.7630786977068	3.32586902098504e-12	1.78334412060466e-09	15.0705964388486	0	0	0	1	0	48557	51171	38682	36748	25212	0	0	0	0.0340485374771788	0	1242.28321633067	1972.05603741943	1019.88216101094	1044.81965613319	801.405844097791	Down_hemocyte_Up_hep
XM_027377569.1	13.6647599424896	0.507762588083218	30.3702191558034	3.8365697025243e-12	1.97252968400062e-09	15.0313096652331	0	0	0	0	0	4832	7334	5159	5462	4743	0	0	0	0	0	123.621980379961	282.641710703994	136.021200265122	155.295661309445	150.764236020777	Down_hemocyte_Up_hep
XM_027369766.1	14.1336998160175	0.742890939103835	29.9881343452792	4.41607935452925e-12	2.11978612522274e-09	14.9646101125873	0	0	0	0	0	11180	8921	7002	7820	4426	0	0	0	0	0	286.029333743371	343.802386309017	184.613383263498	222.338350684705	140.687857606569	Down_hemocyte_Up_hep
XM_027382405.1	10.2786806770404	-1.18573878654146	30.0262305873139	4.35423026867125e-12	2.11978612522274e-09	14.9406980746632	0	0	0	0	0	512	349	685	664	463	0	0	0	0	0	13.0990177886052	13.4499532363913	18.0605780541982	18.8788573982921	14.717234087628	Down_hemocyte_Up_hep
XM_027382895.1	11.4523297183126	-0.596967189764147	29.9574650546402	4.46656539433177e-12	2.11978612522274e-09	14.969020941836	0	0	0	0	0	1074	1198	1564	1266	877	0	0	0	0	0	27.4772365331288	46.1691804504206	41.2361227398044	35.9949299190329	27.8769207232176	Down_hemocyte_Up_hep
XM_027382197.1	14.8814798852269	1.11676416990371	29.7858451739456	4.76091874150151e-12	2.20299612466129e-09	14.9251380259808	0	0	0	0	0	11053	14908	18712	14721	7110	0	0	0	0	0	282.780163315338	574.532672917255	493.356987664463	418.547680361835	226.003313959039	Down_hemocyte_Up_hep
XM_027363486.1	10.7560289626386	-0.944060160661215	29.3108090729625	5.69156418470944e-12	2.34100358877305e-09	14.8427426140358	0	0	0	0	0	786	748	742	872	529	0	0	0	0	0	20.1090390270384	28.8268338705464	19.5634290747665	24.7927163423354	16.8151551454756	Down_hemocyte_Up_hep
XM_027372150.1	11.3337734791397	-0.656080478752657	29.4943534879154	5.31039618867202e-12	2.34100358877305e-09	14.8887377696939	0	0	0	0	0	835	985	1385	1202	1083	0	0	0	0	0	21.3626559638385	37.9604697359469	36.5166432190723	34.1752810131734	34.4249773583178	Down_hemocyte_Up_hep
XM_027376677.1	-9.44294944074615	6.99129525292404	-29.3159859754629	5.68041427093191e-12	2.34100358877305e-09	17.0717518527264	152863	172423	127307	114529	108884	86	185	217	136	244	3476.2765217179	3457.03660033282	3173.83347663021	3899.54494872381	2730.75323707505	2.20022564417978	7.12963137172606	5.72138020111097	3.8667539249514	7.75595057749726	Up_hemocyte_Down_hep
XM_027376863.1	9.78264366481215	-1.43439138039854	29.3913286588295	5.52080396181702e-12	2.34100358877305e-09	14.7946980061051	0	0	0	0	0	542	253	364	375	358	0	0	0	0	0	13.8665383621563	9.75025263268483	9.59715388573452	10.6620053077704	11.3796324046886	Down_hemocyte_Up_hep
XM_027378174.1	15.0234256373338	1.18765893994188	29.3797361761534	5.54504124745483e-12	2.34100358877305e-09	14.8545373716323	0	0	0	0	0	12604	17311	17420	18359	7560	0	0	0	0	0	322.460976967929	667.140803653783	459.292364531581	521.983347854285	240.307321171637	Down_hemocyte_Up_hep
XM_027350967.1	16.871885241879	2.42831223929415	29.2249121009604	5.88008515646562e-12	2.36596730784831e-09	14.8088080435598	0	0	0	1	0	66789	98594	60549	57512	41640	0	0	0	0.0340485374771788	0	1708.73105289678	3799.66959710248	1596.42327095423	1635.18199802798	1323.59746740568	Down_hemocyte_Up_hep
XM_027356882.1	15.1566239872587	1.25383392082907	29.0799228841898	6.21389199687535e-12	2.44708355255672e-09	14.8009004650581	0	0	0	0	0	18531	22818	13421	10350	14209	0	0	0	0	0	474.097458282505	879.372587243488	353.855500825393	294.271346494463	451.656974408437	Down_hemocyte_Up_hep
XM_027371550.1	11.4184767426006	-0.613313920708954	28.8467894986498	6.79466159411428e-12	2.59201733730943e-09	14.7752658892454	0	0	0	0	0	961	1271	1183	1182	1168	0	0	0	0	0	24.5862423727531	48.9824944511558	31.1907501286372	33.6066407300923	37.126845387364	Down_hemocyte_Up_hep
XM_027377992.1	9.93997948317779	-1.35582838536469	28.8211682722539	6.86200494506251e-12	2.59201733730943e-09	14.7088006917867	0	0	0	0	0	408	277	599	473	361	0	0	0	0	0	10.4382798002947	10.6751777836115	15.7931186196565	13.4483426948677	11.4749924527726	Down_hemocyte_Up_hep
XM_027366957.1	10.5829340267192	-1.03376505901925	28.6675038445082	7.28144984641108e-12	2.69544710414445e-09	14.7206310390491	0	0	0	0	0	929	491	780	721	421	0	0	0	0	0	23.7675537609652	18.9224270460405	20.5653297551454	20.4994822050732	13.3821934144522	Down_hemocyte_Up_hep
XM_027363320.1	12.1500434012461	-0.248468275848326	28.4313769262204	7.98134098665026e-12	2.89622881670753e-09	14.7033826896217	0	0	0	0	0	1787	2167	1806	2548	1405	0	0	0	0	0	45.7186421645263	83.5130334190831	47.6166481253751	72.4447720645306	44.6602891859986	Down_hemocyte_Up_hep
XM_027378597.1	12.1550128886544	-0.246111981281602	28.3819892071306	8.13679282882875e-12	2.89622881670753e-09	14.694139958214	0	0	0	0	0	1849	1744	2852	2361	1172	0	0	0	0	0	47.3048513498652	67.2112276340013	75.1952826431727	67.1279854177224	37.2539921181426	Down_hemocyte_Up_hep
XM_027366106.1	13.9230869126949	0.638002164740688	28.3295772507004	8.30537393779177e-12	2.90045596631298e-09	14.6727536602997	0	0	0	0	0	11191	6402	7857	6102	3401	0	0	0	0	0	286.310757953673	246.723784009677	207.156148572022	173.49215036804	108.106507844542	Down_hemocyte_Up_hep
XM_027351847.1	14.4546475684299	0.90341894272659	28.0653513771696	9.21515888204877e-12	3.04577456692573e-09	14.6188186435714	0	0	0	0	0	10731	11207	10967	12154	4588	0	0	0	0	0	274.542109159223	431.901506934778	289.15380951882	345.562700028377	145.837300203104	Down_hemocyte_Up_hep
XM_027372128.1	14.9286122609964	1.1398963324231	28.1252206940066	8.99990317747592e-12	3.04577456692573e-09	14.6269859853168	0	0	0	0	0	12972	20417	15795	9412	9622	0	0	0	0	0	331.875896003489	786.84153360287	416.447927541694	267.60211721796	305.851460888027	Down_hemocyte_Up_hep
XM_027376661.1	-8.95994183846772	9.5508243366509	-28.1035354569966	9.07723238471254e-12	3.04577456692573e-09	17.0151870486257	778965	879286	670791	552957	529657	678	1311	1468	856	1640	17714.5400832117	17629.4571151195	16723.1882898996	18827.3771377684	13283.517939178	17.3459649622545	50.5240363693668	38.7050052314788	24.3378041158706	52.1301596192439	Up_hemocyte_Down_hep
XR_003475003.1	10.037580870855	-1.29987037933222	28.0172424227996	9.39219050869916e-12	3.04982551097391e-09	14.5689612146838	0	0	0	0	0	417	468	433	467	432	0	0	0	0	0	10.6685359723601	18.0360404430692	11.4163945948435	13.2777506099434	13.7318469240935	Down_hemocyte_Up_hep
XM_027364525.1	12.944946545945	0.148458784864537	27.9527609286211	9.63529697622433e-12	3.07482261608511e-09	14.6091793789195	0	0	0	0	0	4240	3804	2765	4240	2075	0	0	0	0	0	108.476241061887	146.60063642187	72.9014574012526	120.551740013191	65.9573665914214	Down_hemocyte_Up_hep
XM_027359178.1	13.0792698045749	0.216247975609329	27.8812802325993	9.91281854371461e-12	3.10976878687481e-09	14.5941868489848	0	0	0	0	0	5397	3310	4564	4173	1845	0	0	0	0	0	138.07695118184	127.562593731964	120.333544874979	118.646795064869	58.6464295716494	Down_hemocyte_Up_hep
XM_027369866.1	16.2923347285064	1.82112354297956	27.7378053524087	1.0496464081215e-11	3.13353312385819e-09	14.5417661791678	0	0	0	0	0	33097	59695	24154	27842	32048	0	0	0	0	0	846.754280760675	2300.5586201902	636.839711417669	791.604138077182	1018.69960699849	Down_hemocyte_Up_hep
XM_027380253.1	11.8374858010587	-0.404522760418721	27.761393961206	1.03979937024715e-11	3.13353312385819e-09	14.5740715869022	0	0	0	0	0	1838	1843	1554	1620	995	0	0	0	0	0	47.0234271395631	71.0265438815737	40.9724646660205	46.0598629295681	31.6277492811876	Down_hemocyte_Up_hep
XM_027380569.1	13.317012444093	0.334373009133655	27.8047642658875	1.02195569165797e-11	3.13353312385819e-09	14.5772131315257	0	0	0	0	0	3822	5021	5661	5240	2501	0	0	0	0	0	97.7821210704082	193.502049283441	149.256835569075	148.983754167245	79.498493419347	Down_hemocyte_Up_hep
XM_027365310.1	14.0866924447001	0.719052771601477	27.6063067940155	1.10643280221299e-11	3.15060995940927e-09	14.5320342625738	0	0	0	0	0	6833	10182	8251	8436	4231	0	0	0	0	0	174.815602635819	392.39949528062	217.544276679109	239.852471403603	134.48945448111	Down_hemocyte_Up_hep
XM_027367438.1	7.93544809973281	3.63583313563118	27.6515103639295	1.08654381096613e-11	3.15060995940927e-09	15.6385802338257	36	44	39	27	18	8813	5106	7276	7377	4898	0.818680483713158	0.882188631532012	0.972291434002671	0.919310511883827	0.451430497293918	225.47196049019	196.777825859639	191.837614485177	209.742968414459	155.691171838449	Down_hemocyte_Up_hep
XM_027379363.1	13.5363278530009	0.908517625680274	27.642036110512	1.09067992187738e-11	3.15060995940927e-09	14.5397224588539	2	0	0	0	0	9532	7151	5335	7509	5580	0.0454822490951755	0	0	0	0	243.866870236298	275.589156428179	140.661582363719	213.495994282794	177.369689436208	Down_hemocyte_Up_hep
XM_027360141.1	14.5672346124029	0.959953744571614	27.5388267376067	1.13686380479706e-11	3.1882139640892e-09	14.5153107340946	0	0	0	0	0	20533	10640	9156	9472	5744	0	0	0	0	0	525.316664557481	410.050150244137	241.405332356553	269.308038067203	182.582705398132	Down_hemocyte_Up_hep
XM_027365833.1	9.641980107418	2.5702827421341	27.4977009862888	1.15585571116284e-11	3.19309453103178e-09	14.8014960300055	12	12	11	3	6	7350	4340	6954	6536	4039	0.272893494571053	0.240596899508731	0.274236045487933	0.102145612431536	0.150476832431306	188.042540520016	167.257298125898	183.347824509335	185.8316445109	128.386411403735	Down_hemocyte_Up_hep
XM_027357721.1	12.6266373664465	-0.0106417939683909	27.3911957098349	1.20666329608696e-11	3.23683057206862e-09	14.5003936280232	0	0	0	0	0	1898	2563	4128	2261	2868	0	0	0	0	0	48.5584682866653	98.7742984093724	108.838052858	64.284784002317	91.1642059682875	Down_hemocyte_Up_hep
XM_027359900.1	12.5537459629987	-0.0470852014605436	27.3961263768983	1.20425827032238e-11	3.23683057206862e-09	14.5017182646488	0	0	0	0	0	2168	3363	2850	2585	1883	0	0	0	0	0	55.466153448625	129.605136773593	75.1425510284159	73.4967565882306	59.8543235140465	Down_hemocyte_Up_hep
XM_027362299.1	15.006806502053	1.17880954229535	27.3509810104575	1.22647498287079e-11	3.24297506542222e-09	14.4747424267883	0	0	0	0	0	13584	22237	14159	9048	12821	0	0	0	0	0	347.533315703931	856.981690881472	373.313466670646	257.252864065884	407.537058828248	Down_hemocyte_Up_hep
XM_027382408.1	9.55455360655957	-1.54642143613156	27.2764744620334	1.26412200249979e-11	3.29544142877024e-09	14.380589283405	0	0	0	0	0	363	246	303	448	254	0	0	0	0	0	9.28699893996812	9.4804827969979	7.98883963565264	12.7375423410164	8.07381740444387	Down_hemocyte_Up_hep
XM_027369645.1	10.2432909483744	-1.19909775379567	27.2384457486034	1.28382032093451e-11	3.30030976669123e-09	14.4289892014618	0	0	0	0	0	420	489	690	489	495	0	0	0	0	0	10.7452880297152	18.84534995013	18.1924070910902	13.9032549213326	15.7344079338572	Down_hemocyte_Up_hep
XM_027352856.1	10.6796566254316	-0.984058167549405	27.1661344362949	1.32220391949755e-11	3.35242086931234e-09	14.4345310324282	0	0	0	0	0	792	598	829	918	423	0	0	0	0	0	20.2625431417486	23.046051677255	21.8572543166866	26.1005889934219	13.4457667798416	Down_hemocyte_Up_hep
XM_027351485.1	13.1405398576402	0.245546839469459	27.009101670255	1.40992817601047e-11	3.48076131426891e-09	14.4185385643941	0	0	0	0	0	3915	5555	3494	3046	3323	0	0	0	0	0	100.161434848417	214.081633891558	92.1221309801001	86.6039151132497	105.627146594358	Down_hemocyte_Up_hep
XM_027352843.1	10.1348363054016	-1.25278829284519	27.0082285365563	1.41043329499254e-11	3.48076131426891e-09	14.3755237344345	0	0	0	0	0	554	449	464	365	561	0	0	0	0	0	14.1735465915767	17.3038080319189	12.2337346235737	10.3776851662299	17.8323289917048	Down_hemocyte_Up_hep
XM_027373827.1	9.81036412237104	-1.41522524721335	26.876152051947	1.48915681427125e-11	3.57958486692813e-09	14.3241856200174	0	0	0	0	0	504	391	397	302	324	0	0	0	0	0	12.8943456356582	15.0685722505129	10.4672255292214	8.58646827452443	10.2988851930701	Down_hemocyte_Up_hep
XM_027376806.1	13.9270615680122	0.639408135806606	26.9021306846215	1.4733026001908e-11	3.57958486692813e-09	14.3899643281296	0	0	0	0	0	5603	7983	8407	8736	3591	0	0	0	0	0	143.347259120224	307.653228326968	221.657342630138	248.382075649819	114.145977556527	Down_hemocyte_Up_hep
XM_027365311.1	13.4878227879068	0.420049306441337	26.8069535964234	1.53229989231003e-11	3.63606906497004e-09	14.373387689561	0	0	0	0	0	4135	4902	7150	6706	2653	0	0	0	0	0	105.789919054458	188.915962076763	188.5155227555	190.665086917089	84.3300691889354	Down_hemocyte_Up_hep
XM_027375354.1	8.17905699421175	4.2839089368529	26.7638424545761	1.55986451193229e-11	3.65462433561452e-09	15.6581729976278	52	53	43	31	52	16516	11740	10738	11256	7284	1.18253847647456	1.06263630616356	1.07201363236192	1.05550466179254	1.30413254773799	422.54565975899	452.44255299494	283.116039629168	320.030751318036	231.53419674791	Down_hemocyte_Up_hep
XM_027362687.1	13.804946518497	0.57817092204783	26.7081332925019	1.59628581463643e-11	3.6932067678882e-09	14.3500548450566	0	0	0	0	0	9309	8134	5250	4252	4565	0	0	0	0	0	238.161633972902	313.472549068215	138.420488736556	120.892924183039	145.106206501127	Down_hemocyte_Up_hep
XM_027379918.1	14.6275263890085	0.989080192891916	26.614553212003	1.65956536428716e-11	3.79220929970259e-09	14.3245644393201	0	0	0	0	0	10943	17220	8323	8151	10418	0	0	0	0	0	279.965921212317	663.633795789853	219.442614810353	231.749347369697	331.153660312977	Down_hemocyte_Up_hep
XM_027375317.1	-7.22187502104284	6.67636171667337	-26.5816622395222	1.68245030144882e-11	3.79761861335563e-09	16.4068659445153	48727	54434	41836	59660	48222	274	163	440	396	219	1108.10677583031	1091.38763565485	1042.99447263938	2031.33574588849	1209.38230225041	7.01002123843324	6.28178331670999	11.6009552464923	11.2590776050055	6.96128351013074	Up_hemocyte_Down_hep
XM_027378226.1	10.8155179093009	-0.912821197824216	26.5366836726038	1.71430298599972e-11	3.82289565877938e-09	14.3075246239556	0	0	0	0	0	662	824	792	650	890	0	0	0	0	0	16.9366206563606	31.7557635151474	20.8817194436861	18.4808092001354	28.2901475982482	Down_hemocyte_Up_hep
XM_027351791.1	9.18515924463602	-1.7250332332605	26.1977319635562	1.97653358321088e-11	4.06550847454773e-09	14.1167959193486	0	0	0	0	0	277	267	239	224	225	0	0	0	0	0	7.08677329578835	10.2897923040587	6.30142796343558	6.36877117050819	7.15200360629871	Down_hemocyte_Up_hep
XM_027359091.1	9.47178544157707	-1.58224461975243	26.0450527489644	2.10864343593161e-11	4.06550847454773e-09	14.1156186869354	0	0	0	0	0	321	324	344	238	282	0	0	0	0	0	8.2124701369966	12.4864895375094	9.06983773816669	6.76681936866495	8.96384451989438	Down_hemocyte_Up_hep
XM_027362059.1	12.1537529793696	-0.246680641054971	26.0979151397424	2.06184663163005e-11	4.06550847454773e-09	14.2273851869592	0	0	0	0	0	2522	1955	2118	2420	1003	0	0	0	0	0	64.5228962165278	75.3428612525646	55.8427800274333	68.8054742528116	31.8820427427449	Down_hemocyte_Up_hep
XM_027363492.1	-9.12493255833797	7.36579345243198	-26.1511932173254	2.01582246226586e-11	4.06550847454773e-09	16.2061132874547	185258	207259	156540	117760	127805	117	168	347	230	455	4212.97525143701	4155.48939960666	3902.62823278918	4009.55577331257	3205.28192814718	2.99333023684923	6.47447605648637	9.14893516030187	6.53936325543251	14.4629406260707	Up_hemocyte_Down_hep
XM_027368483.1	15.7664885161513	1.55883715067985	26.0869112234784	2.07149402650816e-11	4.06550847454773e-09	14.2021855051253	0	0	0	0	0	40453	35039	16847	15055	19228	0	0	0	0	0	1034.9503253954	1350.35218180492	444.184756903762	428.043973089289	611.19433485294	Down_hemocyte_Up_hep
XM_027368484.1	15.7409906729657	1.54609130440947	26.104271931329	2.05629575842454e-11	4.06550847454773e-09	14.2062162927945	0	0	0	0	0	39455	34714	16770	14893	18499	0	0	0	0	0	1009.41747431527	1337.82715371945	442.154589735626	423.437986796332	588.021843168532	Down_hemocyte_Up_hep
